DOI,Title,Authors,Journal,Year,Abstract,LitmapsId,Cited By,References,PubMedId,Tags
10.1109/access.2020.3037188,Domain Ontology Construction and Evaluation for the Entire Process of Software Testing,"Zhe Sun, Chi Hu, Chunlei Li, Linbo Wu",IEEE Access,2020,"As an important part of software engineering, software testing is a knowledge-intensive work. In the process of software testing, inconsistent knowledge expression, diverse knowledge carriers, and a few experienced people have mastered most of the knowledge, which hinders the transfer and sharing of domain knowledge. Ontology is widely used in various stages of software engineering to define the semantic relationship between relevant information and knowledge. To solve the problem of knowledge silo in the process of software testing, this article forms an Entire Process Ontology on Software Testing (EPOST). EPOST covers the concepts and relationships of software testing process information, software test object information, and software defect information. The concepts and terms in the ontology are extracted from ISTQB, SWEBOK, IEEE std.829-2008 standard, and IEEE std.610.12-1990 standard. We adopt a comprehensive ontology construction method based on Dev. 101 method and Methontology method. The developed ontology is successfully evaluated by using validation and verification tests. Ontology verification uses an improved FOCA evaluation method by adding a cohesion metric. The evaluation result infers that EPOST has a high quality of ontology and good domain coverage, and achieves the purpose of ontology construction. Finally, we make a case study on the role of EPOST in software testing process. The results show that ontology-based application in the software testing process can promote the sharing and transmission of domain knowledge, and improve the testing process and testing quality.",74548418,15,36,,
10.1016/j.jss.2021.110973,Synthesizing researches on knowledge management and agile software development using the meta-ethnography method,"Bianca Minetto Napoleão, Érica Ferreira de Souza, Glauco Antonio Ruiz, Katia Romero Felizardo, Giovani Volnei Meinerz, Nandamudi Lankalapalli Vijaykumar",Journal of Systems and Software,2021,(missing abstract),208176407,14,59,,
10.1109/icitr51448.2020.9310914,Sinhala Handwritten Character Recognition using Convolutional Neural Network,"Janotheepan Mariyathas, Vasanthapriyan Shanmuganathan, Kuhaneswaran Banujan",2020 5th International Conference on Information Technology Research (ICITR),2020,"Handwritten character recognition is widely used for the English language. It is difficult to create a character recognition model for south Asian languages because of its shape and compound characters. Among other South Asian languages (e.g.: - Tamil, Hindi, Malayalam, etc.) Sinhala characters are unique, because of their shape, which are having mostly curves and dots. These unique characteristics make it difficult to create a model to recognize Sinhala’s handwritten characters. Recognizing handwritten characters rather than typed characters is more complicated because the handwriting of each individual is varying from each other. Therefore the recognition of Sinhala handwritten character need to be improved. Convolutional Neural Network (CNN) is playing a vital role in character recognition by supporting the more efficient image classification. This research focuses on recognizing Sinhala handwritten characters using CNN. Google colaboratory platform is used for the experiment, and python programming language is used for the implementation part. In total, around 110,000 image data were used for the experiment. CNN’s performance was evaluated by training and testing the dataset by increasing the number of character classes. When it reaches 100 character class it shows reasonable accuracy of 90.27%. The model was trained by 5 sets of different 100 character classes. Finally, the overall accuracy of 82.33% is achieved for 434 characters. This model outerformed than similar systems.",19015149,14,36,,
10.1109/icitr51448.2020.9310914,Sinhala Handwritten Character Recognition using Convolutional Neural Network,"Janotheepan Mariyathas, Vasanthapriyan Shanmuganathan, Kuhaneswaran Banujan",2020 5th International Conference on Information Technology Research (ICITR),2020,"Handwritten character recognition is widely used for the English language. It is difficult to create a character recognition model for south Asian languages because of its shape and compound characters. Among other South Asian languages (e.g.: - Tamil, Hindi, Malayalam, etc.) Sinhala characters are unique, because of their shape, which are having mostly curves and dots. These unique characteristics make it difficult to create a model to recognize Sinhala’s handwritten characters. Recognizing handwritten characters rather than typed characters is more complicated because the handwriting of each individual is varying from each other. Therefore the recognition of Sinhala handwritten character need to be improved. Convolutional Neural Network (CNN) is playing a vital role in character recognition by supporting the more efficient image classification. This research focuses on recognizing Sinhala handwritten characters using CNN. Google colaboratory platform is used for the experiment, and python programming language is used for the implementation part. In total, around 110,000 image data were used for the experiment. CNN’s performance was evaluated by training and testing the dataset by increasing the number of character classes. When it reaches 100 character class it shows reasonable accuracy of 90.27%. The model was trained by 5 sets of different 100 character classes. Finally, the overall accuracy of 82.33% is achieved for 434 characters. This model outerformed than similar systems.",236570135,14,33,,
10.1111/radm.12435,Enhancing software development through project-based learning and the quality of planning,"Marco Antônio Amaral Féris, Keith Goffin, Ofer Zwikael, Di Fan",R & D Management,2021,(missing abstract),84841345,12,135,,
10.1111/radm.12435,Enhancing software development through project-based learning and the quality of planning,"Marco Antônio Amaral Féris, Keith Goffin, Ofer Zwikael, Di Fan",R and D Management,2020,"R&amp;D plays a crucial role in developing new products, the commercialisation of which can drive corporate growth. Over three decades, research has focused the new product development (NPD) process and it is known that developing new products is a knowledge‐intensive, risky activity. Since industry surveys show that many NPD projects, particularly software‐based ones, fail to meet their schedules and objectives. Consequently, today’s R&amp;D managers still need ways to plan and conduct NPD more effectively. Project‐based Learning (PBL) – the generation of specific technical and process knowledge during and after a project – is a potential way to improve NPD. Therefore, this paper investigated the research question: Does PBL enhance the quality of planning in subsequent software development projects? The study used a sample of 47 software development projects at three multinational organisations. Significantly, the findings show that PBL does enhance the quality of planning of subsequent software development projects. In particular, the quality of planning is increased in projects with high levels of uncertainty; where team members work in a project‐based structure with strong collaboration; and when the pressure to deliver projects is high. The contribution of the research at a theoretical level is that it identified an important link between learning and the quality of planning in subsequent NPD projects. At a practical level, the study identifies specific steps R&amp;D managers can take to improve the performance of software development projects, with all their associated challenges.",279018156,12,134,,
10.1007/s42979-020-00420-8,An Ontology-Based Approach to Automated Test Case Generation,"Shreya Banerjee, Narayan C. Debnath, Anirban Sarkar",SN computer science,2021,"Software testing is as old as software itself. However, the techniques, tools, and processes used by researchers to ensure product quality are constantly evolving. Application of knowledge management technologies in automated test case generation is one of them. This paper addressed the issue of ontology-based automated test case generation in the case of black box testing. In this context, several challenges are present in existing literature. The prime challenges among are (1) major approaches are confined to a specific domain, (2) least consideration about modified domain knowledge, (3) lack of methodology for auto-identification of pre-conditions and different combinations among test input data and (4) poor requirements and domain coverage. The proposed methodology, in this paper, is aimed to resolve these issues by devising a rule-based reasoner that can auto generate the test cases. The proposed method takes an ontology-based requirements specification as an input. The novelty of the proposed method is the specification of domain independent inference rules based on which the devised reasoner can generate test cases for different domains and systems automatically. This contribution of the proposed work facilitates in improving both user’s requirements coverage and domain coverage. The devised reasoned, in this paper, is implemented in Apache Jena (Apache Jena,                 https://jena.apache.org                              ., Accessed 2020/09/04). In addition, the usability of the proposed work is illustrated using a suitable case study.",10670804,11,20,,
10.1145/3275245.3275260,Knowledge Management Diagnostics in Software Development Organizations: a Systematic Literature Review,"Claudia P. C. Maciel, É. Souza, R. Falbo, K. Felizardo, N. Vijaykumar",SBQS,2018,"Context: Managing knowledge is one of the main challenges for software development organizations. Thus, the principles of Knowledge Management (KM) are presented as determinant and effective factors for the software product quality. There are several approaches to applying KM in an organization. However, for a KM approaches to succeed, it is important to conduct a KM diagnostic in order to analyze the KM current state that already exists in the organization. Objective: The objective of this paper is to present the results of a Systematic Literature Review (SLR) conducted to summarize existing research on KM diagnostic in software development organizations. Method: SLR was performed by searching four electronic databases. We also performed backward snowballing from reference lists of selected studies. Results: From the SLR, we identified 24 studies addressing investigated differents approaches related to KM diagnostics in software development organizations. Conclusion: Based on our results we conclude that in the software engineering context the KM diagnosis practice still does not seem consolidated.",14395787,11,63,,
10.1007/s42979-020-00420-8,An Ontology-Based Approach to Automated Test Case Generation,"Shreya M. Banerjee, N. Debnath, A. Sarkar",SN Computer Science,2021,(missing abstract),276241862,10,18,,
10.1177/0165551519833610,Effect of knowledge management on software product experience with mediating effect of perceived software process improvement: An empirical study for Indian software industry,"Mitali Chugh, Nitin Chanderwal, R. Upadhyay, D. K. Punia",Journal of information science,2020,"The software development industry is characterised by swift innovation and competition. To survive, software engineering (SE) organisations need to develop high-quality software products in a timely fashion and at low cost. Knowledge-based approaches to software development are extremely supportive to acquiring new knowledge and leveraging existing knowledge from software projects; this enables constant improvement of software development practices. In this empirical study of Indian SE organisations, we study the impact of managing knowledge for perceived software process improvement (PSPI) and its effect on software product quality. Information technology (IT) in knowledge management (KM) is an important facilitator for any SE organisation desiring to exploit evolving technologies for management of their knowledge assets and for carrying out various KM processes of knowledge capture, storage, retrieval and sharing. Surveys collected from Indian SE organisations were analysed to propose a model using a structured equation modelling (SEM) technique. Our findings reveal that the relation between KM and quality of software product is positively mediated by PSPI. These findings reinforce an arena that is of growing importance to researchers and practitioners and which has seen only a limited number of empirical studies to date in the context of Indian SE organisations.",219500214,10,74,,
10.32604/cmc.2023.030266,"Big Data Testing Techniques: Taxonomy, Challenges and Future Trends","Iram Arshad, S. Alsamhi, W. Afzal","Computers, Materials &amp; Continua",2021,": Big Data is reforming many industrial domains by providing decision support through analyzing large data volumes. Big Data testing aims to ensure that Big Data systems run smoothly and error-free while maintaining the performance and quality of data. However, because of the diversity and complexity of data, testing Big Data is challenging. Though numerous research efforts deal with Big Data testing, a comprehensive review to address testing techniques and challenges of Big Data is not available as yet. Therefore, we have systematically reviewed the Big Data testing techniques’ evidence occurring in the period 2010-2021. This paper discusses testing data processing by highlighting the techniques used in every processing phase. Furthermore, we discuss the challenges and future directions. Our findings show that diverse functional, non-functional and combined (functional and non-functional) testing techniques have been used to solve specific problems related to Big Data. At the same time, most of the testing challenges have been faced during the MapReduce validation phase. In addition, the combinatorial testing technique is one of the most applied techniques in combination with other techniques (i.e., random testing, mutation testing, input space partitioning and equivalence testing) to find various functional faults through Big Data testing.",254556118,7,81,,
10.1109/icac49085.2019.9103378,Machine Learning Approaches for Emotion Classification of Music: A Systematic Literature Review,"Charles Joseph, Sugeeswari Lekamge",International Conference on Automation and Computing,2019,"Music is ubiquitous in every corner of the world. Fundamental mechanisms for how a listener perceives emotions in music as well as the way in which the emotional goal of a composer is expressed through music have been widely explored. Not only humans but also machines can recognize emotions in music once they are trained. As a result, various machine learning approaches are tested by previous researchers for their capability in music emotion recognition. To identify the current status of research and the research gaps in the above domain, we conducted a systematic literature review, through which we investigated several key aspects including types of music, acoustic features, feature extraction mechanisms, classification algorithms, and their performance. Six electronic databases were searched for studies published until 2018. Initial set of studies comprised of 198 studies from which 14 were selected for detailed analysis. Findings revealed that a considerable number of studies have used western music whereas other cultural-specific music still remains to be explored. Acoustic features pertaining to pitch, intensity, timbre, tempo, rhythm, melody, and harmony have been commonly used. While Support Vector Machine, Naive Bayes, and k-Nearest Neighbor are among the frequently used standard classifiers, Fuzzy classifiers and ensemble learning also have been attempted. The discrepancies among the classifier performances reported in previous studies could be partially attributed to the differences in the key aspects we have considered. The study makes a significant contribution by providing a comprehensive and up-to-date review of the previous attempts made in the selected domain.",162071453,7,26,,
10.3390/w17152281,"Evolution of Data-Driven Flood Forecasting: Trends, Technologies, and Gaps—A Systematic Mapping Study","Banujan Kuhaneswaran, Golam Sorwar, Alireza Alaei, Feifei Tong",Water,2025,"This paper presents a Systematic Mapping Study (SMS) on data-driven approaches in flood forecasting from 2019 to 2024, a period marked by transformative developments in Deep Learning (DL) technologies. Analysing 363 selected studies, this paper provides an overview of the technological evolution in this field, methodological approaches, evaluation practices and geographical distribution of studies. The study revealed that meteorological and hydrological factors constitute approximately 76% of input variables, with rainfall/precipitation and water level measurements forming the core predictive basis. Long Short-Term Memory (LSTM) networks emerged as the dominant algorithm (21% of implementations), whilst hybrid and ensemble approaches showed the most dramatic growth (from 2% in 2019 to 10% in 2024). The study also revealed a threefold increase in publications during this period, with significant geographical concentration in East and Southeast Asia (56% of studies), particularly China (36%). Several research gaps were identified, including limited exploration of graph-based approaches for modelling spatial relationships, underutilisation of transfer learning for data-scarce regions, and insufficient uncertainty quantification. This SMS provides researchers and practitioners with actionable insights into current trends, methodological practices, and future directions in data-driven flood forecasting, thereby advancing this critical field for disaster management.",289637804,6,130,,
10.3390/app11209709,Ontology-Based Regression Testing: A Systematic Literature Review,"Muhammad Hasnain, I. Ghani, M. F. Pasha, S. Jeong",Applied Sciences,2021,"Web systems evolve by adding new functionalities or modifying them to meet users’ requirements. Web systems require retesting to ensure that existing functionalities are according to users’ expectations. Retesting a web system is challenging due to high cost and time consumption. Existing ‘systematic literature review’ (SLR) studies do not comprehensively present the ontology-based regression testing approaches. Therefore, this study focuses on ontology-based regression testing approaches because ontologies have been a growing research solution in regression testing. Following this, a systematic search of studies was performed using the “Preferred Reporting Items for Systematic Reviews and Meta-Analyses” (PRISMA) guidelines. A total of 24 peer-reviewed studies covering ontologies (semantic and inference rules) and regression testing, published between 2007 and 2019, were selected. The results showed that mainly ontology-based regression testing approaches were published in 2011–2012 and 2019 because ontology got momentum in research in other fields of study during these years. Furthermore, seven challenges to ontology-driven regression testing approaches are reported in the selected studies. Cost and validation are the main challenges examined in the research studies. The scalability of regression testing approaches has been identified as a common problem for ontology-based and other benchmark regression testing approaches. This SLR presents that the safety of critical systems is a possible future research direction to prevent human life risks.",188883692,6,47,,
10.1109/seaa.2015.10,Using the Findings of a Mapping Study to Conduct a Research Project: A Case in Knowledge Management in Software Testing,"É. Souza, R. Falbo, N. Vijaykumar",2015 41st Euromicro Conference on Software Engineering and Advanced Applications,2015,"A mapping study provides a broad overview of a research area in order to determine whether there is research evidence on a particular topic. Results of a systematic mapping may identify suitable areas for performing future research. In this paper, we discuss our experience in using the findings of a mapping study on Knowledge Management (KM) in Software Testing for performing a real research project, which also applied other empirical approaches. The main goals of this paper are: (i) to reinforce the importance of a systematic mapping in the conduction of a research project by discussing a real case of such application, and (ii) to present the results of our survey on the most important aspects of KM when applied to software testing.",73520337,5,39,,
10.1139/cjce-2022-0185,Optimization of earthworks planning: a systematic mapping study,"Pedro A. Fernandes, Ernesto Ferreira Nobre Júnior, Bruno de Athayde Prata, Pedro A. Fernandes, Ernesto Ferreira Nobre Júnior, Bruno de Athayde Prata",(missing journal),2022,"This article presents a mapping study of the research on the optimization of earthmoving planning and operation. Its goal was to investigate relevant papers and characterize the field by identifying the most commonly explored topics, optimization techniques, and research trends. We applied a systematic review approach based on automatic searches and snowball sampling to select relevant papers on earthwork optimization. Our searches retrieved 5785 results, from which we selected 71 papers between 1958 and 2021. We found that allocation, fleet planning, routing, and scheduling problems were the most commonly investigated topics, and linear programming, mixed-integer linear programming, and genetic algorithms were the most usually used optimization techniques. We also observed that most models that considered construction factors reported improvements in construction budgets or hauling plans. However, we found few studies that demonstrated the impact optimization after the preconstruction stage or presented the advantages of optimization for reducing environmental impacts.",241557688,5,49,,
10.15282/ijsecs.3.2017.1.0023,Knowledge Mapping Process Model for Risk Mitigation in Software Management,"Bokolo Anthony Jnr., Noraini Che Pa, R. Nor, Yusmadi Jah Josoh",(missing journal),2017,"As software organizations try to mitigate operational and technical risk that occurs when using software, there is need to develop a knowledge intensive system to assist team members in mitigating both operational and technical risk. Knowledge mapping in risk mitigation context is in its infancy and has the potential to address both operational and technical risk faced by software organizations. However, as the amount and depth of organizational knowledge increases, it poses some challenges to software organizations. The key challenges for knowledge intensive organizations are how to identify, assimilate, disseminate, and apply these risk knowledge; particularly between different team members in same software development project. Thus this paper proposes a knowledge mapping process model to assist in mitigating risk (operational and technical) that occurs in software organizations. Knowledge mapping is the field within Knowledge Management (KM) that aims to optimize the efficient and effective use of the organization’s knowledge. The mapping process model can support software management teams in measuring and treating risk, thus aiding decision making in software management. Data was collected using semi-structured interview through case study. The interview transcripts were coded and categorized using Nvivo software. Keywords: Knowledge Map, Knowledge Mapping Technique, Risk Mitigation, Software Management, Nvivo",100657673,5,27,,
(missing DOI),"Individual, organizational, technological and industry factors effects on innovation capability of dairy SMEs in Pakistan : knowledge sharing as mediated",Muhammad Imdad Ullah,(missing journal),2017,"Existing literature reveals a gap in the empirical knowledge on innovation capability in the dairy sector of Punjab, Pakistan. Innovation capability is a key player in the growth and success of a business. Therefore, the major objective of this study was to examine the mediating role of knowledge sharing on trust, motivation, training & development, supervisor support, ICT use, and industry cluster resources with innovation capability of the dairy sector. This research contributes to the growth of GDP through the dairy sector. The research framework in the study was based on the diffusion of innovation and the resource- based view theories. The data were collected from dairy farm owners and managers in the study locality, i.e. Punjab, Pakistan. The study instrument was 410 self- administered questionnaires which were distributed to the dairy farm mangers/owners through the simple random sampling technique. 254 valid questionnaires were used for the analysis. The SPSS and SMART PLS 3.0 were used for the basic screening of the raw data and testing the hypothetical statements. The study found that motivation, training & development, supervisor support and industry cluster resources have positive significant impacts on knowledge- sharing. Furthermore, motivation, training & development, ICT used and industry cluster resources also have positive impacts on innovation capability; and knowledge- sharing mediated the relationship between motivation, training & development, supervisor support and innovation capability. The results of the study provide important insights to outcome, policy- makers and researchers to further understand the effects of the innovation capability of dairy SMEs (small medium enterprises) in Pakistan. This study suggested that managers and owners of dairy farms must provide motivation, training & development and supervisor support to enhance the innovation capability of dairy workers.",722568,5,881,,
10.1109/scse61872.2024.10550511,Deep Learning-Based Mitosis Detection in Breast Cancer Histopathology Images: A Mapping Study,"Premisha Premananthan, Mauran Kanagarathnam",International Conference on Soft Computing and Software Engineering,2024,"Mitosis detection refers to the process of identifying and locating mitotic cells within histological or microscopic images. Mitosis, a crucial stage in the cell cycle, involves cell division, and detecting mitotic figures is particularly important in various fields, especially in cancer diagnosis and research. Pathologists takes more time to detect the mitosis in traditional way, also there may be huge variants between experts. As a result, there has been significant interest in developing automated methods for mitosis detection in histopathology images. Several automatic mitosis detection techniques have been proposed in recent years. Five electronic research databases were searched in order to complete the mapping investigation. We took into account research articles released between January 2013 and May 2023. There were 227 studies in the first batch of results. A total of 79 studies were chosen from this set. We conducted a direct search of research organizations’ and individuals’ publications as well as snowballing techniques to find the 73 researchers who completed these investigations. 79 papers addressing Deep learning-based mitotic detection in breast cancer were found through the mapping project, and these have been examined to gather pertinent data for a number of research concerns. This mapping study will help the future researchers to easily identify the relevance within each study and will lead to continuous advancements in deep learning architectures and algorithms will likely lead to improved accuracy and efficiency in mitosis detection. Refinement of models, such as convolutional neural networks (CNNs) and more sophisticated architectures, may enhance the ability to detect mitotic figures with higher precision.",273640386,5,18,,
10.30534/ijatcse/2020/183922020,An Optimized and Unique Methodology for Software Test Case Automation Strategy,Balika. J. Chelliah,International Journal of Advanced Trends in Computer Science and Engineering,2020,"Natural Language Processing is one of the major techniques in Artificial Intelligence which is used for processing, analysis and conversion of text from one language to another. It is used to process human language in a way machines can analyze. Test case generation is one of the most important parameters in determining the fitness value of the algorithms and to determine what test cases are accepted by the algorithms. The necessity to generate automatic test cases arises from the need to produce generations of test cases for complex algorithms. The main objectives of this paper include generating test cases automatically by the means of methodical practice and trail enhancement and defining test strategy for any software application which will not only reduce the long man hour needed to create the manual test cases but also help in searching the bugs and technical errors quickly, efficiently and accurately. The sole purpose of this paper is to automatically generate test cases on the basis of available test resources. In current scenario, the generation of most test cases is done manually. The manual generation of test cases is prone to human errors. The other test case generation systems do not rely upon NLP due to which ambiguous use cases often lead to incorrect generation of test cases. Due to the possibility in human error and having room for improvement in the other documented test case generation method for software application , the proposed system not only generates automated test cases according to the use cases but also makes use of ONTOLOGY and NLP UMTG TOOLKIT for overcoming ambiguous problem statements. In software development and testing, the main purpose is to produce high software with high quality output while optimizing the cost and the time needed to complete the application development. To achieve this goal, software teams will perform the test on their application before live production. For Test Automation, documentation plays a crucial role. To test the software output, functionality and quality, different kinds of documentation will be developed",76192477,4,27,,
10.1145/3439961.3439993,Experience Report on Developing an Ontology-based Approach for Knowledge Management in Software Testing,"É. Souza, R. Falbo, Marcos S. Specimille, Alexandre G. N. Coelho, N. Vijaykumar, K. Felizardo, G. V. Meinerz",Brazilian Symposium on Software Quality,2020,"Software testing is a knowledge intensive process. Thus, Knowledge Management (KM) emerges as a means to manage testing knowledge, and, consequently, to improve software quality. However, there are only a few KM solutions supporting software testing. This paper reports experiences from the development of an approach, Ontology-based Testing Knowledge Management (OntoT-KM), to assist in launching KM initiatives in the software testing domain with the support of Knowledge Management Systems (KMSs). OntoT-KM provides a process guiding how to start applying KM in software testing. OntoT-KM is based on the findings of a systematic mapping on KM in software testing and the results of a survey with testing practitioners. Moreover, OntoT-KM considers the conceptualization established by a Reference Ontology on Software Testing (ROoST). As a proof of concept, OntoT-KM was applied to develop a KMS called Testing KM Portal (TKMP), which was evaluated in terms of usefulness, usability and functional correctness. Results show that the developed KMS from OntoT-KM is a potential system for managing knowledge in software testing, so, the approach is able to guide KM initiatives in software testing.",10040962,4,33,,
