id,abstract,apc_list.value,apc_paid.value,authorships.author.display_name,authorships.author.id,authorships.author.orcid,authorships.countries,authorships.institutions.display_name,authorships.institutions.id,authorships.is_corresponding,best_oa_location.license,citation_normalized_percentile.value,cited_by_count,corresponding_institution_ids,display_name,doi,funders.display_name,fwci,ids.pmid,is_retracted,language,open_access.is_oa,open_access.oa_status,primary_location.source.display_name,primary_location.source.host_organization,primary_location.source.host_organization_name,primary_location.source.id,primary_location.source.issn_l,primary_location.source.type,primary_topic.display_name,publication_date,publication_year,type
https://openalex.org/W2616487348,,,,Mathieu Acher|Roberto E. Lopez-Herrejon|Rick Rabiser,https://openalex.org/A5003973216|https://openalex.org/A5047281408|https://openalex.org/A5024243792,https://orcid.org/0000-0003-1483-3858|https://orcid.org/0000-0002-7067-8269|https://orcid.org/0000-0003-3862-1112,FR|CA|AT,Université de Rennes|Institut de Recherche en Informatique et Systèmes Aléatoires|École de Technologie Supérieure|Johannes Kepler University of Linz,https://openalex.org/I56067802|https://openalex.org/I2802519937|https://openalex.org/I9736820|https://openalex.org/I121883995,True|False|False,,0.91026153,24,https://openalex.org/I2802519937|https://openalex.org/I56067802,Teaching Software Product Lines,https://doi.org/10.1145/3088440,,2.3403,,False,en,False,closed,ACM Transactions on Computing Education,https://openalex.org/P4310319798,Association for Computing Machinery,https://openalex.org/S2764465379,1946-6226,journal,Advanced Software Engineering Methodologies,2017-10-27,2017,article
https://openalex.org/W2187673009,,3560,,Miroslaw Staron|Wilhelm Meding,https://openalex.org/A5074020697|https://openalex.org/A5018084803,https://orcid.org/0000-0002-9052-0864|https://orcid.org/0000-0002-2860-7512,SE|SE,University of Gothenburg|Ericsson (Sweden),https://openalex.org/I881427289|https://openalex.org/I1306339040,True|False,,0.98048097,22,https://openalex.org/I881427289,MeSRAM – A method for assessing robustness of measurement programs in large software development organizations and its industrial evaluation,https://doi.org/10.1016/j.jss.2015.10.051,,10.7053,,False,en,False,closed,Journal of Systems and Software,https://openalex.org/P4310320990,Elsevier BV,https://openalex.org/S37879656,0164-1212,journal,Software Engineering Research,2015-11-26,2015,article
https://openalex.org/W3100256231,"More specialized cybersecurity education programs are needed to address workforce needs, but it is unclear which knowledge, skills, and abilities (KSAs) fulfil industry needs. We interviewed 48 professionals within four cyber defense specialty areas: (1) Cyber Network Defense Analysis, (2) Cyber Network Defense Infrastructure Support, (3) Incident Response, and (4) Vulnerability Assessment and Management. The professionals rated a number of specialized KSAs along two dimensions: how important the KSA was to their job and how difficult the KSA was to learn. Overall, communication and other non-technical skills were rated as being very important for all cyber defense jobs. Findings indicated that, for some specialty areas, technical knowledge and skills vary considerably between jobs and so the ability to teach oneself is more valuable than proficiency in any one KSA. Findings may be used to inform the development of general cybersecurity curricula, as well as curricula that focus on Cyber Network Defense Analysis, Cyber Network Defense Infrastructure Support, or Vulnerability Assessment and Management.",,,Miriam E. Armstrong|Keith S. Jones|Akbar Siami Namin|David C. Newton,|https://openalex.org/A5102751548|https://openalex.org/A5026464816|https://openalex.org/A5021380747,https://orcid.org/0000-0002-1485-220X|https://orcid.org/0000-0002-3463-0401|https://orcid.org/0000-0002-1646-7495|https://orcid.org/0000-0002-3112-3316,US|US|US|US,Texas Tech University|Texas Tech University|Texas Tech University|Texas Tech University|Federal Aviation Administration,https://openalex.org/I12315562|https://openalex.org/I12315562|https://openalex.org/I12315562|https://openalex.org/I12315562|https://openalex.org/I1342895125,True|False|False|False,,0.9094685,22,https://openalex.org/I12315562,"Knowledge, Skills, and Abilities for Specialized Curricula in Cyber Defense",https://doi.org/10.1145/3421254,National Science Foundation,2.2269,,False,en,True,bronze,ACM Transactions on Computing Education,https://openalex.org/P4310319798,Association for Computing Machinery,https://openalex.org/S2764465379,1946-6226,journal,Information and Cyber Security,2020-11-13,2020,article
https://openalex.org/W4352978468,"University-industry R&D collaborations (UICs) play a vital role in stimulating open innovation that leads to new products, processes, and services that creates value for customers and broader societal impact. UICs, however, commonly fail to meet these stakeholders’ benefits. This study identifies thirty-four critical success factors (CSFs) for improving UIC success. The study includes a systematic literature review and a longitudinal UIC case study between Bosch Car Multimedia in Portugal and University of Minho, a multi-million Euro R&D collaboration from 2013 to 2021. The importance of the CSFs is discussed in the context of the UIC lifecycle. A survey among researchers and industry practitioners involved in R&D collaborative projects was completed to confirm the analysis of the empirical results. This paper provides UIC managers with CSFs, which, when addressed competently, can provide a basis for successful UIC projects and sustainable university-industry collaborations.",,,Gabriela Fernandes|José M. R. C. A. Santos|Pedro Ribeiro|Luís Miguel D. F. Ferreira|David O’Sullivan|Daniela Barroso|Eduardo B. Pinto,https://openalex.org/A5060019191|https://openalex.org/A5024999080|https://openalex.org/A5081567515|https://openalex.org/A5032050593|https://openalex.org/A5076541237|https://openalex.org/A5077678860|https://openalex.org/A5010945132,https://orcid.org/0000-0002-2715-9826|https://orcid.org/0000-0003-2103-4085|https://orcid.org/0000-0003-3538-9282|https://orcid.org/0000-0003-0459-0020|https://orcid.org/0000-0001-9650-8826|https://orcid.org/0009-0002-5474-8543|https://orcid.org/0000-0002-4981-6153,PT|PT|PT|PT|IE|PT|PT,University of Coimbra|Polytechnic Institute of Bragança|University of Minho|University of Coimbra|Ollscoil na Gaillimhe – University of Galway|Agencia de Inovacao|University of Minho|Agencia de Inovacao,https://openalex.org/I76903346|https://openalex.org/I4210092303|https://openalex.org/I99682543|https://openalex.org/I76903346|https://openalex.org/I188760350|https://openalex.org/I4210103383|https://openalex.org/I99682543|https://openalex.org/I4210103383,True|False|False|False|False|False|False,cc-by-nc-nd,0.94561157,19,https://openalex.org/I76903346,Critical Success Factors of University-Industry R&amp;D Collaborations,https://doi.org/10.1016/j.procs.2023.01.458,"Kansainvälisen Liikkuvuuden ja Yhteistyön Keskus|Ministério da Ciência, Tecnologia e Ensino Superior|Fundação para a Ciência e a Tecnologia",4.9394,,False,en,True,diamond,Procedia Computer Science,https://openalex.org/P4310320990,Elsevier BV,https://openalex.org/S120348307,1877-0509,journal,Innovation and Knowledge Management,2023-01-01,2023,article
https://openalex.org/W4211168816,,,,Claes Wohlin|Per Runeson|Martin Höst|Magnus C. Ohlsson|Björn Regnell|Anders Wesslén,https://openalex.org/A5037810527|https://openalex.org/A5087032437|https://openalex.org/A5045592913|https://openalex.org/A5023636611|https://openalex.org/A5040743852|https://openalex.org/A5000942850,https://orcid.org/0000-0003-0460-5253|https://orcid.org/0000-0003-2795-4851|https://orcid.org/0000-0002-9360-8693|https://orcid.org/0009-0007-5548-4486|https://orcid.org/0000-0002-9380-6120|,SE|SE|SE||SE|SE,Blekinge Institute of Technology|Lund University|Lund University||Lund University|Ericsson (Sweden),https://openalex.org/I52719799|https://openalex.org/I187531555|https://openalex.org/I187531555||https://openalex.org/I187531555|https://openalex.org/I1306339040,True|False|False|False|False|False,,0.4075148,17,https://openalex.org/I52719799,Planning,https://doi.org/10.1007/978-3-642-29044-2_8,,0.0,,False,en,False,closed,,,,,,,Software Engineering Techniques and Practices,2012-01-01,2012,book-chapter
https://openalex.org/W2729207619,,5000,,Isabelle Guillot|Geetha Paulmani|Vive Kumar|Shawn N. Fraser,https://openalex.org/A5045242027|https://openalex.org/A5020380156|https://openalex.org/A5042046313|https://openalex.org/A5077052326,||https://orcid.org/0000-0003-3394-7789|https://orcid.org/0000-0002-5715-4313,CA|FI|CA|CA,Athabasca University|University of Eastern Finland|Athabasca University|Athabasca University,https://openalex.org/I86897205|https://openalex.org/I175532246|https://openalex.org/I86897205|https://openalex.org/I86897205,True|False|False|False,,0.87084993,14,https://openalex.org/I86897205,Case Studies of Industry-Academia Research Collaborations for Software Development with Agile,https://doi.org/10.1007/978-3-319-63874-4_15,,1.8167,,False,en,False,closed,Lecture notes in computer science,https://openalex.org/P4310319900,Springer Science+Business Media,https://openalex.org/S106296714,0302-9743,book series,Software Engineering Techniques and Practices,2017-01-01,2017,book-chapter
https://openalex.org/W3213688021,,,,Shalini Menon|M. Suresh|Raghu Raman,https://openalex.org/A5005979640|https://openalex.org/A5091020697|https://openalex.org/A5064372666,https://orcid.org/0000-0002-6049-1476|https://orcid.org/0000-0002-3796-3623|https://orcid.org/0000-0002-0851-9742,IN|IN|IN,Amrita Vishwa Vidyapeetham|Amrita Vishwa Vidyapeetham|Amrita Vishwa Vidyapeetham,https://openalex.org/I81556334|https://openalex.org/I81556334|https://openalex.org/I81556334,True|False|False,,0.88184612,13,https://openalex.org/I81556334,"Enablers facilitating industry-academia, transnational education and university-community partnering agility in higher education",https://doi.org/10.1108/heswbl-04-2021-0067,,1.7797,,False,en,False,closed,Higher Education Skills and Work-based Learning,https://openalex.org/P4310319811,Emerald Publishing Limited,https://openalex.org/S2764428444,2042-3896,journal,Innovation and Knowledge Management,2021-11-16,2021,article
https://openalex.org/W3181036841,,,,Steven Fraser|Dennis Mancl,https://openalex.org/A5010437018|https://openalex.org/A5054802946,https://orcid.org/0000-0002-3958-6585|https://orcid.org/0000-0002-4418-6324,|,,,True|False,,0.86978041,10,,"Exploring the Dimensions of University-Company Collaborations: Research, Talent, and Beyond",https://doi.org/10.1109/ser-ip52554.2021.00017,,1.7424,,False,en,False,closed,,,,,,,Entrepreneurship Studies and Influences,2021-06-01,2021,article
https://openalex.org/W3213853933,"Abstract Government funding supports industry-academia research and innovation projects in Norway, sharing the risk of the research component in innovation. However, funding alone may not be sufficient to overcome potential differences in collaborative agendas and ways of working. As a result, positive research outcomes often get stuck in the valley of death , instead of ending up as successful innovations that create value. To contribute to bridging the valley of death , we investigated the importance of six agile principles for collaborative industry-academia research and innovation projects, abbreviated IPN in Norway. The study was limited to the manufacturing sector. We surveyed 124 IPN project leaders (70 from industry; 54 from academia) to evaluate the importance of the knowledge management practices associated with the six agile principles across the three project stages. The statistical analyses indicate the consistency of the agile principles throughout the project stages. This means that agile principles are relevant for IPN projects and can be used as guidelines for improvement of the knowledge management practices. Moreover, the study identifies the agile principles that are perceived as most important to use in different stages of a project. It also identifies the different perceptions of the importance of agile principles of the project leaders from industry and academia. These findings can support project leaders who are implementing agile principles to industry-academia research and innovation projects. The results from the study can also support national and federal research/innovation councils in decision-making when assessing industrial research applications.",2390,2390,Irina-Emily Hansen|Ola Jon Mork|Torgeir Welo|Geir Ringen,https://openalex.org/A5053861678|https://openalex.org/A5023178200|https://openalex.org/A5021869414|https://openalex.org/A5043903141,||https://orcid.org/0000-0002-0731-9992|,NO|NO|NO|NO,Norwegian University of Science and Technology|Norwegian University of Science and Technology|Norwegian University of Science and Technology|Norwegian University of Science and Technology,https://openalex.org/I204778367|https://openalex.org/I204778367|https://openalex.org/I204778367|https://openalex.org/I204778367,True|False|False|False,cc-by,0.83148682,8,https://openalex.org/I204778367,Bridging the ‘Valley of Death’: Can Agile Principles Be Applied in Industry-Academia Research and Innovation Projects?,https://doi.org/10.1007/s13132-021-00846-2,,0.9879,,False,en,True,hybrid,Journal of the Knowledge Economy,https://openalex.org/P4310319900,Springer Science+Business Media,https://openalex.org/S60370010,1868-7865,journal,Innovation and Knowledge Management,2021-11-05,2021,article
https://openalex.org/W4385317388,,,,Denis de Gois Marques|Tâmara Dallegrave|Cleyton Mario de Oliveira|Wylliams Barbosa Santos,https://openalex.org/A5103281251|https://openalex.org/A5035957636|https://openalex.org/A5109626093|https://openalex.org/A5045562918,https://orcid.org/0000-0002-5351-2232|https://orcid.org/0000-0001-9431-565X||https://orcid.org/0000-0003-2578-1248,BR|BR|BR|BR,Universidade de Pernambuco|Universidade de Pernambuco|Universidade de Pernambuco|Universidade de Pernambuco,https://openalex.org/I71437568|https://openalex.org/I71437568|https://openalex.org/I71437568|https://openalex.org/I71437568,True|False|False|False,,0.96230554,7,https://openalex.org/I71437568,Successful Practices in Industry-Academy Collaboration in the Context of Software Agility: A Systematic Literature Review,https://doi.org/10.1007/978-3-031-39386-0_14,,5.159,,False,en,False,closed,Lecture notes in business information processing,https://openalex.org/P4310319900,Springer Science+Business Media,https://openalex.org/S4210177767,1865-1348,book series,Software Engineering Techniques and Practices,2023-01-01,2023,book-chapter
https://openalex.org/W4385831573,,,,Tâmara Dallegrave|Wylliams Barbosa Santos,https://openalex.org/A5035957636|https://openalex.org/A5045562918,https://orcid.org/0000-0001-9431-565X|https://orcid.org/0000-0003-2578-1248,BR|BR,Universidade de Pernambuco|Universidade de Pernambuco,https://openalex.org/I71437568|https://openalex.org/I71437568,True|False,,0.91887707,6,https://openalex.org/I71437568,Action Research for Industry Academia Collaboration : A replication Study,https://doi.org/10.23919/cisti58278.2023.10211674,,2.749,,False,en,False,closed,,,,,,,Software Engineering Techniques and Practices,2023-06-20,2023,article
https://openalex.org/W4312665859,,,,Rashidah Kasauli|Eric Knauss|Jennifer Horkoff|Grischa Liebel|Francisco Gomes de Oliveira Neto,https://openalex.org/A5000488208|https://openalex.org/A5069018122|https://openalex.org/A5007649650|https://openalex.org/A5042863450|https://openalex.org/A5013570021,https://orcid.org/0000-0003-1655-4377|https://orcid.org/0000-0002-6631-872X|https://orcid.org/0000-0002-2019-5277|https://orcid.org/0000-0002-3884-815X|https://orcid.org/0000-0001-9226-5417,SE|SE|SE|IS|SE,Chalmers University of Technology|University of Gothenburg|University of Gothenburg|Chalmers University of Technology|Chalmers University of Technology|University of Gothenburg|Reykjavík University|University of Gothenburg|Chalmers University of Technology,https://openalex.org/I66862912|https://openalex.org/I881427289|https://openalex.org/I881427289|https://openalex.org/I66862912|https://openalex.org/I66862912|https://openalex.org/I881427289|https://openalex.org/I123185442|https://openalex.org/I881427289|https://openalex.org/I66862912,True|False|False|False|False,,0.48634755,1,https://openalex.org/I66862912|https://openalex.org/I881427289,Chapter 10 Requirements Engineering Challenges and Practices in Large-Scale Agile System Development,https://doi.org/10.1007/978-3-031-10873-0_14,,0.0,,False,en,False,closed,,,,,,,Software Engineering Techniques and Practices,2020-01-01,2020,book-chapter
https://openalex.org/W4312966754,,,,Antonio Martini|Terese Besker|Jan Bosch,https://openalex.org/A5079314377|https://openalex.org/A5029439546|https://openalex.org/A5010170972,https://orcid.org/0000-0002-0669-8687|https://orcid.org/0000-0002-9811-000X|https://orcid.org/0000-0003-2854-722X,|NO|SE,|University of Oslo|Chalmers University of Technology,|https://openalex.org/I184942183|https://openalex.org/I66862912,True|False|False,,0.59183208,1,,Chapter 4 Technical Debt Tracking: Current State of Practice: A Survey and Multiple Case Study in 15 Large Organizations,https://doi.org/10.1007/978-3-031-10873-0_6,,0.0,,False,en,False,closed,,,,,,,Business Process Modeling and Analysis,2018-01-01,2018,book-chapter
https://openalex.org/W4411173556,,,,Matheus de Morais Leça|Ronnie de Souza Santos,https://openalex.org/A5014111010|https://openalex.org/A5080161379,|https://orcid.org/0000-0003-3235-6530,CA|CA,University of Calgary|University of Calgary,https://openalex.org/I168635309|https://openalex.org/I168635309,True|False,,0.68982072,1,https://openalex.org/I168635309,"Curious, Critical Thinker, Empathetic, and Ethically Responsible: Essential Soft Skills for Data Scientists in Software Engineering",https://doi.org/10.1109/icse-seis66351.2025.00021,,0.6627,,False,en,False,closed,,,,,,,Biomedical and Engineering Education,2025-04-27,2025,article
https://openalex.org/W2883884973,,,,Marissa Takahashi|Marta Indulska|John Steen,https://openalex.org/A5010023560|https://openalex.org/A5019857678|https://openalex.org/A5089579936,https://orcid.org/0000-0002-6695-7660|https://orcid.org/0000-0002-2156-4097|https://orcid.org/0000-0002-7049-569X,AU|AU|AU,Queensland University of Technology|University of Queensland|University of Queensland,https://openalex.org/I160993911|https://openalex.org/I165143802|https://openalex.org/I165143802,True|False|False,,0.91487532,25,https://openalex.org/I160993911,Collaborative Research Project Networks,https://doi.org/10.1177/8756972818781630,,2.7153,,False,en,False,closed,Project Management Journal,https://openalex.org/P4310320017,SAGE Publishing,https://openalex.org/S196205230,1938-9507,journal,Innovation and Knowledge Management,2018-07-17,2018,article
https://openalex.org/W2019378051,Background: Experience and research indicates that there exist a communication gap between research and industry in software engineering.,,,Kai Petersen|Emelie Engström,https://openalex.org/A5071394068|https://openalex.org/A5085978732,https://orcid.org/0000-0002-1532-8223|https://orcid.org/0000-0001-6736-9425,SE|SE,Blekinge Institute of Technology|Lund University,https://openalex.org/I52719799|https://openalex.org/I187531555,True|False,other-oa,0.94819775,22,https://openalex.org/I52719799,Finding relevant research solutions for practical problems,https://doi.org/10.1145/2647648.2647650,,4.7334,,False,en,True,green,,,,,,,Software Engineering Techniques and Practices,2014-09-16,2014,article
https://openalex.org/W2205413025,,,,Linda Gustavsson|Cali Nuur|Johan Söderlind,https://openalex.org/A5002832317|https://openalex.org/A5013210207|https://openalex.org/A5064229872,|https://orcid.org/0000-0001-5912-441X|https://orcid.org/0000-0002-4280-9866,||,,,True|False|False,,0.91622991,22,,An Impact Analysis of Regional Industry—University Interactions,https://doi.org/10.5367/ihe.2016.0291,VINNOVA,3.1032,,False,en,False,closed,Industry and Higher Education,https://openalex.org/P4310320017,SAGE Publishing,https://openalex.org/S2764925558,0950-4222,journal,University-Industry-Government Innovation Models,2016-02-01,2016,article
https://openalex.org/W2623305237,"Research collaboration between industry and academia supports improvement and innovation in industry and helps to ensure industrial relevance in academic research. However, many researchers and practitioners believe that the level of joint industry-academia collaboration (IAC) in software engineering (SE) research is still relatively low, compared to the amount of activity in each of the two communities. The goal of the empirical study reported in this paper is to exploratory characterize the state of IAC with respect to a set of challenges, patterns and anti-patterns identified by a recent Systematic Literature Review study. To address the above goal, we gathered the opinions of researchers and practitioners w.r.t. their experiences in IAC projects. Our dataset includes 47 opinion data points related to a large set of projects conducted in 10 different countries. We aim to contribute to the body of evidence in the area of IAC, for the benefit of researchers and practitioners in conducting future successful IAC projects in SE. As an output, the study presents a set of empirical findings and evidence-based recommendations to increase the success of IAC projects.",,,Vahid Garousi|Michael Felderer|João M. Fernandes|Dietmar Pfahl|Mika Mäntylä,https://openalex.org/A5000712015|https://openalex.org/A5055476405|https://openalex.org/A5044261645|https://openalex.org/A5022214666|https://openalex.org/A5078824435,https://orcid.org/0000-0001-6590-7576|https://orcid.org/0000-0003-3818-4442|https://orcid.org/0000-0003-1174-1966|https://orcid.org/0000-0003-2400-501X|https://orcid.org/0000-0002-2841-5879,LU|TR|AT|PT|EE|FI,University of Luxembourg|Hacettepe University|Universität Innsbruck|University of Minho|University of Tartu|University of Oulu,https://openalex.org/I186903577|https://openalex.org/I66514158|https://openalex.org/I190249584|https://openalex.org/I99682543|https://openalex.org/I56085075|https://openalex.org/I98381234,True|False|False|False|False,other-oa,0.96516178,22,https://openalex.org/I186903577|https://openalex.org/I66514158,Industry-academia collaborations in software engineering,https://doi.org/10.1145/3084226.3084279,Fonds National de la Recherche Luxembourg|Eesti Teadusagentuur|Fundação para a Ciência e a Tecnologia,6.0747,,False,en,True,green,,,,,,,Software Engineering Techniques and Practices,2017-06-09,2017,article
https://openalex.org/W4312396350,,,,Helena Holmström Olsson|Hiva Alahyari|Jan Bosch,https://openalex.org/A5049811300|https://openalex.org/A5051721739|https://openalex.org/A5010170972,https://orcid.org/0000-0002-7700-1816||https://orcid.org/0000-0003-2854-722X,SE|SE|SE,Chalmers University of Technology|University of Gothenburg|Malmö University|University of Gothenburg|Chalmers University of Technology|Chalmers University of Technology|University of Gothenburg,https://openalex.org/I66862912|https://openalex.org/I881427289|https://openalex.org/I183111857|https://openalex.org/I881427289|https://openalex.org/I66862912|https://openalex.org/I66862912|https://openalex.org/I881427289,True|False|False,,0.98568019,21,https://openalex.org/I183111857|https://openalex.org/I66862912|https://openalex.org/I881427289,Chapter 1 Climbing the Stairway to Heaven,https://doi.org/10.1007/978-3-031-10873-0_2,,11.1552,,False,en,False,closed,,,,,,,Software Engineering and Design Patterns,2012-01-01,2012,book-chapter
https://openalex.org/W2486698849,,,,Vahid Garousi|Kadir Herkiloğlu,https://openalex.org/A5000712015|https://openalex.org/A5023268747,https://orcid.org/0000-0001-6590-7576|https://orcid.org/0000-0003-3258-7240,TR|TR,Hacettepe University|Aselsan (Turkey),https://openalex.org/I66514158|https://openalex.org/I56303344,True|False,,0.97414048,20,https://openalex.org/I66514158,Selecting the Right Topics for Industry-Academia Collaborations in Software Testing: An Experience Report,https://doi.org/10.1109/icst.2016.7,,8.3143,,False,en,False,closed,,,,,,,Software Engineering Techniques and Practices,2016-04-01,2016,article
https://openalex.org/W2091854119,,,,Pilar Rodríguez|Pasi Kuvaja|Markku Oivo,https://openalex.org/A5101515124|https://openalex.org/A5072523265|https://openalex.org/A5064264297,https://orcid.org/0000-0002-0618-6104|https://orcid.org/0000-0002-1488-6928|https://orcid.org/0000-0002-1698-2323,FI|FI|FI,University of Oulu|University of Oulu|University of Oulu,https://openalex.org/I98381234|https://openalex.org/I98381234|https://openalex.org/I98381234,True|False|False,,0.95755786,18,https://openalex.org/I98381234,Lessons learned on applying design science for bridging the collaboration gap between industry and academia in empirical software engineering,https://doi.org/10.1145/2593690.2593694,Tekes,5.5223,,False,en,False,closed,,,,,,,Software Engineering Techniques and Practices,2014-05-20,2014,article
https://openalex.org/W2199158764,,2290,,Michael Unterkalmsteiner|Tony Gorschek|Robert Feldt|Niklas Lavesson,https://openalex.org/A5091409516|https://openalex.org/A5047199297|https://openalex.org/A5063787358|https://openalex.org/A5012907299,https://orcid.org/0000-0003-4118-0952|https://orcid.org/0000-0002-3646-235X|https://orcid.org/0000-0002-5179-4205|https://orcid.org/0000-0002-0535-1761,SE|SE|SE|SE,Blekinge Institute of Technology|Blekinge Institute of Technology|Blekinge Institute of Technology|Blekinge Institute of Technology,https://openalex.org/I52719799|https://openalex.org/I52719799|https://openalex.org/I52719799|https://openalex.org/I52719799,True|False|False|False,cc-by-nc-sa,0.95350818,18,https://openalex.org/I52719799,Large-scale information retrieval in software engineering - an experience report from industrial application,https://doi.org/10.1007/s10664-015-9410-8,,4.9409,,False,en,True,green,Empirical Software Engineering,https://openalex.org/P4310319900,Springer Science+Business Media,https://openalex.org/S109852484,1382-3256,journal,Software Engineering Research,2015-11-09,2015,article
https://openalex.org/W2937858627,,,,Deepika Badampudi|Claes Wohlin|Tony Gorschek,https://openalex.org/A5018797669|https://openalex.org/A5037810527|https://openalex.org/A5047199297,https://orcid.org/0000-0002-6215-1774|https://orcid.org/0000-0003-0460-5253|https://orcid.org/0000-0002-3646-235X,SE|SE|SE,Blekinge Institute of Technology|Blekinge Institute of Technology|Blekinge Institute of Technology,https://openalex.org/I52719799|https://openalex.org/I52719799|https://openalex.org/I52719799,True|False|False,,0.94912707,18,https://openalex.org/I52719799,Contextualizing Research Evidence through Knowledge Translation in Software Engineering,https://doi.org/10.1145/3319008.3319358,,4.4089,,False,en,False,closed,,,,,,,Software Engineering Techniques and Practices,2019-04-10,2019,article
https://openalex.org/W1194506051,,3560,,Michael Unterkalmsteiner|Tony Gorschek|Robert Feldt|Eriks Klotins,https://openalex.org/A5091409516|https://openalex.org/A5047199297|https://openalex.org/A5063787358|https://openalex.org/A5030689059,https://orcid.org/0000-0003-4118-0952|https://orcid.org/0000-0002-3646-235X|https://orcid.org/0000-0002-5179-4205|https://orcid.org/0000-0002-1987-2234,SE|SE|SE|SE,Blekinge Institute of Technology|Blekinge Institute of Technology|Blekinge Institute of Technology|Blekinge Institute of Technology,https://openalex.org/I52719799|https://openalex.org/I52719799|https://openalex.org/I52719799|https://openalex.org/I52719799,True|False|False|False,other-oa,0.95692381,17,https://openalex.org/I52719799,Assessing requirements engineering and software test alignment—Five case studies,https://doi.org/10.1016/j.jss.2015.07.018,,5.7644,,False,en,True,green,Journal of Systems and Software,https://openalex.org/P4310320990,Elsevier BV,https://openalex.org/S37879656,0164-1212,journal,Software Engineering Techniques and Practices,2015-07-17,2015,article
https://openalex.org/W3024068938,"Mobile computing is becoming a key aspect of our lives. This article builds on conversations held during the 2018 IEEE/ACM International Conference on Mobile Software Engineering and Systems, highlighting mobile computing's impact on software engineering practices, the transition from research to industry, and related areas.",,,Luciano Baresi|William G. Griswold|Grace A. Lewis|Marco Autili|Ivano Malavolta|Christine Julien,https://openalex.org/A5063590018|https://openalex.org/A5066759270|https://openalex.org/A5015259511|https://openalex.org/A5008647250|https://openalex.org/A5079556921|https://openalex.org/A5023117758,https://orcid.org/0000-0001-6467-837X|https://orcid.org/0000-0003-0663-6977|https://orcid.org/0000-0001-9128-9863|https://orcid.org/0000-0001-5951-1567|https://orcid.org/0000-0001-5773-8346|https://orcid.org/0000-0002-4131-4642,IT|US|US|IT|NL|US,Politecnico di Milano|University of California San Diego|Software Engineering Institute|University of L'Aquila|Vrije Universiteit Amsterdam|The University of Texas at Austin,https://openalex.org/I93860229|https://openalex.org/I36258959|https://openalex.org/I114772536|https://openalex.org/I26415053|https://openalex.org/I865915315|https://openalex.org/I86519309,True|False|False|False|False|False,other-oa,0.83496916,17,https://openalex.org/I93860229,Trends and Challenges for Software Engineering in the Mobile Domain,https://doi.org/10.1109/ms.2020.2994306,,1.3737,,False,en,True,green,IEEE Software,https://openalex.org/P4310320439,IEEE Computer Society,https://openalex.org/S6725529,0740-7459,journal,Context-Aware Activity Recognition Systems,2020-05-12,2020,article
https://openalex.org/W186283528,,,,Claes Wohlin,https://openalex.org/A5037810527,https://orcid.org/0000-0003-0460-5253,SE,Blekinge Institute of Technology,https://openalex.org/I52719799,True,other-oa,0.88234607,15,https://openalex.org/I52719799,An Evidence Profile for Software Engineering Research and Practice,https://doi.org/10.1007/978-3-642-37395-4_10,,2.2686,,False,en,True,green,,,,,,,Software Engineering Research,2013-01-01,2013,book-chapter
https://openalex.org/W2151560252,"More and more, software engineering researchers are motivated to solve real problems that bring value to industry. An example is the industry-academia collaboration described in this paper among everis, an IT consulting firm, and the GESSI research group at UPC. The goal of this paper is twofold: to evaluate the success of the collaboration, and to report the experience with conducting empirical studies in the industry and lessons learnt. We evaluated our collaboration with an existing model for technology transfer, and performed a focus group discussion to identify challenges we have faced. After initialization and alignment of the collaboration, a high maturity level has been achieved: we have obtained the first results in form of proposed solutions, scientific publications, and pilots run in real projects. In spite of this positive progress, further initiatives need to be undertaken in the last phases of the collaboration to achieve high degrees of maturity in deployment impact, industry benefit and innovativeness. Evaluating the collaboration has been positive, since we identified the next steps to be taken to achieve a high degree of technology transfer and innovation dissemination. We think it is a needed step in industry-academia collaborations in order to improve their success.",,,Silverio Martínez‐Fernández|Helena Martins Marques,https://openalex.org/A5050955846|https://openalex.org/A5028357678,https://orcid.org/0000-0001-9928-133X|,ES|ES,Universitat Politècnica de Catalunya|Everis (Spain),https://openalex.org/I9617848|https://openalex.org/I4210136723,True|False,,0.97240078,15,https://openalex.org/I9617848,Practical experiences in designing and conducting empirical studies in industry-academia collaboration,https://doi.org/10.1145/2593690.2593696,,8.1804,,False,en,True,green,,,,,,,Software Engineering Techniques and Practices,2014-05-20,2014,article
https://openalex.org/W1602184760,,,,Claes Wohlin|Per Runeson|Martin Höst|Magnus C. Ohlsson|Björn Regnell|Anders Wesslén,https://openalex.org/A5037810527|https://openalex.org/A5087032437|https://openalex.org/A5045592913|https://openalex.org/A5023636611|https://openalex.org/A5040743852|https://openalex.org/A5000942850,https://orcid.org/0000-0003-0460-5253|https://orcid.org/0000-0003-2795-4851|https://orcid.org/0000-0002-9360-8693|https://orcid.org/0009-0007-5548-4486|https://orcid.org/0000-0002-9380-6120|,SE|SE|SE||SE|SE,Blekinge Institute of Technology|Lund University|Lund University||Lund University|Ericsson (Sweden),https://openalex.org/I52719799|https://openalex.org/I187531555|https://openalex.org/I187531555||https://openalex.org/I187531555|https://openalex.org/I1306339040,True|False|False|False|False|False,,0.20357617,14,https://openalex.org/I52719799,Analysis and Interpretation,https://doi.org/10.1007/978-3-642-29044-2_10,,0.0,,False,en,False,closed,,,,,,,Software Engineering Research,2012-01-01,2012,book-chapter
