DOI,Title,Authors,Journal,Year,Abstract,LitmapsId,Cited By,References,PubMedId,Tags
10.2307/25148646,Design Principles for Competence Management Systems: A Synthesis of an Action Research Study,"R. Lindgren, O. Henfridsson, Ulrike Schultze",MIS Q.,2004,"Even though the literature on competence in organizations recognizes the need to align organization level core competence with individual level job competence, it does not consider the role of information technology in managing competence across the macro and micro levels. To address this shortcoming, we embarked on an action research study that develops and tests design principles for competence management systems. This research develops an integrative model of competence that not only outlines the interaction between organizational and individual level competence and the role of technology in this process, but also incorporates a typology of competence (competence-in-stock, competence-in-use, and competence-in-the-making). Six Swedish organizations participated in our research project, which took 30 months and consisted of two action research cycles involving numerous data collection strategies and interventions such as prototypes. In addition to developing a set of design principles and considering their implications for both research and practice, this article includes a self-assessment of the study by evaluating it according to the criteria for canonical action research.",24626055,489,71,,
10.1108/09593840110384762,Controlling action research projects,"D. Avison, R. Baskerville, M. Myers",Information Technology and People,2001,"Action research (AR), which emphasises collaboration between researchers and practitioners, is a qualitative research method that has much potential for the information systems (IS) field. AR studies of IS phenomena are now beginning to be published in the IS research literature. However, the rigour of many AR studies in IS can be improved. When AR has been published, the findings have frequently been emphasised at the expense of the process. In this article, we look at the process in AR projects, and look at some of the key choices and alternatives in controlling AR. We discuss three aspects of control: the procedures for initiating an AR project, those for determining authority within the project, and the degree of formalisation. We analyse seven recent AR projects in IS and from this analysis distil recommendations for determining these control structures.",75783686,416,29,,
(missing DOI),BEING PROACTIVE: WHERE ACTION RESEARCH MEETS DESIGN RESEARCH,"Robert Cole, Sandeep Purao, Matti Rossi, Maung K. Sein",International Conference on Information Systems,2005,"Information systems research has been criticized for having little influence on practice. One approach to achieving more relevance is to conduct research using appropriate research methods that balance the interests of both researchers and practitioners. This paper examines the similarities between two methods that address this mandate by adopting a proactive stance to investigating information systems in organizations. These two approaches, action research and design research, both directly intervene in real-world domains and effect changes in these domains. We investigate these similarities by examining exemplars of each type of research according to the criteria of the other. Our analysis reveals interesting parallels and similarities between the two, suggesting that the two approaches have much to learn from each other. Based on our analysis, we propose ways to facilitate cross-fertilization between the two approaches that we believe will be useful for both and for IS research in general.",123193963,406,45,,
(missing DOI),Being Proactive: Where Action Research Meets Design Research,"R. Cole, S. Purao, M. Rossi, M. Sein",International Conference on Interaction Sciences,2005,"Information systems research has been criticized for having little influence on practice. One approach to achieving more relevance is to conduct research using appropriate research methods that balance the interests of both researchers and practitioners. This paper examines the similarities between two methods that address this mandate by adopting a proactive stance to investigating information systems in organizations. These two approaches, action research and design research, both directly intervene in real-world domains and effect changes in these domains. We investigate these similarities by examining exemplars of each type of research according to the criteria of the other. Our analysis reveals interesting parallels and similarities between the two, suggesting that the two approaches have much to learn from each other. Based on our analysis, we propose ways to facilitate cross-fertilization between the two approaches that we believe will be useful for both and for IS research in general.",275972760,384,42,,
10.1002/aris.144.v41:1,Context in information behavior research,Christina Courtright,Annual Review of Information Science and Technology,2007,"Introduction As an informational technology, the World Wide Web has enjoyed spectacular success. In just ten years it has transformed the way information is produced, stored, and shared in arenas as diverse as shopping, family photo albums, and high-level academic research. The “Semantic Web” is touted by its developers as equally revolutionary, although it has not yet achieved anything like the Web’s exponential uptake. It seeks to transcend a current limitation of the Web-that it largely requires indexing to be accomplished merely on specific character strings. Thus, a person searching for information about “turkey” (the bird) receives from current search engines many irrelevant pages about “Turkey” (the country) and nothing about the Spanish “pavo” even if he or she is a Spanish-speaker able to understand such pages. The Semantic Web vision is to develop technology to facilitate retrieval of information via meanings, not just spellings. For this to be possible, most commentators believe, Semantic Web applications will have to draw on some kind of shared, structured, machine-readable conceptual scheme. Thus, there has been a convergence between the Semantic Web research community and an older tradition with roots in classical Artificial Intelligence (AI) research (sometimes referred to as “knowledge representation”) whose goal is to develop a formal ontology. A formal ontology is a machine-readable theory of the most fundamental concepts or “categories” required in order to understand information pertaining to any knowledge domain. A review of the attempts that have been made to realize this goal provides an opportunity to reflect in interestingly concrete ways on various research questions such as the following:",172186958,382,1599,,
10.2307/25148645,Managing Risk in Software Process Improvement: An Action Research Approach,"J. Iversen, L. Mathiassen, P. Nielsen",MIS Q.,2004,"Many software organizations engage in software process improvement (SPI) initiatives to increase their capability to develop quality solutions at a competitive level. Such efforts, however, are complex and very demanding. A variety of risks makes it difficult to develop and implement new processes. 
 
We studied SPI in its organizational context through collaborative practice research (CPR), a particular form of action research. The CPR program involved close collaboration between practitioners and researchers over a three-year period to understand and improve SPI initiatives in four Danish software organizations. The problem of understanding and managing risks in SPI teams emerged in one of the participating organizations and led to this research. We draw upon insights from the literature on SPI and software risk management as well as practical lessons learned from managing SPI risks in the participating software organizations. 
 
Our research offers two contributions. First, we contribute to knowledge on SPI by proposing an approach to understand and manage risks in SPI teams. This risk management approach consists of a framework for understanding risk areas and risk resolution strategies within SPI and a related process for managing SPI risks. Second, we contribute to knowledge on risk management within the information systems and software engineering disciplines. We propose an approach to tailor risk management to specific contexts. This approach consists of a framework for understanding and choosing between different forms of risk management and a process to tailor risk management to specific contexts.",261269947,327,98,,
10.2307/20650319,Fashion Waves in Information Systems Research and Practice,"R. Baskerville, M. Myers",MIS Q.,2009,"Building on neo-institutional theory and theories of innovation and diffusion, recent work in the field of management has suggested that management research and practice is characterized by fashions. A management fashion is a relatively transitory belief that a certain management technique leads rational management progress. Using bibliographic research, we apply Abrahamson's management fashion theory to information systems research and practice. Our findings reveal that information systems research and practice, like management research and practice, is indeed characterized by fashions. These ""IS fashion waves"" are relatively transitory and represent a burst of interest in particular topics by IS researchers and practitioners. However, while our findings show that IS research closely parallels practice, we suggest that a more proactive engagement of IS academics is needed in the IS fashion-setting process.",175934692,310,60,,
10.5296/elr.v4i2.14045,Accounting Information Systems,Tawfiq Abu-Raqabeh,Education and Linguistics Research,2018,"Today’s swiftly changing technology, globalization, and integration of corporations has created a need for the introduction of IAS to higher education institutes. This study explores and examines the introduction of IAS to the higher education institutes. The readiness of the institutes, the problems they face to incorporate the IAS to the curriculum. The criteria utilized by ABET focuses on content and delivery of curriculum within the IS discipline. The advantages of incorporating the IAS in the curriculum for students and faculty.",211345338,289,80,,
10.1080/0960085x.2020.1721947,Artificial intelligence as digital agency,Pär J. Ågerfalk,European Journal of Information Systems,2020,"Over the last few years, the European Journal of Information Systems (EJIS) has gone through substantial changes (Agerfalk, 2018). What, then, could be more appropriate than to set 2020 off on the ...",181271931,199,93,,
10.1016/j.infsof.2003.12.004,Method configuration: adapting to situational characteristics while creating reusable assets,"Fredrik Karlsson, Pär J. Ågerfalk",Information and Software Technology,2004,(missing abstract),168492101,194,37,,
10.1080/08874417.2009.11645379,Implementing it Service Management: A Case Study Focussing on Critical Success Factors,"Wui-Gee Tan, A. Cater-Steel, M. Toleman",J. Comput. Inf. Syst.,2009,"Queensland Health, a large Australian government agency, implemented a centralised IT service management model based on the ITIL framework. This paper presents an in-depth case study of the implementation. It sheds light on the challenges and breakthroughs, confirms a set of factors that contributed to the project's success and offers a learning opportunity for other organisations. The study indicates that the commitment of senior management is crucial to the project's success as is a project champion and the recognition of the need for an appropriate change management strategy to transform the organisational culture to a service-oriented focus. Maintaining close and forthright relationships with multiple vendors facilitates technology transfer to in-house staff while a benefits realisation plan is a valuable tool for tracking and communicating tangible and intangible project benefits to the project stakeholders. An effective project governance and execution process further contributes to the implementation success.",217622042,193,64,,
10.1111/j.1365-2575.2008.00297.x,Pluralist action research: a review of the information systems literature *,"M. Chiasson, Matt Germonprez, L. Mathiassen",Inf. Syst. J.,2009,"Action research (AR) has for many years been promoted and practised as one way to conduct field studies within the information systems (IS) discipline. Based on a review of articles published in leading journals, we explore how IS researchers practise AR. Our review suggests that AR lends itself strongly towards pluralist approaches which facilitate the production of both theoretical and practical knowledge. First, on the level of each study we analyse how research and problem‐solving activities are mixed, in three ways: the research dominant, the problem‐solving dominant and the interactive approaches. Second, in the context of the wider research programme in which the study is situated, we analyse how AR is mixed with other research methods, in two ways: the dominant and the sequential approaches. We argue that these pluralist practices of mixing types of research activities and types of research methods provide IS action researchers with a rich portfolio of approaches to knowledge production. This portfolio helps them address the risks involved in AR to ensure their efforts contribute to the literature as well as to practical problem‐solving.",115318882,164,58,,
10.1016/j.respol.2013.08.004,Managing research and innovation networks: Evidence from a government sponsored cross-industry program,"Per Levén, Jonny Holmström, Lars Mathiassen",Research Policy,2014,(missing abstract),13423361,161,116,,
(missing DOI),Personal Information Management,Andrea Connell,(missing journal),2011,"These documents were created in Spring 2011 as a Special Topic assignment for ICS 616 Information Architecture, led by Professor Luz Quiroga.",88497479,160,1792,,
10.1007/978-0-387-73947-2,Situational Method Engineering: Fundamentals and Experiences,"Jolita Ralyt, S. Brinkkemper, B. Henderson-Sellers",(missing journal),2007,This paper is concerned with the development of a method for collaborative policy making. The aim of this method is to improve the quality of policymaking processes. The creation of policies is a collaborative process. The quality of this collaboration has a profound impact on the quality of the resulting policies and the acceptance by its stakeholders. We therefore aim to integrate techniques from the field of collaboration engineering into our policy making method in order to improve the quality of the process and its outcomes. We present the results of two case studies conducted on the use of collaboration engineering in the context of policy making processes. A key element in this result involves the initial design of a method for policy making in terms of elementary constructs from collaboration engineering.,155351835,157,139,,
10.1016/j.ijmedinf.2010.09.010,Designing for collaborative interpretation in telemonitoring: re-introducing patients as diagnostic agents.,"Tariq Osman Andersen, Pernille Bjørn, Finn Kensing, Jonas Moll",International Journal of Medical Informatics,2011,(missing abstract),208277548,156,38,,
(missing DOI),Situational Method Engineering : Fundamentals and Experiences,S. Brinkkemper,(missing journal),2011,This paper is concerned with the development of a method for collaborative policy making. The aim of this method is to improve the quality of policymaking processes. The creation of policies is a collaborative process. The quality of this collaboration has a profound impact on the quality of the resulting policies and the acceptance by its stakeholders. We therefore aim to integrate techniques from the field of collaboration engineering into our policy making method in order to improve the quality of the process and its outcomes. We present the results of two case studies conducted on the use of collaboration engineering in the context of policy making processes. A key element in this result involves the initial design of a method for policy making in terms of elementary constructs from collaboration engineering.,266097125,155,139,,
(missing DOI),Situational Method Engineering : Fundamentals and Experiences,S. Brinkkemper,(missing journal),2011,This paper is concerned with the development of a method for collaborative policy making. The aim of this method is to improve the quality of policymaking processes. The creation of policies is a collaborative process. The quality of this collaboration has a profound impact on the quality of the resulting policies and the acceptance by its stakeholders. We therefore aim to integrate techniques from the field of collaboration engineering into our policy making method in order to improve the quality of the process and its outcomes. We present the results of two case studies conducted on the use of collaboration engineering in the context of policy making processes. A key element in this result involves the initial design of a method for policy making in terms of elementary constructs from collaboration engineering.,276217245,155,143,,
10.1016/j.ijpe.2012.12.018,Energy and utility management maturity model for sustainable manufacturing process,"Eric W.T. Ngai, Dorothy C. K. Chau, J.K.L. Poon, Chester K.M. To",International Journal of Production Economics,2013,(missing abstract),124219486,153,49,,
10.2307/41703459,Style Composition in Action Research Publication,"L. Mathiassen, M. Chiasson, Matt Germonprez",MIS Q.,2012,"Examining action research publications in leading Information Systems journals as a particular genre of research communication, we develop the notion of style composition to understand how authors structure their arguments for a research contribution. We define style composition as the activity through which authors select, emphasize, and present elements of their research to establish premises, develop inferences, and present contributions in publications. Drawing on this general notion, we identify a set of styles that is characteristic of how IS action researchers compose their argument. Premise styles relate to the dual goals of action research through practical or theoretical positioning of the argument; inference styles combine insights from the problem-solving and the research cycles through inductive or deductive reasoning; and contribution styles focus on different types of contributions--experience report, field study, theoretical development, problemsolving method, and research method. Based on the considered sample, we analyze the styles adopted in selected publications and show that authors have favored certain styles while leaving others underexplored; further, we reveal important strengths and weaknesses in the composition of styles within the IS discipline. Based on these insights, we discuss how action research practices and writing can be improved, as well as how to further develop style compositions to support the publication of engaged scholarship research.",52314952,150,157,,
10.1002/smr.v22:1,Finding software metrics threshold values using ROC curves,"Raed Shatnawi, Wei Li, James J. Swain, Timothy S. Newman",Journal of Software Maintenance and Evolution: Research and Practice,2010,"An empirical study of the relationship between object-oriented (OO) metrics and error-severity categories is presented. The focus of the study is to identify threshold values of software metrics using receiver operating characteristic curves. The study used the three releases of the Eclipse project and found threshold values for some OO metrics that separated no-error classes from classes that had high-impact errors. Although these thresholds cannot predict whether a class will definitely have errors in the future, they can provide a more scientific method to assess class error proneness and can be used by engineers easily. Copyright © 2009 John Wiley & Sons, Ltd.  The focus of the study is to identify threshold values of software metrics using ROC curves. The study used the three releases of the Eclipse project and found threshold values for some object-oriented metrics that separated no-error classes from classes that had high-impact errors. Although these thresholds cannot predict whether a class will definitely have errors in the future, they can provide a more scientific method to assess class error proneness and can be used by engineers easily. Copyright © 2009 John Wiley & Sons, Ltd.",128492660,147,151,,
(missing DOI),Studying Research Collaboration: A Literature Review,Helena Bukvova,(missing journal),2010,This working paper offers an annotated bibliography on studies in research collaboration. It identifies different research areas and presents existing research results. The aim of the paper is to provide orientation for researchers interested in approaching this diverse and important research topic.,61629633,138,73,,
10.1108/md-07-2016-0460,Improving the use of analytics and big data by changing the decision-making culture: A design approach,"J. Frisk, F. Bannister",(missing journal),2017,"Purpose 
 
 
 
 
Evolving digital technologies continue to enable new ways to collect and analyze data and this has led some researchers to claim that skillful use of data analytics and big data can radically improve a company’s performance, but that in order to achieve such improvements managers need to change their decision-making culture and to increase the degree of collaboration in the decision-making process. The purpose of this paper is to create an increased understanding of how a decision-making culture can be changed by using a design approach. 
 
 
 
 
Design/methodology/approach 
 
 
 
 
The paper presents an action research project in which the authors use a design approach. 
 
 
 
 
Findings 
 
 
 
 
By adopting a design approach organizations can change their decision-making culture, increase the degree of collaboration and also reduce the influence of power and politics on their decision-making. 
 
 
 
 
Research limitations/implications 
 
 
 
 
This paper proposes a new approach to changing a decision-making culture. 
 
 
 
 
Practical implications 
 
 
 
 
Using data analytics and big data, a design approach can support organizations change their decision-making culture resulting in better and more effective decisions. 
 
 
 
 
Originality/value 
 
 
 
 
This paper bridges design and decision-making theory in a novel approach to an old problem.",139901598,135,52,,
10.1057/jit.2016.5,Grounded Design - a praxeological IS research perspective:,"Markus Rohde, Peter Brödner, Gunnar Stevens, Matthias Betz, Volker Wulf",Journal of Information Technology,2017,"In this paper, we propose Grounded Design – a particular design research (DR) approach rooted in a practice-theoretical tradition. It assesses the quality of information technology (IT) design through evaluation of emerging changes in social practices, which result from the appropriation and use of IT artifacts. The paper starts with a systematic analysis of the reasons for persistent limitations of traditional information systems DR, specifically in coping with problems of contingency and self-referentiality. Following this critique, the principles of Grounded Design are presented. Grounded Design is applied in case studies where we reconstruct the social practices observed before and during the design and appropriation of innovative IT artifacts. We call these context-specific research endeavors ‘design case studies.’ In conducting these case studies, Grounded Design builds upon well-established research methods such as ethnographical field studies, participatory design and action research. To support the transferability of its situated findings, Grounded Design suggests documenting increasing numbers of design case studies to create an extended, comparative knowledge base. Comparing cases allows for the emergence of bottom-up concepts dealing with the design and appropriation of innovative IT artifacts in social practice.",24256100,133,104,,
10.1007/s12599-010-0119-3,Consortium Research A Method for Researcher-Practitioner Collaboration in Design-Oriented IS Research,"Hubert Österle, Boris Otto",Business & Information Systems Engineering,2010,"Design-oriented research in the Information Systems (IS) domain aims at delivering results which are both of scientific rigor and of relevance for practitioners. Today, however, academic researchers are facing the challenge of gaining access to and capturing knowledge from the practitioner community. Against this background, the paper proposes a method for Consortium Research, which is supposed to facilitate multilateral collaboration of researchers and practitioners during the research process. The method’s design is based on a self-evaluating design process which was carried out over a period of 20 years. The paper’s contribution is twofold. First, it addresses the science of design, since it proposes guidance to researchers for practitioner collaboration during the process of artifact design. Second, the method is an artifact itself, hence, the result of a design-oriented research process.",193818861,132,71,,
(missing DOI),Understanding the Perpetration of Employee Computer Crime in the Organisational Context,Robert Willison,Research Papers in Economics,2006,"While hackers and viruses fuel the IS security concerns for organisations, the problems posed by employee computer crime should not be underestimated. Indeed, a growing number of IS security researchers have turned their attention to the ‘insider’ threat. However, to date, there has been a lack of insight into the relationship between the actual behaviour of offenders during the perpetration of computer crime, and the organisational context in which the behaviour takes place. To address this deficiency, this paper advances two criminological theories, which it is argued can be used to examine the stages an offender must go through in order for a crime to be committed. In addition, this paper illustrates how the two theories, entitled the Rational Choice Perspective and Situational Crime Prevention, can be applied to the IS domain, thereby offering a theoretical basis on which to analyse the offender/context relationship during the perpetration of computer crime. By so doing, practitioners may use these insights to inform and enhance the selection of safeguards in a bid to improve prevention programmes.",81633185,130,90,,
(missing DOI),Engaged Scholarship in IS Research,"Lars Mathiassen, Peter Nielsen",Scandinavian Journal of Information Systems,2008,"Engaged scholarship (Van de Ven 2007) offers a grand opportuni- ty to address key challenges within the Information Systems (IS) discipline in a novel and constructive way. To explore this opportunity, we adapt the prin- ciples of engaged scholarship and apply them to analyze Scandinavian IS research through the lens of Scandinavian Journal of Information Systems (SJIS). We consider the Scandinavian tradition based on review papers in SJIS; we review all research papers published in SJIS over the past 20 years; finally, we discuss the possible role of engaged scholarship in shap - ing the future of Scandinavian IS research. We conclude with implications of engaged scholarship for IS research and practice in general.",55068145,129,106,,
10.1016/j.compind.2014.12.005,A step-by-step performance assessment and improvement method for ERP implementation: Action case studies in Chinese companies,"Hongyi Sun, Wenbin Ni, Rocky Lam",Computers in Industry,2015,(missing abstract),88347834,124,49,,
(missing DOI),methods as,R. Halonen,(missing journal),2005,": This article discusses the importance of research methods in scientific information systems research. To limit the approach, the emphasis is laid on practice-driven research methods. While the nature of ‘research’ is dependent on research approach, this article focuses on qualitative research. In addition, the focus is not on research methods but their role in scientific research. Prior literature also reveals that qualitative research and quantitative research are not exclusive; instead, often the approaches are complementary. This article introduces three examples how research methods were used and how they influenced the output.",239846741,119,52,,
10.1111/j.1365-2575.2007.00267.x,Technologies for value creation: an exploration of remote diagnostics systems in the manufacturing industry,"Katrin Jonsson, Ulrika H. Westergren, J. Holmström",Inf. Syst. J.,2008,"Abstract.  With firms increasingly relying on ubiquitous computing to implement major business initiatives, it is becoming ever more necessary to understand the technological aspects of business developments. This paper analyzes the use of remote diagnostics systems in the manufacturing industry and discusses the opportunities and challenges for the early adopters. It pays specific attention to the impact on business aspects such as the value creation process consisting of relationships, roles, and architecture and the value proposal consisting of a business offer and customer value. The study shows how ubiquitous computing allows manufacturers to become remote service providers while customers can either become co‐creators of value or passive receivers of created value. Ubiquitous computing also creates possibilities for the manufacturing industry to design new kinds of business offers based on remote presence. Studying remote diagnostics systems shows that ubiquitous computing creates value when deployed in products, and not just in relation to individuals. Moreover, the design of the value‐creation process should not be limited to the single supplier or customer organization, as ubiquitous computing applications take no notice of organizational boundaries.",15602100,119,54,,
10.1007/s12599-010-0119-3,Consortium Research,"Hubert Österle, B. Otto",Bus. Inf. Syst. Eng.,2010,(missing abstract),242421472,119,66,,
10.1007/978-1-4471-6720-4_7,Practice-Based Computing: Empirically Grounded Conceptualizations Derived from Design Case Studies,"Volker Wulf, Claudia Müller, Volkmar Pipek, David Randall, Markus Rohde, Gunnar Stevens",Computer supported cooperative work,2015,"The introduction of IT has changed the way we live in many ways. Historically, it can even be argued that socially embedded applications of information technology challenge and change practices to an extent rarely seen before with any other type of technological artifacts. If these IT artifacts have strong and recurrent impacts on people’s lives, we need to reconsider design practice artifacts which allow for anticipating use practices and bring together inspirational creativity with evaluative methods.",192324428,117,116,,
10.1007/s10796-019-09923-z,Data Governance as a Collective Action Problem,"Olivia Benfeldt, John Stouby Persson, Sabine Madsen",Information Systems Frontiers,2020,"While governing data as an organizational asset has clear benefits, mobilizing an organization to implement data governance remains elusive for practitioners. On that account, this paper examines why governing data is difficult in local government organizations. Based on a literature review and an empirical case study, we establish the inherent challenges and build on the notion of collective action to theorize the problem of data governance. Following an engaged scholarship approach, we collect empirical material through six group interviews with 34 representatives from 13 different Danish municipalities. We extend existing data governance research with our problem triangle that identifies and explicates the complex relations between six distinct challenges: value, collaboration, capabilities, overview, practices, and politics. We demonstrate the value in theorizing data governance as a collective action problem and argue for the necessity of ensuring researchers and practitioners achieve a common understanding of the inherent challenges, as a first step towards developing data governance solutions that are viable in practice.",131527758,113,108,,
