DOI,Title,Authors,Journal,Year,Abstract,LitmapsId,Cited By,References,PubMedId,Tags
10.1109/esem64174.2025.00028,Assessing Diversity in Creating Seed Set for Snowballing Search for Systematic Literature Review in Software Engineering,"K. Felizardo, Francisco Carlos Souza, A. C. Correa Souza, B. Napoleão, Igor Steinmacher, M. Gerosa",International Symposium on Empirical Software Engineering and Measurement,2025,"Background: Systematic literature reviews (SLRs) require robust search strategies to ensure comprehensive coverage. Although database searches have traditionally been the primary method, snowballing has emerged as an effective alternative strategy in software engineering research. However, the success of snowballing heavily depends on the initial seed set's composition, particularly regarding diversity across authors, publication years, and venues. Objective: This study investigates how different diversity characteristics in seed set creation influence snowballing performance and effectiveness in identifying relevant literature. Method: We conducted replication studies of two existing SLRs, comparing their conventional seed set creation approaches with our diversity-driven methodology, where we systematically incorporated diversity characteristics into constructing the seed sets. Results: Our diversity-based approach demonstrated substantial improvements, with a precision of 0.019 (compared to 0.006 in the original), a relative recall of 0.97 (versus 0.921), and an F-measure of 0.0372 (improving from 0.0119). Conclusions: The empirical evidence suggests that incorporating diversity criteria in seed set creation enhances snowballing efficacy while maintaining comprehensive coverage of relevant literature. This approach offers a systematic and effective method for conducting snowballbased literature reviews in software engineering research.",297795950,0,39,,
10.1007/s42979-020-00420-8,An Ontology-Based Approach to Automated Test Case Generation,"Shreya M. Banerjee, N. Debnath, A. Sarkar",SN Computer Science,2021,(missing abstract),276241862,10,18,,
10.1108/ijcs-09-2018-0024,Mobile devices compatibility testing strategy via crowdsourcing,"Qamar Naith, Fabio Ciravegna",International Journal in Computer Simulation,2018,"Purpose - This paper aims to support small mobile application development teams or companies performing testing on a large variety of operating systems versions and mobile devices to ensure their seamless working.  Design/Methodology/Approach - This paper proposes a Hybrid Crowdsourcing method that leverages the power of public crowd testers. This leads to generating a novel crowdtesting workflow DT-CT that focuses on developers and crowd testers as key elements in the testing process without the need for intermediate as managers or lead- ers. This workflow has been used on a novel crowdtesting platform (AskCrowd2Test). This platform enables testing the compatibility of mobile devices and applications at two different levels, High-level (device characteristics) or Low-level (code). Additionally, a Crowd-Powered Knowledge Base (CPKB) has been developed that stores testing re- sults, relevant issues, and their solutions.  Findings - The comparison of the presented DT-CT workflow with the common and most recent crowdtesting workflows showed that DT-CT may positively impact the test- ing process by reducing time-consumption and budget spend due to the direct interaction of developers and crowd testers.  Originality/value - To the authors’ knowledge, this paper is the first to propose crowdtesting workflow based on developers and public crowd testers without crowd man- agers or leaders, which light the beacon for future research in this field. Additionally, this work is the first that authorizes crowd testers with a limited level of experience to participate in the testing process, which helps in studying the behaviors and interaction of end-users with apps and obtain more concrete results.",122999961,4,17,,
10.1108/jkm-10-2022-0800,"Knowledge management in small and medium enterprises: a systematic literature review, bibliometric analysis, and research agenda","Emerson Ramos Cordeiro, F. H. Lermen, C. Mello, Alberto Ferraris, Katarina Valaskova",Journal of Knowledge Management,2023,"
Purpose
Knowledge management effects on business performances are of great importance for companies. Yet, they are still overlooked by current literature. Moreover, the use of methods for bibliometric reviews and content analysis reinforces the need for relevant work on the current state of knowledge management application. To this end, this study aims to identify the main barriers for the application of knowledge management in small and medium-sized enterprises. A research agenda is then proposed.


Design/methodology/approach
A systematic literature review was performed using data collection, bibliometric analysis and content analysis' steps. The sample used in this study contained 45 papers. For the bibliometric analysis, the authors used the bibliometrix (in RStudio). The content analysis was then performed to infer barriers, factors of relevance and an agenda of questions for future research.


Findings
The authors found that using knowledge management techniques to optimize business performance results in competitive advantages for small and medium-sized companies. This study contributes to both practitioners and academics by providing a list of 19 barriers, 12 factors and 36 research questions related to knowledge management in small and medium-sized companies to develop future theoretical and practical studies.


Originality/value
This study demonstrates the propensity and interest of small and medium-sized companies in using knowledge management. However, some barriers might make it difficult to implement this approach.
",263423382,57,107,,
10.1108/k-11-2022-1507,Which complexity? A review of typologies and a framework proposal for characterizing complexity-based approaches,"T. F. Sigahi, L. Sznelwar",Kybernetes,2023,"PurposeThe purpose of this paper is twofold: (1) to map and analyze existing complexity typologies and (2) to develop a framework for characterizing complexity-based approaches.Design/methodology/approachThis study was conducted in three stages: (1) initial identification of typologies related to complexity following a structured procedure based on the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) protocol; (2) backward and forward review to identify additional relevant typologies and (3) content analysis of the selected typologies, categorization and framework development.FindingsBased on 17 selected typologies, a comprehensive overview of complexity studies is provided. Each typology is described considering key concepts, contributions and convergences and differences between them. The epistemological, theoretical and methodological diversity of complexity studies was explored, allowing the identification of the main schools of thought and authors. A framework for characterizing complexity-based approaches was proposed including the following perspectives: ontology of complexity, epistemology of complexity, purpose and object of interest, methodology and methods and theoretical pillars.Originality/valueThis study examines the main typologies of complexity from an integrated and multidisciplinary perspective and, based on that, proposes a novel framework to understanding and characterizing complexity-based approaches.",254050898,7,74,,
(missing DOI),A Review on Intermodal Transportation and Decarbonization: An Operations Research Perspective,"Madelaine Martinez Ferguson, Aliza Sharmin, M. C. Camur, Xueping Li",(missing journal),2025,"This paper reviews intermodal transportation systems and their role in decarbonizing freight networks from an operations research perspective, analyzing over a decade of studies (2010-2024). We present a chronological analysis of the literature, illustrating how the field evolved over time while highlighting the emergence of new research avenues. We observe a significant increase in research addressing decarbonization since 2018, driven by regulatory pressures and technological advancements. Our integrated analysis is organized around three themes: a) modality, b) sustainability, and c) solution techniques. Key recommendations include the development of multistage stochastic models to better manage uncertainties and disruptions within intermodal transportation systems. Further research could leverage innovative technologies like machine learning and blockchain to improve decision-making and resource use through stakeholder collaboration. Life cycle assessment models are also suggested to better understand emissions across transportation stages and support the transition to alternative energy sources.",285446536,1,231,,
10.1145/3777379,"A Review of Open-RAN Intelligence: Opportunities, Challenges, Real-Life Applications and Impacts","Haitham H. Mahmoud, De Mi, Adel Aneiba, Moad Idrissi, Gaurav Sharma, C. Foh, Pei Xiao",ACM Computing Surveys,2025,"The dynamic nature of modern network settings presents challenges for traditional base stations, leading to inefficient resource utilisation. These issues are exacerbated by the unpredictability of network scenarios, such as unexpected hardware problems or sudden increases in user demand. More adaptive and intelligent systems that can handle these issues are becoming increasingly critical and essential. Open-RAN is an intelligent and adaptable mobile network architecture featuring learning-based capabilities and a software layer for adaptation that can incorporate AI and ML to optimise communication networks and improve resource efficiency. Hence, this article aims to systematically review intelligence for Open-RAN through the adoption of the RAN Intelligent Controller (RIC). This comprehensive review also includes (1) real-world use cases for various industries, (2) the potential use cases for various intelligent models in terms of 5G core, RAN and air interface, (3) the advantages and challenges of AI incorporation within Open-RAN, and (4) the societal, environmental and economic impact of Open-RAN intelligence. This article outlines the significance of intelligence in the context of Open-RAN and highlights potential use cases, examining their impact and presenting challenges for further exploration by researchers in the field.",292927985,0,95,,
10.3390/economies9010031,Do the Peculiar Economics of Professional Team Sports Apply to Esports? Sequential Snowballing Literature Reviews and Implications,"N. Scelles, Q. Peng, Maurizio Valenti",Economies,2021,"The present research aims to identify the main peculiar economics of professional team sports, reflect on whether they apply to esports, and derive some implications. To achieve this aim, two sequential snowballing literature reviews were conducted. First, the literature on the peculiar economics of professional team sports was reviewed and assessed by the authors, based on their degree of distinctiveness and how core they are for the sector. Second, based on the main peculiar economics identified, a similar process considering economic aspects in the esports literature was conducted. The first review enabled the identification of 50 peculiar economics of professional team sports, of which 12 were assessed as the most distinctive and core to the sector. These 12 main peculiar economics were then considered in relation to the esports literature. This second review enabled the identification of some economic similarities and differences between sports and esports, before deriving some implications.",182129002,23,86,,
10.3390/su11195250,Research Series Review for Transdisciplinarity Assessment—Validation with Sustainable Consumption and Production Research,T. Sakao,Sustainability,2019,"In light of the escalating challenges for the sustainability of our societies, the need for improving the research of sustainable consumption and production (SCP) aiming to make real changes on the societies towards sustainability is evident. Transdisciplinary (TD) research is a promising way to enhance SCP research; however, insights to operationalize the concept of TD research are needed for both funders and researchers. Therefore, this article proposes an innovative way to capture and analyse a research series for transdisciplinarity assessment in qualitative and quantitative terms. This new way is termed research series review (RSR). This article adopted literature analysis and partly reflexive retrospective reasoning. In particular, citation content analysis was carried out in relation to two research series selected as the cases. The results show that RSR has advantages such as clearer traceability with cause-and-effect relationships. Furthermore, a successful SCP research series is hypothesised to form an iterative process between practical and theoretical fields as well as finding opportunities and proposing solutions.",82066707,10,71,,
10.1016/j.engappai.2022.105472,A review of the use of artificial intelligence methods in infrastructure systems,"Lauren McMillan, Liz Varga, Lauren McMillan, Liz Varga",Engineering applications of artificial intelligence,2022,(missing abstract),250219009,110,249,,
10.1007/s10209-022-00897-5,"If online learning works for you, what about deaf students? Emerging challenges of online learning for deaf and hearing-impaired students during COVID-19: a literature review","Wajdi Aljedaani, Rrezarta Krasniqi, Sanaa Aljedaani, Mohamed Wiem Mkaouer, Stephanie Ludi, Khaled Al-Raddah, Wajdi Aljedaani, Rrezarta Krasniqi, Sanaa Aljedaani, Mohamed Wiem Mkaouer, Stephanie Ludi, Khaled Al-Raddah",Universal Access in the Information Society,2022,"With the coronavirus (COVID-19) outbreak, educational systems worldwide were abruptly affected and hampered, causing nearly total suspension of all in-person activities in schools, colleges, and universities. Government officials prohibited the physical gatherings in educational institutions to reduce the spread of the virus. Therefore, educational institutions have aggressively shifted to alternative learning methods and strategies such as online-based platforms-to seemingly avoid the disruption of education. However, the switch from the face-to-face setting to an entirely online setting introduced a series of challenges, especially for the deaf or hard-of-hearing students. Various recent studies have revealed the underlying infrastructure used by academic institutions may not be suitable for students with hearing impairments. The goal of this study is to perform a literature review of these studies and extract the pressing challenges that deaf and hard-of-hearing students have been facing since their transition to the online setting. We conducted a systematic literature review of 34 articles that were carefully collected, retrieved, and rigorously categorized from various scholarly databases. The articles, included in this study, focused primarily on highlighting high-demanding issues that deaf students experienced in higher education during the pandemic. This study contributes to the research literature by providing a detailed analysis of technological challenges hindering the learning experience of deaf students. Furthermore, the study extracts takeaways and proposed solutions, from the literature, for researchers, education specialists, and higher education authorities to adopt. This work calls for investigating broader and yet more effective teaching and learning strategies for deaf and hard-of-hearing students so that they can benefit from a better online learning experience.",261178040,72,103,,
10.1007/978-3-030-95120-7_5,Model of Organization of Software Testing for Cyber-Physical Systems,"Dmitriy Tobin, Alexey Valerievich Bogomolov, Mikhail Golosovskiy","Studies in systems, decision and control",2022,"AbstractThe chapter presents a model for organizing software testing of cyber-physical systems and an algorithm for forming test scenarios that optimize the cost of software testing, increase labor productivity and reduce the time required to put software into operation, and increase the reliability of cyber-physical systems that implement the developed software.KeywordsCyber-physical systemSoftwareSoftware testingSoftware testing organizationTest scenariosAutomated generation of test scenarios",162362172,21,19,,
10.1016/j.jtte.2024.01.003,A scientometric review of research on built environment influence on public transportation demand,"Yuji Shi, Z Zhang, Zhuofan Yan",Journal of Traffic and Transportation Engineering (English Edition),2025,(missing abstract),287754718,3,95,,
(missing DOI),International Journal of Crowd Science Mobile devices compatibility testing strategy via crowdsourcing,"Qamar Naith, F. Ciravegna",(missing journal),2019,"Purpose – This paper aims to support small mobile application development teams or companies performing testing on a large variety of operating systems versions and mobile devices to ensure their seamlessworking. Design/methodology/approach – This paper proposes a “ hybrid crowdsourcing ” method that leverages the power of public crowd testers. This leads to generating a novel crowdtesting work ﬂ ow Developer/Tester-Crowdtesting (DT-CT) that focuses on developers and crowd testers as key elements in the testing process without the need for intermediate as managers or leaders. This work ﬂ ow has been used in a novel crowdtesting platform (AskCrowd2Test). This platform enables testing the compatibility of mobile devices and applications at two different levels, high-level (device characteristics) or low-level (code). Additionally, a “ crowd-powered knowledge base ” has been developed that stores testing results, relevant issues and their solutions. Findings – The comparison of the presented DT-CT work ﬂ ow with the common and most recent crowdtesting work ﬂ ows showed that DT-CT may positively impact the testing process by reducing time-consuming andbudget spendbecause of the direct interactionof developers and crowd testers. Originality/value – To authors ’ knowledge, this paper is the ﬁ rst to propose crowdtesting work ﬂ ow based on developers and public crowd testers without crowd managers or leaders, which light the beacon for the future research in this ﬁ eld. Additionally, this work is the ﬁ rst that authorizes crowd testers with a limited level of experience to participate in the testing process, which helps in studying the behaviors and interaction of end-userswith apps andobtains more concreteresults.",234869592,0,17,,
10.1145/3494193.3494252,"Telework development before, during and after COVID-19, and its relevance for organizational change in the public sector","Noella Edelmann, J. Millard",International Conference on Theory and Practice of Electronic Governance,2021,"Interest in, and implementation of telework, mainly working from home using ICT, has dramatically expanded during the COVID-19 pandemic due to government enforced lockdowns. This paper points to both earlier and current research as well as empirical evidence that telework reflects, and can be seen as a surrogate for, organisational change. The public sector has often lagged other sectors in implementing telework, but during the pandemic it has been forced to adopt teleworking practices and the necessary organisational changes in order to continue delivering its basic services. By surveying telework research starting in the mid-1990s up to the present, the paper outlines both similarities and differences in the telework and research themes identified. It offers explanations for these, and also looks towards the post-COVID future and how telework, and work in general, is likely to develop, taking public sector organisational change as the reference point. The paper thus addresses the following research questions: i) what are the common themes in research on telework in public sector organisations before and during the COVID pandemic; ii) how do disruptions impact the way individuals work in public sector organisations; iii) how can telework be understood as a surrogate for organisational change in public sector organisations; and iv) what are the future research topics on telework in public sector organisations?",24916380,13,27,,
10.3390/computers13100247,Why Are Other Teachers More Inclusive in Online Learning Than Us? Exploring Challenges Faced by Teachers of Blind and Visually Impaired Students: A Literature Review,"Rana Ghoneim, Wajdi Aljedaani, Renée Bryce, Yasir Javed, Zafar Iqbal Khan",De Computis,2024,"Distance learning has grown rapidly in recent years. E-learning can aid teachers of students with disabilities, particularly visually impaired students (VISs), by offering versatility, accessibility, enhanced communication, adaptability, and a wide range of multimedia and non-verbal teaching methods. However, the shift from traditional face-to-face instruction to online platforms, especially during the pandemic, introduced unique challenges for VISs, with respect to including instructional methodologies, accessibility, and the integration of suitable technology. Recent research has shown that the resources and facilities of educational institutions pose challenges for teachers of visually impaired students (TVISs). This study conducts a literature review of research studies from the years 2000 to 2024 to identify significant issues encountered by TVISs with online learning to show the effects of distance learning before, during, and after the pandemic. This systematic literature review examines 25 publications. The evaluation reveals technological problems affecting the educational experience of visually impaired educators through a methodical categorization and analysis of these papers. The results emphasize important problems and suggest solutions, providing valuable knowledge for experts in education and legislation. The study recommends technology solutions to support instructors in providing inclusive online learning environments for VISs.",278185871,15,92,,
10.1108/k-11-2022-1507,Which complexity? A review of typologies and a framework proposal for characterizing complexity-based approaches,"Tiago Fonseca Albuquerque Cavalcanti Sigahi, Laerte Idal Sznelwar, Tiago Fonseca Albuquerque Cavalcanti Sigahi, Laerte Idal Sznelwar",Kybernetes,2023,"PurposeThe purpose of this paper is twofold: (1) to map and analyze existing complexity typologies and (2) to develop a framework for characterizing complexity-based approaches.Design/methodology/approachThis study was conducted in three stages: (1) initial identification of typologies related to complexity following a structured procedure based on the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) protocol; (2) backward and forward review to identify additional relevant typologies and (3) content analysis of the selected typologies, categorization and framework development.FindingsBased on 17 selected typologies, a comprehensive overview of complexity studies is provided. Each typology is described considering key concepts, contributions and convergences and differences between them. The epistemological, theoretical and methodological diversity of complexity studies was explored, allowing the identification of the main schools of thought and authors. A framework for characterizing complexity-based approaches was proposed including the following perspectives: ontology of complexity, epistemology of complexity, purpose and object of interest, methodology and methods and theoretical pillars.Originality/valueThis study examines the main typologies of complexity from an integrated and multidisciplinary perspective and, based on that, proposes a novel framework to understanding and characterizing complexity-based approaches.",254443896,7,78,,
10.1007/s10270-023-01110-8,Business process modeling language selection for research modelers,"Siamak Farshidi, Izaak Beer Kwantes, Slinger Jansen",Software and Systems Modeling,2023,"Abstract Business process modeling is a crucial aspect of domains such as Business Process Management and Software Engineering. The availability of various BPM languages in the market makes it challenging for process modelers to select the best-fit BPM language for a specific process modeling task. A decision model is necessary to systematically capture and make scattered knowledge on BPM languages available for reuse by process modelers and academics. This paper presents a decision model for the BPM language selection problem in research projects. The model contains mappings of 72 BPM features to 23 BPM languages. We validated and refined the decision model through 10 expert interviews with domain experts from various organizations. We evaluated the efficiency, validity, and generality of the decision model by conducting four case studies of academic research projects with their original researchers. The results confirmed that the decision model supports process modelers in the selection process by providing more insights into the decision process. Based on the empirical evidence from the case studies and domain expert feedback, we conclude that having the knowledge readily available in the decision model supports academics in making more informed decisions that align with their preferences and prioritized requirements. Furthermore, the captured knowledge provides a comprehensive overview of BPM languages, features, and quality characteristics that other researchers can employ to tackle future research challenges. Our observations indicate that BPMN is a commonly used modeling language for process modeling. Therefore, it is more sensible for academics to explain why they did not select BPMN than to discuss why they chose it for their research project(s).",261940205,25,129,,
10.1007/s42979-020-00420-8,An Ontology-Based Approach to Automated Test Case Generation,"Shreya Banerjee, Narayan C. Debnath, Anirban Sarkar",SN computer science,2021,"Software testing is as old as software itself. However, the techniques, tools, and processes used by researchers to ensure product quality are constantly evolving. Application of knowledge management technologies in automated test case generation is one of them. This paper addressed the issue of ontology-based automated test case generation in the case of black box testing. In this context, several challenges are present in existing literature. The prime challenges among are (1) major approaches are confined to a specific domain, (2) least consideration about modified domain knowledge, (3) lack of methodology for auto-identification of pre-conditions and different combinations among test input data and (4) poor requirements and domain coverage. The proposed methodology, in this paper, is aimed to resolve these issues by devising a rule-based reasoner that can auto generate the test cases. The proposed method takes an ontology-based requirements specification as an input. The novelty of the proposed method is the specification of domain independent inference rules based on which the devised reasoner can generate test cases for different domains and systems automatically. This contribution of the proposed work facilitates in improving both user’s requirements coverage and domain coverage. The devised reasoned, in this paper, is implemented in Apache Jena (Apache Jena,                 https://jena.apache.org                              ., Accessed 2020/09/04). In addition, the usability of the proposed work is illustrated using a suitable case study.",10670804,11,20,,
