DOI,Title,Authors,Journal,Year,Abstract,ResearchRabbitId,Cited By,References,PubMedId
10.1080/15228053.2019.1637087,Challenges and facilitators practices for knowledge management in large-scale scrum teams,"Fernando Carvalho de Almeida, Emanuel Miranda, João Falcão",Journal of IT Cases and Applications,2019,"ABSTRACT Sharing and managing knowledge is an essential resource for the success of a Scrum team. However, widely known knowledge management practices typically address only team level collaboration, which cannot be easily scaled to multiple Scrum teams. In this sense, this paper conducts an empirical study at one of the largest information technology companies operating in Portugal, in which multiple Scrum teams working locally and in remote offices develops e-commerce solutions for the African market. Several facilitators’ knowledge practices are identified and discussed, and also the main challenges and difficulties of scaling Scrum practices for large-scale teams are addressed.",dce50c70-3e11-4fca-bebd-17d549b39acb,18,63,(missing PubMedId)
10.3390/COMPUTERS13100247,Why Are Other Teachers More Inclusive in Online Learning Than Us? Exploring Challenges Faced by Teachers of Blind and Visually Impaired Students: A Literature Review,"Rana Ghoneim, Wajdi Aljedaani, Renée Bryce, Yasir Javed, Zafar Iqbal Khan",De Computis,2024,"Distance learning has grown rapidly in recent years. E-learning can aid teachers of students with disabilities, particularly visually impaired students (VISs), by offering versatility, accessibility, enhanced communication, adaptability, and a wide range of multimedia and non-verbal teaching methods. However, the shift from traditional face-to-face instruction to online platforms, especially during the pandemic, introduced unique challenges for VISs, with respect to including instructional methodologies, accessibility, and the integration of suitable technology. Recent research has shown that the resources and facilities of educational institutions pose challenges for teachers of visually impaired students (TVISs). This study conducts a literature review of research studies from the years 2000 to 2024 to identify significant issues encountered by TVISs with online learning to show the effects of distance learning before, during, and after the pandemic. This systematic literature review examines 25 publications. The evaluation reveals technological problems affecting the educational experience of visually impaired educators through a methodical categorization and analysis of these papers. The results emphasize important problems and suggest solutions, providing valuable knowledge for experts in education and legislation. The study recommends technology solutions to support instructors in providing inclusive online learning environments for VISs.",e6fd90e7-29a5-4425-a44c-088ded2ded9e,15,92,(missing PubMedId)
10.1007/S42979-020-00420-8,An Ontology-Based Approach to Automated Test Case Generation,"Shreya Banerjee, Narayan C. Debnath, Anirban Sarkar",SN Computer Science,2021,(missing abstract),c546820b-9889-46d7-ae04-753cde2c356a,10,18,(missing PubMedId)
10.1108/JKM-10-2022-0800,"Knowledge management in small and medium enterprises: a systematic literature review, bibliometric analysis, and research agenda","Emerson Ramos Cordeiro, Fernando Henrique Lermen, Cleverson Molinari Mello, Alberto Ferraris, Katarína Valášková",Journal of Knowledge Management,2023,"
Purpose
Knowledge management effects on business performances are of great importance for companies. Yet, they are still overlooked by current literature. Moreover, the use of methods for bibliometric reviews and content analysis reinforces the need for relevant work on the current state of knowledge management application. To this end, this study aims to identify the main barriers for the application of knowledge management in small and medium-sized enterprises. A research agenda is then proposed.


Design/methodology/approach
A systematic literature review was performed using data collection, bibliometric analysis and content analysis' steps. The sample used in this study contained 45 papers. For the bibliometric analysis, the authors used the bibliometrix (in RStudio). The content analysis was then performed to infer barriers, factors of relevance and an agenda of questions for future research.


Findings
The authors found that using knowledge management techniques to optimize business performance results in competitive advantages for small and medium-sized companies. This study contributes to both practitioners and academics by providing a list of 19 barriers, 12 factors and 36 research questions related to knowledge management in small and medium-sized companies to develop future theoretical and practical studies.


Originality/value
This study demonstrates the propensity and interest of small and medium-sized companies in using knowledge management. However, some barriers might make it difficult to implement this approach.
",b7a4fa61-96ae-4ca8-82b2-0b3143ed08d3,57,107,(missing PubMedId)
10.1007/S10270-023-01110-8,Business process modeling language selection for research modelers,"Siamak Farshidi, Izaak Beer Kwantes, Slinger Jansen",Software and Systems Modeling,2023,"Abstract Business process modeling is a crucial aspect of domains such as Business Process Management and Software Engineering. The availability of various BPM languages in the market makes it challenging for process modelers to select the best-fit BPM language for a specific process modeling task. A decision model is necessary to systematically capture and make scattered knowledge on BPM languages available for reuse by process modelers and academics. This paper presents a decision model for the BPM language selection problem in research projects. The model contains mappings of 72 BPM features to 23 BPM languages. We validated and refined the decision model through 10 expert interviews with domain experts from various organizations. We evaluated the efficiency, validity, and generality of the decision model by conducting four case studies of academic research projects with their original researchers. The results confirmed that the decision model supports process modelers in the selection process by providing more insights into the decision process. Based on the empirical evidence from the case studies and domain expert feedback, we conclude that having the knowledge readily available in the decision model supports academics in making more informed decisions that align with their preferences and prioritized requirements. Furthermore, the captured knowledge provides a comprehensive overview of BPM languages, features, and quality characteristics that other researchers can employ to tackle future research challenges. Our observations indicate that BPMN is a commonly used modeling language for process modeling. Therefore, it is more sensible for academics to explain why they did not select BPMN than to discuss why they chose it for their research project(s).",440c18b3-b446-4e45-a984-f710790f0dc0,25,129,(missing PubMedId)
10.1007/S10209-022-00897-5,"If online learning works for you, what about deaf students? Emerging challenges of online learning for deaf and hearing-impaired students during COVID-19: a literature review","Wajdi Aljedaani, Rrezarta Krasniqi, Sanaa Aljedaani, Mohamed Wiem Mkaouer, Stephanie Ludi, Khaled Al-Raddah,  Wajdi Aljedaani,  Rrezarta Krasniqi,  Sanaa Aljedaani,  Mohamed Wiem Mkaouer,  Stephanie Ludi,  Khaled Al-Raddah",Universal Access in the Information Society,2022,"With the coronavirus (COVID-19) outbreak, educational systems worldwide were abruptly affected and hampered, causing nearly total suspension of all in-person activities in schools, colleges, and universities. Government officials prohibited the physical gatherings in educational institutions to reduce the spread of the virus. Therefore, educational institutions have aggressively shifted to alternative learning methods and strategies such as online-based platforms-to seemingly avoid the disruption of education. However, the switch from the face-to-face setting to an entirely online setting introduced a series of challenges, especially for the deaf or hard-of-hearing students. Various recent studies have revealed the underlying infrastructure used by academic institutions may not be suitable for students with hearing impairments. The goal of this study is to perform a literature review of these studies and extract the pressing challenges that deaf and hard-of-hearing students have been facing since their transition to the online setting. We conducted a systematic literature review of 34 articles that were carefully collected, retrieved, and rigorously categorized from various scholarly databases. The articles, included in this study, focused primarily on highlighting high-demanding issues that deaf students experienced in higher education during the pandemic. This study contributes to the research literature by providing a detailed analysis of technological challenges hindering the learning experience of deaf students. Furthermore, the study extracts takeaways and proposed solutions, from the literature, for researchers, education specialists, and higher education authorities to adopt. This work calls for investigating broader and yet more effective teaching and learning strategies for deaf and hard-of-hearing students so that they can benefit from a better online learning experience.",4181d0b6-0bc4-4bfe-b9b2-6721587caca6,72,103,https://pubmed.ncbi.nlm.nih.gov/35910240
10.3390/BUILDINGS13030800,"Synthesized Evaluation of Reinforced Concrete Bridge Defects, Their Non-Destructive Inspection and Analysis Methods: A Systematic Review and Bibliometric Analysis of the Past Three Decades","Eslam Mohammed Abdelkader, Tarek Zayed, Nour Faris",Buildings,2023,"Defects are essential indicators to gauge the structural integrity and safety of reinforced concrete bridges. Non-destructive inspection has been pervasively explored over the last three decades to localize and characterize surface and subsurface anomalies in reinforced concrete bridges. In addition, different fuzzy set theory-based, computer vision and artificial intelligence algorithms were leveraged to analyze the data garnered from non-destructive evaluation techniques. In light of the foregoing, this research paper presents a mixed review method that encompasses both bibliometric and systematic analyses of the state-of-the-art work pertinent to the assessment of reinforced concrete bridge defects using non-destructive techniques (CBD_NDT). In this context, this study reviews the literature of journal articles and book chapters indexed in Scopus and Web of Science databases from 1991 to the end of September 2022. To this end, 505 core peer-reviewed journal articles and book chapters are compiled for evaluation after conducting forward and backward snowballing alongside removing irrelevant papers. This research study then exploits both VOSVIEWER and Bibiometrix R Package for the purpose of network visualization and scientometric mapping of the appended research studies. Thereafter, this paper carries out a multifaceted systematic review analysis of the identified literature covering tackled bridge defects, used non-destructive techniques, data processing methods, public datasets, key findings and future research directions. The present study is expected to assist practitioners and policymakers to conceive and synthesize existing research and development bodies, and future trends in the domain of the assessment of bridge defects using non-destructive techniques. It can also aid in raising awareness of the importance of defect management in bridge maintenance systems.",327b8ddf-9f17-4ce6-89f3-380af8c07f66,28,267,(missing PubMedId)
10.1038/S42256-023-00623-7,Introducing contextual transparency for automated decision systems,"Mona Sloane, Ian René Solano-Kamaiko, Jun Yuan, Aritra Dasgupta, Julia Stoyanovich",Nature Machine Intelligence,2023,(missing abstract),c57a6390-846a-4462-af99-57342daf0e15,15,122,(missing PubMedId)
10.1108/K-11-2022-1507,Which complexity? A review of typologies and a framework proposal for characterizing complexity-based approaches,"Tiago Fonseca Albuquerque Cavalcanti Sigahi, Laerte Idal Sznelwar,  Tiago Fonseca Albuquerque Cavalcanti Sigahi,  Laerte Idal Sznelwar",Kybernetes,2023,"PurposeThe purpose of this paper is twofold: (1) to map and analyze existing complexity typologies and (2) to develop a framework for characterizing complexity-based approaches.Design/methodology/approachThis study was conducted in three stages: (1) initial identification of typologies related to complexity following a structured procedure based on the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) protocol; (2) backward and forward review to identify additional relevant typologies and (3) content analysis of the selected typologies, categorization and framework development.FindingsBased on 17 selected typologies, a comprehensive overview of complexity studies is provided. Each typology is described considering key concepts, contributions and convergences and differences between them. The epistemological, theoretical and methodological diversity of complexity studies was explored, allowing the identification of the main schools of thought and authors. A framework for characterizing complexity-based approaches was proposed including the following perspectives: ontology of complexity, epistemology of complexity, purpose and object of interest, methodology and methods and theoretical pillars.Originality/valueThis study examines the main typologies of complexity from an integrated and multidisciplinary perspective and, based on that, proposes a novel framework to understanding and characterizing complexity-based approaches.",38d9d98b-78b8-42a9-8c8d-3b9fd98b995f,7,78,(missing PubMedId)
10.1108/K-11-2022-1507,Which complexity? A review of typologies and a framework proposal for characterizing complexity-based approaches,"Tiago Fonseca Albuquerque Cavalcanti Sigahi, Laerte Idal Sznelwar",Kybernetes,2023,"PurposeThe purpose of this paper is twofold: (1) to map and analyze existing complexity typologies and (2) to develop a framework for characterizing complexity-based approaches.Design/methodology/approachThis study was conducted in three stages: (1) initial identification of typologies related to complexity following a structured procedure based on the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) protocol; (2) backward and forward review to identify additional relevant typologies and (3) content analysis of the selected typologies, categorization and framework development.FindingsBased on 17 selected typologies, a comprehensive overview of complexity studies is provided. Each typology is described considering key concepts, contributions and convergences and differences between them. The epistemological, theoretical and methodological diversity of complexity studies was explored, allowing the identification of the main schools of thought and authors. A framework for characterizing complexity-based approaches was proposed including the following perspectives: ontology of complexity, epistemology of complexity, purpose and object of interest, methodology and methods and theoretical pillars.Originality/valueThis study examines the main typologies of complexity from an integrated and multidisciplinary perspective and, based on that, proposes a novel framework to understanding and characterizing complexity-based approaches.",74decca8-7058-42a7-8a9f-a5866a660dd7,7,74,(missing PubMedId)
10.3390/SU15042949,From Sport Policy to National Federation Sport Policy: An Integrative Literature Review and Conceptualisation Attempt,"Bastien Viollet, Nicolas Scelles, Qi Peng",Sustainability,2023,"The notion of sport policy is a relatively recent subject of study, but it has been frequently used over the last 20 years, particularly referring to governmental sport policies. However, less research has been conducted in the field of national sport federations (NSFs), which are key non-governmental structures in governing, organising and sustaining the development of sports. The objective of this article is to propose a conceptualisation of the notion of sport policy adapted to NSFs. The proposed approach consists of two steps: first, we conducted an extensive integrative literature review around the notion of sport policy. Second, based on the literature review, we developed a model that conceptualises what an NSF sport policy is. This conceptual model is intended to be a useful analytical tool to design, implement and assess the success of a sport policy for both researchers and practitioners working in the field of NSFs.",3cf7b146-55cf-4f5b-bc5d-7eaa175a977b,12,125,(missing PubMedId)
10.1061/(ASCE)CO.1943-7862.0002419,Adopting BIM to Facilitate Dispute Management in the Construction Industry: A Conceptual Framework Development,"Jinpeng Wang, Shang Zhang, Peter Fenn, Xiaowei Luo, Yan Liu, Lilin Zhao",Journal of construction engineering and management,2022,(missing abstract),f8295eb6-55fa-4865-8bbd-0accf82176eb,52,72,(missing PubMedId)
10.1016/J.ENGAPPAI.2022.105472,A review of the use of artificial intelligence methods in infrastructure systems,"Lauren McMillan, Liz Varga,  Lauren McMillan,  Liz Varga",Engineering applications of artificial intelligence,2022,"The artificial intelligence (AI) revolution offers significant opportunities to capitalise on the growth of digitalisation and has the potential to enable the ‘system of systems’ approach required in increasingly complex infrastructure systems. This paper reviews the extent to which research in economic infrastructure sectors has engaged with fields of AI, to investigate the specific AI methods chosen and the purposes to which they have been applied both within and across sectors. Machine learning is found to dominate the research in this field, with methods such as artificial neural networks, support vector machines, and random forests among the most popular. The automated reasoning technique of fuzzy logic has also seen widespread use, due to its ability to incorporate uncertainties in input variables. Across the infrastructure sectors of energy, water and wastewater, transport, and telecommunications, the main purposes to which AI has been applied are network provision, forecasting, routing, maintenance and security, and network quality management. The data-driven nature of AI offers significant flexibility, and work has been conducted across a range of network sizes and at different temporal and geographic scales. However, there remains a lack of integration of planning and policy concerns, such as stakeholder engagement and quantitative feasibility assessment, and the majority of research focuses on a specific type of infrastructure, with an absence of work beyond individual economic sectors. To enable solutions to be implemented into real-world infrastructure systems, research will need to move away from a siloed perspective and adopt a more interdisciplinary perspective that considers the increasing interconnectedness of these systems. • Literature on the use of AI in infrastructure sectors is reviewed. • Types of AI, trends across sectors and purposes within infrastructure are identified. • Findings have been evaluated using an analysis framework. • The future of AI and the ‘Survey PaperInternet of Things’ in infrastructure are discussed.",f3aada5a-a8e8-498f-b9c8-d8d81b611bd9,110,249,(missing PubMedId)
(missing DOI),International Journal of Crowd Science Mobile devices compatibility testing strategy via crowdsourcing,"Qamar Naith, Fabio Ciravegna",(missing journal),2018,"Purpose – This paper aims to support small mobile application development teams or companies performing testing on a large variety of operating systems versions and mobile devices to ensure their seamlessworking. Design/methodology/approach – This paper proposes a “ hybrid crowdsourcing ” method that leverages the power of public crowd testers. This leads to generating a novel crowdtesting work ﬂ ow Developer/Tester-Crowdtesting (DT-CT) that focuses on developers and crowd testers as key elements in the testing process without the need for intermediate as managers or leaders. This work ﬂ ow has been used in a novel crowdtesting platform (AskCrowd2Test). This platform enables testing the compatibility of mobile devices and applications at two different levels, high-level (device characteristics) or low-level (code). Additionally, a “ crowd-powered knowledge base ” has been developed that stores testing results, relevant issues and their solutions. Findings – The comparison of the presented DT-CT work ﬂ ow with the common and most recent crowdtesting work ﬂ ows showed that DT-CT may positively impact the testing process by reducing time-consuming andbudget spendbecause of the direct interactionof developers and crowd testers. Originality/value – To authors ’ knowledge, this paper is the ﬁ rst to propose crowdtesting work ﬂ ow based on developers and public crowd testers without crowd managers or leaders, which light the beacon for the future research in this ﬁ eld. Additionally, this work is the ﬁ rst that authorizes crowd testers with a limited level of experience to participate in the testing process, which helps in studying the behaviors and interaction of end-userswith apps andobtains more concreteresults.",77eb417e-a078-43cc-a868-57c7cf55e7ee,0,17,(missing PubMedId)
10.1016/J.JSS.2019.110485,A systematic literature review on semantic web enabled software testing,"Mahboubeh Dadkhah, Saeed Araban, Samad Paydar",Journal of Systems and Software,2020,"Abstract   Software testing, as a major verification and validation activity which revolves around quality tests, is a knowledge-intensive activity. Hence, it is reasonable to expect that it can be improved by effective application of semantic web technologies, e.g., ontologies, which have been frequently used in knowledge engineering activities.  The objective of this work is to investigate and provide a better understanding of how semantic web enabled techniques, i.e., the techniques that are based on the effective application of the semantic web technologies, have been used to support software testing activities. For this purpose, a Systematic Literature Review based on a predefined procedure is conducted. A total of 52 primary studies were identified as relevant, which have undergone a thorough meta-analysis with regards to our posed research questions.  This study indicates the benefits of semantic web enabled software testing in both industry and academia. It also identifies main software testing activities that can benefit from the semantic web enabled techniques. Furthermore, contributions of such techniques to the testing process are thoroughly examined. Finally, potentials and difficulties of applying these techniques to software testing, along with the promising research directions are discussed.",e18847dc-a14c-4a2a-8db2-d5887c1653bc,41,170,(missing PubMedId)
10.1145/3265689.3265690,Hybrid Crowd-powered Approach for Compatibility Testing of Mobile Devices and Applications,"Qamar Naith, Fabio Ciravegna",International Conference on Crowd Science and Engineering,2018,"Testing mobile applications (apps) to ensure they work seamlessly on all devices can be difficult and expensive, especially for small development teams or companies due to limited available resources. There is a need for methods to outsource testing on all these models and OS versions. In this paper, we propose a crowdsourced testing approach that leverages the power of the crowd to perform mobile device compatibility testing in a novel way. This approach aims to provide support for testing code, features, or hardware characteristics of mobile devices which is hardly investigated. This testing will enable developers to ensure that features and hardware characteristics of any device model or features of a specific OS version will work correctly and will not cause any problems with their apps. It empowers developers to find a solution for issues they may face during the development of an app by asking testers to perform a test or searching a knowledge base provided with the platform. It will offer the ability to add a new issue or add a solution to existing issues. We expect that these capabilities will improve the testing and development of mobile apps by considering variant mobile devices and OS versions on the crowd.",ab21f1ec-200d-43a0-a1c4-8f542381e18f,4,21,(missing PubMedId)
10.3390/ECONOMIES9010031,Do the Peculiar Economics of Professional Team Sports Apply to Esports? Sequential Snowballing Literature Reviews and Implications,"Nicolas Scelles, Qi Peng, Maurizio Valenti",Economies,2021,"The present research aims to identify the main peculiar economics of professional team sports, reflect on whether they apply to esports, and derive some implications. To achieve this aim, two sequential snowballing literature reviews were conducted. First, the literature on the peculiar economics of professional team sports was reviewed and assessed by the authors, based on their degree of distinctiveness and how core they are for the sector. Second, based on the main peculiar economics identified, a similar process considering economic aspects in the esports literature was conducted. The first review enabled the identification of 50 peculiar economics of professional team sports, of which 12 were assessed as the most distinctive and core to the sector. These 12 main peculiar economics were then considered in relation to the esports literature. This second review enabled the identification of some economic similarities and differences between sports and esports, before deriving some implications.",59976f1e-c73d-4818-846c-66bdcfad9791,23,86,(missing PubMedId)
