Title,Abstract,Authors,Year,Venue,DOI,Cited by,Open Access, URL,Keywords,Language,Numpages,Actions
"Why Are Other Teachers More Inclusive in Online Learning Than Us? Exploring Challenges Faced by Teachers of Blind and Visually Impaired Students: A Literature Review","Distance learning has grown rapidly in recent years. E-learning can aid teachers of students with disabilities, particularly visually impaired students (VISs), by offering versatility, accessibility, enhanced communication, adaptability, and a wide range of multimedia and non-verbal teaching methods. However, the shift from traditional face-to-face instruction to online platforms, especially during the pandemic, introduced unique challenges for VISs, with respect to including instructional methodologies, accessibility, and the integration of suitable technology. Recent research has shown that the resources and facilities of educational institutions pose challenges for teachers of visually impaired students (TVISs). This study conducts a literature review of research studies from the years 2000 to 2024 to identify significant issues encountered by TVISs with online learning to show the effects of distance learning before, during, and after the pandemic. This systematic literature review examines 25 publications. The evaluation reveals technological problems affecting the educational experience of visually impaired educators through a methodical categorization and analysis of these papers. The results emphasize important problems and suggest solutions, providing valuable knowledge for experts in education and legislation. The study recommends technology solutions to support instructors in providing inclusive online learning environments for VISs.","Rana Ghoneim; Wajdi M Aljedaani; Renée C. Bryce; Yasir Javed; Zafar Iqbal Khan","2024","De Computis","10.3390/computers13100247","14","-","https://doi.org/10.3390/computers13100247","","-","-","Include"
"Knowledge management in small and medium enterprises: a systematic literature review, bibliometric analysis, and research agenda","
Purpose
Knowledge management effects on business performances are of great importance for companies. Yet, they are still overlooked by current literature. Moreover, the use of methods for bibliometric reviews and content analysis reinforces the need for relevant work on the current state of knowledge management application. To this end, this study aims to identify the main barriers for the application of knowledge management in small and medium-sized enterprises. A research agenda is then proposed.


Design/methodology/approach
A systematic literature review was performed using data collection, bibliometric analysis and content analysis' steps. The sample used in this study contained 45 papers. For the bibliometric analysis, the authors used the bibliometrix (in RStudio). The content analysis was then performed to infer barriers, factors of relevance and an agenda of questions for future research.


Findings
The authors found that using knowledge management techniques to optimize business performance results in competitive advantages for small and medium-sized companies. This study contributes to both practitioners and academics by providing a list of 19 barriers, 12 factors and 36 research questions related to knowledge management in small and medium-sized companies to develop future theoretical and practical studies.


Originality/value
This study demonstrates the propensity and interest of small and medium-sized companies in using knowledge management. However, some barriers might make it difficult to implement this approach.
","Emerson Ramos Cordeiro; F. H. Lermen; C. Mello; Alberto Ferraris; Katarina Valaskova","2023","Journal of Knowledge Management","10.1108/jkm-10-2022-0800","42","-","https://doi.org/10.1108/jkm-10-2022-0800","","-","-","Include"
"Business process modeling language selection for research modelers","Business process modeling is a crucial aspect of domains such as Business Process Management and Software Engineering. The availability of various BPM languages in the market makes it challenging for process modelers to select the best-fit BPM language for a specific process modeling task. A decision model is necessary to systematically capture and make scattered knowledge on BPM languages available for reuse by process modelers and academics. This paper presents a decision model for the BPM language selection problem in research projects. The model contains mappings of 72 BPM features to 23 BPM languages. We validated and refined the decision model through 10 expert interviews with domain experts from various organizations. We evaluated the efficiency, validity, and generality of the decision model by conducting four case studies of academic research projects with their original researchers. The results confirmed that the decision model supports process modelers in the selection process by providing more insights into the decision process. Based on the empirical evidence from the case studies and domain expert feedback, we conclude that having the knowledge readily available in the decision model supports academics in making more informed decisions that align with their preferences and prioritized requirements. Furthermore, the captured knowledge provides a comprehensive overview of BPM languages, features, and quality characteristics that other researchers can employ to tackle future research challenges. Our observations indicate that BPMN is a commonly used modeling language for process modeling. Therefore, it is more sensible for academics to explain why they did not select BPMN than to discuss why they chose it for their research project(s).","Siamak Farshidi; Izaak Beer Kwantes; S. Jansen","2023","Journal of Software and Systems Modeling","10.1007/s10270-023-01110-8","16","-","https://doi.org/10.1007/s10270-023-01110-8","","-","-","Include"
"Synthesized Evaluation of Reinforced Concrete Bridge Defects, Their Non-Destructive Inspection and Analysis Methods: A Systematic Review and Bibliometric Analysis of the Past Three Decades","Defects are essential indicators to gauge the structural integrity and safety of reinforced concrete bridges. Non-destructive inspection has been pervasively explored over the last three decades to localize and characterize surface and subsurface anomalies in reinforced concrete bridges. In addition, different fuzzy set theory-based, computer vision and artificial intelligence algorithms were leveraged to analyze the data garnered from non-destructive evaluation techniques. In light of the foregoing, this research paper presents a mixed review method that encompasses both bibliometric and systematic analyses of the state-of-the-art work pertinent to the assessment of reinforced concrete bridge defects using non-destructive techniques (CBD_NDT). In this context, this study reviews the literature of journal articles and book chapters indexed in Scopus and Web of Science databases from 1991 to the end of September 2022. To this end, 505 core peer-reviewed journal articles and book chapters are compiled for evaluation after conducting forward and backward snowballing alongside removing irrelevant papers. This research study then exploits both VOSVIEWER and Bibiometrix R Package for the purpose of network visualization and scientometric mapping of the appended research studies. Thereafter, this paper carries out a multifaceted systematic review analysis of the identified literature covering tackled bridge defects, used non-destructive techniques, data processing methods, public datasets, key findings and future research directions. The present study is expected to assist practitioners and policymakers to conceive and synthesize existing research and development bodies, and future trends in the domain of the assessment of bridge defects using non-destructive techniques. It can also aid in raising awareness of the importance of defect management in bridge maintenance systems.","E. M. Abdelkader; T. Zayed; Nour Faris","2023","Buildings","10.3390/buildings13030800","29","-","https://doi.org/10.3390/buildings13030800","","-","-","Include"
"Introducing contextual transparency for automated decision systems","-","Mona Sloane; Ian Solano-Kamaiko; Jun Yuan; Aritra Dasgupta; J. Stoyanovich","2023","Nature Machine Intelligence","10.1038/s42256-023-00623-7","13","false","https://doi.org/10.1038/s42256-023-00623-7","Transparency (behavior); Computer science; Stakeholder; Typology; Data science; Context (archaeology); Knowledge management; Public relations; Computer security; Political science","en","9","Include"
"Which complexity? A review of typologies and a framework proposal for characterizing complexity-based approaches","PurposeThe purpose of this paper is twofold: (1) to map and analyze existing complexity typologies and (2) to develop a framework for characterizing complexity-based approaches.Design/methodology/approachThis study was conducted in three stages: (1) initial identification of typologies related to complexity following a structured procedure based on the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) protocol; (2) backward and forward review to identify additional relevant typologies and (3) content analysis of the selected typologies, categorization and framework development.FindingsBased on 17 selected typologies, a comprehensive overview of complexity studies is provided. Each typology is described considering key concepts, contributions and convergences and differences between them. The epistemological, theoretical and methodological diversity of complexity studies was explored, allowing the identification of the main schools of thought and authors. A framework for characterizing complexity-based approaches was proposed including the following perspectives: ontology of complexity, epistemology of complexity, purpose and object of interest, methodology and methods and theoretical pillars.Originality/valueThis study examines the main typologies of complexity from an integrated and multidisciplinary perspective and, based on that, proposes a novel framework to understanding and characterizing complexity-based approaches.","T. Sigahi; L. Sznelwar","2023","Kybernetes","10.1108/k-11-2022-1507","7","-","https://doi.org/10.1108/k-11-2022-1507","","-","-","Include"
"From Sport Policy to National Federation Sport Policy: An Integrative Literature Review and Conceptualisation Attempt","The notion of sport policy is a relatively recent subject of study, but it has been frequently used over the last 20 years, particularly referring to governmental sport policies. However, less research has been conducted in the field of national sport federations (NSFs), which are key non-governmental structures in governing, organising and sustaining the development of sports. The objective of this article is to propose a conceptualisation of the notion of sport policy adapted to NSFs. The proposed approach consists of two steps: first, we conducted an extensive integrative literature review around the notion of sport policy. Second, based on the literature review, we developed a model that conceptualises what an NSF sport policy is. This conceptual model is intended to be a useful analytical tool to design, implement and assess the success of a sport policy for both researchers and practitioners working in the field of NSFs.","Bastien Viollet; N. Scelles; Q. Peng","2023","Sustainability","10.3390/su15042949","13","-","https://doi.org/10.3390/su15042949","","-","-","Include"
"Adopting BIM to Facilitate Dispute Management in the Construction Industry: A Conceptual Framework Development","Previous studies revealed that Building Information Modeling (BIM) has the potential to reduce project uncertainties, design errors, change orders, and delays, which might facilitate achieving effective dispute management in the construction industry. However, research into the adoption of BIM to holistically enhance effective dispute management is limited compared with the plentiful BIM research in the construction management field. This study explored whether and how BIM adoption can help minimize the chronic problem of dispute in the industry. A structured critical literature review method was employed in this study which involved 102 papers in the fields of BIM and construction disputes. Nine main common causes of disputes (e.g., change order, design error, site problem, contractual problem, payment problem, and delay) and eight primary benefits of BIM application (e.g., improved visual management, design optimization, improved information management, and enhanced collaboration) were identified. A conceptual framework was developed illustrating the mechanism of adopting BIM to facilitate dispute management in the overall life cycle of construction projects. The framework indicates that design error, delay, and change order can be reduced most significantly by most of the BIM benefits, whereas improved visual management, improved information management, and enhanced collaboration are three of the most frequently adopted BIM benefits that can settle the majority of dispute causes. This study contributes to dispute management with a more holistic view of adopting BIM in the life cycle of construction projects, as illustrated in the conceptual framework. In addition, the identified common causes of disputes and primary benefits of BIM application are valuable for on future research in these two areas.","Jinpeng Wang; S. Zhang; P. Fenn; Xiaowei Luo; Yan Liu; Lilin Zhao","2023","Journal of construction engineering and management","10.1061/(asce)co.1943-7862.0002419","28","true","https://doi.org/10.1061/(asce)co.1943-7862.0002419","Building information modeling; Dispute resolution; Conceptual framework; Process management; Payment; Construction industry; Construction management; Risk analysis (engineering); Order (exchange); Business","en","-","Include"
"A review of the use of artificial intelligence methods in infrastructure systems","The artificial intelligence (AI) revolution offers significant opportunities to capitalise on the growth of digitalisation and has the potential to enable the ‘system of systems’ approach required in increasingly complex infrastructure systems. This paper reviews the extent to which research in economic infrastructure sectors has engaged with fields of AI, to investigate the specific AI methods chosen and the purposes to which they have been applied both within and across sectors. Machine learning is found to dominate the research in this field, with methods such as artificial neural networks, support vector machines, and random forests among the most popular. The automated reasoning technique of fuzzy logic has also seen widespread use, due to its ability to incorporate uncertainties in input variables. Across the infrastructure sectors of energy, water and wastewater, transport, and telecommunications, the main purposes to which AI has been applied are network provision, forecasting, routing, maintenance and security, and network quality management. The data-driven nature of AI offers significant flexibility, and work has been conducted across a range of network sizes and at different temporal and geographic scales. However, there remains a lack of integration of planning and policy concerns, such as stakeholder engagement and quantitative feasibility assessment, and the majority of research focuses on a specific type of infrastructure, with an absence of work beyond individual economic sectors. To enable solutions to be implemented into real-world infrastructure systems, research will need to move away from a siloed perspective and adopt a more interdisciplinary perspective that considers the increasing interconnectedness of these systems.","L. McMillan; Liz Varga","2022","Engineering applications of artificial intelligence","10.1016/j.engappai.2022.105472","95","true","https://doi.org/10.1016/j.engappai.2022.105472","Computer science; Flexibility (engineering); Field (mathematics); Critical infrastructure; Artificial intelligence; Stakeholder; Work (physics); Data science; Management science; Computer security","en","-","Include"
"If online learning works for you, what about deaf students? Emerging challenges of online learning for deaf and hearing-impaired students during COVID-19: a literature review","With the coronavirus (COVID-19) outbreak, educational systems worldwide were abruptly affected and hampered, causing nearly total suspension of all in-person activities in schools, colleges, and universities. Government officials prohibited the physical gatherings in educational institutions to reduce the spread of the virus. Therefore, educational institutions have aggressively shifted to alternative learning methods and strategies such as online-based platforms—to seemingly avoid the disruption of education. However, the switch from the face-to-face setting to an entirely online setting introduced a series of challenges, especially for the deaf or hard-of-hearing students. Various recent studies have revealed the underlying infrastructure used by academic institutions may not be suitable for students with hearing impairments. The goal of this study is to perform a literature review of these studies and extract the pressing challenges that deaf and hard-of-hearing students have been facing since their transition to the online setting. We conducted a systematic literature review of 34 articles that were carefully collected, retrieved, and rigorously categorized from various scholarly databases. The articles, included in this study, focused primarily on highlighting high-demanding issues that deaf students experienced in higher education during the pandemic. This study contributes to the research literature by providing a detailed analysis of technological challenges hindering the learning experience of deaf students. Furthermore, the study extracts takeaways and proposed solutions, from the literature, for researchers, education specialists, and higher education authorities to adopt. This work calls for investigating broader and yet more effective teaching and learning strategies for deaf and hard-of-hearing students so that they can benefit from a better online learning experience.","Wajdi M Aljedaani; Rrezarta Krasniqi; Sanaa Aljedaani; M. Mkaouer; S. Ludi; Khaled Al-Raddah","2022","Universal Access in the Information Society","10.1007/s10209-022-00897-5","65","-","https://doi.org/10.1007/s10209-022-00897-5","","-","-","Include"
"Digital Therapeutic Alliance With Fully Automated Mental Health Smartphone Apps: A Narrative Review","Fully automated mental health smartphone apps show strong promise in increasing access to psychological support. Therefore, it is crucial to understand how to make these apps effective. The therapeutic alliance (TA), or the relationship between healthcare professionals and clients, is considered fundamental to successful treatment outcomes in face-to-face therapy. Thus, understanding the TA in the context of fully automated apps would bring us insights into building effective smartphone apps which engage users. However, the concept of a digital therapeutic alliance (DTA) in the context of fully automated mental health smartphone apps is nascent and under-researched, and only a handful of studies have been published in this area. In particular, no published review paper examined the DTA in the context of fully automated apps. The objective of this review was to integrate the extant literature to identify research gaps and future directions in the investigation of DTA in relation to fully automated mental health smartphone apps. Our findings suggest that the DTA in relation to fully automated smartphone apps needs to be conceptualized differently to traditional face-to-face TA. First, the role of bond in the context of fully automated apps is unclear. Second, human components of face-to-face TA, such as empathy, are hard to achieve in the digital context. Third, some users may perceive apps as more non-judgmental and flexible, which may further influence DTA formation. Subdisciplines of computer science, such as affective computing and positive computing, and some human-computer interaction (HCI) theories, such as those of persuasive technology and human-app attachment, can potentially help to foster a sense of empathy, build tasks and goals and develop bond or an attachment between users and apps, which may further contribute to DTA formation in fully automated smartphone apps. Whilst the review produced a relatively limited quantity of literature, this reflects the novelty of the topic and the need for further research.","Fangziyun Tong; Reeva M. Lederman; Simon D’Alfonso; K. Berry; S. Bucci","2022","Frontiers in Psychiatry","10.3389/fpsyt.2022.819623","74","-","https://doi.org/10.3389/fpsyt.2022.819623","","-","-","Include"
"Telework development before, during and after COVID-19, and its relevance for organizational change in the public sector","Interest in, and implementation of telework, mainly working from home using ICT, has dramatically expanded during the COVID-19 pandemic due to government enforced lockdowns. This paper points to both earlier and current research as well as empirical evidence that telework reflects, and can be seen as a surrogate for, organisational change. The public sector has often lagged other sectors in implementing telework, but during the pandemic it has been forced to adopt teleworking practices and the necessary organisational changes in order to continue delivering its basic services. By surveying telework research starting in the mid-1990s up to the present, the paper outlines both similarities and differences in the telework and research themes identified. It offers explanations for these, and also looks towards the post-COVID future and how telework, and work in general, is likely to develop, taking public sector organisational change as the reference point. The paper thus addresses the following research questions: i) what are the common themes in research on telework in public sector organisations before and during the COVID pandemic; ii) how do disruptions impact the way individuals work in public sector organisations; iii) how can telework be understood as a surrogate for organisational change in public sector organisations; and iv) what are the future research topics on telework in public sector organisations?","Noella Edelmann; J. Millard","2021","International Conference on Theory and Practice of Electronic Governance","10.1145/3494193.3494252","9","-","https://doi.org/10.1145/3494193.3494252","","-","-","Include"
