title,abstract,authors,year,venue,journal,url,isOpenAccess,openAccessPdf,citationCount,referenceCount,isInfluential,publicationTypes,fieldsOfStudy,externalIds,influentialCitationCount,authors_names,publicationTypes_str,externalIds_str
Why Are Other Teachers More Inclusive in Online Learning Than Us? Exploring Challenges Faced by Teachers of Blind and Visually Impaired Students: A Literature Review,"Distance learning has grown rapidly in recent years. E-learning can aid teachers of students with disabilities, particularly visually impaired students (VISs), by offering versatility, accessibility, enhanced communication, adaptability, and a wide range of multimedia and non-verbal teaching methods. However, the shift from traditional face-to-face instruction to online platforms, especially during the pandemic, introduced unique challenges for VISs, with respect to including instructional methodologies, accessibility, and the integration of suitable technology. Recent research has shown that the resources and facilities of educational institutions pose challenges for teachers of visually impaired students (TVISs). This study conducts a literature review of research studies from the years 2000 to 2024 to identify significant issues encountered by TVISs with online learning to show the effects of distance learning before, during, and after the pandemic. This systematic literature review examines 25 publications. The evaluation reveals technological problems affecting the educational experience of visually impaired educators through a methodical categorization and analysis of these papers. The results emphasize important problems and suggest solutions, providing valuable knowledge for experts in education and legislation. The study recommends technology solutions to support instructors in providing inclusive online learning environments for VISs.","[{'authorId': '2323642135', 'name': 'Rana Ghoneim'}, {'authorId': '71953310', 'name': 'Wajdi M Aljedaani'}, {'authorId': '2066324964', 'name': 'Renée C. Bryce'}, {'authorId': '2197810397', 'name': 'Yasir Javed'}, {'authorId': '2200191864', 'name': 'Zafar Iqbal Khan'}]",2024.0,De Computis,"{'volume': '13', 'pages': '247', 'name': 'Comput.'}",https://www.semanticscholar.org/paper/819972aabfa01f9713ce6ccda77dcc9a5d936f4e,True,"{'url': 'https://doi.org/10.3390/computers13100247', 'status': 'GOLD', 'license': 'CCBY', 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.3390/computers13100247?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.3390/computers13100247, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",14,78,,"['JournalArticle', 'Review']",['Computer Science'],"{'DBLP': 'journals/computers/GhoneimABJK24', 'DOI': '10.3390/computers13100247', 'CorpusId': 273008513}",1,"Rana Ghoneim, Wajdi M Aljedaani, Renée C. Bryce, Yasir Javed, Zafar Iqbal Khan","JournalArticle, Review","DBLP:journals/computers/GhoneimABJK24, DOI:10.3390/computers13100247, CorpusId:273008513"
"Knowledge management in small and medium enterprises: a systematic literature review, bibliometric analysis, and research agenda","
Purpose
Knowledge management effects on business performances are of great importance for companies. Yet, they are still overlooked by current literature. Moreover, the use of methods for bibliometric reviews and content analysis reinforces the need for relevant work on the current state of knowledge management application. To this end, this study aims to identify the main barriers for the application of knowledge management in small and medium-sized enterprises. A research agenda is then proposed.


Design/methodology/approach
A systematic literature review was performed using data collection, bibliometric analysis and content analysis' steps. The sample used in this study contained 45 papers. For the bibliometric analysis, the authors used the bibliometrix (in RStudio). The content analysis was then performed to infer barriers, factors of relevance and an agenda of questions for future research.


Findings
The authors found that using knowledge management techniques to optimize business performance results in competitive advantages for small and medium-sized companies. This study contributes to both practitioners and academics by providing a list of 19 barriers, 12 factors and 36 research questions related to knowledge management in small and medium-sized companies to develop future theoretical and practical studies.


Originality/value
This study demonstrates the propensity and interest of small and medium-sized companies in using knowledge management. However, some barriers might make it difficult to implement this approach.
","[{'authorId': '2292739460', 'name': 'Emerson Ramos Cordeiro'}, {'authorId': '2083680362', 'name': 'F. H. Lermen'}, {'authorId': '146399891', 'name': 'C. Mello'}, {'authorId': '35207612', 'name': 'Alberto Ferraris'}, {'authorId': '2399286239', 'name': 'Katarina Valaskova'}]",2023.0,Journal of Knowledge Management,"{'volume': '28', 'pages': '590-612', 'name': 'J. Knowl. Manag.'}",https://www.semanticscholar.org/paper/c0fa441c881a03ea7cd8cdd65d1507b092e13059,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1108/jkm-10-2022-0800?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1108/jkm-10-2022-0800, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",42,101,,"['JournalArticle', 'Review']",['Computer Science'],"{'DBLP': 'journals/jkm/CordeiroLMFV24', 'DOI': '10.1108/jkm-10-2022-0800', 'CorpusId': 259588486}",2,"Emerson Ramos Cordeiro, F. H. Lermen, C. Mello, Alberto Ferraris, Katarina Valaskova","JournalArticle, Review","DBLP:journals/jkm/CordeiroLMFV24, DOI:10.1108/jkm-10-2022-0800, CorpusId:259588486"
Business process modeling language selection for research modelers,"Business process modeling is a crucial aspect of domains such as Business Process Management and Software Engineering. The availability of various BPM languages in the market makes it challenging for process modelers to select the best-fit BPM language for a specific process modeling task. A decision model is necessary to systematically capture and make scattered knowledge on BPM languages available for reuse by process modelers and academics. This paper presents a decision model for the BPM language selection problem in research projects. The model contains mappings of 72 BPM features to 23 BPM languages. We validated and refined the decision model through 10 expert interviews with domain experts from various organizations. We evaluated the efficiency, validity, and generality of the decision model by conducting four case studies of academic research projects with their original researchers. The results confirmed that the decision model supports process modelers in the selection process by providing more insights into the decision process. Based on the empirical evidence from the case studies and domain expert feedback, we conclude that having the knowledge readily available in the decision model supports academics in making more informed decisions that align with their preferences and prioritized requirements. Furthermore, the captured knowledge provides a comprehensive overview of BPM languages, features, and quality characteristics that other researchers can employ to tackle future research challenges. Our observations indicate that BPMN is a commonly used modeling language for process modeling. Therefore, it is more sensible for academics to explain why they did not select BPMN than to discuss why they chose it for their research project(s).","[{'authorId': '40267505', 'name': 'Siamak Farshidi'}, {'authorId': '2219274023', 'name': 'Izaak Beer Kwantes'}, {'authorId': '1698329', 'name': 'S. Jansen'}]",2023.0,Journal of Software and Systems Modeling,"{'volume': '23', 'pages': '137 - 162', 'name': 'Software and Systems Modeling'}",https://www.semanticscholar.org/paper/1ba5ce42c0d47e8d8baf1f8ebcfb94b3b46b4471,True,"{'url': 'https://link.springer.com/content/pdf/10.1007/s10270-023-01110-8.pdf', 'status': 'CLOSED', 'license': 'CCBY', 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1007/s10270-023-01110-8?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1007/s10270-023-01110-8, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",16,134,,"['JournalArticle', 'Review']",['Computer Science'],"{'DBLP': 'journals/sosym/FarshidiKJ24', 'DOI': '10.1007/s10270-023-01110-8', 'CorpusId': 258973736}",1,"Siamak Farshidi, Izaak Beer Kwantes, S. Jansen","JournalArticle, Review","DBLP:journals/sosym/FarshidiKJ24, DOI:10.1007/s10270-023-01110-8, CorpusId:258973736"
"Synthesized Evaluation of Reinforced Concrete Bridge Defects, Their Non-Destructive Inspection and Analysis Methods: A Systematic Review and Bibliometric Analysis of the Past Three Decades","Defects are essential indicators to gauge the structural integrity and safety of reinforced concrete bridges. Non-destructive inspection has been pervasively explored over the last three decades to localize and characterize surface and subsurface anomalies in reinforced concrete bridges. In addition, different fuzzy set theory-based, computer vision and artificial intelligence algorithms were leveraged to analyze the data garnered from non-destructive evaluation techniques. In light of the foregoing, this research paper presents a mixed review method that encompasses both bibliometric and systematic analyses of the state-of-the-art work pertinent to the assessment of reinforced concrete bridge defects using non-destructive techniques (CBD_NDT). In this context, this study reviews the literature of journal articles and book chapters indexed in Scopus and Web of Science databases from 1991 to the end of September 2022. To this end, 505 core peer-reviewed journal articles and book chapters are compiled for evaluation after conducting forward and backward snowballing alongside removing irrelevant papers. This research study then exploits both VOSVIEWER and Bibiometrix R Package for the purpose of network visualization and scientometric mapping of the appended research studies. Thereafter, this paper carries out a multifaceted systematic review analysis of the identified literature covering tackled bridge defects, used non-destructive techniques, data processing methods, public datasets, key findings and future research directions. The present study is expected to assist practitioners and policymakers to conceive and synthesize existing research and development bodies, and future trends in the domain of the assessment of bridge defects using non-destructive techniques. It can also aid in raising awareness of the importance of defect management in bridge maintenance systems.","[{'authorId': '29984511', 'name': 'E. M. Abdelkader'}, {'authorId': '1784068', 'name': 'T. Zayed'}, {'authorId': '2212442361', 'name': 'Nour Faris'}]",2023.0,Buildings,{'name': 'Buildings'},https://www.semanticscholar.org/paper/a7eac41847084ce4de1d91dfe500d0284f8c3bd8,True,"{'url': 'https://www.mdpi.com/2075-5309/13/3/800/pdf?version=1679376818', 'status': 'GOLD', 'license': 'CCBY', 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.3390/buildings13030800?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.3390/buildings13030800, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",29,250,,['Review'],,"{'DOI': '10.3390/buildings13030800', 'CorpusId': 257657218}",0,"E. M. Abdelkader, T. Zayed, Nour Faris",Review,"DOI:10.3390/buildings13030800, CorpusId:257657218"
Introducing contextual transparency for automated decision systems,,"[{'authorId': '2058043130', 'name': 'Mona Sloane'}, {'authorId': '2171366809', 'name': 'Ian Solano-Kamaiko'}, {'authorId': '2190116160', 'name': 'Jun Yuan'}, {'authorId': '2333777', 'name': 'Aritra Dasgupta'}, {'authorId': '1682824', 'name': 'J. Stoyanovich'}]",2023.0,Nature Machine Intelligence,"{'volume': '5', 'pages': '187-195', 'name': 'Nature Machine Intelligence'}",https://www.semanticscholar.org/paper/d4b0aae1ece44bdc1945fd22069a10a7989cf30d,False,"{'url': '', 'status': None, 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1038/s42256-023-00623-7?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1038/s42256-023-00623-7, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",13,97,,['JournalArticle'],['Computer Science'],"{'DBLP': 'journals/natmi/SloaneSYDS23', 'DOI': '10.1038/s42256-023-00623-7', 'CorpusId': 257527472}",0,"Mona Sloane, Ian Solano-Kamaiko, Jun Yuan, Aritra Dasgupta, J. Stoyanovich",JournalArticle,"DBLP:journals/natmi/SloaneSYDS23, DOI:10.1038/s42256-023-00623-7, CorpusId:257527472"
Which complexity? A review of typologies and a framework proposal for characterizing complexity-based approaches,"PurposeThe purpose of this paper is twofold: (1) to map and analyze existing complexity typologies and (2) to develop a framework for characterizing complexity-based approaches.Design/methodology/approachThis study was conducted in three stages: (1) initial identification of typologies related to complexity following a structured procedure based on the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) protocol; (2) backward and forward review to identify additional relevant typologies and (3) content analysis of the selected typologies, categorization and framework development.FindingsBased on 17 selected typologies, a comprehensive overview of complexity studies is provided. Each typology is described considering key concepts, contributions and convergences and differences between them. The epistemological, theoretical and methodological diversity of complexity studies was explored, allowing the identification of the main schools of thought and authors. A framework for characterizing complexity-based approaches was proposed including the following perspectives: ontology of complexity, epistemology of complexity, purpose and object of interest, methodology and methods and theoretical pillars.Originality/valueThis study examines the main typologies of complexity from an integrated and multidisciplinary perspective and, based on that, proposes a novel framework to understanding and characterizing complexity-based approaches.","[{'authorId': '2102561452', 'name': 'T. Sigahi'}, {'authorId': '2092410194', 'name': 'L. Sznelwar'}]",2023.0,Kybernetes,"{'volume': '53', 'pages': '1374-1394', 'name': 'Kybernetes'}",https://www.semanticscholar.org/paper/467c8c56454a1ee5c67e5c87723efe2751e2300a,False,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1108/k-11-2022-1507?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1108/k-11-2022-1507, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",7,63,,"['JournalArticle', 'Review']",['Computer Science'],"{'DBLP': 'journals/kybernetes/SigahiS24', 'DOI': '10.1108/k-11-2022-1507', 'CorpusId': 256889789}",1,"T. Sigahi, L. Sznelwar","JournalArticle, Review","DBLP:journals/kybernetes/SigahiS24, DOI:10.1108/k-11-2022-1507, CorpusId:256889789"
From Sport Policy to National Federation Sport Policy: An Integrative Literature Review and Conceptualisation Attempt,"The notion of sport policy is a relatively recent subject of study, but it has been frequently used over the last 20 years, particularly referring to governmental sport policies. However, less research has been conducted in the field of national sport federations (NSFs), which are key non-governmental structures in governing, organising and sustaining the development of sports. The objective of this article is to propose a conceptualisation of the notion of sport policy adapted to NSFs. The proposed approach consists of two steps: first, we conducted an extensive integrative literature review around the notion of sport policy. Second, based on the literature review, we developed a model that conceptualises what an NSF sport policy is. This conceptual model is intended to be a useful analytical tool to design, implement and assess the success of a sport policy for both researchers and practitioners working in the field of NSFs.","[{'authorId': '2060040830', 'name': 'Bastien Viollet'}, {'authorId': '2622580', 'name': 'N. Scelles'}, {'authorId': '50448887', 'name': 'Q. Peng'}]",2023.0,Sustainability,{'name': 'Sustainability'},https://www.semanticscholar.org/paper/baf22d5308a8f1097c2022a4d85bfc0a665f2a34,True,"{'url': 'https://www.mdpi.com/2071-1050/15/4/2949/pdf?version=1676547902', 'status': 'GOLD', 'license': 'CCBY', 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.3390/su15042949?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.3390/su15042949, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",13,111,,['Review'],,"{'DOI': '10.3390/su15042949', 'CorpusId': 256684381}",0,"Bastien Viollet, N. Scelles, Q. Peng",Review,"DOI:10.3390/su15042949, CorpusId:256684381"
Adopting BIM to Facilitate Dispute Management in the Construction Industry: A Conceptual Framework Development,,"[{'authorId': '2188459592', 'name': 'Jinpeng Wang'}, {'authorId': '143973904', 'name': 'S. Zhang'}, {'authorId': '143657714', 'name': 'P. Fenn'}, {'authorId': '2115828187', 'name': 'Xiaowei Luo'}, {'authorId': '2156649204', 'name': 'Yan Liu'}, {'authorId': '2188459949', 'name': 'Lilin Zhao'}]",2023.0,Journal of construction engineering and management,{'name': 'Journal of Construction Engineering and Management'},https://www.semanticscholar.org/paper/9f667c77be9507f339eb780da732e278945d57d1,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1061/(asce)co.1943-7862.0002419?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1061/(asce)co.1943-7862.0002419, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",28,67,,,,"{'DOI': '10.1061/(asce)co.1943-7862.0002419', 'CorpusId': 253028716}",0,"Jinpeng Wang, S. Zhang, P. Fenn, Xiaowei Luo, Yan Liu, Lilin Zhao",,"DOI:10.1061/(asce)co.1943-7862.0002419, CorpusId:253028716"
A review of the use of artificial intelligence methods in infrastructure systems,,"[{'authorId': '145205351', 'name': 'L. McMillan'}, {'authorId': '2103905190', 'name': 'Liz Varga'}]",2022.0,Engineering applications of artificial intelligence,{'name': 'Engineering Applications of Artificial Intelligence'},https://www.semanticscholar.org/paper/51f072559eb1a4f6efc6e46a018ceb31758e7fd2,True,"{'url': 'https://doi.org/10.1016/j.engappai.2022.105472', 'status': 'HYBRID', 'license': 'CCBY', 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1016/j.engappai.2022.105472?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1016/j.engappai.2022.105472, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",94,201,,['Review'],,"{'DOI': '10.1016/j.engappai.2022.105472', 'CorpusId': 253010765}",2,"L. McMillan, Liz Varga",Review,"DOI:10.1016/j.engappai.2022.105472, CorpusId:253010765"
"If online learning works for you, what about deaf students? Emerging challenges of online learning for deaf and hearing-impaired students during COVID-19: a literature review","With the coronavirus (COVID-19) outbreak, educational systems worldwide were abruptly affected and hampered, causing nearly total suspension of all in-person activities in schools, colleges, and universities. Government officials prohibited the physical gatherings in educational institutions to reduce the spread of the virus. Therefore, educational institutions have aggressively shifted to alternative learning methods and strategies such as online-based platforms—to seemingly avoid the disruption of education. However, the switch from the face-to-face setting to an entirely online setting introduced a series of challenges, especially for the deaf or hard-of-hearing students. Various recent studies have revealed the underlying infrastructure used by academic institutions may not be suitable for students with hearing impairments. The goal of this study is to perform a literature review of these studies and extract the pressing challenges that deaf and hard-of-hearing students have been facing since their transition to the online setting. We conducted a systematic literature review of 34 articles that were carefully collected, retrieved, and rigorously categorized from various scholarly databases. The articles, included in this study, focused primarily on highlighting high-demanding issues that deaf students experienced in higher education during the pandemic. This study contributes to the research literature by providing a detailed analysis of technological challenges hindering the learning experience of deaf students. Furthermore, the study extracts takeaways and proposed solutions, from the literature, for researchers, education specialists, and higher education authorities to adopt. This work calls for investigating broader and yet more effective teaching and learning strategies for deaf and hard-of-hearing students so that they can benefit from a better online learning experience.","[{'authorId': '71953310', 'name': 'Wajdi M Aljedaani'}, {'authorId': '29449864', 'name': 'Rrezarta Krasniqi'}, {'authorId': '2179231090', 'name': 'Sanaa Aljedaani'}, {'authorId': '2121857527', 'name': 'M. Mkaouer'}, {'authorId': '2140838', 'name': 'S. Ludi'}, {'authorId': '2179230994', 'name': 'Khaled Al-Raddah'}]",2022.0,Universal Access in the Information Society,"{'pages': '1 - 20', 'name': 'Universal Access in the Information Society'}",https://www.semanticscholar.org/paper/fccad9f13439155273c1b8ff59e559d72fd96f4e,True,"{'url': 'https://link.springer.com/content/pdf/10.1007/s10209-022-00897-5.pdf', 'status': 'BRONZE', 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://pmc.ncbi.nlm.nih.gov/articles/PMC9310677, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",65,99,,"['JournalArticle', 'Review']",['Medicine'],"{'PubMedCentral': '9310677', 'DBLP': 'journals/uais/AljedaaniKAMLA23', 'DOI': '10.1007/s10209-022-00897-5', 'CorpusId': 251081026, 'PubMed': '35910240'}",2,"Wajdi M Aljedaani, Rrezarta Krasniqi, Sanaa Aljedaani, M. Mkaouer, S. Ludi, Khaled Al-Raddah","JournalArticle, Review","PubMedCentral:9310677, DBLP:journals/uais/AljedaaniKAMLA23, DOI:10.1007/s10209-022-00897-5, CorpusId:251081026, PubMed:35910240"
Digital Therapeutic Alliance With Fully Automated Mental Health Smartphone Apps: A Narrative Review,"Fully automated mental health smartphone apps show strong promise in increasing access to psychological support. Therefore, it is crucial to understand how to make these apps effective. The therapeutic alliance (TA), or the relationship between healthcare professionals and clients, is considered fundamental to successful treatment outcomes in face-to-face therapy. Thus, understanding the TA in the context of fully automated apps would bring us insights into building effective smartphone apps which engage users. However, the concept of a digital therapeutic alliance (DTA) in the context of fully automated mental health smartphone apps is nascent and under-researched, and only a handful of studies have been published in this area. In particular, no published review paper examined the DTA in the context of fully automated apps. The objective of this review was to integrate the extant literature to identify research gaps and future directions in the investigation of DTA in relation to fully automated mental health smartphone apps. Our findings suggest that the DTA in relation to fully automated smartphone apps needs to be conceptualized differently to traditional face-to-face TA. First, the role of bond in the context of fully automated apps is unclear. Second, human components of face-to-face TA, such as empathy, are hard to achieve in the digital context. Third, some users may perceive apps as more non-judgmental and flexible, which may further influence DTA formation. Subdisciplines of computer science, such as affective computing and positive computing, and some human-computer interaction (HCI) theories, such as those of persuasive technology and human-app attachment, can potentially help to foster a sense of empathy, build tasks and goals and develop bond or an attachment between users and apps, which may further contribute to DTA formation in fully automated smartphone apps. Whilst the review produced a relatively limited quantity of literature, this reflects the novelty of the topic and the need for further research.","[{'authorId': '2172384082', 'name': 'Fangziyun Tong'}, {'authorId': '144524347', 'name': 'Reeva M. Lederman'}, {'authorId': '1395538527', 'name': 'Simon D’Alfonso'}, {'authorId': '143835428', 'name': 'K. Berry'}, {'authorId': '2535077', 'name': 'S. Bucci'}]",2022.0,Frontiers in Psychiatry,"{'volume': '13', 'name': 'Frontiers in Psychiatry'}",https://www.semanticscholar.org/paper/e1f26326e01e4121ebc1a93eec8bd82d2c76254d,True,"{'url': 'https://www.frontiersin.org/articles/10.3389/fpsyt.2022.819623/pdf', 'status': 'GOLD', 'license': 'CCBY', 'disclaimer': 'Notice: Paper or abstract available at https://pmc.ncbi.nlm.nih.gov/articles/PMC9256980, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",74,118,,"['Review', 'JournalArticle']",['Medicine'],"{'PubMedCentral': '9256980', 'DOI': '10.3389/fpsyt.2022.819623', 'CorpusId': 249965571, 'PubMed': '35815030'}",4,"Fangziyun Tong, Reeva M. Lederman, Simon D’Alfonso, K. Berry, S. Bucci","Review, JournalArticle","PubMedCentral:9256980, DOI:10.3389/fpsyt.2022.819623, CorpusId:249965571, PubMed:35815030"
"Telework development before, during and after COVID-19, and its relevance for organizational change in the public sector","Interest in, and implementation of telework, mainly working from home using ICT, has dramatically expanded during the COVID-19 pandemic due to government enforced lockdowns. This paper points to both earlier and current research as well as empirical evidence that telework reflects, and can be seen as a surrogate for, organisational change. The public sector has often lagged other sectors in implementing telework, but during the pandemic it has been forced to adopt teleworking practices and the necessary organisational changes in order to continue delivering its basic services. By surveying telework research starting in the mid-1990s up to the present, the paper outlines both similarities and differences in the telework and research themes identified. It offers explanations for these, and also looks towards the post-COVID future and how telework, and work in general, is likely to develop, taking public sector organisational change as the reference point. The paper thus addresses the following research questions: i) what are the common themes in research on telework in public sector organisations before and during the COVID pandemic; ii) how do disruptions impact the way individuals work in public sector organisations; iii) how can telework be understood as a surrogate for organisational change in public sector organisations; and iv) what are the future research topics on telework in public sector organisations?","[{'authorId': '2734818', 'name': 'Noella Edelmann'}, {'authorId': '21503830', 'name': 'J. Millard'}]",2021.0,International Conference on Theory and Practice of Electronic Governance,{'name': 'Proceedings of the 14th International Conference on Theory and Practice of Electronic Governance'},https://www.semanticscholar.org/paper/b9af8b906d342550a0809b3063d07952e6311f33,False,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1145/3494193.3494252?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/3494193.3494252, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",9,44,,"['JournalArticle', 'Book', 'Review']",['Computer Science'],"{'DBLP': 'conf/icegov/EdelmannM21', 'DOI': '10.1145/3494193.3494252', 'CorpusId': 245881101}",0,"Noella Edelmann, J. Millard","JournalArticle, Book, Review","DBLP:conf/icegov/EdelmannM21, DOI:10.1145/3494193.3494252, CorpusId:245881101"
Do the Peculiar Economics of Professional Team Sports Apply to Esports? Sequential Snowballing Literature Reviews and Implications,"The present research aims to identify the main peculiar economics of professional team sports, reflect on whether they apply to esports, and derive some implications. To achieve this aim, two sequential snowballing literature reviews were conducted. First, the literature on the peculiar economics of professional team sports was reviewed and assessed by the authors, based on their degree of distinctiveness and how core they are for the sector. Second, based on the main peculiar economics identified, a similar process considering economic aspects in the esports literature was conducted. The first review enabled the identification of 50 peculiar economics of professional team sports, of which 12 were assessed as the most distinctive and core to the sector. These 12 main peculiar economics were then considered in relation to the esports literature. This second review enabled the identification of some economic similarities and differences between sports and esports, before deriving some implications.","[{'authorId': '2622580', 'name': 'N. Scelles'}, {'authorId': '50448887', 'name': 'Q. Peng'}, {'authorId': '153653182', 'name': 'Maurizio Valenti'}]",2021.0,Economies,{'name': 'Economies'},https://www.semanticscholar.org/paper/dca7e0a2b8db0a87e467619d4e2b31ac7e5a42cd,True,"{'url': 'https://www.mdpi.com/2227-7099/9/1/31/pdf?version=1615256915', 'status': 'GOLD', 'license': 'CCBY', 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.3390/ECONOMIES9010031?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.3390/ECONOMIES9010031, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",21,103,,['Review'],['Sociology'],"{'MAG': '3134679357', 'DOI': '10.3390/ECONOMIES9010031', 'CorpusId': 233808157}",1,"N. Scelles, Q. Peng, Maurizio Valenti",Review,"MAG:3134679357, DOI:10.3390/ECONOMIES9010031, CorpusId:233808157"
An Ontology-Based Approach to Automated Test Case Generation,,"[{'authorId': '2168841732', 'name': 'Shreya M. Banerjee'}, {'authorId': '1725255', 'name': 'N. Debnath'}, {'authorId': '144341858', 'name': 'A. Sarkar'}]",2021.0,SN Computer Science,"{'volume': '2', 'name': 'SN Computer Science'}",https://www.semanticscholar.org/paper/354c924ba858b136dacf1336acfa71a2f2d31780,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1007/s42979-020-00420-8?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1007/s42979-020-00420-8, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",10,22,,['JournalArticle'],['Computer Science'],"{'DBLP': 'journals/sncs/BanerjeeDS21', 'DOI': '10.1007/s42979-020-00420-8', 'CorpusId': 231654719}",0,"Shreya M. Banerjee, N. Debnath, A. Sarkar",JournalArticle,"DBLP:journals/sncs/BanerjeeDS21, DOI:10.1007/s42979-020-00420-8, CorpusId:231654719"
The Teacher-Student Relationship in the Use of Social Network Sites for Educational Purposes: A Systematic Review,"This paper aims at exploring the educational scholarly writing on the teacher-student relationship and performance within the use of Social Network Sites (SNSs) for educational purposes. To that end, a systematic review of 111 journal articles focused on young people, and found in ten relevant databases (ERIC, SCOPUS, WOS, JCR (SSCI), DOAJ, EBSCO, ISOC, REDIB, JSTOR, and PsycARTICLES), has been performed. The results show continuity in the roles of educators and students between physical and virtual spaces. This homogeneous conceptualisation is grounded on student-centred theories. Also, the existence of a theoretical confrontation between the figurative dichotomy of vertical (distance) and horizontal (closeness) teacher-student relationship is revealed and discussed. While most of the reviewed studies focused on requirements for technical training, the need for acquiring digital cultural knowledge is stressed. Finally, some of the educational implications of the ethical dimension of the teacher-student relationship in digital spaces are exposed.","[{'authorId': '1742535664', 'name': 'Laura Camas Garrido'}, {'authorId': '2126751394', 'name': 'Aída Valero Moya'}, {'authorId': '2126761455', 'name': 'Mireia Vendrell Morancho'}]",2021.0,Journal of New Approaches in Educational Research,"{'volume': '10', 'pages': '137 - 156', 'name': 'Journal of New Approaches in Educational Research'}",https://www.semanticscholar.org/paper/565612ec4958ef1882e1892ccee74c404182b2b5,True,"{'url': 'https://naerjournal.ua.es/article/download/v10n1-9/737', 'status': 'GOLD', 'license': 'CCBY', 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.7821/naer.2021.1.591?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.7821/naer.2021.1.591, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",28,133,,['Review'],['Psychology'],"{'MAG': '3118786941', 'DOI': '10.7821/naer.2021.1.591', 'CorpusId': 234246314}",0,"Laura Camas Garrido, Aída Valero Moya, Mireia Vendrell Morancho",Review,"MAG:3118786941, DOI:10.7821/naer.2021.1.591, CorpusId:234246314"
