DOI,Title,Authors,Journal,Year,Abstract,ResearchRabbitId,Cited By,References,PubMedId
(missing DOI),Securing Software Systems: A Survey,Yong Weixiong,(missing journal),2019,"— This paper aims to discuss the standard guidelines of the development process of secure software by researching related available professional research papers, which will mainly give justification on different types and ways of the software development processes. Besides, the importance of secure software, as well as the risks of not following the security procedures, will also be covered in this paper. It is a fact that the technology industry is a boom in the world today, and known as one of the drastic growing industries. The technology involves both hardware and software; if one of them becomes vulnerable, the entire system will go down. Attackers aim to exploit software in order to abduct important or profitable data, cause ransom or threat to industries, officials, or a person. Despite the fact that there are many methods for attackers to exploit the system, a single successful attack will cause the company to lose almost everything, therefore, it is essential for the software developers to do whatever they can to keep the software away from the attackers. Hence, this paper aims to review various software development procedures and security risks along with surveys conducted to observe people behaviour in terms of software system usage.",266145588,1,25,(missing PubMedId)
(missing DOI),Implementing a Simplified Risk Management Approach in Agile Software Development: An Experience Report,"Julio Cesar dos Santos, Vicente Pinto Alves Coelho, Felipe Mello Fonseca, D. S. Mendonça",Brazilian Symposium on Software Quality,2023,"Agile software development projects often overlook risk management. Besides that, the lack of risk management could lead to problems such as delays, budget overruns, and even project termination, especially in distributed software development. In this paper, we address this topic in an industrial context. We implemented a simplified method to manage risks in distributed agile software development projects at Betabit company. The risk management approach proposed includes identifying, recording, and monitoring the risks faced by the company during its projects, enabling the creation of action plans to handle the risks. We assessed the acceptance of the method by applying the Technology Acceptance Model (TAM) questionnaire and open questions among the professionals who used it. The research results showed that the model was well accepted, with 90.1% of participants agreeing that it was useful in risk prevention and management. The benefits found were a broader view of projects, effective communication among teams, knowledge sharing, task clarification, and a structured approach to risk management. The challenging part is to learn how to use the method. Besides that, all respondents would recommend the proposed method to other companies, showing the potential of the method to manage risks in agile software projects.",267105748,1,13,(missing PubMedId)
(missing DOI),Sorting Algorithm visualizer,"Aditya Thakkar, Kavita, Sonali Dash, Sanjeev kumar Joshi",International Conference Control and Robots,2022,"Visual learning is one of the most effective ways to grasp the knowledge of anything. Algorithm visualization demonstrates operation of logic in a pictorial manner, this enhances the knowledge and simplifies the understanding. In this paper, We address the need for a pictorial explanation of algorithms and suggest solution to visualize sorting algorithms by building a web application and explore probable future directions based on our own findings and observations using objective checklist of the web application.",252015184,8,17,(missing PubMedId)
(missing DOI),Performance and stability Comparison of React and Flutter: Cross-platform Application Development,"Kamal Kishore, Shanu Khare, Vaibhav Uniyal, Sahil Verma",International Conference Control and Robots,2022,"Application development is a very important aspect when it comes to business. From small-scale companies to Fortune Companies everyone has an application through which they are running their business whether it is a web-based application or Mobile Application. Now the Mobile market is majorly captured by two Operating systems Android and iOS. Initially, to develop an application for a single project for both Systems separately, companies need to hire separate developers. But ReactJs is a Cross-Platform Application development library and is used to create a frontend for applications. It is majorly used by Facebook, Instagram, Pinterest, etc. It is JavaScript Library. Now Google has also launched its pure cross-platform framework called Flutter. Flutter uses Dart programming language to run. An open-source framework created by Google in 2017 to create applications from a single codebase. This research paper presents the study and comparison of the two most famous cross-platform application development technologies. It starts by discussing the basic functions of the application development methodologies. Followed by, it contains a comparison of the performance of the applications developed by these technologies. After that Stability of applications made by the flutter and React Native is checked on different parameters. There is an implementation of an application using Flutter and React Native which will be used for performance analysis between two applications running Android and Web platforms",252008261,15,24,(missing PubMedId)
(missing DOI),A Framework for Software Customization in Global Software Development (GSD),"Muhammad Nadim, R. Latif, Khalid Hussain, N. Jhanjhi, M.R. Masud, Saleh Yahya, Alyahyan, M. Humayun, Saleh Alyahyan",(missing journal),2020,"Global Software Development (GSD) is an aspect of software engineering that requires the joint efforts of professional software from separate locations. The market is motivated to start GSD due to a lack of local software developers, inadequate resources, fixed budget, and time. Many companies have shifted to software development outsourcing because of the high availability of resources, which cost one-third less than onshore vendors, skilled and professional developers. Vendors improve their skills through outsourced project experience and learn new ways to satisfy client needs. However, many risks are involved in an outsourcing process. GSD becomes the latest and popular development in software engineering, brings a new opportunity to getting resource mobility, market speeding time, obtaining additional information, and also helps to increase operational efficiency. In this paper, we have presented a framework for software customization in global software development. We have divided our approach into two parts. In the first part, we have analyzed the current literature work on the requirement change management process to find the limitation, gaps, and issues of Requirement Change Management (RCM). Our focus is on proposing a framework for software customization in a distributed environment in the second part. In our framework, we overcome the gap between the client and teams and, with the help of a requirement graph, increase the understanding of change requests at the development site. We use the knowledge repository to save the record of a change request. To evaluate our research work, initially, we conducted a case study to evaluate our framework in a real-life context. We have applied the proposed framework on a case study of “Finance Automation” to prove the applicability of our proposed approach. Then we",237092013,1,27,(missing PubMedId)
(missing DOI),"Risk Assessment, Threat Modeling and Security Testing in SDLC","Alya Hannah, Ahmad Kamal, Caryn Chuah, Yi Yen, Gan Jia, Hui",arXiv.org,2020,"The software development process is considered as one of the key guidelines in the creation of said software and this approach is necessary for providing a more efficient yet satisfactory output. Without separation of work into distinct stages, it may lead to many delays and inefficiency of the project process where this disorganization can directly affect the product quality and reliability. Moreover, with this methodology established as the standard for any project, there are bound to be missteps specifically in regard to the involvement of security due to the lack of awareness. Therefore, the aim of this research is to identify and elaborate the findings and understanding of the security integrated into the process of software development as well as the related individual roles in ensuring that this security is maintained. Through thorough analysis and review of literature, an effort has been made through this paper to showcase the correct processes and ways for securing the software development process. At the same time, certain issues that pertain to this subject have been discussed together with proposing appropriate solutions. Furthermore, in depth discussion is carried out regarding methods such as security testing, risk assessment, threat modeling and other techniques that are able to create a more secure environment and systematic approach in a software development process.",242126991,10,24,(missing PubMedId)
(missing DOI),Analyzing the Relationship between Explicit Knowledge Sharing and Human Resource Performance Efficiency: Evaluating the Moderating Role of Trust,"Qaiser Sarwar Khan, Dr. Yasir Kamal, Dr. Sonia Sethi, Azhar M. Khan, Dr. Mohib, Ullah, R. Ali",(missing journal),2020,"Qaiser Sarwar Khan1, Dr. Yasir Kamal2, Dr. Sonia Sethi3, Azhar khan4, Dr. Mohib Ullah5, Rehmat Ali6, 1Iqra National University, Peshawar, 2Associate Professor, Institute of Management Sciences, Peshawar, 3Lecture, Department of Management Sciences, Islamia College, Peshawar, 4Department of Management Sciences, Islamia College, Peshawar, 5Assistant Professor Abdul Wali Khan University, Mardan, 6Assistant Professor, Institute of Management Science,",245102863,0,65,(missing PubMedId)
(missing DOI),Importance of Secure Software Development Processes and Tools for Developers,"Muhammad Danish Roshaidie, W. Liang, Calvin Goh Kai Jun, Kok Hong Yew, Fatima-tuz-Zahra",arXiv.org,2020,"In this research paper of secure software systems, authors have discussed what the proper development process is when it comes to creating a secure software, which will be suited for developers and relevent stakeholders alike. Secure Software Development Process for Developers is of crucial importance for software engineers as more and more software-based devices are becoming commonly available, and cloud services are evolving which require for the software to be constantly connected to the internet. With this in mind, Secure Software Development needs to be transformed to something most developers can rely upon to make applied software safe and have the capability to mitigate against potential attacks by hackers. Furthermore, in this paper, existing Secure Software Development Process ideas and implementations are reviewed and investigated using the research paper pool available online. Thereafter, an approach is proposed to enhance the security aspect in software development process to resolve security issues. Lastly, the paper concludes with final remarks on practical implementation of security features in software development phases for production of secure and reliable software programs and systems.",236907736,3,32,(missing PubMedId)
(missing DOI),Securing Software Systems - A Survey,"Yong Weixiong, Kohei Dozono, Robin Lee, Alvin Kon Soon Seng, Fatima tuz Zahra",(missing journal),2020,"This paper aims to discuss the standard guidelines of the development process of secure software and will give justification on different types and ways of the software development processes. Additionally, a survey is conducted, the aim of which is to observe user behavior towards software system usage, user attitude in terms of privacy and policy awareness, security and privacy concerns. This is followed by discussion on how to secure software systems in development stage.",197919396,1,14,(missing PubMedId)
(missing DOI),Influencing factors on knowledge sharing in virtual teams.,"Stephanie Tietz, Katja Werner",Work,2022,"BACKGROUND: The importance of virtual work is growing. Especially in knowledge-intensive, dynamic and international sectors, virtual teams have become an ubiquitous work form, promising more flexibility and higher performance. To solve complex problems they have to share and assimilate knowledge, but it is difficult in virtual contexts to overcome social distance and to avoid communication issues. Knowledge sharing in virtual teams may be more prone to errors and take more time. OBJECTIVE: Current studies mainly consider a one-sided perspective, either focusing on technical or human influencing factors for effective knowledge sharing in virtual teams, but not on the interaction between these. This study addresses that gap by exploring success-critical factors for knowledge sharing by using the socio-technical systems-approach. METHODS: The database of the study consists of 26 in-depth interviews. The interviews were partially structured and based on the Critical Incident Technique. Using a deductive categorization scheme consisting of four main categories and 21 subcategories, the frequencies and overlaps of influencing factors on successful knowledge sharing in virtual teams were examined. RESULTS: Each critical incident reported included factors from all four main categories (technology, structure, people and task) with specific frequencies and connections. Structural influencing factors as well as technological factors are mentioned particularly frequently together. CONCLUSION: The results of the study underline the importance of an integrated socio-technical view on knowledge sharing in virtual teams. Technical and social factors need to be considered simultaneously. The findings can be used for designing and optimizing knowledge sharing processes in virtual teams.",146379898,2,133,(missing PubMedId)
(missing DOI),Towards Requirements Elicitation and Analysis Model for Distributed Audience,"Muhammad Nadim, Rana M. Amir Latif, Khalid Hussain, Nz Jhanjhi, Mehedi Masud, Saleh Yahya Alyahyan, Riyaz Ahamed Ariyaluran Habeeb",Turkish Online Journal of Qualitative Inquiry,2021,"Requirement’s elicitation is a challenging activity and the most important activity for the software development process. Requirement elicitation is the process of gathering information from the user and stakeholders. By reviewing the literature review, there are many challenges involved in the elicitation process, i.e., lack of proper communication and knowledge transfer between software stakeholders. Most of the companies are moving towards a globally distributed environment. Some many problems and challenges occur due to temporal, geographic, and socio-cultural diversity among stakeholders. This study proposes a new approach to the requirements elicitation and analysis phase in a distributed environment with the knowledge management technique that improves the software development process. The purpose of the paper is to develop a distributed framework based on eliciting and analyzing the customer's requirements by implementing a knowledge management technique that efficiently handles and manages the resources of an organization. This study aims to improve the elicitation and analysis process by using knowledge management techniques in a distributed environment. Thus, this study improves software development architecture. The feasibility and effectiveness of the proposed approach were evaluated in an empirical study with encouraging results.",109558859,1,22,(missing PubMedId)
(missing DOI),"The learning effect on organizational performance during a crisis: a serial mediation analysis with knowledge creation, storage and sharing","Usman Qadri, M. A. Ghani, Shumaila Bibi, A. Tahir, M. Farooq, Abdul Rauf Kashif",European Journal of Management and Business Economics,2021,"PurposeThe aim of this study is to investigate the serially mediating effect of knowledge management (KM) practices (namely, knowledge creation, storage and sharing) on the organizational learning (OL) and organizational performance (OP) relationships during a crisis.Design/methodology/approachBased on theories-of-action, knowledge-based and resource-based theories, this study proposed a sequential mediation model where OL underlying mechanisms through which KM practices have facilitated OP during the crisis. The sample dataset contains 440 responses collected from the managers of the software development companies in Pakistan. The authors used Hayes Process macro with SPSS to test the study hypotheses.FindingsThe results of the study reveal that knowledge creation, storage and sharing serially mediate the relationships between OL and OP. These findings strengthen the argument suggesting that OL plays the key role in KM that helps software companies to mend their performance in times of crisis.Originality/valueThis study contributes to the KM literature in two ways: (1) grounded on the study's proposed framework, organizations can improve and manage their businesses in times of crisis and (2) learn how to generate new knowledge in response to business crises.",89722231,14,69,(missing PubMedId)
(missing DOI),"Risk Assessment, Threat Modeling and Security Testing in SDLC.","Alya Hannah, Ahmad Kamal, Caryn Chuah, Yi Yen, Gan Jia, Hui",arXiv: Software Engineering,2020,"The software development process is considered as one of the key guidelines in the creation of said software and this approach is necessary for providing a more efficient yet satisfactory output. Without separation of work into distinct stages, it may lead to many delays and inefficiency of the project process where this disorganization can directly affect the product quality and reliability. Moreover, with this methodology established as the standard for any project, there are bound to be missteps specifically in regard to the involvement of security due to the lack of awareness. Therefore, the aim of this research is to identify and elaborate the findings and understanding of the security integrated into the process of software development as well as the related individual roles in ensuring that this security is maintained. Through thorough analysis and review of literature, an effort has been made through this paper to showcase the correct processes and ways for securing the software development process. At the same time, certain issues that pertain to this subject have been discussed together with proposing appropriate solutions. Furthermore, in depth discussion is carried out regarding methods such as security testing, risk assessment, threat modeling and other techniques that are able to create a more secure environment and systematic approach in a software development process.",30796614,10,26,(missing PubMedId)
(missing DOI),Bureaucratic Corruptive Behavior: Causes And Motivation of State Civil Aparatures in Indonesia,Nanang Suparman,(missing journal),2020,"The main problem in this study is that the Corruption Perception Index (CPI) is still high. This is 
because the corrupt behavior and motivation of the state apparatus still occurs in Indonesia. The purpose of this 
study is to determine the causes and motivations of corruption that have occurred in the Bandung area. This study 
uses interviews and data collection from speakers. Researchers discovered that corrupt behavior is caused by 
behavior in the work environment, motivated by the greed of individuals or groups in the bureaucracy. The results 
of the study concluded that corrupt behavior led to accustomed and massive action, making this an extraordinary 
behavior with the involvement of the community, business and the bureaucracy itself. The researchers recommends 
that the treatment be consistent with the short and medium term plans and the long term patterns, all of which 
depend on the government as a policy maker in tackling corruption, naturally by relevant stakeholders, both the 
community , business, the involvement of bureaucracy itself, including the involvement of non-governmental 
organizations in the fight against corruption. and other related settings.",61838880,5,25,(missing PubMedId)
(missing DOI),Globally Renewable Energy Consumption Sources,"S. Saeed, N. Jhanjhi, Memood Naqvi",(missing journal),2020,"Electricity consumption will be part of a large conversation about connected with international electricity demand in the next two decades. Renewable energy sources and climate change modify minimization and offer a good estimation for the technological, scientific, environmentally friendly, financial, and also societal aspects. This research is the extended version of the research presented in IGI global book Role of IoT in Green Energy Systems, 2015. A full assessment related to any profile minimization options will likely involve an evaluation of respective potential alongside minimization with the bargain with sustainable development as well as all associated risks and costs.",26623026,0,31,(missing PubMedId)
(missing DOI),A Risk Management Framework for Large Scale Scrum using Metadata Outer Request Management Methodology,"Rehab Adel, Hany Harb, Ayman Elshenawy",International Journal of Advanced Computer Science and Applications,2021,"—Recently, most software projects became naturally Distributed Agile Development (DAD) projects. The main benefits of DAD projects are cost-saving and being close to markets due to their distributed nature, such as in large-scale Scrum (LeSS). Developing LeSS projects leads to the emergence of challenges in risk management, especially the team collaboration challenges, where there is no standardized process for teams to communicate collaboratively. Team collaboration and the knowledge sharing is a vital resource for a large Scrum team's success. Hence, finding a dynamic technique that facilitates team collaboration in the LeSS environment is necessary. This paper proposes a risk management framework for LeSS using outer metadata requests. The proposed framework manages the outer requests amongst the distributed team. Therefore, it avoids missing team collaboration, risks, and threats to project completion. It also contributes to exchanging team skills and experience. The proposed framework is evaluated by applying it to two different case studies for large-scale Scrum projects. The evaluation results are given. The evaluation proved the effectiveness of the proposed framework.",9031175,4,34,(missing PubMedId)
