"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"XIYF8SD7","journalArticle","2022","Adel, Rehab; Harb, Hany; Elshenawy, Ayman","A Risk Management Framework for Large Scale Scrum using Metadata Outer Request Management Methodology","International Journal of Advanced Computer Science and Applications","","","","https://api.semanticscholar.org/CorpusID:247935559","","2022","2026-01-23 17:34:29","2026-01-23 17:34:29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"33QS6E3L","journalArticle","2025","Fernando, Ricky; Sama, Hendi","Information Technology Management System of Sharing Knowledge Between Universities Using Systematic Literature Review","Jurnal Teknologi Dan Sistem Informasi Bisnis","","","","https://api.semanticscholar.org/CorpusID:275970278","","2025","2026-01-23 17:34:29","2026-01-23 17:34:29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HBYRRGRJ","journalArticle","2025","Benigno, Marcos Vinícius; Argôlo, Matheus Margarido; Barbosa, Carlos Eduardo; Nóbrega, Lucas; Martinez, Luiz Felipe; Oliveira, Yuri; Souza, Jano Moreira de","Challenges and Practices for Knowledge Transfer in Global Software Development: An Updated Literature Review","European Conference on Knowledge Management","","","","https://api.semanticscholar.org/CorpusID:281044919","","2025","2026-01-23 17:34:29","2026-01-23 17:34:29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JIQZ4FSA","conferencePaper","2021","Saeed, Soobia; Jhanjhi, Noor Zaman; Naqvi, Memood","Globally Renewable Energy Consumption Sources","","","","","https://api.semanticscholar.org/CorpusID:234146002","","2021","2026-01-23 17:34:30","2026-01-23 17:34:30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4QV84HX2","journalArticle","2021","Qadri, Usman Ahmad; Ghani, Mazuri Abd; Bibi, Shumaila; Tahir, Abdul Haseeb; Farooq, Muhammad Imran; Kashif, Abdul Rauf","The learning effect on organizational performance during a crisis: a serial mediation analysis with knowledge creation, storage and sharing","European Journal of Management and Business Economics","","","","https://api.semanticscholar.org/CorpusID:244544685","","2021","2026-01-23 17:34:30","2026-01-23 17:34:30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CHXVGCTL","conferencePaper","2020","Suparman, Nanang","Bureaucratic Corruptive Behavior: Causes And Motivation of State Civil Aparatures in Indonesia","","","","","https://api.semanticscholar.org/CorpusID:221711753","","2020","2026-01-23 17:34:30","2026-01-23 17:34:30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X29IB98F","journalArticle","2022","Kaur, Simranjeet; Yadav, Anup Lal; Joshi, Abhishek","Real Time Object Detection","2022 International Conference on Cyber Resilience (ICCR)","","","","https://api.semanticscholar.org/CorpusID:255417464","","2022","2026-01-23 17:34:30","2026-01-23 17:34:30","","1-5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TVIDJ5SA","journalArticle","2022","Tietz, Stephanie; Werner, Katja","Influencing factors on knowledge sharing in virtual teams","Work","","","","https://api.semanticscholar.org/CorpusID:249692451","","2022","2026-01-23 17:34:30","2026-01-23 17:34:30","","1745 - 1763","","","72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"34GCKIME","journalArticle","2022","Ayushi; Kaur, Damandeep; Sehgal, Satbir S.","Agile Lifestyle of Development","2022 International Conference on Cyber Resilience (ICCR)","","","","https://api.semanticscholar.org/CorpusID:255418783","","2022","2026-01-23 17:34:30","2026-01-23 17:34:30","","1-5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"936ZF5RN","journalArticle","2024","Praditha, Villy Satria; Lubis, Muharman","A theoretical literature review on knowledge management framework","PROCEEDINGS OF THE 6TH INTERNATIONAL CONFERENCE ON COMPUTING AND APPLIED INFORMATICS 2022","","","","https://api.semanticscholar.org/CorpusID:270266377","","2024","2026-01-23 17:34:30","2026-01-23 17:34:30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KNF579Y3","conferencePaper","2021","Nadim, Muhammad; Latif, Rana Muhammad Amir; Hussain, Khalid; Jhanjhi, Noor Zaman; Masud, Mehedi; Yahya, Saleh; Alyahyan; Humayun, Mamoona; Alyahyan, Saleh Yahya","A Framework for Software Customization in Global Software Development (GSD)","","","","","https://api.semanticscholar.org/CorpusID:243873015","","2021","2026-01-23 17:34:30","2026-01-23 17:34:30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L47A8J4G","journalArticle","2020","Hannah, Alya; Kamal, Ahmad; Chuah, Caryn; Yen, Yi; Jia, Gan; Hui","Risk Assessment, Threat Modeling and Security Testing in SDLC","ArXiv","","","","https://api.semanticscholar.org/CorpusID:229156187","","2020","2026-01-23 17:34:30","2026-01-23 17:34:30","","","","","abs/2012.07226","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HCMJQG4Q","conferencePaper","2021","Khan, Qaiser Sarwar; Kamal, Dr Yasir; Sethi, Dr Sonia; Khan, Azhar M.; Mohib, Dr; Ullah; Ali, Rehmat","Analyzing the Relationship between Explicit Knowledge Sharing and Human Resource Performance Efficiency: Evaluating the Moderating Role of Trust","","","","","https://api.semanticscholar.org/CorpusID:235667803","","2021","2026-01-23 17:34:30","2026-01-23 17:34:30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
