"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"NT5IINIQ","conferencePaper","2013","Göb, Andreas","SOA und Softwarequalität","","","","","https://api.semanticscholar.org/CorpusID:1327893","","2013","2026-05-02 14:15:02","2026-05-02 14:15:02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACK7U8WU","conferencePaper","2011","Castro, Laura M.","On the development life cycle of distributed functional applications: a case study","","","","","https://api.semanticscholar.org/CorpusID:109440058","","2011","2026-05-02 14:15:02","2026-05-02 14:15:02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JECDM39B","journalArticle","2007","Strooper, Paul A.; Wojcicki, Margaret A.","Selecting V&V Technology Combinations: How to Pick a Winner?","12th IEEE International Conference on Engineering Complex Computer Systems (ICECCS 2007)","","","","https://api.semanticscholar.org/CorpusID:16539137","","2007","2026-05-02 14:15:02","2026-05-02 14:15:02","","87-96","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y6H7BY9R","journalArticle","2014","Dias-Neto, Arilo Claudio; Travassos, Guilherme Horta","Supporting the Combined Selection of Model-Based Testing Techniques","IEEE Transactions on Software Engineering","","","","https://api.semanticscholar.org/CorpusID:15022326","","2014","2026-05-02 14:15:02","2026-05-02 14:15:02","","1025-1041","","","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BFW9GDFM","conferencePaper","2018","Duran, Dario Enrique Soto","Modelo de gestión de conocimiento aplicado a las pruebas de software","","","","","https://api.semanticscholar.org/CorpusID:276840825","","2018","2026-05-02 14:15:02","2026-05-02 14:15:02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3XCC9GKR","journalArticle","2009","Vegas, Sira; Juzgado, Natalia Juristo; Basili, Victor R.","Maturing Software Engineering Knowledge through Classifications: A Case Study on Unit Testing Techniques","IEEE Transactions on Software Engineering","","","","https://api.semanticscholar.org/CorpusID:574495","","2009","2026-05-02 14:15:02","2026-05-02 14:15:02","","551-565","","","35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EUFFVSDM","journalArticle","2018","Balasubramanian, Sai Lakshmi; Walcott, Kristen R.","Characterization of Open-Source Applications and Test Suites","International Journal of Software Engineering & Applications","","","","https://api.semanticscholar.org/CorpusID:51896653","","2018","2026-05-02 14:15:02","2026-05-02 14:15:02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W2TLLP3X","journalArticle","2010","Falessi, Davide; Babar, Muhammad Ali; Cantone, Giovanni; Kruchten, Philippe B.","Applying empirical software engineering to software architecture: challenges and lessons learned","Empirical Software Engineering","","","","https://api.semanticscholar.org/CorpusID:2090315","","2010","2026-05-02 14:15:02","2026-05-02 14:15:02","","250-276","","","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZX3BLAKJ","journalArticle","2025","Hamburg, Matthias; Roman, Adam","Black-Box Testing for Practitioners: A Case of the New ISTQB Test Analyst Syllabus","2025 IEEE Conference on Software Testing, Verification and Validation (ICST)","","","","https://api.semanticscholar.org/CorpusID:278778366","","2025","2026-05-02 14:15:02","2026-05-02 14:15:02","","634-645","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZYTBM234","conferencePaper","2007","Eldh, Sigrid","On Evaluating Test Techniques in an Industrial Setting","","","","","https://api.semanticscholar.org/CorpusID:56092036","","2007","2026-05-02 14:15:02","2026-05-02 14:15:02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZEBB2KJ8","conferencePaper","2012","Pandey, Manik Chandra; Saini, Mandeep singh; Tiwari, Rameshwaram","A Novel Approach for Effectiveness and Efficiency of Unit Testing for Object Oriented Programs","","","","","https://api.semanticscholar.org/CorpusID:7966064","","2012","2026-05-02 14:15:02","2026-05-02 14:15:02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L5J8RSXY","journalArticle","2019","Santos, Ítalo; Melo, Silvana Morita; Souza, Paulo Sergio Lopes de; Souza, Simone do Rocio Senger de","Testing Techniques Selection: A Systematic Mapping Study","Proceedings of the XXXIII Brazilian Symposium on Software Engineering","","","","https://api.semanticscholar.org/CorpusID:202728547","","2019","2026-05-02 14:15:02","2026-05-02 14:15:02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24IKC84X","journalArticle","2023","Vázquez, Hernán Ceferino; Pace, Jorge Andrés Díaz; Vidal, Santiago A.; Marcos, Claudia A.","A Recommender System for Recovering Relevant JavaScript Packages from Web Repositories","2023 IEEE 20th International Conference on Software Architecture (ICSA)","","","","https://api.semanticscholar.org/CorpusID:258329011","","2023","2026-05-02 14:15:02","2026-05-02 14:15:02","","175-185","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XJTM8HJK","journalArticle","2015","Almakadmeh, Khaled; Abu-Zitoon, Fatima","A Generic Model-Based Methodology of Testing Techniques to Obtain High Quality Software","Proceedings of the International Conference on Intelligent Information Processing, Security and Advanced Communication","","","","https://api.semanticscholar.org/CorpusID:207230842","","2015","2026-05-02 14:15:02","2026-05-02 14:15:02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8LU3EP82","journalArticle","2013","Garda, Javier Andrade; Casal, Juan Ares; Martínez, María-Aurora; Pazos, Juan; Yáñez, Santiago Rodríguez; Romera, Julio; Suárez, Sonia","An architectural model for software testing lesson learned systems","Inf. Softw. Technol.","","","","https://api.semanticscholar.org/CorpusID:115709","","2013","2026-05-02 14:15:02","2026-05-02 14:15:02","","18-34","","","55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G9TKFPKQ","journalArticle","2009","Armbrust, Ove; Katahira, Masafumi; Miyamoto, Yuko; Münch, Jürgen; Nakao, Haruka; Ocampo, Alexis","Scoping software process lines","Software Process: Improvement and Practice","","","","https://api.semanticscholar.org/CorpusID:28544431","","2009","2026-05-02 14:15:02","2026-05-02 14:15:02","","181-197","","","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8959ILIL","journalArticle","2024","Mohan, Narendra; Sharma, Ashish; Gore, Santosh; Sharma, Swati; Shelkande, Varsharani Dilip; Shelar, Shubhangi Ravindra","Software Testing Technique Selection using the GRA MCDM Method","2024 8th International Conference on I-SMAC (IoT in Social, Mobile, Analytics and Cloud) (I-SMAC)","","","","https://api.semanticscholar.org/CorpusID:273533717","","2024","2026-05-02 14:15:02","2026-05-02 14:15:02","","991-996","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7GP6UBJ9","journalArticle","2014","Silva, Fabio Q. B. da; Suassuna, Marcos; França, A. César C.; Grubb, Alicia M.; Gouveia, Tatiana B.; Monteiro, Cleviton V. F.; Santos, Igor Ebrahim dos","Replication of empirical studies in software engineering research: a systematic mapping study","Empirical Software Engineering","","","","https://api.semanticscholar.org/CorpusID:15024815","","2014","2026-05-02 14:15:02","2026-05-02 14:15:02","","501-557","","","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UVHZE5J5","journalArticle","2013","Jain, Shilpi; Babar, Muhammad Ali; Fernandez, Jude","Conducting empirical studies in industry: Balancing rigor and relevance","2013 1st International Workshop on Conducting Empirical Studies in Industry (CESI)","","","","https://api.semanticscholar.org/CorpusID:16522251","","2013","2026-05-02 14:15:03","2026-05-02 14:15:03","","9-14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GTA9MWRY","journalArticle","2013","Cotroneo, Domenico; Pietrantuono, Roberto; Russo, Stefano","Testing techniques selection based on ODC fault types and software metrics","J. Syst. Softw.","","","","https://api.semanticscholar.org/CorpusID:3013378","","2013","2026-05-02 14:15:03","2026-05-02 14:15:03","","1613-1637","","","86","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4UBMCLYT","conferencePaper","2015","Friedman-Hill, Earnest J.; Hoffman, Edward L.; Gibson, Marcus J.; Clay, Robert L.; Olson, Kevin Harold","Incorporating Workflow for V&V/UQ in the Sandia Analysis Workbench.","","","","","https://api.semanticscholar.org/CorpusID:64062977","","2015","2026-05-02 14:15:03","2026-05-02 14:15:03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WV7VWEM7","conferencePaper","2009","Silva, Fernando Raposo da Camara; Almeida, Eduardo Santana de; Meira, Silvio","An approach for component testing and its empirical validation","ACM Symposium on Applied Computing","","","","https://api.semanticscholar.org/CorpusID:18580804","","2009","2026-05-02 14:15:03","2026-05-02 14:15:03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GL8C6B2F","conferencePaper","2018","Ekwoge, Oswald Mesumbe; Ekwoge, Oswald Mesumbe; Neto, Cláudio Dias","TX-A: UMA ABORDAGEM PARA MELHORAR A EXPERIÊNCIA DO TESTADOR EM PROJETOS DE SOFTWARE","","","","","https://api.semanticscholar.org/CorpusID:204898525","","2018","2026-05-02 14:15:03","2026-05-02 14:15:03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WCRM92N4","journalArticle","2007","Wojcicki, Margaret A.; Strooper, Paul A.","An Iterative Empirical Strategy for the Systematic Selection of a Combination of Verification and Validation Technologies","Fifth International Workshop on Software Quality (WoSQ'07: ICSE Workshops 2007)","","","","https://api.semanticscholar.org/CorpusID:12480603","","2007","2026-05-02 14:15:03","2026-05-02 14:15:03","","9-9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6B6T6GS5","journalArticle","2018","Botella, Julien; Capuron, Jean-Francois; Dadeau, Frédéric; Fourneret, Elizabeta; Legeard, Bruno; Schadle, Florence","Complementary test selection criteria for model-based testing of security components","International Journal on Software Tools for Technology Transfer","","","","https://api.semanticscholar.org/CorpusID:3550145","","2018","2026-05-02 14:15:03","2026-05-02 14:15:03","","425 - 448","","","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GYQ6XC9M","journalArticle","2009","Armbrust, Ove; Katahira, Masafumi; Miyamoto, Yuko; Münch, Jürgen; Nakao, Haruka; Ocampo, Alexis","Scoping software process lines","Softw. Process. Improv. Pract.","","","","https://api.semanticscholar.org/CorpusID:16466961","","2009","2026-05-02 14:15:03","2026-05-02 14:15:03","","181-197","","","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NRWHPAWW","journalArticle","2012","Felderer, Michael; Beer, Armin","Estimating the Return on Investment of Defect Taxonomy Supported System Testing in Industrial Projects","2012 38th Euromicro Conference on Software Engineering and Advanced Applications","","","","https://api.semanticscholar.org/CorpusID:2804679","","2012","2026-05-02 14:15:03","2026-05-02 14:15:03","","426-430","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MQDE322I","conferencePaper","2012","Grande, Aurélio da Silva; Dias-Neto, Arilo Claudio; Rodrigues, Rosiane de Freitas","Providing Trade-Off Techniques Subsets to Improve Software Testing Effectiveness: Using Evolutionary Algorithm to Support Software Testing Techniques Selection by a Web Tool","Brazilian Symposium on Artificial Intelligence","","","","https://api.semanticscholar.org/CorpusID:42424398","","2012","2026-05-02 14:15:03","2026-05-02 14:15:03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"478YW2CA","journalArticle","2009","Dias-Neto, Arilo Claudio; Travassos, Guilherme Horta","Porantim: An approach to support the combination and selection of Model-based Testing techniques","2009 ICSE Workshop on Automation of Software Test","","","","https://api.semanticscholar.org/CorpusID:13859970","","2009","2026-05-02 14:15:03","2026-05-02 14:15:03","","1-9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BVM54WMB","journalArticle","2014","Grande, Aurélio da Silva; Rodrigues, Rosiane de Freitas; Dias-Neto, Arilo Claudio","A Framework to Support the Selection of Software Technologies by Search-Based Strategy","2014 IEEE 26th International Conference on Tools with Artificial Intelligence","","","","https://api.semanticscholar.org/CorpusID:14896992","","2014","2026-05-02 14:15:03","2026-05-02 14:15:03","","979-983","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EZZNSLUE","conferencePaper","2006","Vegas, Sira; Juristo, Natalia; Basili, Victor R.","Packaging Experiences for Improving Testing Technique Selection","","","","","https://api.semanticscholar.org/CorpusID:17692522","","2006","2026-05-02 14:15:03","2026-05-02 14:15:03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YQX6CZ92","conferencePaper","2013","Grande, Aurélio da Silva","Um framework de apoio à instanciação de técnicas de seleção de tecnologias de software baseadas em estratégias de busca","","","","","https://api.semanticscholar.org/CorpusID:171627803","","2013","2026-05-02 14:15:03","2026-05-02 14:15:03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JGR24TE7","journalArticle","2011","Dias-Neto, Arilo Claudio; Rodrigues, Rosiane de Freitas; Travassos, Guilherme Horta","Porantim-Opt: Optimizing the Combined Selection of Model-Based Testing Techniques","2011 IEEE Fourth International Conference on Software Testing, Verification and Validation Workshops","","","","https://api.semanticscholar.org/CorpusID:10905821","","2011","2026-05-02 14:15:03","2026-05-02 14:15:03","","174-183","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VI5Y7RLX","conferencePaper","2009","Oliveira, Thiago Henrique Burgos de","RiPLE-EM: a process to manage evolution in software product lines","","","","","https://api.semanticscholar.org/CorpusID:86661291","","2009","2026-05-02 14:15:03","2026-05-02 14:15:03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X5XUIJVK","journalArticle","2009","Dias-Neto, Arilo Claudio; Travassos, Guilherme Horta","Model-based testing approaches selection for software projects","Inf. Softw. Technol.","","","","https://api.semanticscholar.org/CorpusID:6129563","","2009","2026-05-02 14:15:03","2026-05-02 14:15:03","","1487-1504","","","51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ANJ93YKN","journalArticle","2015","Castro, Laura M.","Advanced management of data integrity: property-based testing for business rules","Journal of Intelligent Information Systems","","","","https://api.semanticscholar.org/CorpusID:18738848","","2015","2026-05-02 14:15:03","2026-05-02 14:15:03","","355-380","","","44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AZB6GFE2","conferencePaper","2013","Felderer, Michael; Beer, Armin","Using Defect Taxonomies to Improve the Maturity of the System Test Process: Results from an Industrial Case Study","International Conference on Software Quality. Process Automation in Software Development","","","","https://api.semanticscholar.org/CorpusID:31614221","","2013","2026-05-02 14:15:03","2026-05-02 14:15:03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XCCEJQZW","journalArticle","2017","Ekwoge, Oswald Mesumbe; Fontão, Awdren de Lima; Dias-Neto, Arilo Claudio","Tester Experience: Concept, Issues and Definition","2017 IEEE 41st Annual Computer Software and Applications Conference (COMPSAC)","","","","https://api.semanticscholar.org/CorpusID:28720043","","2017","2026-05-02 14:15:03","2026-05-02 14:15:03","","208-213","","","01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J625N393","journalArticle","2007","Elberzhager, Frank; Denger, Christian","A Comprehensive Planning Framework for Selecting and Customizing Quality Assurance Techniques","33rd EUROMICRO Conference on Software Engineering and Advanced Applications (EUROMICRO 2007)","","","","https://api.semanticscholar.org/CorpusID:17718961","","2007","2026-05-02 14:15:03","2026-05-02 14:15:03","","297-306","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U7FSALJ4","conferencePaper","2022","Krishnakumar, T. P.; M.Ramachandran","REST Journal on Emerging trends in Modelling and Manufacturing","","","","","https://api.semanticscholar.org/CorpusID:261792061","","2022","2026-05-02 14:15:03","2026-05-02 14:15:03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QF33ER7X","journalArticle","2012","Vos, Tanja E. J.; Marín, Beatriz; Cuaresma, María José Escalona; Marchetto, Alessandro","A Methodological Framework for Evaluating Software Testing Techniques and Tools","2012 12th International Conference on Quality Software","","","","https://api.semanticscholar.org/CorpusID:11992041","","2012","2026-05-02 14:15:03","2026-05-02 14:15:03","","230-239","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U3KGNBE5","journalArticle","2009","Dias-Neto, Arilo Claudio; Travassos, Guilherme Horta","Evaluation of {model-based} testing techniques selection approaches: An external replication","2009 3rd International Symposium on Empirical Software Engineering and Measurement","","","","https://api.semanticscholar.org/CorpusID:14001742","","2009","2026-05-02 14:15:03","2026-05-02 14:15:03","","269-278","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FXUGYH5K","conferencePaper","2010","Armbrust, Ove","Determining Organization-Specific Process Suitability","International Conference on the Software Process","","","","https://api.semanticscholar.org/CorpusID:16771046","","2010","2026-05-02 14:15:03","2026-05-02 14:15:03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G5E7JUQS","journalArticle","2018","Al-araibi, Asma Ali Mosa; Mahrin, Mohd Naz'ri bin; Yusoff, Rasimah Che Mohd","Technological aspect factors of E-learning readiness in higher education institutions: Delphi technique","Education and Information Technologies","","","","https://api.semanticscholar.org/CorpusID:52050220","","2018","2026-05-02 14:15:03","2026-05-02 14:15:03","","567 - 590","","","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5IRJ6PGZ","journalArticle","2015","Sujata; Purohit, G. N.","A Schema Support for Selection of Test Case Prioritization Techniques","2015 Fifth International Conference on Advanced Computing & Communication Technologies","","","","https://api.semanticscholar.org/CorpusID:16410972","","2015","2026-05-02 14:15:03","2026-05-02 14:15:03","","547-551","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THIL26IH","journalArticle","2009","Burgin, M. S.; Debnath, Narayan C.; Lee, Haesun K.","Measuring testing as a distributed component of the software life cycle","Journal of Computational Methods in Science and Engineering","","","","https://api.semanticscholar.org/CorpusID:42917593","","2009","2026-05-02 14:15:03","2026-05-02 14:15:03","","S211 - S223","","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
