Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"OM Ekwoge","TX-A: uma abordagem para melhora a experiência do testador em projetos de software",2018,"","academia.edu","https://www.academia.edu/download/79727999/Disserta_C3_A7_C3_A3o_Oswald_20Ekwoge.pdf","",107,"2026-05-13 23:06:06","PDF","","","",,,,,0,0.00,0,1,8,"Testing is a very essential activity for software development. It is the act of executing a software product in order to validate whether it behaves as intended and identify possible …","https://www.academia.edu/download/79727999/Disserta_C3_A7_C3_A3o_Oswald_20Ekwoge.pdf","https://scholar.google.com/scholar?q=related:efJ218eHn2YJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
10,"I Santos, SM Melo, PSL de Souza…","Towards a unified catalog of attributes to guide industry in software testing technique selection",2020,"… on Software Testing …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9155808/?casa_token=laG6cxqBSpcAAAAA:QU7H6EfrU1drrV6pZslNPwpYY7M_b-pb6Pf-2MPel58ipea07oHt8AcpwTBI-RtNVNlsQWFKcA","https://scholar.google.com/scholar?cites=5056161734328197953&as_sdt=2005&sciodt=0,5&hl=en",28,"2026-05-13 23:06:06","","","","",,,,,10,1.67,3,4,6,"[Context] The correct selection of a software testing technique can positively influence the quality of the software in development. In previous work, a mapping study was conducted to …","https://ieeexplore.ieee.org/iel7/9146896/9155545/09155808.pdf?casa_token=BZzA9bTMZYoAAAAA:pzE3dT-gDWa3Uy4mCZ_43UKiQYj8DHzp8UXL8D-Fcg4b0DjJG6FMc1g1YyOsFKVBtPYH1zwR1w","https://scholar.google.com/scholar?q=related:QSOOBU8YK0YJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
2,"IC Machado","Towards a reasoning framework for software product line testing",2012,"Proceedings of the 16th International Software Product …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2364412.2364451","https://scholar.google.com/scholar?cites=7912151621267785623&as_sdt=2005&sciodt=0,5&hl=en",79,"2026-05-13 23:06:06","","10.1145/2364412.2364451","","",,,,,2,0.14,2,1,14,"Testing can still be considered a bottleneck for software product line engineering. The variability implemented in the source artifacts increases its complexity. Due to its key role for …","https://dl.acm.org/doi/pdf/10.1145/2364412.2364451","https://scholar.google.com/scholar?q=related:l4eyqvqbzW0J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"P Lines","Thiago Henrique Burgos de Oliveira",,"","","","",119,"2026-05-13 23:06:06","CITATION","","","",,,,,0,0.00,0,1,,"","","https://scholar.google.com/scholar?q=related:7aBGSdOnqUcJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"PN Hulule","The Fundamental of TCP Techniques",2018,"Control Systems in Engineering and Optimization …","books.google.com","https://books.google.com/books?hl=en&lr=&id=CIhvEAAAQBAJ&oi=fnd&pg=PA55&ots=GG-GAD_dnY&sig=ArPUGS-Hcl6_F0jbYyDtlc9Xm8U","",98,"2026-05-13 23:06:06","","","","",,,,,0,0.00,0,1,8,"Strategies for prioritizing test cases plan test cases to reduce the cost of retrospective testing and to enhance a specific objective function. Test cases are prioritized as those most …","https://www.intechopen.com/chapters/79848","https://scholar.google.com/scholar?q=related:CjBubfhX-_cJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
11,"I Santos, SM Melo, PSL de Souza…","Testing techniques selection: A systematic mapping study",2019,"Proceedings of the XXXIII …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3350768.3352571","https://scholar.google.com/scholar?cites=14773007766537313846&as_sdt=2005&sciodt=0,5&hl=en",27,"2026-05-13 23:06:06","","10.1145/3350768.3352571","","",,,,,11,1.57,3,4,7,"[Context] Software projects must consider the selection of testing techniques and criteria during their life cycles. This practice increases the chances of testing activity to be …","https://dl.acm.org/doi/pdf/10.1145/3350768.3352571","https://scholar.google.com/scholar?q=related:Nh6L_EpEBM0J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
47,"D Cotroneo, R Pietrantuono, S Russo","Testing techniques selection based on ODC fault types and software metrics",2013,"Journal of Systems and Software","Elsevier","https://www.sciencedirect.com/science/article/pii/S0164121213000319?casa_token=cG8ZLsp3M7sAAAAA:47iv080iu6EWnc4sT14xsoTiJoINkmFmg6GUusStxYIpqhlhP23ilB6eHzfuST_doUYnNmm5yw","https://scholar.google.com/scholar?cites=5295855958192696323&as_sdt=2005&sciodt=0,5&hl=en",14,"2026-05-13 23:06:06","HTML","","","",,,,,47,3.62,16,3,13,"Software testing techniques differ in the type of faults they are more prone to detect, and their performance varies depending on the features of the application being tested. Practitioners …","https://www.sciencedirect.com/science/article/pii/S0164121213000319?casa_token=cG8ZLsp3M7sAAAAA:47iv080iu6EWnc4sT14xsoTiJoINkmFmg6GUusStxYIpqhlhP23ilB6eHzfuST_doUYnNmm5yw","https://scholar.google.com/scholar?q=related:Ayy2ce-ofkkJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
22,"OM Ekwoge, A Fontão…","Tester experience: concept, issues and definition",2017,"2017 ieee 41st annual …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8029610/?casa_token=Bp5ClAIiMbsAAAAA:gmxcC2KfqJNZ6m8qKocQEbu4heJC7mw10qh59RDQvkb2NDML56Jws1fl3xCWvMjccaV92RAhTA","https://scholar.google.com/scholar?cites=17499906517260985691&as_sdt=2005&sciodt=0,5&hl=en",15,"2026-05-13 23:06:06","","","","",,,,,22,2.44,7,3,9,"Testing is a very essential activity for software development. It is the act of executing a software product in order to validate whether it behaves as intended and identify possible …","https://ieeexplore.ieee.org/iel7/8027037/8029571/08029610.pdf?casa_token=NabfGDPMHhUAAAAA:_5Z9ED4siC7HMesAy7LT7Yv8uoBPTp_IaBdHZl0PMq3rDFSs_evsKI9qx16JWbqMgulmqF4cnA","https://scholar.google.com/scholar?q=related:W2XiS0Io3PIJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
276,"AAM Al-araibi, MN Mahrin, RCM Yusoff","Technological aspect factors of E-learning readiness in higher education institutions: Delphi technique",2019,"Education and Information …","Springer","https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s10639-018-9780-9&casa_token=vpwBAkcoo6oAAAAA:apURaEEpojR5KgK00YjknWjOzXM-yMGolHvgR2cic3DZXAiUkQgtEYWscxRaS0g0orn3YguvonNOlD9c","https://scholar.google.com/scholar?cites=15475219828088575465&as_sdt=2005&sciodt=0,5&hl=en",1,"2026-05-13 23:06:06","HTML","10.1007/s10639-018-9780-9","","",,,,,276,39.43,92,3,7,"E-learning is an educational method which aims to provide educational or training programs for students or trainees at any time and at any place using information and communication …","https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s10639-018-9780-9&casa_token=vpwBAkcoo6oAAAAA:apURaEEpojR5KgK00YjknWjOzXM-yMGolHvgR2cic3DZXAiUkQgtEYWscxRaS0g0orn3YguvonNOlD9c","https://scholar.google.com/scholar?q=related:6RVNQnEGw9YJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"A Rajput, Anirudh, S Joshi","Techniques of Test Case Prioritization",2020,"Decision Analytics Applications in Industry","Springer","https://link.springer.com/chapter/10.1007/978-981-15-3643-4_36","",94,"2026-05-13 23:06:06","","10.1007/978-981-15-3643-4_36","","",,,,,0,0.00,0,3,6,"By advancing the execution request of experiments, experiment prioritization systems can successfully enhance the effectiveness of programming testing. Test case prioritization is …","","https://scholar.google.com/scholar?q=related:-5k9Lfpc7IsJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
1,"S Jain, MA Babar, J Fernandez","Tales and lessons from the front lines of conducting empirical studies in (or with) industry",2013,"Proceedings of the First …","researchgate.net","https://www.researchgate.net/profile/Shilpi-Jain-2/publication/274077768_Tales_and_Lessons_from_the_Front_Lines_of_Conducting_Empirical_Studies_in_or_with_Industry/links/55152c490cf260a7cb2ec809/Tales-and-Lessons-from-the-Front-Lines-of-Conducting-Empirical-Studies-in-or-with-Industry.pdf","https://scholar.google.com/scholar?cites=10364596043603493347&as_sdt=2005&sciodt=0,5&hl=en",85,"2026-05-13 23:06:06","PDF","","","",,,,,1,0.08,0,3,13,"Software Engineering (ESE) research has achieved considerable results in building our knowledge about selecting and applying appropriate empirical methods for technology …","https://www.researchgate.net/profile/Shilpi-Jain-2/publication/274077768_Tales_and_Lessons_from_the_Front_Lines_of_Conducting_Empirical_Studies_in_or_with_Industry/links/55152c490cf260a7cb2ec809/Tales-and-Lessons-from-the-Front-Lines-of-Conducting-Empirical-Studies-in-or-with-Industry.pdf","https://scholar.google.com/scholar?q=related:48FnCzBx1o8J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
15,"N Ramli, RR Othman, R Hendradi…","T-way test suite generation strategy based on ant colony algorithm to support t-way variable strength",2021,"Journal of Physics …","iopscience.iop.org","https://iopscience.iop.org/article/10.1088/1742-6596/1755/1/012034/meta","https://scholar.google.com/scholar?cites=16703171614184748399&as_sdt=2005&sciodt=0,5&hl=en",17,"2026-05-13 23:06:06","","10.1088/1742-6596/1755/1/012034","","",,,,,15,3.00,4,4,5,"T-way test suite generation strategy based on Ant Colony algorithm (TTSGA) has been developed to support t-way variable strength testing which tackles exhaustive testing issues …","https://iopscience.iop.org/article/10.1088/1742-6596/1755/1/012034/pdf","https://scholar.google.com/scholar?q=related:b7Xe_RWWzecJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"K Shabbir, M Amar","Systematic Review on Testing Aspect-orientedPrograms: Challenges, Techniques and Their Effectiveness",2008,"","diva-portal.org","https://www.diva-portal.org/smash/record.jsf?pid=diva2:830408","",105,"2026-05-13 23:06:06","","","","",,,,,0,0.00,0,2,18,"Aspect-oriented programming is a relatively new programming paradigm and it builds on the basis of object oriented programming paradigm. It deals with those concerns that cross-cut …","https://www.diva-portal.org/smash/get/diva2:830408/FULLTEXT01.pdf","https://scholar.google.com/scholar?q=related:faZeQc1RPIIJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
16,"AC Dias Neto, GH Travassos","Supporting the selection of model-based testing approaches for software projects",2008,"… of the 3rd international workshop on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1370042.1370047","https://scholar.google.com/scholar?cites=15932695107457811011&as_sdt=2005&sciodt=0,5&hl=en",45,"2026-05-13 23:06:06","","10.1145/1370042.1370047","","",,,,,16,0.89,8,2,18,"Software technologies, such as model-based testing approaches, have specific characteristics and limitations that can affect their use in software projects. To make …","https://dl.acm.org/doi/pdf/10.1145/1370042.1370047","https://scholar.google.com/scholar?q=related:Q4KgAslNHN0J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
21,"AC Dias-Neto, GH Travassos","Supporting the combined selection of model-based testing techniques",2014,"IEEE Transactions on Software …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6776497/?casa_token=D5LPrQmDOqUAAAAA:uUyaYN6uPMZxpbK9InZtXIQwWZy3c_pGj7-lPxs0pMF05i57oO3jX1D20VRQuGF3mVZ-WoYSFg","https://scholar.google.com/scholar?cites=9023184053222121523&as_sdt=2005&sciodt=0,5&hl=en",26,"2026-05-13 23:06:06","","","","",,,,,21,1.75,11,2,12,"The technical literature on model-based testing (MBT) offers us several techniques with different characteristics and goals. Contemporary software projects usually need to make …","https://ieeexplore.ieee.org/iel7/32/4359463/06776497.pdf?casa_token=9zfUcfKD7KwAAAAA:Ti0wdfU1dXDZpnwMszlfHHl-ST_KMZ1VOsXRPexcF0KcnDrxIUHnF-N-c0JHzK5KLij18Cj24w","https://scholar.google.com/scholar?q=related:MyBG6xbKOH0J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
1,"W Zeng, Y Huang, X Zheng, W Zhao","Study on engine control software testing based on hardware-in-the-loop simulation platform",2017,"Society of Automotive Engineers …","Springer","https://link.springer.com/chapter/10.1007/978-981-10-8506-2_67","https://scholar.google.com/scholar?cites=639180074986119830&as_sdt=2005&sciodt=0,5&hl=en",82,"2026-05-13 23:06:06","","10.1007/978-981-10-8506-2_67","","",,,,,1,0.11,0,4,9,"Electronic control technology of engine nowadays becomes increasingly widely used, and V-cycle development process has become the important development mode of the engine …","","https://scholar.google.com/scholar?q=related:liIOReTS3ggJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
2,"I de Oliveira Santos, SRS de Souza","Study and definition of project attributes for selection of testing techniques for concurrent software",2019,"Congresso Brasileiro de …","sol.sbc.org.br","https://sol.sbc.org.br/index.php/cbsoft_estendido/article/view/7652","https://scholar.google.com/scholar?cites=16286184263682271683&as_sdt=2005&sciodt=0,5&hl=en",69,"2026-05-13 23:06:06","","","","",,,,,2,0.29,1,2,7,"Resumo [Context:] The choice of testing technique to be adopted in a software testing project persists based on the tester's knowledge and often does not consider all of the …","https://sol.sbc.org.br/index.php/cbsoft_estendido/article/download/7652/7529","https://scholar.google.com/scholar?q=related:w6lWx0wmBOIJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
1,"ÍO Santos, SRS Souza","Study and definition of project attributes for selection of testing techniques for concurrent software",2019,"Proceedings","","","https://scholar.google.com/scholar?cites=394580674140748982&as_sdt=2005&sciodt=0,5&hl=en",78,"2026-05-13 23:06:06","CITATION","","","",,,,,1,0.14,1,2,7,"","https://teses.usp.br/teses/disponiveis/55/55134/tde-06082020-110230/publico/ItalodeOliveiraSantos_revisada.pdf","https://scholar.google.com/scholar?q=related:trxkVQjVeQUJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
5,"R Ibarra, G Rodriguez","SoTesTeR: Software testing techniques' recommender system using a collaborative approach",2018,"… Symposium on Information Management and Big …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-11680-4_28","https://scholar.google.com/scholar?cites=10871649881281549958&as_sdt=2005&sciodt=0,5&hl=en",50,"2026-05-13 23:06:06","","10.1007/978-3-030-11680-4_28","","",,,,,5,0.63,3,2,8,"Software testing is a key factor on any software project; testing costs are significant in relation to development costs. Therefore, it is essential to select the most suitable testing …","","https://scholar.google.com/scholar?q=related:hlY0cPfb35YJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"R Ibarra¹, G Rodriguez","SoTesTeR: Software Testing Techniques' Recommender System Using a Collaborative Approach",2019,"… , SIMBig 2018, Lima, Peru, September 3 …","books.google.com","https://books.google.com/books?hl=en&lr=&id=fPmGDwAAQBAJ&oi=fnd&pg=PA289&ots=_MQOubX7Zh&sig=IOPeeoUrfybJ9Ew28NDRcj8nF-M","",95,"2026-05-13 23:06:06","","","","",,,,,0,0.00,0,2,7,"Software testing is a key factor on any software project; testing costs are significant in relation to development costs. Therefore, it is essential to select the most suitable testing …","","https://scholar.google.com/scholar?q=related:bnPSjOv7m5AJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
1,"C Raja, M Ramachandran, K Ramu…","Solid Waste Management from a systems perspective using GRA methodology",2023,"Journal on Applied and …","academia.edu","https://www.academia.edu/download/110383536/Solid_Waste_Management_from_a_systems_perspective_using_GRA_methodology.pdf","https://scholar.google.com/scholar?cites=815493303848964136&as_sdt=2005&sciodt=0,5&hl=en",52,"2026-05-13 23:06:06","PDF","","","",,,,,1,0.33,0,4,3,"most cases. The waste management procedure involves collecting the rubbish from different sources and disposing of it. This process includes the collection, transport, cleaning …","https://www.academia.edu/download/110383536/Solid_Waste_Management_from_a_systems_perspective_using_GRA_methodology.pdf","https://scholar.google.com/scholar?q=related:KJCg1NY2UQsJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
3,"N Mohan, A Sharma, S Gore, S Sharma…","Software testing technique selection using the GRA MCDM method",2024,"… Conference on I …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10714869/?casa_token=deYac8hZxzcAAAAA:91uv27pdISjlAxUtRafEQIrmv2mIngkNnTD4xtWzhcjuU4FxhZAPF-S8WASiOQPjWUQk0qeakQ","https://scholar.google.com/scholar?cites=931341972160147782&as_sdt=2005&sciodt=0,5&hl=en",33,"2026-05-13 23:06:06","","","","",,,,,3,1.50,1,5,2,"Software testing methodologies are crucial for threat validation to applications for efficiency and capabilities from functional and non-functional features. Recent research therefore has …","https://ieeexplore.ieee.org/iel8/10714499/10714582/10714869.pdf?casa_token=TWTJvWDWc_cAAAAA:qsYh1uulipVIAipHr8vRSlIITz-KJF4-O3RT6-vWvEItiKD7XTM92D6PjP8l5UmPsZsAmedIEA","https://scholar.google.com/scholar?q=related:RnEE15bK7AwJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
1,"CP Guevara-Vega, WA Cárdenas-Hernández…","Software Test Management to Improve Software Product Quality",2021,"… Conference on Applied …","Springer","https://link.springer.com/chapter/10.1007/978-3-031-03884-6_31","https://scholar.google.com/scholar?cites=15407275306811791605&as_sdt=2005&sciodt=0,5&hl=en",71,"2026-05-13 23:06:06","","10.1007/978-3-031-03884-6_31","","",,,,,1,0.20,0,3,5,"Improving software quality is one of the desired goals of software development teams. More so, financial companies must ensure the quality of the software product to guarantee …","","https://scholar.google.com/scholar?q=related:9Rgqo0Kj0dUJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
6,"A Göb","SOA und Softwarequalität",2013,"","mediatum.ub.tum.de","https://mediatum.ub.tum.de/1130866","https://scholar.google.com/scholar?cites=2496265418942787960&as_sdt=2005&sciodt=0,5&hl=en",76,"2026-05-13 23:06:06","","","","",,,,,6,0.46,6,1,13,"Trotz intensiver Forschung sowohl zu SOA als auch zu Softwarequalität existiert wenig belegtes Wissen über deren Zusammenhänge. Zur Schließung dieser Forschungslücke …","https://mediatum.ub.tum.de/doc/1130866/document.pdf","https://scholar.google.com/scholar?q=related:eDEtOSyEpCIJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
7,"AC Dias-Neto, GH Travassos","Seleção de Técnicas de Teste Baseado em Modelos",2010,"Simpósio Brasileiro de Qualidade de …","sol.sbc.org.br","https://sol.sbc.org.br/index.php/sbqs/article/view/15449","https://scholar.google.com/scholar?cites=6711440575445331172&as_sdt=2005&sciodt=0,5&hl=en",81,"2026-05-13 23:06:06","","","","",,,,,7,0.44,4,2,16,"Esta tese propõe uma abordagem para apoiar a seleção combinada de Técnicas de Teste Baseado em Modelos (TTBMs) para projetos de software, chamada Porantim, formada por …","https://sol.sbc.org.br/index.php/sbqs/article/download/15449/15292","https://scholar.google.com/scholar?q=related:5OyPBqXTI10J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
