title,abstract,authors,year,venue,journal,url,isOpenAccess,openAccessPdf,citationCount,referenceCount,isInfluential,publicationTypes,fieldsOfStudy,externalIds,influentialCitationCount,authors_names,publicationTypes_str,externalIds_str
"Survey Results on Threats To External Validity, Generalizability Concerns, Data Sharing and University-Industry Collaboration in Mining Software Repository (MSR) Research","Mining Software Repositories (MSR) is an applied and practise-oriented field aimed at solving real problems encountered by practitioners and bringing value to Industry. Replication of results and findings, generalizability and external validity, University-Industry collaboration, data sharing and creation dataset repositories are important issues in MSR research. Research consisting of bibliometric analysis of MSR paper shows lack of University-Industry collaboration, deficiency of studies on closed or propriety source dataset and lack of data as well as tool sharing by researchers. We conduct a survey of authors of past three years of MSR conference (2012, 2013 and 2014) to collect data on their views and suggestions to address the stated concerns. We asked 20 questions from more than 100 authors and received a response from 39 authors. Our results shows that about one-third of the respondents always make their dataset publicly available and about one-third believe that data sharing should be a mandatory condition for publication in MSR conferences. Our survey reveals that more than 50% authors used solely open-source software (OSS) dataset for their research. More than 50% of the respondents mentioned that difficulty in sharing Industrial dataset outside the company is one of the major impediments in University-Industry collaboration.","[{'authorId': '145914213', 'name': 'A. Sureka'}, {'authorId': '2153691', 'name': 'Ambika Tripathi'}, {'authorId': '37743094', 'name': 'Savita Dabral'}]",2015.0,arXiv.org,"{'volume': 'abs/1506.01499', 'name': 'ArXiv'}",https://www.semanticscholar.org/paper/52427de0cf2e1a1b59ee558c3f2aa78556021008,False,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://arxiv.org/abs/1506.01499, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",3,15,,"['JournalArticle', 'Review']",['Computer Science'],"{'ArXiv': '1506.01499', 'DBLP': 'journals/corr/SurekaTD15', 'MAG': '638202199', 'CorpusId': 15867553}",2,"A. Sureka, Ambika Tripathi, Savita Dabral","JournalArticle, Review","ArXiv:1506.01499, DBLP:journals/corr/SurekaTD15, MAG:638202199, CorpusId:15867553"
Get the cogs in synch: time horizon aspects of industry--academia collaboration,,"[{'authorId': '1785952', 'name': 'P. Runeson'}, {'authorId': '2045147', 'name': 'Sten Minör'}, {'authorId': '2133073', 'name': 'Johan Svenér'}]",2014.0,WISE@ASE,{'name': 'Proceedings of the 2014 international workshop on Long-term industrial collaboration on software engineering'},https://www.semanticscholar.org/paper/8388e134192ea0b27cf40f5e87cc2be4e09edd4f,True,"{'url': 'https://lup.lub.lu.se/search/files/5561028/4647290.pdf', 'status': 'GREEN', 'license': 'other-oa', 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1145/2647648.2647652?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/2647648.2647652, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",14,14,,"['Book', 'JournalArticle']",['Computer Science'],"{'MAG': '2064883847', 'DBLP': 'conf/kbse/RunesonMS14', 'DOI': '10.1145/2647648.2647652', 'CorpusId': 11542804}",2,"P. Runeson, Sten Minör, Johan Svenér","Book, JournalArticle","MAG:2064883847, DBLP:conf/kbse/RunesonMS14, DOI:10.1145/2647648.2647652, CorpusId:11542804"
The 4+1 view model of industry--academia collaboration,,"[{'authorId': '2240057433', 'name': 'P. Runeson'}, {'authorId': '2257301340', 'name': 'Sten Minör'}]",2014.0,WISE@ASE,{'name': 'Proceedings of the 2014 international workshop on Long-term industrial collaboration on software engineering'},https://www.semanticscholar.org/paper/f019caf74ac6723ea598642027203744c35747ec,True,"{'url': 'https://lup.lub.lu.se/search/files/5936851/4647291.pdf', 'status': 'GREEN', 'license': 'other-oa', 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1145/2647648.2647651?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/2647648.2647651, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",8,9,,"['JournalArticle', 'Book']",['Computer Science'],"{'DBLP': 'conf/kbse/RunesonM14', 'MAG': '2078481825', 'DOI': '10.1145/2647648.2647651', 'CorpusId': 263892664}",2,"P. Runeson, Sten Minör","JournalArticle, Book","DBLP:conf/kbse/RunesonM14, MAG:2078481825, DOI:10.1145/2647648.2647651, CorpusId:263892664"
Practical experiences in designing and conducting empirical studies in industry-academia collaboration,,"[{'authorId': '1382277338', 'name': 'Silverio Martínez-Fernández'}, {'authorId': '50119384', 'name': 'Helena Martins Marques'}]",2014.0,Conducting Empirical Studies in Industry,{'pages': '15-20'},https://www.semanticscholar.org/paper/9e51cad8d0abace68f7849219a00499a6e58d88c,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1145/2593690.2593696?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/2593690.2593696, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",16,17,,['JournalArticle'],"['Engineering', 'Computer Science']","{'DBLP': 'conf/icse/Martinez-FernandezM14', 'MAG': '2151560252', 'DOI': '10.1145/2593690.2593696', 'CorpusId': 1187619}",1,"Silverio Martínez-Fernández, Helena Martins Marques",JournalArticle,"DBLP:conf/icse/Martinez-FernandezM14, MAG:2151560252, DOI:10.1145/2593690.2593696, CorpusId:1187619"
Empirical software engineering research with industry: Top 10 challenges,,"[{'authorId': '1714524', 'name': 'C. Wohlin'}]",2013.0,Conducting Empirical Studies in Industry,"{'pages': '43-46', 'name': '2013 1st International Workshop on Conducting Empirical Studies in Industry (CESI)'}",https://www.semanticscholar.org/paper/c8b37feffbdc180a78655c10d0fc9fa474504811,True,"{'url': 'https://bth.diva-portal.org/smash/get/diva2:834194/FULLTEXT01', 'status': 'GREEN', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1109/CESI.2013.6618469?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1109/CESI.2013.6618469, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",64,14,,['JournalArticle'],"['Computer Science', 'Engineering']","{'MAG': '2081467469', 'DBLP': 'conf/icse/Wohlin13', 'DOI': '10.1109/CESI.2013.6618469', 'CorpusId': 14064876}",11,C. Wohlin,JournalArticle,"MAG:2081467469, DBLP:conf/icse/Wohlin13, DOI:10.1109/CESI.2013.6618469, CorpusId:14064876"
Some researcher considerations when conducting empirical studies in industry,,"[{'authorId': '2337003', 'name': 'Sigrid Eldh'}]",2013.0,Conducting Empirical Studies in Industry,"{'pages': '69-70', 'name': '2013 1st International Workshop on Conducting Empirical Studies in Industry (CESI)'}",https://www.semanticscholar.org/paper/86d01a352346c3d0a0a7669ec6443e47ce9b5780,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1109/CESI.2013.6618476?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1109/CESI.2013.6618476, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",10,3,,['JournalArticle'],"['Computer Science', 'Engineering']","{'DBLP': 'conf/icse/Eldh13', 'MAG': '2166139627', 'DOI': '10.1109/CESI.2013.6618476', 'CorpusId': 7786126}",2,Sigrid Eldh,JournalArticle,"DBLP:conf/icse/Eldh13, MAG:2166139627, DOI:10.1109/CESI.2013.6618476, CorpusId:7786126"
Guidelines for Conducting Action Research Studies in Software Engineering,"Context: Action research is popular in software engineering due to its industrial nature and promises of effective technology transfers. Yet, the methodology is still gaining popularity, and guidelines for conducting quality action research studies are needed. Objective: This paper aims to collect, summarize, and discuss guidelines for conducting action research in academia-industry collaborations. The guidelines are designed for researchers and practitioners alike. Method: I use existing guidelines for empirical studies and my own experiences to define guidelines for researchers and host organizations for conducting action research. Results: I identified 22 guidelines for conducting action research studies. They provide actionable recommendations on identifying the relevant context, planning and executing interventions (actions), reporting them, and reasoning around the ethics of action research. Conclusions: The paper concludes that the best way of engaging with action research is when we can be embedded in the host organization and when the collaboration leads to tangible change in the host organization and the generation of new scientific results.","[{'authorId': '2324583413', 'name': 'Miroslaw Staron'}]",2025.0,e-Informatica Software Engineering Journal,"{'volume': '19', 'pages': '250105', 'name': 'e Informatica Softw. Eng. J.'}",https://www.semanticscholar.org/paper/b35a2a19419a5312a0e79fb61cb4e88ca7dc8463,False,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.37190/e-inf250105?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.37190/e-inf250105, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",3,35,,['JournalArticle'],['Computer Science'],"{'DBLP': 'journals/eInformatica/Staron25', 'DOI': '10.37190/e-inf250105', 'CorpusId': 275428736}",0,Miroslaw Staron,JournalArticle,"DBLP:journals/eInformatica/Staron25, DOI:10.37190/e-inf250105, CorpusId:275428736"
A Researcher’s Experiences in Supporting Industrial Software Process Improvement,,"[{'authorId': '1737649', 'name': 'K. Petersen'}]",2016.0,,"{'volume': '', 'pages': '235-255', 'name': ''}",https://www.semanticscholar.org/paper/292d2f72e41e27a27cb8f72040cdca54e084f6d9,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1007/978-3-319-31545-4_12?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1007/978-3-319-31545-4_12, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",0,50,,,['Engineering'],"{'MAG': '2518785283', 'DOI': '10.1007/978-3-319-31545-4_12', 'CorpusId': 114687299}",0,K. Petersen,,"MAG:2518785283, DOI:10.1007/978-3-319-31545-4_12, CorpusId:114687299"
Impediments for Automated Software Test Execution,,"[{'authorId': '2514213', 'name': 'Kristian Wiklund'}]",2015.0,,"{'volume': '', 'name': ''}",https://www.semanticscholar.org/paper/1cab2b9aa93f3240203f532e840d937492eab65d,False,"{'url': '', 'status': None, 'license': None}",8,178,,,['Computer Science'],"{'MAG': '650893005', 'DBLP': 'phd/se/Wiklund15', 'CorpusId': 60034037}",2,Kristian Wiklund,,"MAG:650893005, DBLP:phd/se/Wiklund15, CorpusId:60034037"
The 4+1 View Model of Industri–Academia Collaboration,,"[{'authorId': '2240057433', 'name': 'P. Runeson'}, {'authorId': '2242232859', 'name': 'Sten Min¨or'}]",2014.0,,,https://www.semanticscholar.org/paper/c66e9c71adac4e4ed8844f2a0d53d68130d0310d,False,"{'url': '', 'status': None, 'license': None}",17,9,,,,{'CorpusId': 14887877},1,"P. Runeson, Sten Min¨or",,CorpusId:14887877
Get the Cogs in Synch – Time Horizon Aspects of Industry–Academia Collaboration,,"[{'authorId': '2240057433', 'name': 'P. Runeson'}, {'authorId': '2432003559', 'name': 'Svenér Johan'}, {'authorId': '2240057433', 'name': 'P. Runeson'}, {'authorId': '2242232859', 'name': 'Sten Min¨or'}, {'authorId': '2432002058', 'name': 'Johan Sven´er'}]",,,,https://www.semanticscholar.org/paper/66cb2e5abf52793aec23d6b0ab9f457f311b08bb,False,"{'url': '', 'status': None, 'license': None}",0,14,,,,{'CorpusId': 287830876},0,"P. Runeson, Svenér Johan, P. Runeson, Sten Min¨or, Johan Sven´er",,CorpusId:287830876
