title,abstract,authors,year,venue,journal,url,isOpenAccess,openAccessPdf,citationCount,referenceCount,isInfluential,publicationTypes,fieldsOfStudy,externalIds,influentialCitationCount,authors_names,publicationTypes_str,externalIds_str
"Approaches, success factors, and barriers for technology transfer in software engineering—Results of a systematic literature review",Technology transfer aims at supporting the transfer of results from software engineering research from academia to industrial application.,"[{'authorId': '3352569', 'name': 'Jennifer Brings'}, {'authorId': '144937428', 'name': 'Marian Daun'}, {'authorId': '4054458', 'name': 'S. Brinckmann'}, {'authorId': '2063057962', 'name': 'Kevin Keller'}, {'authorId': '1757818', 'name': 'T. Weyer'}]",2018.0,J. Softw. Evol. Process.,"{'volume': '30', 'name': 'Journal of Software: Evolution and Process'}",https://www.semanticscholar.org/paper/e748121367b886c083af6f57e1556a15c7b2baae,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1002/smr.1981?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1002/smr.1981, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",13,94,,"['JournalArticle', 'Review']",['Computer Science'],"{'MAG': '2885330352', 'DBLP': 'journals/smr/BringsDBKW18', 'DOI': '10.1002/smr.1981', 'CorpusId': 53947695}",0,"Jennifer Brings, Marian Daun, S. Brinckmann, Kevin Keller, T. Weyer","JournalArticle, Review","MAG:2885330352, DBLP:journals/smr/BringsDBKW18, DOI:10.1002/smr.1981, CorpusId:53947695"
The Use of System Development Methodologies in the Development of Mobile Applications: Are they Worthy of Use?,"The implementation of system development methodologies (SDMs) in mobile applications (mobile apps) development has a positive effect on companies and their respective software projects. SDMs provide a framework for planning, executing, and managing the process of developing software systems. In this paper, we investigate the worthiness of using of SDMs in the development of mobile applications. A survey was conducted among software developers in various organizations. The organizations included software development companies, financial institutions, telecommunication companies, engineering companies and educational institutions. A total of 152 out of 392 questionnaires distributed, were returned, giving a response rate of 38.8%. Furthermore, the responses were categorized into two groups (users/non-users of SDMs) and T-test analysis was performed to determine the differences between the means of the two groups. The findings indicate that SDMs are effectively used in developing mobile apps and there are significant practical differences between the users and non-users of SDMs in mobile apps development in areas of organizational size, the number of developers in the organization, years of experience, the number of applications developed and application success. The users (companies and individuals) are larger, more experienced and more productive. Furthermore, the use of SDMs in mobile apps development leads to more successful mobile apps. We conclude that SDMs are indeed worthy of use in mobile apps development.","[{'authorId': '51194123', 'name': 'Wilfred Chinedu Okonkwo'}, {'authorId': '40070006', 'name': 'Magda Huisman'}]",2018.0,Annual International Computer Software and Applications Conference,"{'volume': '02', 'pages': '278-283', 'name': '2018 IEEE 42nd Annual Computer Software and Applications Conference (COMPSAC)'}",https://www.semanticscholar.org/paper/cb8709fafb4661a3f9cb7a95f94188ef8eccfa63,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1109/COMPSAC.2018.10243?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1109/COMPSAC.2018.10243, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",5,41,,"['JournalArticle', 'Conference', 'Review']",['Computer Science'],"{'MAG': '2809493129', 'DBLP': 'conf/compsac/OkonkwoH18', 'DOI': '10.1109/COMPSAC.2018.10243', 'CorpusId': 52057679}",0,"Wilfred Chinedu Okonkwo, Magda Huisman","JournalArticle, Conference, Review","MAG:2809493129, DBLP:conf/compsac/OkonkwoH18, DOI:10.1109/COMPSAC.2018.10243, CorpusId:52057679"
Transfering Software Form Univesities to Industries: A Case Study ICTL,"To develop digital control systems (software) is a very attractive idea for solving industrial control problems because the required budget for designing it could be lower than designing hardware for control systems; thus, several universities in Mexico are interested in developing digital control Toolkits that can be deployed in commercial platforms. Moreover, some industries need to improve their conventional control systems, so intelligent control systems are an excellent opportunity for being implemented as industrial solutions. However, when this software is transferred from universities to the industry sector, some considerations must be considered to avoid complications during the technology transfer process. This paper shows how software for intelligent control systems based on LabVIEW (ICTL) was transfer to the industry as well as the main steps that were followed to attract a market sector in the industrial automation segment. Also, this paper illustrates some experiences that were learned during the transferring process at Tecnologico de Monterrey in Mexico.","[{'authorId': '144302764', 'name': 'P. Ponce'}, {'authorId': '144394807', 'name': 'A. Molina'}]",2018.0,"International Conference on Engineering, Technology and Innovation","{'pages': '1-6', 'name': '2018 IEEE International Conference on Engineering, Technology and Innovation (ICE/ITMC)'}",https://www.semanticscholar.org/paper/a09b198d635d1a3f782a10ab2d5d56e86fe8235e,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1109/ICE.2018.8436375?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1109/ICE.2018.8436375, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",0,12,,"['JournalArticle', 'Conference']",['Computer Science'],"{'DBLP': 'conf/ice-itmc/PonceM18', 'MAG': '2886701069', 'DOI': '10.1109/ICE.2018.8436375', 'CorpusId': 52017078}",0,"P. Ponce, A. Molina","JournalArticle, Conference","DBLP:conf/ice-itmc/PonceM18, MAG:2886701069, DOI:10.1109/ICE.2018.8436375, CorpusId:52017078"
Toward Improving Industrial Adoption: The Choice of Programming Languages and Development Environments,"While promising software engineering approaches are proposed every day, only few are adapted by professional developers. There are many potential reasons for this, such as, problems in identifying helpful approaches, missing tools, or lacking practical relevance. With our current research, we are concerned to improve the knowledge transfer from research to practice. In this paper, we discuss the impact of development environments and programming languages on knowledge transfer – considering that many scientific approaches and tools are interesting for professional developers, but rarely adopted by them. We base our discussion mainly on our personal experiences with industry-academia collaborations. To determine whether these experiences also apply to other developers, we additionally conducted a survey with 89 participants from academia and industry. The first results of our on-going work indicate a gap between the development environments and programming languages that are supported or used by researchers and those that are applied in industry. Based on our results, we describe initial discussions that can help to improve collaborations between industry and research.","[{'authorId': '1411071289', 'name': 'Ivonne von Nostitz-Wallwitz'}, {'authorId': '38256069', 'name': 'J. Krüger'}, {'authorId': '1744147', 'name': 'Thomas Leich'}]",2018.0,2018 IEEE/ACM 5th International Workshop on Software Engineering Research and Industrial Practice (SER&IP),"{'pages': '10-17', 'name': '2018 IEEE/ACM 5th International Workshop on Software Engineering Research and Industrial Practice (SER&IP)'}",https://www.semanticscholar.org/paper/5e3e37d9620dff0c2aa01a322c3d5f4f238a8b8c,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1145/3195546.3195548?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/3195546.3195548, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",5,36,,"['JournalArticle', 'Book', 'Review']",['Computer Science'],"{'DBLP': 'conf/icse/Nostitz-Wallwitz18a', 'MAG': '2884718919', 'DOI': '10.1145/3195546.3195548', 'CorpusId': 49868002}",0,"Ivonne von Nostitz-Wallwitz, J. Krüger, Thomas Leich","JournalArticle, Book, Review","DBLP:conf/icse/Nostitz-Wallwitz18a, MAG:2884718919, DOI:10.1145/3195546.3195548, CorpusId:49868002"
Protocol and Tools for Conducting Agile Software Engineering Research in an Industrial-Academic Setting: A Preliminary Study,"Conducting empirical research in software engineering industry is a process, and as such, it should be generalizable. The aim of this paper is to discuss how academic researchers may address some of the challenges they encounter during conducting empirical research in the software industry by means of a systematic and structured approach. The protocol developed in this paper should serve as a practical guide for researchers and help them with conducting empirical research in this complex environment.","[{'authorId': '2004219240', 'name': 'Katarzyna Biesialska'}, {'authorId': '1689870', 'name': 'Xavier Franch'}, {'authorId': '1393629404', 'name': 'V. Muntés-Mulero'}]",2018.0,Conducting Empirical Studies in Industry,"{'pages': '29-32', 'name': '2018 IEEE/ACM 6th International Workshop on Conducting Empirical Studies in Industry (CESI)'}",https://www.semanticscholar.org/paper/91bace609f0ec0124678101a8016266ddd180f6f,True,"{'url': 'https://upcommons.upc.edu/bitstream/2117/124568/1/1804.03416.pdf', 'status': 'GREEN', 'license': 'other-oa', 'disclaimer': 'Notice: Paper or abstract available at https://arxiv.org/abs/1804.03416, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",7,24,,"['Book', 'JournalArticle']","['Computer Science', 'Engineering']","{'MAG': '2797734574', 'ArXiv': '1804.03416', 'DBLP': 'conf/icse/BiesialskaFM18', 'DOI': '10.1145/3193965.3193970', 'CorpusId': 4758585}",1,"Katarzyna Biesialska, Xavier Franch, V. Muntés-Mulero","Book, JournalArticle","MAG:2797734574, ArXiv:1804.03416, DBLP:conf/icse/BiesialskaFM18, DOI:10.1145/3193965.3193970, CorpusId:4758585"
Continuous and collaborative technology transfer: Software engineering research with real-time industry impact,"Abstract Context: Traditional technology transfer models rely on the assumption that innovations are created in academia, after which they are transferred to industry using a sequential flow of activities. This model is outdated in contemporary software engineering research that is done in close collaboration between academia and industry and in large consortia rather than on a one-on-one basis. In the new setup, research can be viewed as continuous co-experimentation, where industry and academia closely collaborate and iteratively and jointly discover problems and develop, test, and improve solutions. Objective: The objective of the paper is to answer the following research questions: How can high-quality, ambitious software engineering research in a collaborative setup be conducted quickly and on a large scale? How can real-time business feedback to continuously improve candidate solutions be gained? Method: The proposed model has been created, refined, and evaluated in two large, national Finnish software research programs. For this paper, we conducted thematic interviews with representatives of four companies who participated in these programs. Results: The fundamental change is in the mindset of the participants from technology push by academia to technology pull by companies, resulting in co-creation. Furthermore, continuous cooperation between participants enables solutions to evolve in rapid cycles and forms a scalable model of interaction between research institutes and companies. Conclusions: The multifaceted nature of software engineering research calls for numerous approaches. In particular, when working with human-related topics such as company culture and development methods, many discoveries result from seamless collaboration between companies and research institutes.","[{'authorId': '1754218', 'name': 'T. Mikkonen'}, {'authorId': '1846281', 'name': 'C. Lassenius'}, {'authorId': '1780606', 'name': 'T. Männistö'}, {'authorId': '1744431', 'name': 'M. Oivo'}, {'authorId': '35268416', 'name': 'J. Järvinen'}]",2017.0,Information and Software Technology,"{'volume': '95', 'pages': '34-45', 'name': 'Inf. Softw. Technol.'}",https://www.semanticscholar.org/paper/060b6ee98ceddd05734b00c9e45221a0c396d4e3,True,"{'url': 'https://oulurepo.oulu.fi/bitstream/10024/28383/1/nbnfi-fe202001142094.pdf', 'status': 'GREEN', 'license': 'CCBYNCND', 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1016/J.INFSOF.2017.10.013?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1016/J.INFSOF.2017.10.013, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",47,72,,['JournalArticle'],"['Computer Science', 'Engineering']","{'DBLP': 'journals/infsof/MikkonenLMOJ18', 'MAG': '2767744171', 'DOI': '10.1016/J.INFSOF.2017.10.013', 'CorpusId': 3292815}",4,"T. Mikkonen, C. Lassenius, T. Männistö, M. Oivo, J. Järvinen",JournalArticle,"DBLP:journals/infsof/MikkonenLMOJ18, MAG:2767744171, DOI:10.1016/J.INFSOF.2017.10.013, CorpusId:3292815"
Programming Language Adoption as an Epidemiological Phenomenon,,"[{'authorId': '2904015', 'name': 'E. Barreiros'}, {'authorId': '31839289', 'name': 'Jones O. Albuquerque'}, {'authorId': '2111411537', 'name': 'J. P. L. D. Oliveira'}, {'authorId': '50527855', 'name': 'Helaine Lins'}, {'authorId': '145256450', 'name': 'S. Soares'}]",2017.0,Brazilian Symposium on Software Engineering,{'name': 'Proceedings of the XXXI Brazilian Symposium on Software Engineering'},https://www.semanticscholar.org/paper/990d31390a15b117315c1bcd5eb42f2d40c5a1c4,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1145/3131151.3131188?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/3131151.3131188, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",1,35,,"['Book', 'JournalArticle']",['Computer Science'],"{'DBLP': 'conf/sbes/BarreirosAOLS17', 'MAG': '2756440869', 'DOI': '10.1145/3131151.3131188', 'CorpusId': 21786964}",0,"E. Barreiros, Jones O. Albuquerque, J. P. L. D. Oliveira, Helaine Lins, S. Soares","Book, JournalArticle","DBLP:conf/sbes/BarreirosAOLS17, MAG:2756440869, DOI:10.1145/3131151.3131188, CorpusId:21786964"
"Using argumentation theory to analyse software practitioners' defeasible evidence, inference and belief",,"[{'authorId': '3102561', 'name': 'A. Rainer'}]",2017.0,Information and Software Technology,"{'volume': '87', 'pages': '62-80', 'name': 'Inf. Softw. Technol.'}",https://www.semanticscholar.org/paper/8f4d0b23af5ffe122bfc2cd950ef08ceba2fe775,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1016/J.INFSOF.2017.01.011?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1016/J.INFSOF.2017.01.011, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",29,67,,['JournalArticle'],['Computer Science'],"{'DBLP': 'journals/infsof/Rainer17', 'MAG': '2583209614', 'DOI': '10.1016/J.INFSOF.2017.01.011', 'CorpusId': 33151770}",5,A. Rainer,JournalArticle,"DBLP:journals/infsof/Rainer17, MAG:2583209614, DOI:10.1016/J.INFSOF.2017.01.011, CorpusId:33151770"
Understanding the Belief Systems behind Software Engineering Practices: Studies on Evidence-Based Practices in an Industrial Setting,,"[{'authorId': '144722047', 'name': 'M. Passos'}]",2017.0,,"{'volume': '', 'name': ''}",https://www.semanticscholar.org/paper/e10ae5499ab2e7d8cfd5722f3fb5ea8dc99c07e3,False,"{'url': '', 'status': None, 'license': None}",0,88,,,"['Engineering', 'Computer Science']","{'MAG': '2911609908', 'DBLP': 'phd/ndltd/Passos14b', 'CorpusId': 51869359}",0,M. Passos,,"MAG:2911609908, DBLP:phd/ndltd/Passos14b, CorpusId:51869359"
Is Server Virtualization Implementation in Business and Public Organizations a Worthwhile Investment?,,"[{'authorId': '36687774', 'name': 'A. Ogunyemi'}, {'authorId': '7561905', 'name': 'K. Johnston'}]",2017.0,International Journal of Information Technology and Decision Making,"{'volume': '16', 'pages': '711-736', 'name': 'Int. J. Inf. Technol. Decis. Mak.'}",https://www.semanticscholar.org/paper/5d3c4b194824b65e201b6635e695fc2941603437,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1142/S0219622017500146?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1142/S0219622017500146, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",1,36,,"['JournalArticle', 'Review']","['Computer Science', 'Business']","{'MAG': '2587798927', 'DBLP': 'journals/ijitdm/OgunyemiJ17', 'DOI': '10.1142/S0219622017500146', 'CorpusId': 6171153}",0,"A. Ogunyemi, K. Johnston","JournalArticle, Review","MAG:2587798927, DBLP:journals/ijitdm/OgunyemiJ17, DOI:10.1142/S0219622017500146, CorpusId:6171153"
The Role of Quality Assurance in Software Development Projects: Project Failures and Business Performance,"In the product business still battles with the hard assignment of creating programming applications that meet quality gauges, and spending limitations. The requirement for programming to be without mistake remained a test to the IT business. Hence, the basic role of this study is to answer why officials hesitant to apportion assets to quality confirmation (QA) process amid the procedure of the framework advancement life cycle (SDLC)? This exploration utilized a quantitative study outline to research to what degree the inclusion of QA amid the SDLC procedure diminished programming venture disappointments. The information will be investigate utilizing inductive techniques and was expected to be summed up to the whole IT programming improvement populace. The exploration showed a feeling that incorporation of QA in all periods of SDLC was a great marvel. To gather the essential information, a proficient study will be led through survey structure will be utilized to take the criticisms and perspectives from various programming houses and industry specialists. The last stage will be the elucidating factual investigation by utilizing measurable techniques. Matlab programming will be utilized to gauge the fluctuation and execution by contrasting the execution parameters. As a consequence of this examination, the odds of the venture disappointment amid undertaking advancement will be declines and the business execution of the tasks will be expansions.","[{'authorId': '2407338', 'name': 'Ahmed Mateen'}, {'authorId': '46985663', 'name': 'M. Jahanzaib'}, {'authorId': '49623261', 'name': 'Nayyar Iqbal'}]",2017.0,arXiv.org,"{'volume': 'abs/1702.00122', 'name': 'ArXiv'}",https://www.semanticscholar.org/paper/81c3c14ea48d555c9b4ff1e4bad9e03f25eef9b6,False,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://arxiv.org/abs/1702.00122, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",5,40,,"['JournalArticle', 'Review']",['Computer Science'],"{'MAG': '2587207295', 'DBLP': 'journals/corr/MateenJI17', 'ArXiv': '1702.00122', 'CorpusId': 17690874}",1,"Ahmed Mateen, M. Jahanzaib, Nayyar Iqbal","JournalArticle, Review","MAG:2587207295, DBLP:journals/corr/MateenJI17, ArXiv:1702.00122, CorpusId:17690874"
Challenges and best practices in industry-academia collaborations in software engineering: A systematic literature review,,"[{'authorId': '1761511', 'name': 'V. Garousi'}, {'authorId': '1737649', 'name': 'K. Petersen'}, {'authorId': '153469005', 'name': 'B. Ozkan'}]",2016.0,Information and Software Technology,"{'volume': '79', 'pages': '106-127', 'name': 'Inf. Softw. Technol.'}",https://www.semanticscholar.org/paper/4409464a4a08f9f2d44253b7dd631f8619f2871e,True,"{'url': 'https://pure.tue.nl/ws/files/93075532/ChallengesandbestPracticesinIAColloborationsinSE.pdf', 'status': 'GREEN', 'license': 'other-oa', 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1016/J.INFSOF.2016.07.006?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1016/J.INFSOF.2016.07.006, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",220,80,,"['JournalArticle', 'Review']","['Computer Science', 'Engineering']","{'DBLP': 'journals/infsof/GarousiPO16', 'MAG': '2494902551', 'DOI': '10.1016/J.INFSOF.2016.07.006', 'CorpusId': 29012577}",17,"V. Garousi, K. Petersen, B. Ozkan","JournalArticle, Review","DBLP:journals/infsof/GarousiPO16, MAG:2494902551, DOI:10.1016/J.INFSOF.2016.07.006, CorpusId:29012577"
Key management processes to technology transfer success,,"[{'authorId': '3065940', 'name': 'D. Jin'}, {'authorId': '145556084', 'name': 'X. Mo'}, {'authorId': '144392031', 'name': 'A. M. Subramanian'}, {'authorId': '2330980', 'name': 'K. Chai'}, {'authorId': '10153171', 'name': 'C. Hang'}]",2016.0,International Conference on Management of Innovation and Technology,"{'pages': '67-71', 'name': '2016 IEEE International Conference on Management of Innovation and Technology (ICMIT)'}",https://www.semanticscholar.org/paper/9ff4797ace5e616473cf2991f6396257bc0aae03,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1109/ICMIT.2016.7605009?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1109/ICMIT.2016.7605009, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",2,28,,['Conference'],['Business'],"{'MAG': '2534254702', 'DOI': '10.1109/ICMIT.2016.7605009', 'CorpusId': 21435291}",0,"D. Jin, X. Mo, A. M. Subramanian, K. Chai, C. Hang",Conference,"MAG:2534254702, DOI:10.1109/ICMIT.2016.7605009, CorpusId:21435291"
Industry–academia collaborations in software testing: experience and success stories from Canada and Turkey,,"[{'authorId': '1761511', 'name': 'V. Garousi'}, {'authorId': '2860304', 'name': 'M. M. Eskandar'}, {'authorId': '2251408', 'name': 'Kadir Herkiloglu'}]",2016.0,Software quality journal,"{'volume': '25', 'pages': '1091 - 1143', 'name': 'Software Quality Journal'}",https://www.semanticscholar.org/paper/7f78ebc6585dc6aefc4c7e91cd8f471704d867c6,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1007/s11219-016-9319-5?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1007/s11219-016-9319-5, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",48,89,,"['JournalArticle', 'Review']","['Computer Science', 'Engineering']","{'MAG': '2466590866', 'DBLP': 'journals/sqj/GarousiEH17', 'DOI': '10.1007/s11219-016-9319-5', 'CorpusId': 3251058}",1,"V. Garousi, M. M. Eskandar, Kadir Herkiloglu","JournalArticle, Review","MAG:2466590866, DBLP:journals/sqj/GarousiEH17, DOI:10.1007/s11219-016-9319-5, CorpusId:3251058"
The Evolution of an Enterprise System Implementation Methodology by Adaptation through Reflexivity,,"[{'authorId': '145353593', 'name': 'D. Mihailescu'}, {'authorId': '145763880', 'name': 'M. Mihailescu'}, {'authorId': '1749787', 'name': 'S. Carlsson'}]",2016.0,Hawaii International Conference on System Sciences,"{'pages': '4961-4970', 'name': '2016 49th Hawaii International Conference on System Sciences (HICSS)'}",https://www.semanticscholar.org/paper/e1ac03b4af12efe91d02dd28a885134ef1c6407b,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1109/HICSS.2016.615?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1109/HICSS.2016.615, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",0,36,,"['JournalArticle', 'Conference']",['Computer Science'],"{'MAG': '2296387595', 'DBLP': 'conf/hicss/MihailescuMC16', 'DOI': '10.1109/HICSS.2016.615', 'CorpusId': 901369}",0,"D. Mihailescu, M. Mihailescu, S. Carlsson","JournalArticle, Conference","MAG:2296387595, DBLP:conf/hicss/MihailescuMC16, DOI:10.1109/HICSS.2016.615, CorpusId:901369"
A Case Study on Artefact-Based RE Improvement in Practice,"Background: Defect models capture faults and methods to provoke failures. To integrate such defect models into existing quality assurance processes, we developed a defect model lifecycle framework, in which the elicitation and classification of context-specific defects forms a crucial step. Although we could gather first insights from its practical application, we still have little knowledge about its benefits and limitations. Objective: We aim at qualitatively analyzing the context-specific elicitation and classification of defects to explore the suitability of our approach for practical application. Method: We apply case study research in multiple contexts and analyze 1 what kind of defects we can elicit and the degree to which the defects matter to a context only, 2 the extent to which it leads to results useful enough for describing and operationalizing defect models, and 3 if there is a perceived additional immediate benefit from a practitioner's perspective. Results: Our results strengthen our confidence on the suitability of our approach to elicit defects that are context-specific as well as context-independent. Conclusions: We conclude so far that our approach is suitable to provide a blueprint on how to elicit and classify defects for specific contexts to be used for the improvement of quality assurance techniques.","[{'authorId': '9543862', 'name': 'Daniel Méndez Fernández'}, {'authorId': '49859108', 'name': 'S. Wagner'}]",2015.0,International Conference on Product Focused Software Process Improvement,"{'volume': 'abs/1611.10022', 'name': 'ArXiv'}",https://www.semanticscholar.org/paper/84ec01ac608c3f916cfb003e8988792fedf89a9b,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://arxiv.org/abs/1611.10022, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",5,47,,['JournalArticle'],"['Computer Science', 'Engineering']","{'ArXiv': '1611.10022', 'MAG': '2124525437', 'DBLP': 'journals/corr/HollingFP16', 'DOI': '10.1007/978-3-319-26844-6_9', 'CorpusId': 513841}",1,"Daniel Méndez Fernández, S. Wagner",JournalArticle,"ArXiv:1611.10022, MAG:2124525437, DBLP:journals/corr/HollingFP16, DOI:10.1007/978-3-319-26844-6_9, CorpusId:513841"
An Exploratory Study on Technology Transfer in Software Engineering,,"[{'authorId': '1707685', 'name': 'Philipp Diebold'}, {'authorId': '3326020', 'name': 'A. Vetrò'}, {'authorId': '9543862', 'name': 'Daniel Méndez Fernández'}]",2015.0,International Symposium on Empirical Software Engineering and Measurement,"{'pages': '1-10', 'name': '2015 ACM/IEEE International Symposium on Empirical Software Engineering and Measurement (ESEM)'}",https://www.semanticscholar.org/paper/80efbbc8b1faf74d04621ff94a4ef22794d87ce1,True,"{'url': 'https://iris.polito.it/bitstream/11583/2626809/1/2015-esem-tt.pdf', 'status': 'GREEN', 'license': 'other-oa', 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1109/ESEM.2015.7321189?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1109/ESEM.2015.7321189, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",18,27,,"['JournalArticle', 'Review']",['Computer Science'],"{'DBLP': 'conf/esem/DieboldVF15', 'MAG': '1894267222', 'DOI': '10.1109/ESEM.2015.7321189', 'CorpusId': 12818625}",0,"Philipp Diebold, A. Vetrò, Daniel Méndez Fernández","JournalArticle, Review","DBLP:conf/esem/DieboldVF15, MAG:1894267222, DOI:10.1109/ESEM.2015.7321189, CorpusId:12818625"
In Quest for Proper Mediums for Technology Transfer in Software Engineering,"Background: Successful transfer of the results of research projects into practice is of great interest to all project participants. It can be assumed that different transfer mediums fulfill technology transfer (TT) with different levels of success and that they are impaired by different kinds of barriers. Objective: The goal of this study is to gain a better understanding about the different mediums used for TT in software engineering, and to identify barriers weakening the success of the application of such mediums. Method: We conducted an exploratory study implemented by a survey in the context of a German research project with a broad range of used mediums. Results: The main reported barriers were low expectations of usefulness, no awareness of existence, lack of resources, or inadequateness in terms of outdated material or being in an immature state. Conclusions: We interpreted our results as symptoms of a lack of a dissemination plan in the project. Further work will be needed to explore the implications for the transfer of research results (knowledge and techniques) to practice.","[{'authorId': '2847151', 'name': 'Florian Grigoleit'}, {'authorId': '3326020', 'name': 'A. Vetrò'}, {'authorId': '1707685', 'name': 'Philipp Diebold'}, {'authorId': '9543862', 'name': 'Daniel Méndez Fernández'}, {'authorId': '2059865213', 'name': 'Wolfgang Böhm'}]",2015.0,International Symposium on Empirical Software Engineering and Measurement,"{'pages': '1-4', 'name': '2015 ACM/IEEE International Symposium on Empirical Software Engineering and Measurement (ESEM)'}",https://www.semanticscholar.org/paper/ac376337560764a3a99a83ec5749e8661f04d840,True,"{'url': 'https://arxiv.org/pdf/1612.01385', 'status': 'GREEN', 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://arxiv.org/abs/1612.01385, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",15,12,,"['JournalArticle', 'Review']","['Computer Science', 'Engineering']","{'DBLP': 'journals/corr/GrigoleitVFBD16', 'MAG': '1937772301', 'ArXiv': '1612.01385', 'DOI': '10.1109/ESEM.2015.7321203', 'CorpusId': 8549871}",0,"Florian Grigoleit, A. Vetrò, Philipp Diebold, Daniel Méndez Fernández, Wolfgang Böhm","JournalArticle, Review","DBLP:journals/corr/GrigoleitVFBD16, MAG:1937772301, ArXiv:1612.01385, DOI:10.1109/ESEM.2015.7321203, CorpusId:8549871"
