Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
6,"RB Svensson, B Regnell, A Aurum","Towards modeling guidelines for capturing the cost of improving software product quality in release planning",2010,"Proceedings of the 11th …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1961258.1961263","https://scholar.google.com/scholar?cites=1725212891792765421&as_sdt=2005&sciodt=0,5&hl=en",81,"2026-05-05 09:48:35","","10.1145/1961258.1961263","","",,,,,6,0.38,2,3,16,"Quality requirements complement functional requirements with information on the target quality levels of software functions or emergent system quality aspects. In release planning …","https://dl.acm.org/doi/pdf/10.1145/1961258.1961263","https://scholar.google.com/scholar?q=related:7XE7Cfwv8RcJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
6,"I von Nostitz-Wallwitz, J Krüger, T Leich","Towards improving industrial adoption: the choice of programming languages and development environments",2018,"Proceedings of the 5th …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3195546.3195548","https://scholar.google.com/scholar?cites=10852711107967360937&as_sdt=2005&sciodt=0,5&hl=en",71,"2026-05-05 09:48:35","","10.1145/3195546.3195548","","",,,,,6,0.75,2,3,8,"While promising software engineering approaches are proposed every day, only few are adapted by professional developers. There are many potential reasons for this, such as …","https://dl.acm.org/doi/pdf/10.1145/3195546.3195548","https://scholar.google.com/scholar?q=related:qZ9UqECTnJYJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
4,"R Awasthy, S Flint, RS Sankaranarayana","Towards improved Adoption: Effectiveness of Research Tools in the Real World.",2016,"QuASoQ/TDA@ APSEC","ceur-ws.org","https://ceur-ws.org/Vol-1771/paper4.pdf","https://scholar.google.com/scholar?cites=10104729710150760334&as_sdt=2005&sciodt=0,5&hl=en",87,"2026-05-05 09:48:35","PDF","","","",,,,,4,0.40,1,3,10,"One of the challenges in the area of software engineering research has been the low rate of adoption by industry of the tools and methods produced by university researchers. We …","https://ceur-ws.org/Vol-1771/paper4.pdf","https://scholar.google.com/scholar?q=related:jjffXCI2O4wJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
1,"VHS Durelli, AT Endo, A Simao…","Towards envisaging software testing in a pervasive computing world",2012,"2012 26th Brazilian …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6337875/?casa_token=Cfey_a3aSeIAAAAA:FDfpE_QYa5pKfbFgmjEpyohxDe48mUZ0_RsEZ960oHjcqvy4NOzzlcV24jYn8LBGHtI_6kk75DSV","https://scholar.google.com/scholar?cites=17068250248064501450&as_sdt=2005&sciodt=0,5&hl=en",131,"2026-05-05 09:48:35","","","","",,,,,1,0.07,0,4,14,"Pervasive computing has been increasingly finding its way into mainstream. Such paradigm has been fostering the development of systems that transparently interact with users, push …","https://ieeexplore.ieee.org/iel5/6336637/6337858/06337875.pdf?casa_token=vpvoOqrCsBAAAAAA:XjdBHk20wW4Gh4Sc7gR5jRQxznkw0Nv_h4gPC9mOdiq8VxD8Hqmr66_fJ5-IXSUc6plcWpzfVL_Q","https://scholar.google.com/scholar?q=related:yoZbTSub3uwJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
2,"K Van Aswegen, M Huisman, E Taylor","To use or not to use? SDM utilisation in the development of LMS in South Africa",2014,"Interactive Technology and …","emerald.com","https://www.emerald.com/itse/article/11/4/238/175878","https://scholar.google.com/scholar?cites=4080631509970203045&as_sdt=2005&sciodt=0,5&hl=en",117,"2026-05-05 09:48:35","HTML","","","",,,,,2,0.17,1,3,12,"Purpose–The purpose of this study was to determine if Systems Development Methodologies (SDMs) are being utilised effectively in the development of Learning …","https://www.emerald.com/itse/article/11/4/238/175878","https://scholar.google.com/scholar?q=related:pTEK-7xQoTgJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
9,"WC Okonkwo, M Huisman","The use of system development methodologies in the development of mobile applications: Are they worthy of use?",2018,"2018 IEEE 42nd Annual Computer …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8377871/?casa_token=PoCns59ym9sAAAAA:uK0pIFzKls_nKY90x6fYgxSvB6ndR9zOI3pRub7w7N8JsfQgjgJZ4qIXWhmTmXlFb30uR8nPa2a8","https://scholar.google.com/scholar?cites=12202666910351449303&as_sdt=2005&sciodt=0,5&hl=en",60,"2026-05-05 09:48:35","","","","",,,,,9,1.13,5,2,8,"The implementation of system development methodologies (SDMs) in mobile applications (mobile apps) development has a positive effect on companies and their respective software …","https://ieeexplore.ieee.org/iel7/8376143/8377808/08377871.pdf?casa_token=zZqTVU_qjnMAAAAA:6kh4vjB6N-mpw45zJ5MPhqVOzkrTRqicHnN6_J8hcnaNl0mgkL8N8wR4F2cbA0bRr_WE_61Zhjee","https://scholar.google.com/scholar?q=related:11zpB-eUWKkJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"JC Van Aswegen","The use and effectiveness of systems development methodologies in developing electronic learning systems",2014,"","Citeseer","","",148,"2026-05-05 09:48:35","CITATION","","","",,,,,0,0.00,0,1,12,"","","https://scholar.google.com/scholar?q=related:I0JEeZAFyg4J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
6,"M Staples","The unending quest for valid, useful software engineering theories",2015,"2015 IEEE/ACM 4th SEMAT Workshop on a …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7169395/","https://scholar.google.com/scholar?cites=7102548110536883583&as_sdt=2005&sciodt=0,5&hl=en",82,"2026-05-05 09:48:35","","","","",,,,,6,0.55,6,1,11,"Using scientific disciplines as inspiration, some researchers have called for the creation of general theories for software engineering. I present a contrary view, drawing on recent work …","","https://scholar.google.com/scholar?q=related:fz2sKOBRkWIJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
1,"J Rauhamäki, O Laitinen, S Sierla…","The role of user guidance in the industrial adoption of MDE approach",2010,"… Communications of the …","eceasst.org","https://eceasst.org/index.php/eceasst/article/view/1734","https://scholar.google.com/scholar?cites=1950158973482209874&as_sdt=2005&sciodt=0,5&hl=en",132,"2026-05-05 09:48:35","","","","",,,,,1,0.06,0,4,16,"Abstract Model-Driven Engineering (MDE) has emerged as an actively researched and established approach for next generation control application development. Technology …","https://eceasst.org/index.php/eceasst/article/download/1734/1861","https://scholar.google.com/scholar?q=related:UpLyBUFbEBsJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
9,"E Ichu, R Nemani","The role of quality assurance in software development projects: Project failures and business performance",2011,"Int. J. Comp. Tech. Appl","","","https://scholar.google.com/scholar?cites=10419625866717868827&as_sdt=2005&sciodt=0,5&hl=en",159,"2026-05-05 09:48:35","CITATION","","","",,,,,9,0.60,5,2,15,"","","https://scholar.google.com/scholar?q=related:G7MwLoXymZAJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
71,"K El Emam","The ROI from software quality",2005,"","taylorfrancis.com","https://www.taylorfrancis.com/books/mono/10.1201/9780849332982/roi-software-quality-khaled-el-emam","https://scholar.google.com/scholar?cites=2513850335043395359&as_sdt=2005&sciodt=0,5&hl=en",36,"2026-05-05 09:48:35","BOOK","10.1201/9780849332982","","",,,,,71,3.38,71,1,21,"The ROI from Software Quality provides the tools needed for software engineers and project managers to calculate how much they should invest in quality, what benefits the investment …","","https://scholar.google.com/scholar?q=related:Hx_Cjo_94iIJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
16,"TC Lethbridge, S Lyon, P Perry","The management of university–Industry collaborations involving empirical studies of software engineering",2008,"Guide to Advanced Empirical Software …","Springer","https://link.springer.com/content/pdf/10.1007/978-1-84800-044-5.pdf#page=265","https://scholar.google.com/scholar?cites=11131170892752007203&as_sdt=2005&sciodt=0,5&hl=en",56,"2026-05-05 09:48:35","","10.1007/978-1-84800-044-5","","",,,,,16,0.89,5,3,18,"In this chapter we will discuss some of the pragmatic considerations that we believe university researchers and companies should consider when establishing collaborative …","https://www.cin.ufpe.br/~fmcf2/Doutorado/2008-Guide%20to%20Advanced%20Empirical%20Software%20Engineering.pdf#page=263","https://scholar.google.com/scholar?q=related:I7CmlPPceZoJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"L Iandoli, G Zollo","The Management of Grey Knowledge Through Causal Maps: A Field Example",2007,"… Cognition and Learning: Building Systems for the …","igi-global.com","https://www.igi-global.com/chapter/organizational-cognition-learning/27898","",155,"2026-05-05 09:48:35","","","","",,,,,0,0.00,0,2,19,"In this chapter, through the description of concrete examples drawn from a field study, 1 our intention is to provide the reader with a detailed account of the application of the …","","https://scholar.google.com/scholar?q=related:L1wLItEL3B0J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"D Mihailescu, M Mihailescu…","The evolution of an enterprise system implementation methodology by adaptation through reflexivity",2016,"2016 49th Hawaii …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7427802/?casa_token=FuJ4MUaZo2EAAAAA:KFUDOC8nHNKPlz4rSwB6aQjlmFh370VCngx6IEu5TT7271Wn3L5jNXwqOJ6es9Y8NPHIv2eI3D73","",145,"2026-05-05 09:48:35","","","","",,,,,0,0.00,0,3,10,"In spite of an Enterprise Systems Implementation Methodology's (ESIM's) potential and significance for Enterprise Systems implementation, little attention has been paid to its …","https://ieeexplore.ieee.org/iel7/7426593/7427173/07427802.pdf?casa_token=-XhxVDisRaYAAAAA:DQgXjjeCF0qFtUDgDEneS_HThqj8Mpl7QTGF45urdlbgrQ6Nj8m6DPXbDai797rdvcQeZm1KuZaR","https://scholar.google.com/scholar?q=related:Vg7jw-bM3_MJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
665,"MJ Harrold","Testing: a roadmap",2000,"Proceedings of the Conference on the Future of …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/336512.336532","https://scholar.google.com/scholar?cites=17062123351169639415&as_sdt=2005&sciodt=0,5&hl=en",6,"2026-05-05 09:48:35","","10.1145/336512.336532","","",,,,,665,25.58,665,1,26,"Testing is an important process that is performed to support quality assurance. Testing activities support quality assurance by gathering information about the nature of the software …","https://dl.acm.org/doi/pdf/10.1145/336512.336532","https://scholar.google.com/scholar?q=related:9yNd9MnWyOwJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
13,"M Wang, S Pfleeger, DM Adamson…","Technology transfer of federally funded R&D",2003,"… : Perspectives from a …","researchgate.net","https://www.researchgate.net/profile/David-Adamson-9/publication/266607886_Technology_Transfer_of_Federally_Funded_RD_Perspectives_from_a_Forum/links/545aadd50cf2c46f664386a2/Technology-Transfer-of-Federally-Funded-R-D-Perspectives-from-a-Forum.pdf","https://scholar.google.com/scholar?cites=15503604197555605649&as_sdt=2005&sciodt=0,5&hl=en",67,"2026-05-05 09:48:35","PDF","","","",,,,,13,0.57,3,4,23,"The President's Council of Advisors on Science and Technology (PCAST) has been assigned to submit a report to the President of the United States on ways to improve the …","https://www.researchgate.net/profile/David-Adamson-9/publication/266607886_Technology_Transfer_of_Federally_Funded_RD_Perspectives_from_a_Forum/links/545aadd50cf2c46f664386a2/Technology-Transfer-of-Federally-Funded-R-D-Perspectives-from-a-Forum.pdf","https://scholar.google.com/scholar?q=related:kZCOReDdJ9cJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
128,"M Ivarsson, T Gorschek","Technology transfer decision support in requirements engineering research: a systematic review of REj",2009,"Requirements engineering","Springer","https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00766-009-0080-1&casa_token=uvGGN5P2GXwAAAAA:enUFVfp2utNZkYJKJ4qhcZhH1EF4sCNPEw1nk8LApxdL-b927HL7u6zBgrg9ZpAPhEUdluitPUgaBlrNJz4","https://scholar.google.com/scholar?cites=7040153012102079046&as_sdt=2005&sciodt=0,5&hl=en",17,"2026-05-05 09:48:35","HTML","10.1007/s00766-009-0080-1","","",,,,,128,7.53,64,2,17,"One of the main goals of an applied research field such as requirements engineering is the transfer of research results to industrial use. To promote industrial adoption of technologies …","https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00766-009-0080-1&casa_token=uvGGN5P2GXwAAAAA:enUFVfp2utNZkYJKJ4qhcZhH1EF4sCNPEw1nk8LApxdL-b927HL7u6zBgrg9ZpAPhEUdluitPUgaBlrNJz4","https://scholar.google.com/scholar?q=related:RqK9Ot2ls2EJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"P Garre, SBM Larsson","Technology and Knowledge Transfer in Practice–",,"","","","",169,"2026-05-05 09:48:35","CITATION","","","",,,,,0,0.00,0,2,,"","","https://scholar.google.com/scholar?q=related:NqMoaP2UQzwJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
1,"VM Silva","Technologies to support the technical debt management in software projects: a qualitative research",2018,"","pantheon.ufrj.br","https://pantheon.ufrj.br/handle/11422/13070","https://scholar.google.com/scholar?cites=16829190459773319166&as_sdt=2005&sciodt=0,5&hl=en",121,"2026-05-05 09:48:35","","","","",,,,,1,0.13,1,1,8,"Technical debt (TD) is a concept related to internal quality attributes in software projects, such as maintainability. Despite an increasing interest in this topic among researchers …","https://pantheon.ufrj.br/bitstream/11422/13070/1/VictorMachadoDaSilva.pdf","https://scholar.google.com/scholar?q=related:_ncu7I5LjekJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
12,"V Silva, H Jeronimo, GH Travassos","Technical debt management in brazilian software organizations: a need, an expectation, or a fact?",2018,"… of the XVII Brazilian Symposium on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3275245.3275267","https://scholar.google.com/scholar?cites=12784707171637437200&as_sdt=2005&sciodt=0,5&hl=en",44,"2026-05-05 09:48:35","","10.1145/3275245.3275267","","",,,,,12,1.50,4,3,8,"Maintenance is often the most expensive and time-consuming of all software system lifecycle phases. Technical Debt (TD) refers to technical decisions on shortcuts and …","https://dl.acm.org/doi/pdf/10.1145/3275245.3275267","https://scholar.google.com/scholar?q=related:EKPWsm9nbLEJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
16,"L Yin, V Filkov","Team discussions and dynamics during DevOps tool adoptions in OSS projects",2020,"Proceedings of the 35th IEEE/ACM International …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3324884.3416640","https://scholar.google.com/scholar?cites=11844319138945814667&as_sdt=2005&sciodt=0,5&hl=en",33,"2026-05-05 09:48:35","","10.1145/3324884.3416640","","",,,,,16,2.67,8,2,6,"In Open Source Software (OSS) projects, pre-built tools dominate DevOps-oriented pipelines. In practice, a multitude of configuration management, cloud-based continuous …","https://dl.acm.org/doi/pdf/10.1145/3324884.3416640","https://scholar.google.com/scholar?q=related:i9A5w4B5X6QJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
11,"U Nikula, J Sajaniemi","Tackling the complexity of requirements engineering process improvement by partitioning the improvement task",2005,"2005 Australian Software Engineering …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/1402000/?casa_token=U1xjPo09tvcAAAAA:y_dWVM-pkyVXBpbmG_OUoQA72DJitZPe2T8ZJjD6BUH-wyZ0lbBcdz8-aJpfYlyMucA1Dgq99Rzr","https://scholar.google.com/scholar?cites=5381301948351677913&as_sdt=2005&sciodt=0,5&hl=en",74,"2026-05-05 09:48:35","","","","",,,,,11,0.52,6,2,21,"Software process improvement is a complex and expensive endeavor requiring extensive resources and long term commitment. In the present study software process improvement …","https://ieeexplore.ieee.org/iel5/9629/30439/01402000.pdf?casa_token=nDkd1hj7t7wAAAAA:gcIKH2pDvIqEUj5j4DJ1_UwW0VG8EKRe--URfFQX7aE5w7dEgOdX_340dkqCMVj8P2Ds0FHfx828","https://scholar.google.com/scholar?q=related:2YWeVJw5rkoJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
16,"HM Kienle, J Kraft, T Nolte","System-specific static code analyses: a case study in the complex embedded systems domain",2012,"Software quality journal","Springer","https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s11219-011-9138-7&casa_token=dnvYcm6g4JQAAAAA:g2cTttlbR_tuhjzdsnARzvercPkSTs-O7kKbxGC9kgiHzGgYS1QWG6D6OmST5dcghzsU-UWi5JkLcnGNoU0","https://scholar.google.com/scholar?cites=3233177389204099386&as_sdt=2005&sciodt=0,5&hl=en",54,"2026-05-05 09:48:35","HTML","10.1007/s11219-011-9138-7","","",,,,,16,1.14,5,3,14,"In this paper, we are exploring the approach to utilize system-specific static analyses of code with the goal to improve software quality for specific software systems. Specialized analyses …","https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s11219-011-9138-7&casa_token=dnvYcm6g4JQAAAAA:g2cTttlbR_tuhjzdsnARzvercPkSTs-O7kKbxGC9kgiHzGgYS1QWG6D6OmST5dcghzsU-UWi5JkLcnGNoU0","https://scholar.google.com/scholar?q=related:OtFVk7SN3iwJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"P Felice","SWEBOK Guide 2004",2014,"","academia.edu","https://www.academia.edu/download/34589822/SWEBOK_Guide_2004.pdf","",147,"2026-05-05 09:48:35","HTML","","","",,,,,0,0.00,0,1,12,"The SWEBOK Guide 2004 presents a comprehensive framework for the fields of software engineering, compiling a body of knowledge that serves as a resource for practitioners …","https://www.academia.edu/download/34589822/SWEBOK_Guide_2004.pdf","https://scholar.google.com/scholar?q=related:OmtzzYxgBsYJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
9,"T Punter, RL Krikhaar, RJ Bril","Sustainable technology transfer",2006,"… of the 2006 international workshop on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1138046.1138052","https://scholar.google.com/scholar?cites=1077770997070744158&as_sdt=2005&sciodt=0,5&hl=en",76,"2026-05-05 09:48:35","","10.1145/1138046.1138052","","",,,,,9,0.45,3,3,20,"In this position paper we address the issue of transferring a technology from research into an industrial organization by presenting a refined process for technology transfer. Based on …","https://dl.acm.org/doi/pdf/10.1145/1138046.1138052","https://scholar.google.com/scholar?q=related:Xsqe9QID9Q4J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
9,"A Heuer, P Diebold, T Bandyszak","Supporting Technology Transfer by Providing Recommendations for Writing Structured Guidelines.",2014,"Software Engineering …","academia.edu","https://www.academia.edu/download/44304370/Supporting_Technology_Transfer_by_Provid20160401-29123-10vwb27.pdf","https://scholar.google.com/scholar?cites=11021348517074803952&as_sdt=2005&sciodt=0,5&hl=en",70,"2026-05-05 09:48:35","PDF","","","",,,,,9,0.75,3,3,12,"It takes between 15 and 20 years to achieve widespread implementation of recent technologies from research to practice. Guidelines have shown to be an adequate method …","https://www.academia.edu/download/44304370/Supporting_Technology_Transfer_by_Provid20160401-29123-10vwb27.pdf","https://scholar.google.com/scholar?q=related:8JwFKhWy85gJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
