id,abstract,apc_list.value,apc_paid.value,authorships.author.display_name,authorships.author.id,authorships.author.orcid,authorships.countries,authorships.institutions.display_name,authorships.institutions.id,authorships.is_corresponding,best_oa_location.license,citation_normalized_percentile.value,cited_by_count,corresponding_institution_ids,display_name,doi,funders.display_name,fwci,is_retracted,language,open_access.is_oa,open_access.oa_status,primary_location.source.display_name,primary_location.source.host_organization,primary_location.source.host_organization_name,primary_location.source.id,primary_location.source.issn_l,primary_location.source.type,primary_topic.display_name,publication_date,publication_year,type
https://openalex.org/W2009223100,,2290,,Andreas Jedlitschka|Natália Juristo|Dieter Rombach,https://openalex.org/A5030958043|https://openalex.org/A5056117323|https://openalex.org/A5111998153,https://orcid.org/0000-0003-3590-6331|https://orcid.org/0000-0002-2465-7141|,DE|ES|DE,Fraunhofer Institute for Experimental Software Engineering|Universidad Politécnica de Madrid|Fraunhofer Institute for Experimental Software Engineering|University of Kaiserslautern,https://openalex.org/I4210098380|https://openalex.org/I88060688|https://openalex.org/I4210098380|https://openalex.org/I153267046,True|False|False,,0.97873397,32,https://openalex.org/I4210098380,Reporting experiments to satisfy professionals’ information needs,https://doi.org/10.1007/s10664-013-9268-6,,10.8669,False,en,False,closed,Empirical Software Engineering,https://openalex.org/P4310319900,Springer Science+Business Media,https://openalex.org/S109852484,1382-3256,journal,Software Engineering Research,2013-08-10,2013,article
https://openalex.org/W2889547293,,3350,,Jefferson Seide Molléri|Kai Petersen|Emília Mendes,https://openalex.org/A5031677524|https://openalex.org/A5071394068|https://openalex.org/A5103878525,https://orcid.org/0000-0001-5629-5256|https://orcid.org/0000-0002-1532-8223|,SE|SE|SE,Blekinge Institute of Technology|Blekinge Institute of Technology|Blekinge Institute of Technology,https://openalex.org/I52719799|https://openalex.org/I52719799|https://openalex.org/I52719799,True|False|False,,0.97313614,28,https://openalex.org/I52719799,CERSE - Catalog for empirical research in software engineering: A Systematic mapping study,https://doi.org/10.1016/j.infsof.2018.08.008,Conselho Nacional de Desenvolvimento Científico e Tecnológico,7.3823,False,en,False,closed,Information and Software Technology,https://openalex.org/P4310320990,Elsevier BV,https://openalex.org/S205010575,0950-5849,journal,Software Engineering Techniques and Practices,2018-08-28,2018,article
https://openalex.org/W2069303713,,,,María Teresa Baldassarre|Danilo Caivano|Giuseppe Visaggio,https://openalex.org/A5022596467|https://openalex.org/A5015407119|https://openalex.org/A5034516366,https://orcid.org/0000-0001-8589-2850|https://orcid.org/0000-0001-5719-7447|https://orcid.org/0000-0001-5258-5328,IT|IT|IT,University of Bari Aldo Moro|University of Bari Aldo Moro|University of Bari Aldo Moro,https://openalex.org/I5561750|https://openalex.org/I5561750|https://openalex.org/I5561750,True|False|False,,0.9388877,26,https://openalex.org/I5561750,Empirical studies for innovation dissemination,https://doi.org/10.1145/2460999.2461020,,3.8701,False,en,False,closed,,,,,,,Open Source Software Innovations,2013-04-14,2013,article
https://openalex.org/W1564596608,,,,Khaled El Emam|Dennis R. Goldenson,https://openalex.org/A5070248034|https://openalex.org/A5050533612,https://orcid.org/0000-0003-3325-4149|,CA|US,National Research Council Canada|Software Engineering Institute|Carnegie Mellon University,https://openalex.org/I4210159778|https://openalex.org/I114772536|https://openalex.org/I74973139,True|True,,0.96454294,44,https://openalex.org/I114772536|https://openalex.org/I4210159778|https://openalex.org/I74973139,An empirical review of software process assessments,https://doi.org/10.1016/s0065-2458(00)80008-x,,6.5478,False,en,True,green,Advances in computers,https://openalex.org/P4310320990,Elsevier BV,https://openalex.org/S183285281,0065-2458,book series,Software Engineering Research,2000-01-01,2000,book-chapter
https://openalex.org/W2072404325,,,,Carol Passos|Ana Paula Braun|Daniela S. Cruzes|Manoel Mendonça,https://openalex.org/A5113790038|https://openalex.org/A5000329228|https://openalex.org/A5020122062|https://openalex.org/A5025579659,||https://orcid.org/0000-0002-2490-902X|https://orcid.org/0000-0002-0874-7665,BR|BR|NO|BR,Faculdade de Tecnologia e Ciências|Faculdade de Tecnologia e Ciências|Norwegian University of Science and Technology|Universidade Salvador,https://openalex.org/I4210143970|https://openalex.org/I4210143970|https://openalex.org/I204778367|https://openalex.org/I44314228,True|False|False|False,,0.96504959,37,https://openalex.org/I4210143970,Analyzing the Impact of Beliefs in Software Project Practices,https://doi.org/10.1109/esem.2011.63,Instituto Nacional de Ciência e Tecnologia para Engenharia de Software,6.8801,False,en,False,closed,,,,,,,Software Engineering Techniques and Practices,2011-09-01,2011,article
https://openalex.org/W2115982918,,,,Dieter Rombach|Reinhold Achatz,https://openalex.org/A5111998153|https://openalex.org/A5036067240,|,DE|DE,University of Kaiserslautern|Fraunhofer Institute for Experimental Software Engineering|Siemens (Germany),https://openalex.org/I153267046|https://openalex.org/I4210098380|https://openalex.org/I1325886976,True|False,,0.95544917,36,https://openalex.org/I153267046|https://openalex.org/I4210098380,Research Collaborations between Academia and Industry,https://doi.org/10.1109/fose.2007.16,,5.824,False,en,False,closed,,,,,,,Technology Assessment and Management,2007-05-01,2007,article
https://openalex.org/W2112466414,"Variability has become an important aspect of modern software-intensive products and systems. In order to reach new markets and utilize existing resources through reuse, it is necessary to have effective management of variants, configurations, and reusable functionality. The topic of this thesis is the construction of feature models that document and describe variability and commonality. The work aims to contribute to methods for creating feature models that are of high quality, suitable for their intended purpose, correct, and usable. The thesis suggests an approach, complementing existing feature modeling methodologies, that contributes to arriving at a satisfactory modeling result. The approach is based on existing practices to raise quality from other research areas, and targets shortcomings in existing feature modeling methods. The requirements for such an approach were derived from an industrial survey and a case study in the automotive domain. The approach was refined and tested in a second case study in the mobile applications domain. The main contributions of the thesis are a quality model for feature models, procedures for prioritizing and evaluating quality in feature models, and an initial set of empirically grounded development principles for reaching certain qualities in feature models. The principal findings of the thesis are that feature models exhibit different qualities, depending on certain characteristics and properties of the model. Such properties can be identified, formalized, and influenced in order to guide development of feature models, and thereby promote certain quality factors of feature models.",,,Christer Thörn,https://openalex.org/A5059428781,,,,,True,other-oa,0.84916066,23,,On the Quality of Feature Models,,,1.3531,False,en,True,green,KTH Publication Database DiVA (KTH Royal Institute of Technology),,,https://openalex.org/S4306401559,,repository,Advanced Software Engineering Methodologies,2010-01-01,2010,article
https://openalex.org/W2081806134,,3150,,Kunal Mohan|Frederik Ahlemann,https://openalex.org/A5111931337|https://openalex.org/A5048213587,|https://orcid.org/0000-0002-1569-0011,DE|DE,University of Duisburg-Essen|University of Duisburg-Essen,https://openalex.org/I62318514|https://openalex.org/I62318514,True|False,,0.96160826,19,https://openalex.org/I62318514,Understanding acceptance of information system development and management methodologies by actual users: A review and assessment of existing literature,https://doi.org/10.1016/j.ijinfomgt.2013.06.003,,5.8034,False,en,False,closed,International Journal of Information Management,https://openalex.org/P4310320990,Elsevier BV,https://openalex.org/S189354248,0268-4012,journal,Technology Adoption and User Behaviour,2013-07-25,2013,review
https://openalex.org/W1894267222,"Background: Technology transfer is one key to the success of research projects, especially in Software Engineering, where the (practical) impact of the outcome may depend not only on the reliability and feasibility of technologies, but also on their applicability to industrial settings. However, there is limited knowledge on the current state of practice and how to assess the success of technology transfer. Objective: We aim at elaborating a set of hypotheses on how technology transfer takes place in Software Engineering research projects. Method: We designed an exploratory survey with the participants of two large research projects in Germany, which involve both industrial and academic partners in the area of model driven development for embedded systems. Results: Base on the extracted respondents answers of this survey, we defined a resulting theory which is based on the following set of main hypothesis: Most of the technologies developed in research projects are not mature enough for a direct application, but need post-project customisation to fit the industrial contexts (H1). Common models that represent technology transfer as a transaction of an object from a transferor to a transferee does not fit industrial reality (H2). Additionally, technology transfer takes place without an explicit process (H3). Regarding transfer mediums, most used mediums are human-intensive (H5) and industry organisations gain new knowledge mainly within their own confines (H4). Finally the motivations that drive the transfer in industry and academia are heterogenous (H6). Conclusions: From the theoretical perspective, this theory and set of hypotheses extracted from the survey results will be further explored and tested in different follow-up activities. This initial set, however, already may serve as a basis for independent assessments from other researchers to collaboratively shed light on a how technology transfer takes place in Software Engineering research projects, which are the barriers, and how to improve the transfer into practice. From the practical perspective, our results may be used as a basis for an evaluation framework for the transfer of the developed technologies in our projects. This would also help companies in getting new developed technologies transfer easier to their specific context.",,,Philipp Diebold|Antonio Vetrò|Daniel Méndez,https://openalex.org/A5083663600|https://openalex.org/A5047965231|https://openalex.org/A5059051408,https://orcid.org/0000-0002-3910-7898|https://orcid.org/0000-0003-2027-3308|https://orcid.org/0000-0003-0619-6027,DE|ES||,Fraunhofer Institute for Experimental Software Engineering|Universidad de Navarra||,https://openalex.org/I4210098380|https://openalex.org/I88155538||,True|False|False,other-oa,0.93949531,18,https://openalex.org/I4210098380|https://openalex.org/I88155538,An Exploratory Study on Technology Transfer in Software Engineering,https://doi.org/10.1109/esem.2015.7321189,,4.9877,False,en,True,green,,,,,,,Technology Assessment and Management,2015-10-01,2015,article
https://openalex.org/W2151560252,"More and more, software engineering researchers are motivated to solve real problems that bring value to industry. An example is the industry-academia collaboration described in this paper among everis, an IT consulting firm, and the GESSI research group at UPC. The goal of this paper is twofold: to evaluate the success of the collaboration, and to report the experience with conducting empirical studies in the industry and lessons learnt. We evaluated our collaboration with an existing model for technology transfer, and performed a focus group discussion to identify challenges we have faced. After initialization and alignment of the collaboration, a high maturity level has been achieved: we have obtained the first results in form of proposed solutions, scientific publications, and pilots run in real projects. In spite of this positive progress, further initiatives need to be undertaken in the last phases of the collaboration to achieve high degrees of maturity in deployment impact, industry benefit and innovativeness. Evaluating the collaboration has been positive, since we identified the next steps to be taken to achieve a high degree of technology transfer and innovation dissemination. We think it is a needed step in industry-academia collaborations in order to improve their success.",,,Silverio Martínez‐Fernández|Helena Martins Marques,https://openalex.org/A5050955846|https://openalex.org/A5028357678,https://orcid.org/0000-0001-9928-133X|,ES|ES,Universitat Politècnica de Catalunya|Everis (Spain),https://openalex.org/I9617848|https://openalex.org/I4210136723,True|False,,0.97240078,15,https://openalex.org/I9617848,Practical experiences in designing and conducting empirical studies in industry-academia collaboration,https://doi.org/10.1145/2593690.2593696,,8.1804,False,en,True,green,,,,,,,Software Engineering Techniques and Practices,2014-05-20,2014,article
https://openalex.org/W1965914989,,2190,,Richard Berntsson Svensson|Yuri Sprockel|Björn Regnell|Sjaak Brinkkemper,https://openalex.org/A5112870305|https://openalex.org/A5051703246|https://openalex.org/A5040743852|https://openalex.org/A5009561987,||https://orcid.org/0000-0002-9380-6120|https://orcid.org/0000-0002-2977-8911,SE|NL|SE|NL,Lund University|University of Applied Sciences Utrecht|Utrecht University|Lund University|Utrecht University|University of Applied Sciences Utrecht,https://openalex.org/I187531555|https://openalex.org/I173063890|https://openalex.org/I193662353|https://openalex.org/I187531555|https://openalex.org/I193662353|https://openalex.org/I173063890,True|False|False|False,,0.96387216,14,https://openalex.org/I187531555,Setting quality targets for coming releases with QUPER: an industrial case study,https://doi.org/10.1007/s00766-011-0125-0,,6.9305,False,en,False,closed,Requirements Engineering,https://openalex.org/P4310319900,Springer Science+Business Media,https://openalex.org/S207090427,0947-3602,journal,Software Engineering Research,2011-06-25,2011,article
https://openalex.org/W2090593061,,,,Philipp Diebold|Antonio Vetrò,https://openalex.org/A5083663600|https://openalex.org/A5047965231,https://orcid.org/0000-0002-3910-7898|https://orcid.org/0000-0003-2027-3308,DE|ES|DE,Fraunhofer Institute for Experimental Software Engineering|Universidad de Navarra|Technical University of Munich,https://openalex.org/I4210098380|https://openalex.org/I88155538|https://openalex.org/I62916508,True|False,,0.93466753,13,https://openalex.org/I4210098380|https://openalex.org/I88155538,Bridging the gap: SE technology transfer into practice,https://doi.org/10.1145/2652524.2652552,Bundesministerium für Bildung und Forschung,3.6099,False,en,False,closed,,,,,,,Open Source Software Innovations,2014-09-05,2014,article
https://openalex.org/W1937772301,"Background: Successful transfer of the results of research projects into practice is of great interest to all project participants. It can be assumed that different transfer mediums fulfill technology transfer (TT) with different levels of success and that they are impaired by different kinds of barriers. Objective: The goal of this study is to gain a better understanding about the different mediums used for TT in software engineering, and to identify barriers weakening the success of the application of such mediums. Method: We conducted an exploratory study implemented by a survey in the context of a German research project with a broad range of used mediums. Results: The main reported barriers were low expectations of usefulness, no awareness of existence, lack of resources, or inadequateness in terms of outdated material or being in an immature state. Conclusions: We interpreted our results as symptoms of a lack of a dissemination plan in the project. Further work will be needed to explore the implications for the transfer of research results (knowledge and techniques) to practice.",,,Florian Grigoleit|Antonio Vetrò|Philipp Diebold|Daniel Méndez|Wolfgang Böhm,https://openalex.org/A5025148475|https://openalex.org/A5047965231|https://openalex.org/A5083663600|https://openalex.org/A5059051408|https://openalex.org/A5024588727,|https://orcid.org/0000-0003-2027-3308|https://orcid.org/0000-0002-3910-7898|https://orcid.org/0000-0003-0619-6027|,DE|DE|DE|DE|DE|ES,Technical University of Munich|Technical University of Munich|Fraunhofer Institute for Experimental Software Engineering|Technical University of Munich|Technical University of Munich|Universidad de Navarra,https://openalex.org/I62916508|https://openalex.org/I62916508|https://openalex.org/I4210098380|https://openalex.org/I62916508|https://openalex.org/I62916508|https://openalex.org/I88155538,True|False|False|False|False,,0.9582214,12,https://openalex.org/I62916508,In Quest for Proper Mediums for Technology Transfer in Software Engineering,https://doi.org/10.1109/esem.2015.7321203,,5.7643,False,en,True,green,,,,,,,Software Engineering Techniques and Practices,2015-10-01,2015,preprint
https://openalex.org/W2047625679,,2390,,Holger M. Kienle|Johan Kraft|Thomas Nolte,https://openalex.org/A5111881756|https://openalex.org/A5026815194|https://openalex.org/A5047385412,||https://orcid.org/0000-0001-6132-7945,SE|SE|SE,Mälardalen University|Mälardalen University|Mälardalen University,https://openalex.org/I82509713|https://openalex.org/I82509713|https://openalex.org/I82509713,True|False|False,,0.96032442,12,https://openalex.org/I82509713,System-specific static code analyses: a case study in the complex embedded systems domain,https://doi.org/10.1007/s11219-011-9138-7,,6.1605,False,en,False,closed,Software Quality Journal,https://openalex.org/P4310319900,Springer Science+Business Media,https://openalex.org/S7504070,0963-9314,journal,Software Engineering Research,2011-04-27,2011,article
https://openalex.org/W2885330352,,,,Jennifer Brings|Marian Daun|Sarah Brinckmann|Kevin Keller|Thorsten Weyer,https://openalex.org/A5075828060|https://openalex.org/A5011581704|https://openalex.org/A5026839073|https://openalex.org/A5108256719|https://openalex.org/A5052634744,https://orcid.org/0000-0002-2918-5008|https://orcid.org/0000-0002-9156-9731|||https://orcid.org/0000-0002-3357-5113,DE|DE|DE|DE|DE,University of Duisburg-Essen|University of Duisburg-Essen|University of Duisburg-Essen|University of Duisburg-Essen|University of Duisburg-Essen,https://openalex.org/I62318514|https://openalex.org/I62318514|https://openalex.org/I62318514|https://openalex.org/I62318514|https://openalex.org/I62318514,True|False|False|False|False,,0.82334893,12,https://openalex.org/I62318514,"Approaches, success factors, and barriers for technology transfer in software engineering—Results of a systematic literature review",https://doi.org/10.1002/smr.1981,Bundesministerium für Bildung und Forschung,1.5733,False,en,False,closed,Journal of Software Evolution and Process,https://openalex.org/P4310320595,Wiley,https://openalex.org/S4210172359,2047-7473,journal,Technology Assessment and Management,2018-08-13,2018,article
https://openalex.org/W2147170347,,,,Richard Berntsson Svensson|Pontus Lindberg Parker|Björn Regnell,https://openalex.org/A5112870305|https://openalex.org/A5012394655|https://openalex.org/A5040743852,||https://orcid.org/0000-0002-9380-6120,SE|SE|SE,Lund University|Lund University|Lund University,https://openalex.org/I187531555|https://openalex.org/I187531555|https://openalex.org/I187531555,True|False|False,,0.92906982,10,https://openalex.org/I187531555,A prototype tool for QUPER to support release planning of quality requirements,https://doi.org/10.1109/iwspm.2011.6046204,VINNOVA,2.9558,False,en,False,closed,,,,,,,Software Engineering Techniques and Practices,2011-08-01,2011,article
https://openalex.org/W2000767041,,,,Andreas Jedlitschka,https://openalex.org/A5030958043,https://orcid.org/0000-0003-3590-6331,DE,Fraunhofer Society|Fraunhofer Institute for Experimental Software Engineering,https://openalex.org/I4923324|https://openalex.org/I4210098380,True,,0.89546938,9,https://openalex.org/I4210098380|https://openalex.org/I4923324,Evaluating a model of software managers' information needs,https://doi.org/10.1145/1852786.1852812,,2.5778,False,en,False,closed,,,,,,,Big Data and Business Intelligence,2010-09-14,2010,article
https://openalex.org/W4324374787,"Abstract One central aspect of software engineering research is the transfer of the proposed approaches into industrial practice. In the past, a number of technology transfer approaches and experiences from technology transfer projects in software engineering have already been reported. However, many researchers still struggle to get their research results noticed by practitioners. To investigate what is important to practitioners, we conducted a mixed‐methods study that provides us with reliable quantitative data as well as deeper insights from qualitative data. Our results show that there is a mismatch between industry professionals' needs and commonly proposed technology transfer approaches in the software engineering field. For instance, collaboration between industry and academia as well as participation in empirical evaluations is not deemed important from an industry point of view. In contrast, industry professionals emphasize the use of company‐specific pilot projects conducted by industry and the need for experts to be available in every phase of technology transfer.",4220,4220,Marian Daun|Jennifer Brings|Patricia Aluko|Bastian Tenbergen,https://openalex.org/A5011581704|https://openalex.org/A5075828060|https://openalex.org/A5022745098|https://openalex.org/A5053284216,https://orcid.org/0000-0002-9156-9731|https://orcid.org/0000-0002-2918-5008|https://orcid.org/0000-0003-4640-0598|https://orcid.org/0000-0002-0145-4800,DE|DE|DE|US,Technical University of Applied Sciences Würzburg-Schweinfurt|University of Duisburg-Essen|University of Duisburg-Essen|State University of New York at Oswego,https://openalex.org/I3130074995|https://openalex.org/I62318514|https://openalex.org/I62318514|https://openalex.org/I43742981,True|False|False|False,cc-by-nc-nd,0.88874479,7,https://openalex.org/I3130074995,"An industry survey on approaches, success factors, and barriers for technology transfer in software engineering",https://doi.org/10.1002/spe.3200,,1.8924,False,en,True,hybrid,Software Practice and Experience,https://openalex.org/P4310320595,Wiley,https://openalex.org/S122199241,0038-0644,journal,Open Source Software Innovations,2023-03-14,2023,article
https://openalex.org/W2898186725,,,,Vítor Silva|Helvio Jeronimo|Guilherme Horta Travassos,https://openalex.org/A5100761448|https://openalex.org/A5011669672|https://openalex.org/A5042909836,https://orcid.org/0000-0003-2439-1184|https://orcid.org/0000-0002-2227-0592|https://orcid.org/0000-0002-4258-0424,BR|BR|BR,Universidade Federal do Rio de Janeiro|Universidade Federal do Rio de Janeiro|Universidade Federal do Rio de Janeiro,https://openalex.org/I122140584|https://openalex.org/I122140584|https://openalex.org/I122140584,True|False|False,,0.73134317,4,https://openalex.org/I122140584,Technical Debt Management in Brazilian Software Organizations,https://doi.org/10.1145/3275245.3275267,Coordenação de Aperfeiçoamento de Pessoal de Nível Superior|Conselho Nacional de Desenvolvimento Científico e Tecnológico,0.4111,False,en,False,closed,,,,,,,Software Engineering Research,2018-10-17,2018,article
https://openalex.org/W2171623223,,,,Medha Umarji|Carolyn Seaman,https://openalex.org/A5038024104|https://openalex.org/A5026540719,|https://orcid.org/0000-0001-6588-9830,US|US,"University of Maryland, Baltimore County|University of Maryland, Baltimore County",https://openalex.org/I79272384|https://openalex.org/I79272384,True|False,,0.96520619,31,https://openalex.org/I79272384,Predicting acceptance of Software Process Improvement,https://doi.org/10.1145/1082983.1083121,,6.8865,False,en,False,closed,ACM SIGSOFT Software Engineering Notes,https://openalex.org/P4310319798,Association for Computing Machinery,https://openalex.org/S186921487,0163-5948,journal,Technology Adoption and User Behaviour,2005-05-16,2005,article
https://openalex.org/W2121656799,,,,Medha Umarji|Henry H. Emurian,https://openalex.org/A5038024104|https://openalex.org/A5087021148,|,US|US,"University of Baltimore|University of Maryland, Baltimore County|University of Maryland, Baltimore County|University of Baltimore",https://openalex.org/I6059380|https://openalex.org/I79272384|https://openalex.org/I79272384|https://openalex.org/I6059380,True|False,,0.91648031,21,https://openalex.org/I6059380|https://openalex.org/I79272384,Acceptance Issues in Metrics Program Implementation,https://doi.org/10.1109/metrics.2005.6,,2.4708,False,en,False,closed,,,,,,,Technology Adoption and User Behaviour,2005-10-24,2005,article
https://openalex.org/W2071015111,,3560,,Teade Punter|René Krikhaar|Reinder J. Bril,https://openalex.org/A5039545916|https://openalex.org/A5109183739|https://openalex.org/A5080745161,||https://orcid.org/0000-0001-6234-5117,|NL|NL,|Holst Centre (Netherlands)|Vrije Universiteit Amsterdam|Eindhoven University of Technology,|https://openalex.org/I4210153656|https://openalex.org/I865915315|https://openalex.org/I83019370,True|False|False,,0.94998837,17,,Software engineering technology innovation – Turning research results into industrial success,https://doi.org/10.1016/j.jss.2008.12.035,,4.9085,False,en,False,closed,Journal of Systems and Software,https://openalex.org/P4310320990,Elsevier BV,https://openalex.org/S37879656,0164-1212,journal,Open Source Software Innovations,2009-01-04,2009,article
https://openalex.org/W1581713445,,5000,,María Díaz-Ley|Félix García|Mario Piattini,https://openalex.org/A5036420755|https://openalex.org/A5100625685|https://openalex.org/A5083263115,|https://orcid.org/0000-0001-6460-0353|https://orcid.org/0000-0002-7212-8279,ES|BG|ES|BG|ES,Técnicas y Servicios de Ingeniería (Spain)|Institute of Information Technologies|University of Castilla-La Mancha|Institute of Information Technologies|University of Castilla-La Mancha,https://openalex.org/I4210093587|https://openalex.org/I4210141563|https://openalex.org/I79189158|https://openalex.org/I4210141563|https://openalex.org/I79189158,True|False|False,,0.84886251,14,https://openalex.org/I4210093587,MIS-PyME Software Measurement Maturity Model-Supporting the Definition of Software Measurement Programs,https://doi.org/10.1007/978-3-540-69566-0_5,,1.5286,False,en,False,closed,Lecture notes in computer science,https://openalex.org/P4310319900,Springer Science+Business Media,https://openalex.org/S106296714,0302-9743,book series,Software Engineering Techniques and Practices,2008-07-31,2008,book-chapter
https://openalex.org/W1926241367,,5000,,Vladimir Mandić|Lasse Harjumaa|Jouni Markkula|Markku Oivo,https://openalex.org/A5024410201|https://openalex.org/A5056318405|https://openalex.org/A5043664299|https://openalex.org/A5064264297,https://orcid.org/0000-0001-6996-2222||https://orcid.org/0000-0003-1075-5303|https://orcid.org/0000-0002-1698-2323,FI|FI|FI|FI,University of Oulu|University of Oulu|University of Oulu|University of Oulu,https://openalex.org/I98381234|https://openalex.org/I98381234|https://openalex.org/I98381234|https://openalex.org/I98381234,True|False|False|False,,0.86088993,12,https://openalex.org/I98381234,Early Empirical Assessment of the Practical Value of GQM+Strategies,https://doi.org/10.1007/978-3-642-14347-2_3,,1.5432,False,en,False,closed,Lecture notes in computer science,https://openalex.org/P4310319900,Springer Science+Business Media,https://openalex.org/S106296714,0302-9743,book series,Software Engineering Techniques and Practices,2010-01-01,2010,book-chapter
https://openalex.org/W2793254071,,,,Orestis Terzidis|Leonid Vogel,https://openalex.org/A5055486140|https://openalex.org/A5069194171,https://orcid.org/0000-0001-7865-7190|,DE|DE,Karlsruhe Institute of Technology|Karlsruhe Institute of Technology,https://openalex.org/I102335020|https://openalex.org/I102335020,True|False,,0.94780304,9,https://openalex.org/I102335020,A Unified Model of the Technology Push Process and Its Application in a Workshop Setting,https://doi.org/10.1007/978-3-319-73509-2_6,,4.5636,False,en,False,closed,FGF studies in small business and entrepreneurship,https://openalex.org/P4310319972,Springer International Publishing,https://openalex.org/S4210178185,2364-6918,book series,Innovation and Knowledge Management,2018-01-01,2018,book-chapter
https://openalex.org/W3093505918,,,,Dusica Marijan|Arnaud Gotlieb,https://openalex.org/A5056500610|https://openalex.org/A5013313145,https://orcid.org/0000-0001-9345-5431|https://orcid.org/0000-0002-8980-7585,NO|NO,Simula Research Laboratory|Simula Research Laboratory,https://openalex.org/I2799829267|https://openalex.org/I2799829267,True|False,,0.78963001,8,https://openalex.org/I2799829267,Lessons Learned on Research Co-Creation: Making Industry-Academia Collaboration Work,https://doi.org/10.1109/seaa51224.2020.00053,,0.7275,False,en,False,closed,,,,,,,Service and Product Innovation,2020-08-01,2020,article
https://openalex.org/W2809493129,,,,Chinedu Wilfred Okonkwo|Magda Huisman,https://openalex.org/A5028539172|https://openalex.org/A5047666982,https://orcid.org/0000-0001-8135-7738|https://orcid.org/0000-0001-7375-2260,ZA|ZA,North-West University|North-West University,https://openalex.org/I27765905|https://openalex.org/I27765905,True|False,,0.90304073,5,https://openalex.org/I27765905,The Use of System Development Methodologies in the Development of Mobile Applications: Are they Worthy of Use?,https://doi.org/10.1109/compsac.2018.10243,,2.0555,False,en,False,closed,,,,,,,Mobile and Web Applications,2018-06-22,2018,article
https://openalex.org/W160567165,"Organizations invest considerable resources in the development and implementation of IT project management (IT PM) methodologies to increase productivity and quality as well as to save time, effort, and resources. However, such methodologies are often rejected outright by users. Our research analyzes the determinants of individual usage behavior in order to enable organizations to engineer IT PM methodologies that not only provide strategic benefits but also meet the needs of actual users. The existing literature, especially Triandisâ Theory of Interpersonal Behavior as well as initial case study results from a number of organizations are used to construct a conceptual model. This research model includes four dimensions: a) Value, b) workgroup influence, c) self-beliefs, and d) organizational characteristics, which are all considered to positively influence the development of the intention to use a methodology. Additionally, we find that the effect of intentions on actual usage can be weakened by an individualâs automatic behavior such as habits.",,,Kunal Mohan,https://openalex.org/A5111931337,,DE,EBS University of Business and Law,https://openalex.org/I90697900,True,,0.91150301,4,https://openalex.org/I90697900,Understanding the Acceptance and Usage of IT Project Management Methodologies: Towards a Conceptual Model supported by Case Studies,,,2.6676,False,en,True,green,Journal of the Association for Information Systems,https://openalex.org/P4310321080,Association for Information Systems,https://openalex.org/S30879505,1536-9323,journal,Technology Adoption and User Behaviour,2010-01-01,2010,article
https://openalex.org/W2132004975,,,,Lionel Briand|Yvan Labiche|Hui Yan|Massimiliano Di Penta,https://openalex.org/A5078533117|https://openalex.org/A5007057846|https://openalex.org/A5111893999|https://openalex.org/A5025099559,https://orcid.org/0000-0002-1393-1010|https://orcid.org/0000-0001-8880-4836|https://orcid.org/0000-0002-0714-6999|https://orcid.org/0000-0002-0340-9747,CA|CA|CA|IT,Carleton University|Carleton University|Carleton University|University of Sannio,https://openalex.org/I67031392|https://openalex.org/I67031392|https://openalex.org/I67031392|https://openalex.org/I16337185,True|False|False|False,,0.89781022,21,https://openalex.org/I67031392,A controlled experiment on the impact of the object constraint language in UML-based maintenance,https://doi.org/10.1109/icsm.2004.1357823,Canada Research Chairs|Natural Sciences and Engineering Research Council of Canada,2.6724,False,en,False,closed,,,,,,,Model-Driven Software Engineering Techniques,2004-12-23,2004,article
https://openalex.org/W53685184,,,,Brian Lings|Björn Lundell,https://openalex.org/A5040248683|https://openalex.org/A5049991628,|https://orcid.org/0000-0002-2825-135X,GB|,University of Exeter|,https://openalex.org/I23923803|,True|False,,0.80874479,16,https://openalex.org/I23923803,On Transferring a Method into a Usage Situation,https://doi.org/10.1007/1-4020-8095-6_29,University of East Anglia|University of Queensland,1.4276,False,en,True,bronze,IFIP International Federation for Information Processing/IFIP,https://openalex.org/P4310319900,Springer Science+Business Media,https://openalex.org/S4210175514,1571-5736,book series,Software Engineering Techniques and Practices,2004-01-01,2004,book-chapter
https://openalex.org/W2161688427,,,,Thomas Aschauer|Gerd Dauenhauer|Wolfgang Pree,https://openalex.org/A5010442491|https://openalex.org/A5003910684|https://openalex.org/A5036973695,||,AT|AT|AT,University of Salzburg|University of Salzburg|University of Salzburg,https://openalex.org/I182212641|https://openalex.org/I182212641|https://openalex.org/I182212641,True|False|False,,0.88464614,12,https://openalex.org/I182212641,A modeling language's evolution driven by tight interaction between academia and industry,https://doi.org/10.1145/1810295.1810304,,2.1366,False,en,False,closed,,,,,,,Model-Driven Software Engineering Techniques,2010-05-01,2010,article
