Title,Abstract,Authors,Year,Venue,DOI,Cited by,Open Access, URL,Keywords,Language,Numpages,Actions
"Energizing collaborative industry-academia learning: a present case and future visions","In Industry-Academia Collaborations (IAC) both academic, scientific research results and industrial practitioner findings and experiences are produced. Both types of knowledge should be gathered, codified, and disseminated efficiently and effectively. This paper investigates a recent (2014–2017) large-scale IAC R&D&I program case (Need for Speed, N4S) from a learning perspective. It was one of the programs in the Finnish SHOK (Strategic Centres of Science, Technology, and Innovation) system. The theoretical bases are in innovation management, knowledge management, and higher education (university) pedagogy. In the future, IAC projects should be more and more commonplace since major innovations are hardly ever done in isolation, not even by the largest companies. Both intra-organizational and inter-organizational learning networks are increasingly critical success factors. Collaborative learning capabilities will thus be required more often from all the participating parties. Efficient and effective knowledge creation and sharing are underpinning future core competencies. In this paper, we present and evaluate a collaboratively created and publicly shared digital knowledge repository called “Treasure Chest” produced during our case program. The starting point was a jointly created Strategic Research and Innovation Agenda (SRIA), which defined the main research themes and listed motivating research questions to begin with—i.e., intended learning outcomes (ILO). During the 4-year program, our collaborative industry-academia (I-A) learning process produced a range of theoretical and empirical results, which were iteratively collected and packaged into the Treasure Chest repository. Outstandingly, it contained, in addition to traditional research documents, narratives of the industrial learning experiences and more than 100 actionable knowledge items. In conclusion, our vision of the future is that such transparently shared, ambitious, and versatile outcome goals with a continuous integrative collection of the results are keys to effective networked I-A collaboration and learning. In that way, the N4S largely avoided the general problem of often conflicting motives between industrial firms seeking answers and applied solutions to their immediate practical problems and academic researchers aiming at more generalizable knowledge creation and high-quality scientific publications.","Petri Kettunen; J. Järvinen; T. Mikkonen; T. Männistö","2022","European Journal of Futures Research","10.1186/s40309-022-00196-5","23","-","https://doi.org/10.1186/s40309-022-00196-5","","-","-","Include"
"What do software team managers want from a skills identification?","Searching for developers with the necessary skills to work effectively on a project is not an easy task for companies. For software team managers, it is important to know their team's experience and what technologies they are using in order to be able to allocate resources optimally. Therefore, in this paper, we decided to study the needs of the managers of a software development company in order to identify their team's skills. We carried out a focus group. We have interviewed 11 managers from a development company (with approximately 75 developers). As result we have mapped 5 issues, 4 possible applications and another 7 needs to create a new methodology for identifying skills. Finally, we conclude that managers are interested in a methodology to identify skills in business flow.","Matheus Flauzino; M. Souza; Vinicius H. S. Durelli; R. Durelli","2021","Workshops on Software Visualization, Evolution and Maintenance","10.5753/vem.2021.17211","1","-","https://doi.org/10.5753/vem.2021.17211","","-","-","Include"
"From Blackboard to the Office: A Look Into How Practitioners Perceive Software Testing Education","The teaching-learning process may require specific pedagogical approaches to establish a relationship with industry practices. Recently, some studies investigated the educators’ perspectives and the undergraduate courses curriculum to identify potential weaknesses and solutions for the software testing teaching process. However, it is still unclear how the practitioners evaluate the acquisition of knowledge about software testing in undergraduate courses. This study carried out an expert survey with 68 newly graduated practitioners to determine what the industry expects from them and what they learned in academia. The yielded results indicated that those practitioners learned at a similar rate as others with a long industry experience. Also, they studied less than half of the 35 software testing topics collected in the survey and took industry-backed extracurricular courses to complement their learning. Additionally, our findings point out a set of implications for future research, as the respondents’ learning difficulties (e.g., lack of learning sources) and the gap between academic education and industry expectations (e.g., certifications).","L. Martins; V. Brito; Daniel Feitosa; Larissa Rocha; H. Costa; I. Machado","2021","International Conference on Evaluation & Assessment in Software Engineering","10.1145/3463274.3463338","6","-","https://doi.org/10.1145/3463274.3463338","","-","-","Include"
"Fostering Industry-Academia Collaboration in Software Engineering using Action Research: A Case Study","Background: Studies involving industry-academia collaboration (IAC) have been growing in recent years. On the one hand, scientific research is encouraged to solve real problems and, on the other, the sector in search of promoting innovation in its field. However, IAC support is still a challenging activity for Software Engineering (SE). In recent studies, the Action Research (AR) method has shown promising results in IAC projects. However, more research still needs to be done to verify the effects of applying this method. Goal: In this article, we investigate the perceptions of postgraduate students from an academic master’s and doctoral program in Computer Engineering at a Brazilian University, about the benefits and challenges faced with the application of the AR method as a strategy to promote IAC. Method: The case study was carried out with three teams of students conducting an AR in three software development companies (two private and one public). Results: As for the degree of satisfaction with the course, results revealed that 86% of the students were satisfied with the course. As for the Perception of learning with the use of AR, 100% of the students agreed that the AR method contributed positively to your learning. Conclusion: Finally, we conclude that conducting IAC projects using the AR method was a satisfactory, even though this task has been extremely challenging for all students. We observed that the reasons for this were, first, the fact that students have little experience with research methods directed to Empirical Software Engineering; second, due to the resistance faced in the industry to apply the AR method.","A. F. Barbosa; G. Neto; Maria Lencastre; Roberta Fagundes; W. Santos","2020","Brazilian Symposium on Software Quality","10.1145/3439961.3440005","11","-","https://doi.org/10.1145/3439961.3440005","","-","-","Include"
"University-software industry collaboration: an empirical study based on knowledge management","ABSTRACT The current environment that characterises the software industry is extremely dynamic and somewhat complex demanding high-performance solutions, rapid development, and cost-efficiency. Given this scenario, industry is forced to search for new partners, with the university-industry collaboration representing a fundamental resource in promoting innovation and technological development. This study aims to obtain and analyse the perceptions and experiences of representatives of this industry and the university, in order to identify a set of factors that could enhance and/or be the source of a sustainable collaboration, based on knowledge management. In nutshell, the results show that motivations are associated with the immediate opportunities or needs of each of those directly involved in the collaboration take priority, without building a sustainable collaboration. This collaboration is generally conducted through informal communication channels, which makes it difficult to capture and disseminate knowledge to other members of each of the related organisations.","Marcello Chedid; T. Carvalho; L. Teixeira","2020","Knowledge Management Research & Practice","10.1080/14778238.2020.1789002","8","-","https://doi.org/10.1080/14778238.2020.1789002","","-","-","Include"
"Gap between academia and industry: a case of empirical evaluation of three software testing methods","-","Sheikh Umar Farooq","2019","International Journal of System Assurance Engineering and Management","10.1007/s13198-019-00899-2","2","false","https://doi.org/10.1007/s13198-019-00899-2","Empirical research; Scope (computer science); Knowledge base; Empirical evidence; Computer science; Risk analysis (engineering); Task (project management); Test strategy; Limiting; Software","en","18","Include"
"From Ivory Tower to Democratization and Industrialization: A Landscape View of Real-World Adaptation of Artificial Intelligence","-","T. Yamakami","2019","International Conference on Network-Based Information Systems","10.1007/978-3-030-29029-0_19","-","false","https://doi.org/10.1007/978-3-030-29029-0_19","Democratization; Ivory tower; Socialization; Deep learning; Industrialisation; Adaptation (eye); Artificial intelligence; Computer science; Deep integration; Data science","en","12","Include"
"Machine Learning Software Engineering in Practice: An Industrial Case Study","SAP is the market leader in enterprise software offering an end-to-end suite of applications and services to enable their customers worldwide to operate their business. Especially, retail customers of SAP deal with millions of sales transactions for their day-to-day business. Transactions are created during retail sales at the point of sale (POS) terminals and then sent to some central servers for validations and other business operations. A considerable proportion of the retail transactions may have inconsistencies due to many technical and human errors. SAP provides an automated process for error detection but still requires a manual process by dedicated employees using workbench software for correction. However, manual corrections of these errors are time-consuming, labor-intensive, and may lead to further errors due to incorrect modifications. This is not only a performance overhead on the customers' business workflow but it also incurs high operational costs. Thus, automated detection and correction of transaction errors are very important regarding their potential business values and the improvement in the business workflow. In this paper, we present an industrial case study where we apply machine learning (ML) to automatically detect transaction errors and propose corrections. We identify and discuss the challenges that we faced during this collaborative research and development project, from three distinct perspectives: Software Engineering, Machine Learning, and industry-academia collaboration. We report on our experience and insights from the project with guidelines for the identified challenges. We believe that our findings and recommendations can help researchers and practitioners embarking into similar endeavors.","M. S. Rahman; Emilio Rivera; F. Khomh; Yann-Gaël Guéhéneuc; Bernd Lehnert","2019","arXiv.org","10.48550/arxiv.1906.07154","46","-","https://doi.org/10.48550/arxiv.1906.07154","","-","-","Include"
"Collaboration relationship between university and software industry based on knowledge management: an exploratory approach","The current environment that characterizes the software industry is extremely dynamic and somewhat complex demanding high-performance solutions, rapid development and cost efficiency. The collaboration relationship with universities has been represented a key resource, to the extent that together more easily can promote technological development that underpins innovation solutions. In addition, several studies point out knowledge sharing as an important and strongly influential factor in a collaboration relationship. In this context, the present thesis aims to identify a set of factors that can enhance and/or facilitate the collaboration relationship between the university and the software industry in a sustainable way, based on knowledge management. In line with the general objective three research questions were defined: (i) What are the main motivations that lead to the decision of establishing a collaboration relationship?; (ii) What are the management mechanisms used in the governance of collaboration relationships?; (iii) What are the principles and culture of knowledge management and of knowledge sharing in these organizations? In order to answer those questions and, consequently, achieve the general objective, an initial quantitative study based on a questionnaire was conducted. This study aims to explore and understand the practice of knowledge sharing and collaboration in the context of a university. Overall it was concluded that, knowledge sharing positively affects the collaboration behavior. The obtained results also showed that in order to promote and encourage knowledge sharing and, consequently, to foster collaboration relationships, it is important to work mechanisms based on intrinsic motivation and networking. Subsequently, it was conducted a qualitative study based on interviews in order to identify a set of factors that could enhance/facilitate the collaboration relationship between the university and the software industry in a sustainable way, based on knowledge management. Participants with complementary visions and different experiences in the two types of involved industries and simultaneously, with decisionmaking positions were interviewed. The results revealed that collaboration relationships established among these organizations are set-up only as a ‘connection’. This ‘connection’ is characterized by being a simple exchange, without building a sustainable collaboration relationship; although, those involved point to advantages in the existence of a sustainable collaboration relationship. The results also revealed that the collaboration relationships are usually conducted through informal communication channels, which makes it difficult to capture and disseminate knowledge to other remaining members of each involved organizations. In nutshell and in practical terms, this work contributes to the identification and analysis of a set of factors that enhance a collaboration relationship between university and software industry. This result can support organizations in the strategies definition for the development of actions, in order to promote a sustainable collaboration relationship. In theoretical terms, this work contributes to the increase of the body of knowledge in the area, with empirical results, since the literature point the lack of empirical studies as the main gap in this area of knowledge.","Marcello Chedid","2019","Portuguese National Funding Agency for Science, Research and Technology (RCAAP Project by FCT)","10.1080/14778238.2020.1789002","2","-","https://doi.org/10.1080/14778238.2020.1789002","","en","13","Include"
"Generative Modeling Games for Exploratory Industry-Academic Research","We present an approach to industry-academic research collaboration in which generative modeling is the central mechanism for not only enabling tactical coordination in exploratory research, but also for ensuring strategic alignment of both partners through a cooperative/competitive game approach of model evolution. Thoughts and experiences are offered for its applicability in contexts common relevant to software engineering research.","Andrew Walenstein; A. Malton","2019","Conducting Empirical Studies in Industry","10.1109/cesser-ip.2019.00011","1","-","https://doi.org/10.1109/cesser-ip.2019.00011","","-","-","Include"
"Characterizing industry-academia collaborations in software engineering: evidence from 101 projects","Research collaboration between industry and academia supports improvement and innovation in industry and helps ensure the industrial relevance of academic research. However, many researchers and practitioners in the community believe that the level of joint industry-academia collaboration (IAC) projects in Software Engineering (SE) research is relatively low, creating a barrier between research and practice. The goal of the empirical study reported in this paper is to explore and characterize the state of IAC with respect to industrial needs, developed solutions, impacts of the projects and also a set of challenges, patterns and anti-patterns identified by a recent Systematic Literature Review (SLR) study. To address the above goal, we conducted an opinion survey among researchers and practitioners with respect to their experience in IAC. Our dataset includes 101 data points from IAC projects conducted in 21 different countries. Our findings include: (1) the most popular topics of the IAC projects, in the dataset, are: software testing, quality, process, and project managements; (2) over 90% of IAC projects result in at least one publication; (3) almost 50% of IACs are initiated by industry, busting the myth that industry tends to avoid IACs; and (4) 61% of the IAC projects report having a positive impact on their industrial context, while 31% report no noticeable impacts or were “not sure”. To improve this situation, we present evidence-based recommendations to increase the success of IAC projects, such as the importance of testing pilot solutions before using them in industry. This study aims to contribute to the body of evidence in the area of IAC, and benefit researchers and practitioners. Using the data and evidence presented in this paper, they can conduct more successful IAC projects in SE by being aware of the challenges and how to overcome them, by applying best practices (patterns), and by preventing anti-patterns.","V. Garousi; Dietmar Pfahl; J. Fernandes; M. Felderer; M. Mäntylä; D. Shepherd; Andrea Arcuri; Ahmet Coskunçay; B. Tekinerdogan","2019","Empirical Software Engineering","10.1007/s10664-019-09711-y","57","-","https://doi.org/10.1007/s10664-019-09711-y","","-","-","Include"
"On the search for industry-relevant regression testing research","Regression testing is a means to assure that a change in the software, or its execution environment, does not introduce new defects. It involves the expensive undertaking of rerunning test cases. Several techniques have been proposed to reduce the number of test cases to execute in regression testing, however, there is no research on how to assess industrial relevance and applicability of such techniques. We conducted a systematic literature review with the following two goals: firstly, to enable researchers to design and present regression testing research with a focus on industrial relevance and applicability and secondly, to facilitate the industrial adoption of such research by addressing the attributes of concern from the practitioners’ perspective. Using a reference-based search approach, we identified 1068 papers on regression testing. We then reduced the scope to only include papers with explicit discussions about relevance and applicability (i.e. mainly studies involving industrial stakeholders). Uniquely in this literature review, practitioners were consulted at several steps to increase the likelihood of achieving our aim of identifying factors important for relevance and applicability. We have summarised the results of these consultations and an analysis of the literature in three taxonomies, which capture aspects of industrial-relevance regarding the regression testing techniques. Based on these taxonomies, we mapped 38 papers reporting the evaluation of 26 regression testing techniques in industrial settings.","N. Ali; Emelie Engström; Masoumeh Taromirad; M. Mousavi; Nasir Mehmood Minhas; Dan Helgesson; Sebastian Kunze; M. Varshosaz","2019","Empirical Software Engineering","10.1007/s10664-018-9670-1","57","-","https://doi.org/10.1007/s10664-018-9670-1","","-","-","Include"
"A Pearson Correlation Analysis of the SoftwareEngineering Practice in Micro and Small-SizedSoftware Industry of Sinaloa, Mexico","Is well-known that software development process fordesktop, web or mobile applications in industry needs the adoptionof best practices of Software Engineering. Nevertheless, notmuch contemporary information with regard to current practicesin micro and small-sized software industry exists especially inSinaloa, Mexico. This work presents an exploratory study whichprovides insight into industrial practices in the software industryof Sinaloa. A combination of both qualitative and quantitativedata is collected, using semi-structured interviews and a detailedquestionnaire from sixteen software factories. A Pearson correlationanalysis was performed independently between the variablesCompany location, Scope of coverage, Number of workers, Timeto live in the market, Projects completed, Time dedicated toactivities related to the project, Outdated projects completed inorder to determine the degree of relationship between each ofthe variables mentioned, with all. A correlation analysis and ananalysis of variance were performed. The quantitative resultswill serve to obtain opportunities for further interpretation andcomparison.","J. Aguilar-Calderón; A. Zaldívar-Colado; Carolina Tripp-Barba; Roberto Espinoza-Oliva; C. Zurita-Cruz","2019","IEEE Latin America Transactions","10.1109/tla.2019.8863166","7","-","https://doi.org/10.1109/tla.2019.8863166","","-","-","Include"
"Scaling agile in large organizations: Practices, challenges, and success factors","Abstract Context: Agile software development has nowadays reached wide adoption. However, moving agile to large‐scale contexts is a complex task with many challenges involved. Objective: In this paper, we review practices, challenges, and success factors for scaling agile both from literature and within a large software company, identifying the most critical factors. Method: We conduct a focused literature review to map the importance of scaling practices, challenges, and success factors. The outcome of this focused literature review is used to guide action research within a software company with a view to scaling agile processes. Results: Company culture, prior agile and lean experience, management support, and value unification were found to be key success factors during the action research process. Resistance to change, an overly aggressive roll‐out time frame, quality assurance concerns, and integration into preexisting nonagile business processes were found to be the critical challenges in the scaling process. Conclusion: The action research process allowed to cross‐fertilize ideas from literature to the company's context. Scaling agile within an organization does not need to follow a specific scheme, rather the process can be tailored to the needs while keeping the core values and principles of agile methodologies.","Martin Kalenda; Petr Hyna; B. Rossi","2018","J. Softw. Evol. Process.","10.1002/smr.1954","184","false","https://doi.org/10.1002/smr.1954","Agile software development; Process management; Agile Unified Process; Critical success factor; Context (archaeology); Process (computing); Lean software development; Knowledge management; Action research; Computer science","en","-","Include"
"Codex: A metamodel ontology to guide the execution of coding experiments","Abstract Background: Experiments have been conducted in many domains of software engineering (SE). Objective: This paper presents a metamodel, the Codex metamodel, containing standard concepts found in any coding experiment. We classify coding experiments as any SE experiment where participants have to carry out coding activities (construct, test, debug, and forth). Method: The paper presents results of an exploratory study that proposes a metamodel for the domain of coding experiments. Besides, we present how our metamodel specifies a real coding experiment. Results: Our metamodel for coding experiments was modeled with few elements, and it can precisely describe all coding activities. Conclusions: Our metamodel facilitates the development of a tool to support executing a coding experiment.","Waldemar Ferreira; M. T. Baldassarre; S. Soares","2018","Comput. Stand. Interfaces","10.1016/j.csi.2018.02.003","5","-","https://doi.org/10.1016/j.csi.2018.02.003","","-","-","Include"
"Toward Improving Industrial Adoption: The Choice of Programming Languages and Development Environments","While promising software engineering approaches are proposed every day, only few are adapted by professional developers. There are many potential reasons for this, such as, problems in identifying helpful approaches, missing tools, or lacking practical relevance. With our current research, we are concerned to improve the knowledge transfer from research to practice. In this paper, we discuss the impact of development environments and programming languages on knowledge transfer – considering that many scientific approaches and tools are interesting for professional developers, but rarely adopted by them. We base our discussion mainly on our personal experiences with industry-academia collaborations. To determine whether these experiences also apply to other developers, we additionally conducted a survey with 89 participants from academia and industry. The first results of our on-going work indicate a gap between the development environments and programming languages that are supported or used by researchers and those that are applied in industry. Based on our results, we describe initial discussions that can help to improve collaborations between industry and research.","Ivonne von Nostitz-Wallwitz; J. Krüger; Thomas Leich","2018","2018 IEEE/ACM 5th International Workshop on Software Engineering Research and Industrial Practice (SER&IP)","10.1145/3195546.3195548","5","-","https://doi.org/10.1145/3195546.3195548","","-","-","Include"
"Protocol and Tools for Conducting Agile Software Engineering Research in an Industrial-Academic Setting: A Preliminary Study","Conducting empirical research in software engineering industry is a process, and as such, it should be generalizable. The aim of this paper is to discuss how academic researchers may address some of the challenges they encounter during conducting empirical research in the software industry by means of a systematic and structured approach. The protocol developed in this paper should serve as a practical guide for researchers and help them with conducting empirical research in this complex environment.","Katarzyna Biesialska; Xavier Franch; V. Muntés-Mulero","2018","Conducting Empirical Studies in Industry","10.1145/3193965.3193970","7","-","https://doi.org/10.1145/3193965.3193970","","-","-","Include"
"Leveraging organizational climate theory for understanding industry-academia collaboration","Abstract Context Industry-academia collaboration (IAC) in the field of software engineering is widely discussed in the literature, highlighting its importance and benefits. However, along with the benefits, academic researchers face challenges while performing empirical studies in industry, risking their success. Awareness of these challenges and the importance of addressing them has recently grown, and became the center of discussion in several publication venues. Objective In this paper, we aim to address one of the key challenges affecting the success of IAC: stakeholder involvement. To this end, we propose a vision for leveraging organizational climate theory toward an effective management of IAC in software engineering research. Organizational climate is defined as the organization's priorities as perceived by its employees and was found to be an effective means of predicting employee behavior. Method To provide a basis and motivation for our vision, we conducted a literature review, focused on the workshop series of CESI, Conducting Empirical Studies in Industry, in order to elicit the relevant reported challenges of IAC, and to analyze them through the lens of the organizational climate theory. Results Emergent categories of the elicited challenges of IAC are related to the two basic components that determine the emergence of organizational climate: management commitment and communication. This result demonstrates that analyzing stakeholder involvement-related challenges of IAC through the lens of organizational climate theory provides an indication of the climate components that should be enhanced in order to address these challenges. Conclusion The above analysis lays the foundation for our vision that organizational climate may serve as an effective means of addressing the discussed challenges. We propose that developing measures of organizational research collaboration climate and deploying respective interventions for improvement would be instrumental for enhancing stakeholder involvement in IAC. We further propose a research outline toward fulfilling these potential contributions.","Sofia Sherman; I. Hadar; G. Luria","2017","Information and Software Technology","10.1016/j.infsof.2017.12.006","22","-","https://doi.org/10.1016/j.infsof.2017.12.006","","-","-","Include"
"Using a Visual Abstract as a Lens for Communicating and Promoting Design Science Research in Software Engineering","Empirical software engineering research aims to generate prescriptive knowledge that can help software engineers improve their work and overcome their challenges, but deriving these insights from real-world problems can be challenging. In this paper, we promote design science as an effective way to produce and communicate prescriptive knowledge. We propose using a visual abstract template to communicate design science contributions and highlight the main problem/solution constructs of this area of research, as well as to present the validity aspects of design knowledge. Our conceptualization of design science is derived from existing literature and we illustrate its use by applying the visual abstract to an example use case. This is work in progress and further evaluation by practitioners and researchers will be forthcoming.","M. Storey; Emelie Engström; Martin Höst; P. Runeson; E. Bjarnason","2017","International Symposium on Empirical Software Engineering and Measurement","10.1109/esem.2017.28","27","false","https://doi.org/10.1109/esem.2017.28","Computer science; Conceptualization; Design science; Software engineering; Software; Design science research; Work (physics); Communication design; Design knowledge; Human–computer interaction","en","-","Include"
