DOI,Title,Authors,Journal,Year,Abstract,ResearchRabbitId,Cited By,References,PubMedId
(missing DOI),Gathering empirical evidence and building a business case for software reference architectures in industry,Silverio Martínez-Fernández,(missing journal),2023,"Background: Software reference architectures are becoming widely adopted by organizations that need to support the design and maintenance of software applications of a shared domain. For organizations that plan to adopt this architecture-centric approach, it becomes fundamental to understand how software reference architectures are engineered, and to know their return on investment. Unfortunately, there is a lack of evidence-based support to help organizations with these challenges.&#x0D; Goal: The main goal of this PhD thesis is to support organizations making informed decisions about software reference architecture acquisition, design, and use based on empirical evidence.&#x0D; Methods: To accomplish this goal, we have conducted an action research approach in an industry-academia collaboration between everis (a multinational IT consulting firm based in Spain) and our Research Group of Software and Service Engineering (GESSI).&#x0D; Results: The results from our industry-academia collaboration led to uncover novel evidence on the use of software reference architectures in practice. The procedures and evidence obtained have been packaged to design guidelines that could be used in similar contexts as the one of everis.&#x0D; Conclusions: This PhD thesis supports organizations to acquire and engineer software reference architectures by providing evidence-based support. Such evidence-based support consists of the results of the empirical studies conducted in this PhD thesis, and the presented guidelines for gathering new corporate evidence. Context: Les arquitectures del software de referència estan sent àmpliament adoptades per les organitzacions que necessiten dissenyar i mantenir aplicacions software d’un domini compartit. Per les organitzacions que tenen previst adoptar aquest enfocament centrat en l’arquitectura, esdevé fonamental entendre com es dissenyen les arquitectures del software de referència, i conèixer el seu retorn d’inversió. Desafortunadament, hi ha una manca de recolzament basat en l’evidència per ajudar aquestes organitzacions a afrontar aquests reptes. Objectiu: L’objectiu principal d’aquesta tesi doctoral és recolzar les organitzacions a prendre decisions informades i basades en l’evidència empírica sobre l’adquisició, disseny i ús d’arquitectures del software de referència. Mètodes: Per aconseguir aquest objectiu, s’ha portat a terme un enfocament d’investigació-acció en una col·laboració empresa-universitat entre “everis” (una empresa multinacional de consultoria tecnològica amb seu a Espanya) i el nostre Grup d’investigació en Enginyeria del Software i Serveis (GESSI). Resultats: Fruït de la nostra col·laboració empresa-universitat, s’han descobert noves evidències sobre l’ús d’arquitectures del software de referència a la pràctica. Els procediments i les evidències obtingudes han estat empaquetades per dissenyar directrius que podrien ser utilitzades en contextos similars com el d’everis. Conclusions: Aquesta tesi doctoral és una contribució per les organitzacions que adopten i dissenyen arquitectures del software de referència, proporcionant recolzament basat en l’evidència empírica. Aquest recolzament es constitueix dels resultats dels estudis empírics realitzats en aquesta tesi doctoral, i les directrius que es presenten per la recol·lecció de noves evidències corporatives.",238145406,3,143,(missing PubMedId)
(missing DOI),Defect Dependency based Heuristic Approaches to Improve Software Quality in Large Scale Integrated Software Products,"Sai Anirudh Karre, R. Reddy, S. Krishna, K. Karlapalem, Uma Devi Karre, Srinivas Rao Karre",(missing journal),2015,"Software Quality has been an important economic factor for every successful Software Product. It is quite challenging for large-scale software products, especially integrated software products to maintain its quality after every version release. Integrated Software Product is a software that combines two or more sub-products to achieve a similar business goal. These sub-products are interconnected to each other and share common packages of programs to form one application. Unlike non-integrated software products, integrated software products are complex in design. They require detailed exploration on the spread of a defect across entire integrated product suite along with causal analysis so as to improve overall product quality. Either due to security constraints or due to complicated workflow, quality engineers may not be able to access and analyze the source code of all sub-products together in a large scale integrated software product. Thus investigating defect dependency in large scale integrated software product is difficult. In this thesis, we present our efforts towards exploring various ways to estimate defect widespread or defect dependency of a defect in a large scale integrated software product. Current approaches are mostly non-generic and are developed for a specific product design with domain constraints and with predefined conditions. Very few approaches were found to be adaptable for large software products. However, they were neither evaluated nor validated using a real-time defect dataset of a large scale integrated software product. This motivated us to present a few approaches to estimate the defect widespread or defect dependency of a defect in a large scale integrated software product. Our approaches are heuristic by design, this is to achieve a generalized way to study the defect dependency in a software product of any domain and size. These approaches help product owners of an integrated software product to prioritize defects based on its widespread across the large software product and also help quality teams to evaluate the defect dependency so as to address dependent defects based on artifacts accessible to them. As part of our initial research, we examined Defect Dependency calculation using the concept of Generalized Dependency Degree method which is measure a of studying the dependency of an element over another. This method was primarily inspired by dependency degree approach from Rough Set Theory. We formulated this method into an approach by representing all recorded defects per subproduct in a large scale integrated software product as onevset. We calculated Generalized Dependency Degree between defect sets of each sub-product so as to estimate the defect dependency over another. We implemented this approach on a real-time industrial defect dataset of a large scale integrated Human",237042455,0,52,(missing PubMedId)
(missing DOI),Empirical assessment of design patterns’ fault-proneness at different granularity levels,"Mawal A. Mohammed, Mahmoud O. Elish",(missing journal),2016,". There are several claimed benefits for the impact of design patterns (DPs) on software quality. However, the association between design patterns and fault-proneness has been a controversial issue. In this work, we evaluate the fault-proneness of design patterns at four levels: the design level, category level, pattern level, and role level. We used five subject systems in our empirical study. As a result, we found that, at the design level, the classes that participate in the design patterns are less fault-prone than the non-participant classes. At the category level, we found that the classes that participate in the behavioral and structural categories are less fault-prone than the non-participant classes. In addition, we found that the classes that participate in the structural design patterns are less fault-prone than the classes that participate in the other categories. At the pattern level, we found that only five patterns show significant associations with fault-proneness: builder, factory method, adapter, composite, and decorator. All of these patterns except for builder show that the classes that participate in each one of them are less fault-prone than the non-participant classes in that pattern. The classes that participate in the builder design pattern were more fault-prone than the non-participant classes and the classes that participate in several patterns: the adapter, the composite, and the decorator design patterns. At the role level, the most significant differences were between the classes that participate in some roles and the non-participant classes. Only three pairs of design pattern roles show significant differences. These roles are concrete-product vs. concrete-creator, adapter vs. adaptee, and adapter vs. client. The results recommend the use of design patterns because they are less fault-prone in general except for the builder design pattern, which should be applied with care and addressed with more test cases.",233364745,1,52,(missing PubMedId)
(missing DOI),"Survey Results on Threats To External Validity, Generalizability Concerns, Data Sharing and University-Industry Collaboration in Mining Software Repository (MSR) Research","A. Sureka, Ambika Tripathi, Savita Dabral",ArXiv,2015,"Mining Software Repositories (MSR) is an applied and practise-oriented field aimed at solving real problems encountered by practitioners and bringing value to Industry. Replication of results and findings, generalizability and external validity, University-Industry collaboration, data sharing and creation dataset repositories are important issues in MSR research. Research consisting of bibliometric analysis of MSR paper shows lack of University-Industry collaboration, deficiency of studies on closed or propriety source dataset and lack of data as well as tool sharing by researchers. We conduct a survey of authors of past three years of MSR conference (2012, 2013 and 2014) to collect data on their views and suggestions to address the stated concerns. We asked 20 questions from more than 100 authors and received a response from 39 authors. Our results shows that about one-third of the respondents always make their dataset publicly available and about one-third believe that data sharing should be a mandatory condition for publication in MSR conferences. Our survey reveals that more than 50% authors used solely open-source software (OSS) dataset for their research. More than 50% of the respondents mentioned that difficulty in sharing Industrial dataset outside the company is one of the major impediments in University-Industry collaboration.",230102600,3,12,(missing PubMedId)
(missing DOI),On the search for industry-relevant regression testing research,"Nauman Bin Ali, Emelie Engström, Masoumeh Taromirad, Mohammad Reza Mousavi, Nasir Mehmood Minhas, Daniel Helgesson, Sebastian Kunze, Mahsa Varshosaz",Empirical Software Engineering,2019,"Regression testing is a means to assure that a change in the software, or its execution environment, does not introduce new defects. It involves the expensive undertaking of rerunning test cases. Several techniques have been proposed to reduce the number of test cases to execute in regression testing, however, there is no research on how to assess industrial relevance and applicability of such techniques. We conducted a systematic literature review with the following two goals: firstly, to enable researchers to design and present regression testing research with a focus on industrial relevance and applicability and secondly, to facilitate the industrial adoption of such research by addressing the attributes of concern from the practitioners’ perspective. Using a reference-based search approach, we identified 1068 papers on regression testing. We then reduced the scope to only include papers with explicit discussions about relevance and applicability (i.e. mainly studies involving industrial stakeholders). Uniquely in this literature review, practitioners were consulted at several steps to increase the likelihood of achieving our aim of identifying factors important for relevance and applicability. We have summarised the results of these consultations and an analysis of the literature in three taxonomies, which capture aspects of industrial-relevance regarding the regression testing techniques. Based on these taxonomies, we mapped 38 papers reporting the evaluation of 26 regression testing techniques in industrial settings.",218955120,63,97,(missing PubMedId)
(missing DOI),University-software industry collaboration: an empirical study based on knowledge management,"Marcello Chedid, Teresa Carvalho, L. Teixeira",Knowledge Management Research & Practice,2020,"ABSTRACT The current environment that characterises the software industry is extremely dynamic and somewhat complex demanding high-performance solutions, rapid development, and cost-efficiency. Given this scenario, industry is forced to search for new partners, with the university-industry collaboration representing a fundamental resource in promoting innovation and technological development. This study aims to obtain and analyse the perceptions and experiences of representatives of this industry and the university, in order to identify a set of factors that could enhance and/or be the source of a sustainable collaboration, based on knowledge management. In nutshell, the results show that motivations are associated with the immediate opportunities or needs of each of those directly involved in the collaboration take priority, without building a sustainable collaboration. This collaboration is generally conducted through informal communication channels, which makes it difficult to capture and disseminate knowledge to other members of each of the related organisations.",217911040,9,64,(missing PubMedId)
(missing DOI),Codex: A metamodel ontology to guide the execution of coding experiments,"Waldemar Ferreira, Maria Teresa Baldassarre, Sergio Soares",Computer Standards & Interfaces,2018,(missing abstract),214878912,6,64,(missing PubMedId)
(missing DOI),Guidelines for conducting interactive rapid reviews in software engineering -- from a focus on technology transfer to knowledge exchange,"Sergio Rico, Nauman Bin Ali, Emelie Engström, Martin Höst",(missing journal),2020,"Evidence-based software engineering (EBSE) aims to improve research utilization in practice. It relies on systematic methods (like systematic literature reviews, systematic mapping studies, and rapid reviews) to identify, appraise, and synthesize existing research findings to answer questions of interest. However, the lack of practitioners' involvement in the design, execution, and reporting of these methods indicates a lack of appreciation for knowledge exchange between researchers and practitioners. Within EBSE, the main reason for conducting these systematic studies is to answer the practitioner's questions and impact practice. However, in many cases, academics have undertaken these studies without any direct involvement of practitioners.This report focuses on the rapid review guidelines and presents practical advice on conducting these with practitioner involvement to facilitate knowledge co-creation.Based on a literature review of rapid reviews and stakeholders engagement in medicine and our experience of using secondary studies in software engineering, we propose extensions to an existing proposal for rapid reviews in software engineering to increase researchers-practitioners knowledge exchange. We refer to the extended method as an interactive rapid review.An interactive rapid review is a streamlined approach to conduct agile literature reviews in close collaboration between researchers and practitioners in software engineering. This report describes the process and discusses possible usage scenarios and some reflections from the proposal's ongoing evaluation.The proposed guidelines will potentially boost knowledge co-creation through active researcher-practitioner interaction by streamlining practitioners' involvement and recognizing the need for an agile process. (Less)",213723797,8,56,(missing PubMedId)
(missing DOI),Knowledge Management in University-Software Industry Collaboration,"Marcello Chedid, Leonor Teixeira",IGI Global eBooks,2021,"The university-software industry collaboration relationship has been represented a key resource, to the extent that together they can more easily promote technological development that underpins innovation solutions. Through a literature review, this chapter aims to explore the concepts and the facilitator or inhibitor factors associated with the collaboration relationships between university and software industry, taking knowledge management into account. This chapter is organized as follows. In the first section, the authors briefly introduce university, software industry, and knowledge management. The following section, based on the literature reviewed, provides a critical discussion of the university-software industry collaboration relationship, knowledge management in knowledge intensive organizations or community, and knowledge management in collaboration relationship between these two types of industries. Finally, in the rest of the sections, the authors point to future research directions and conclude.",202964886,1,61,(missing PubMedId)
(missing DOI),Get the cogs in synch: time horizon aspects of industry--academia collaboration,"P. Runeson, Sten Minör, Johan Svenér",WISE@ASE,2014,"In industry--academia collaboration projects, there are many issues related to different time horizons in industry and academia. If not adressed upfront, they may hinder collaboration in such projects. We analyze our experiences from a 10 year industry--academia collaboration program, the EASE Industrial Excellence Center in Sweden, and identify issues and feasible practices to overcome the hurdles of different time horizons. Specifically, we identify issues related to contracts, goals, results, organization (in)stability, and work practices. We identify several areas where the time horizon is different, and conclude that mutual awareness of these differences and management commitment to the collaboration are the key means to overcome the differences. The launch of a mediating institute may also be part of the solution.",193724772,20,13,(missing PubMedId)
(missing DOI),What do software team managers want from a skills identification?,"Matheus Flauzino, M. Souza, Vinicius H. S. Durelli, R. Durelli","Workshops on Software Visualization, Evolution and Maintenance",2021,"Searching for developers with the necessary skills to work effectively on a project is not an easy task for companies. For software team managers, it is important to know their team's experience and what technologies they are using in order to be able to allocate resources optimally. Therefore, in this paper, we decided to study the needs of the managers of a software development company in order to identify their team's skills. We carried out a focus group. We have interviewed 11 managers from a development company (with approximately 75 developers). As result we have mapped 5 issues, 4 possible applications and another 7 needs to create a new methodology for identifying skills. Finally, we conclude that managers are interested in a methodology to identify skills in business flow.",189090427,1,34,(missing PubMedId)
(missing DOI),From Ivory Tower to Democratization and Industrialization: A Landscape View of Real-World Adaptation of Artificial Intelligence,Toshihiko Yamakami,Advances in intelligent systems and computing,2019,"Deep learning is a hot research topic during 2010s. The rapid advances and data and computing-intensive characteristics of deep learning isolated ordinary people from the technology. However, as the technology advances, there are some visible signs of socialization in deep learning. The author presents the concept of democratization and industrialization of deep learning. Then, the author describes this trend as a new landscape view of AI technology. Finally, the author describes a 3-stage model of interaction between social community and technology in the era of digital transformation.",186292105,0,7,(missing PubMedId)
10.1016/J.INFSOF.2017.12.006,Leveraging organizational climate theory for understanding industry-academia collaboration,"Sofia Sherman, Irit Hadar, Gil Luria",Information and Software Technology,2017,"Abstract   Context  Industry-academia collaboration (IAC) in the field of software engineering is widely discussed in the literature, highlighting its importance and benefits. However, along with the benefits, academic researchers face challenges while performing empirical studies in industry, risking their success. Awareness of these challenges and the importance of addressing them has recently grown, and became the center of discussion in several publication venues.    Objective  In this paper, we aim to address one of the key challenges affecting the success of IAC: stakeholder involvement. To this end, we propose a vision for leveraging organizational climate theory toward an effective management of IAC in software engineering research. Organizational climate is defined as the organization's priorities as perceived by its employees and was found to be an effective means of predicting employee behavior.    Method  To provide a basis and motivation for our vision, we conducted a literature review, focused on the workshop series of CESI, Conducting Empirical Studies in Industry, in order to elicit the relevant reported challenges of IAC, and to analyze them through the lens of the organizational climate theory.    Results  Emergent categories of the elicited challenges of IAC are related to the two basic components that determine the emergence of organizational climate: management commitment and communication. This result demonstrates that analyzing stakeholder involvement-related challenges of IAC through the lens of organizational climate theory provides an indication of the climate components that should be enhanced in order to address these challenges.    Conclusion  The above analysis lays the foundation for our vision that organizational climate may serve as an effective means of addressing the discussed challenges. We propose that developing measures of organizational research collaboration climate and deploying respective interventions for improvement would be instrumental for enhancing stakeholder involvement in IAC. We further propose a research outline toward fulfilling these potential contributions.",276da179-312d-44d4-bacd-2271133d1374,24,105,(missing PubMedId)
10.1109/TLA.2019.8863166,"A Pearson Correlation Analysis of the SoftwareEngineering Practice in Micro and Small-SizedSoftware Industry of Sinaloa, Mexico","José Alfonso Aguilar Calderón, Aníbal Zaldívar-Colado, Carolina Tripp-Barba, Roberto Espinoza-Oliva, Carlos-Eduardo Zurita-Cruz",IEEE Latin America Transactions,2019,"Is well-known that software development process fordesktop, web or mobile applications in industry needs the adoptionof best practices of Software Engineering. Nevertheless, notmuch contemporary information with regard to current practicesin micro and small-sized software industry exists especially inSinaloa, Mexico. This work presents an exploratory study whichprovides insight into industrial practices in the software industryof Sinaloa. A combination of both qualitative and quantitativedata is collected, using semi-structured interviews and a detailedquestionnaire from sixteen software factories. A Pearson correlationanalysis was performed independently between the variablesCompany location, Scope of coverage, Number of workers, Timeto live in the market, Projects completed, Time dedicated toactivities related to the project, Outdated projects completed inorder to determine the degree of relationship between each ofthe variables mentioned, with all. A correlation analysis and ananalysis of variance were performed. The quantitative resultswill serve to obtain opportunities for further interpretation andcomparison.",70aa82d8-1303-4533-89b5-a1bc17e5faeb,8,28,(missing PubMedId)
(missing DOI),The University Challenge in the Collaboration Relationship With the Industry,"Marcello Chedid, L. Teixeira",(missing journal),2020,"Universities suffer from the impact of (1) life cycles associated with technological innovations, (2) the globalization of the economy and culture, (3) the educational needs of an increasingly knowledgedriven society, and (4) the training needs for high-performing professional activities. Solutions to these factors may be found in a positive attitude toward knowledge sharing and collaboration relationships. Collaboration has been considered a way to address the challenges of the 21st century, fostering the necessary innovation, growth, and productivity for all parties involved. Several studies reveal that collaboration can be strongly influenced by knowledge sharing. Collaboration relationships, besides the creation of new knowledge, may result in several outcomes and benefits for the university and society. This chapter aims to address and discuss the university challenges in the collaboration relationships with the industry based on the main results of some empirical studies developed during a research project.",179557859,3,55,(missing PubMedId)
