DOI,Title,Authors,Journal,Year,Abstract,ResearchRabbitId,Cited By,References,PubMedId
10.1186/S12889-026-26916-1,Social impact bonds: opportunities for funding health promotion and disease prevention,"S. Plankó,  Emily S. G. Hulse,  Maureen Rutten-van Mölken,  Lucas Goossens,  Sarah Wordsworth,  Rositsa Koleva-Kolarova,  Apostolos Tsiachristas,  Stephen Wright,  Júlia Zemplényiné Bartha,  Bettina Nagy,  Balázs Babarczy",BMC Public Health,2026,Not applicable.,1f295ec1-e435-4816-8372-c746f6a56403,0,27,https://pubmed.ncbi.nlm.nih.gov/41840588
10.1016/J.EURONEURO.2026.112802,"Efficacy of 3,4-methylenedioxymethamphetamine (MDMA)-assisted therapy for posttraumatic stress disorder: A systematic review and meta-analysis of clinical and functional outcomes","Natalia E. Fares-Otero,  Yuki Furukawa,  Marit Sijbrandij,  Stefan Leucht,  Eduard Vieta,  Pim Cuijpers,  Mathias Harrer,  Soraya Seedat",European Neuropsychopharmacology,2026,"Posttraumatic stress disorder (PTSD) is a chronic and disabling condition and identifying beneficial therapies is timely and important. We aimed to estimate the efficacy of 3,4-methylenedioxymethamphetamine-assisted therapy (MDMA-AT) compared with control on clinical and functional outcomes in PTSD. A PRISMA-compliant search (PROSPEROCRD42022353261) up to August 14, 2025, covered nine databases and manual searches to identify randomised controlled trials (RCTs). Methodological quality was assessed using the Cochrane Risk of Bias tool (RoB2), and the certainty of the evidence for each outcome was evaluated using the Grading of Recommendations, Assessment, Development, and Evaluation (GRADE) approach. Of 1035 records identified, 14 studies met inclusion criteria for qualitative synthesis; eight trials provided sufficient data for quantitative synthesis (k = 24). Random-effects meta-analyses indicated that MDMA-AT was associated with reductions in PTSD symptom severity (n = 298, k = 9, SMD = -1.19, 95 % CI [-1.95, -0.42]; I² = 68.8 %, τ<sup>2</sup> = 1.02), dissociative symptoms (n = 148, k = 5, SMD = -0.37, 95 % CI [-0.70, -0.04]; I² = 0.0 %, τ<sup>2</sup> = 0), and may improve functioning (n = 227, k = 4, SMD = -0.83, 95 % CI [-1.47, -0.19]; I² = 61.2 %, τ<sup>2</sup> = 0.27). No clear evidence of benefit was observed for depressive symptoms. Most studies showed a high risk of bias in the measurement of the outcome, and some concerns due to deviations from the intended intervention; the overall certainty of the evidence was very low. The number of trials remains limited, with considerable heterogeneity in certain outcomes, small sample sizes, and the absence of active controls in most studies, which likely compromised blinding integrity. Current findings suggest that MDMA-AT may warrant further investigation as a potential treatment for PTSD; however, larger, higher-quality RCTs with active controls and long-term follow-up are needed to determine its efficacy.",a98362d9-2325-4469-8c7e-95df44e9955a,0,86,https://pubmed.ncbi.nlm.nih.gov/41825162
10.1007/S41055-026-00208-1,Valorization of Food Processing By-Products: A Sustainable Approach for a Circular Bioeconomy,"Basavaraj Neelappa Gonal,  Shubham K Ravikumar,  Vinayak Basavaraj Pattanad,  R. L. Patil,  Suresh B. Arakera",Food Ethics,2026,(missing abstract),3433a277-9415-4ba2-8154-ddd7f83bc6b7,0,118,(missing PubMedId)
10.1016/J.CIE.2026.111994,Multi-Objective Facility Location Problems: Systematic Literature Review and research agenda,"Serena Fugaro,  Antonino Sgalambro",Computers & Industrial Engineering,2026,(missing abstract),0b8dbc1e-8c20-4590-b23d-df727317d2e8,0,282,(missing PubMedId)
10.1057/S41599-026-06774-3,Formation and development of the socialist heritage concept: a chronological and thematic theoretical review,"Xidong Ma,  Yukun Zhang,  Yan Li,  Runheng Hu",Humanities and Social Sciences Communications,2026,"Socialist heritage (SH) is the tangible product of socialist construction in socialist countries and constitutes a distinctive part of 20th-century heritage. Nevertheless, due to its politically controversial nature and relatively short history, this type of heritage has not yet been fully recognized and systematically studied. This study aims to systematically review the formation and development of the SH concept, thereby clarifying its basic connotation and consolidating its theoretical foundation. Following the PRISMA framework and the snowballing principle, 29 official documents and 137 multilingual literature sources were retrieved. Through manual review and collation, the origin, development, and research status of the SH concept were comprehensively sorted out from the dual chronological and thematic perspectives, identifying both achievements and limitations. The findings indicate that: (1) The conceptual development of SH has progressed through three distinct stages: field survey and value exploration (early 1990s–early 2010s), conceptualization and identification initiative (early–mid 2010s), and practical methodology exploration (late 2010s–present). Throughout this process, the SH concept has been grdually formalized, legally recognized, and implemented with initial achievements. Central and Eastern Europe is the dominant region for the dissemination and development of the SH concept. (2) Previous theoretical research has focused on four themes: status investigation and value analysis, multidimensional characteristics, conservation initiatives and conceptual discussion, and conservation policy and strategy exploration. Overall, the research demonstrates a chronological progression that aligns with the conceptual initiative stages. (3) Several challenges remain, such as poor reality conservation, significant geographical barriers, and conflicting political positions. Furthermore, potential directions requiring deeper exploration include conceptual connotations, foundational research, the development of general national frameworks, and comparative studies. By elucidating the SH concept and its formation, these findings reveal current research trends and future directions within the international academic community, providing theoretical guidance for the scientific conservation of SH.",e3898935-49eb-45ac-83a8-ea76d511da23,0,90,(missing PubMedId)
10.54175/HSUSTAIN5010011,"Promoting and Developing Sustainable Behavior among Engineering Students: The Role of Higher Education Institutions, Digital Environments and Digital Technologies","Yekaterina Kovaleva,  R. I. Minu,  Ari Happonen",Highlights of Sustainability,2026,"Our research explores how higher education institutions (HEI) can effectively foster sustainable behavior and better wellbeing among engineering students, using digital technologies to enhance development of these life aspects. Engineering graduates, as future professionals, influence technological development and contribute to workplace cultures, yet often lack the knowledge to address sustainability challenges, thereby increasing the risk of developing unsustainable solutions and work-life habits. Universities offer powerful learning, social, and living environments that can influence long-term attitudes and habits. To understand how these environments shape sustainable behavior and how they can be improved, a narrative literature review was conducted across behavioral science, sustainability studies, engineering education, and digital technology research. The review synthesizes four key categories of behavioral factors: internal drivers, social pressure, environmental and infrastructural facilitators, and habit formation. Universities can address these categories through their curricula, institutional image, and campus infrastructure. The analysis highlights several effective educational strategies, including early exposure to sustainability concepts, problem- and project-based learning, interdisciplinarity, collaboration with industry and communities, and informal activities that extend beyond the classroom. A second contribution of this study is the integration of technological tools into the sustainability education discussion. As digital technologies become deeply embedded in students’ learning processes and increasingly shape how they access information and interact with systems and artificial intelligence tools to make decisions, Industry 4.0 and 5.0 tools serve as powerful mechanisms for promoting sustainable behavior. The review identifies four categories of digital tools that can support sustainable behavior development: visualization, simulation, gamification, and smart infrastructure. The study proposes an integrative conceptual framework that aligns pedagogical strategies, institutional image, and campus infrastructure to support the development of sustainable behavior among engineering students. We recommend follow-up studies on social media's impact on mental health, virtual and metaverse technologies for wellbeing and soft skills development, especially in an era of increasing reliance on artificial intelligence (AI) tools for human work and thinking offloading. Additionally, linking technological tools with behavioral predictors to demonstrate how technology can improve learning has been shown to boost social and motivational factors and incorporate sustainable actions into daily routines. This presents strong opportunities to connect HEI education to Society 5.0 and Education 5.0 development.",97e810df-7081-405c-8920-ba8e941aaa2a,0,86,(missing PubMedId)
10.1590/S2179-975X3725,Impact of unpaved roads on the fluvial ecosystems in the XXI century: a review,"Jeferson Eslei Mazur,  Valdemir Antoneli,  Edivaldo Lopes Thomaz",Acta Limnologica Brasiliensia,2025,"Abstract Aim Considering the strategic role of water resources for ecosystem sustainability and the increasing anthropogenic pressure, particularly from roads, this study aimed to analyze the impacts of unpaved roads on fluvial ecosystems, with emphasis on erosion processes and related mechanisms. Methods A systematic literature review was conducted using the Methodi Ordinatio, with searches in the Scopus and Web of Science databases. After applying the selection criteria, 29 articles published between 2001 and the present were analyzed. Initially, a scientometric analysis was carried out, followed by a knowledge synthesis and suggestions for future research directions. Results The findings indicate a growing interest in the topic, with a geographic concentration of studies in countries such as the USA, China, and Australia, predominantly focused on forest roads in mountainous regions and streams. Most investigations addressed hydro-sedimentological dynamics and the effectiveness of best management practices (BMPs), while fewer studies examined direct impacts on water quality and aquatic biota. The studies showed that unpaved roads reduce infiltration, increase surface runoff, and intensify the production and delivery of fine sediments, with strong hydrological connectivity, especially at stream crossings and roadside ditches. BMPs such as road decommissioning, gravel surfacing, revegetation, and the establishment of riparian zones were effective in mitigating these impacts, particularly when well-implemented and adapted to local conditions. Conclusions Although the reviewed studies provide evidence of the impacts of roads on fluvial systems, gaps remain in the literature. It is necessary to expand the geographical scope of investigations, deepen the evaluation of direct impacts on water quality and biodiversity, especially at a longitudinal scale, and test the effectiveness of BMPs under different environmental conditions to support the conservation of fluvial ecosystems in rural areas.",dcdbbc37-186c-4466-af07-3d23d7b5f96a,0,50,(missing PubMedId)
10.1177/10519815261423156,"Virtual reality and augmented reality technology for safety training in high-risk industries: A literature review on applications, perspectives and challenges","Zahir Al-Khafaji,  Mahdis Keyhanian,  Farag M. A. Altalbawy,  Mohammed Abed Jawad,  Shakir Mahmood Saeed,  Ahmed Aldulaimi,  Rafid Jihad Albadr,  M Ghadhanfar Alwan,  Aseel Smerat,  Sayed Vahid Esmaeili",Work,2026,"BackgroundHigh-risk industries such as construction, mining, and oil and gas consistently face significant safety challenges due to inherently hazardous operations. Traditional safety training methods prove inadequate as they cannot realistically simulate dangerous conditions.ObjectiveThis research aimed to conduct a comprehensive review of the application of Virtual Reality (VR) and Augmented Reality (AR) technologies as innovative solutions for safety training in high-risk environments.MethodsA narraative literature review was performed using valid scientific databases (PubMed, Scopus, and Web of Science) from 2012 to 2025. The search employed broad keywords related to VR/AR and safety training. Studies were selected based on strict criteria including focus on non-medical, non-military applications in high-risk industries, robust methodology, and sufficient sample size. The snowballing technique was additionally used to identify relevant literature.ResultsThe analysis demonstrated that VR/AR-based simulations significantly enhance safety training effectiveness across multiple applications including hazardous environment training, emergency response scenarios, and complex task training. These technologies improve learner engagement, practical skill retention, hazard identification capabilities, and reaction times while reducing human errors. VR-trained workers consistently outperformed traditionally-trained counterparts in practical assessments. Implementation challenges include high costs, need for specialized instructor training, and scenario localization requirements.ConclusionsVR and AR technologies represent a transformative approach to safety training in high-risk industries, with demonstrated effectiveness in improving learning outcomes and safety preparedness. Future development should focus on creating cost-effective, cloud-based platforms and integrating artificial intelligence to enhance accessibility and adaptability, potentially leading to significant reductions in occupational injuries and advanced safety standards.",73327403-3271-491f-bfe7-ce8cfb7e73ff,0,86,https://pubmed.ncbi.nlm.nih.gov/41761482
10.1145/3742413.3789079,From Toil to Thought: Designing for Strategic Exploration and Responsible AI in Systematic Literature Reviews,"Runlong Ye,  Naaz Sibia,  Angela Zavaleta Bernuy,  Tingting Zhu,  Carolina Nobre,  Viktoria Pammer‐Schindler,  Michael Liut",International Conference on Intelligent User Interfaces,2026,"Systematic Literature Reviews (SLRs) are fundamental to scientific progress, yet the process is hindered by a fragmented tool ecosystem that imposes a high cognitive load. This friction suppresses the iterative, exploratory nature of scholarly work. To investigate these challenges, we conducted an exploratory design study with 20 experienced researchers. This study identified key friction points: 1) the high cognitive load of managing iterative query refinement across multiple databases, 2) the overwhelming scale and pace of publication of modern literature, and 3) the tension between automation and scholarly agency.",f3fc7c1d-878c-4810-a8cd-ed883954ed79,1,100,(missing PubMedId)
10.21203/RS.3.RS-8941620/V1,Environmental scan of online resources for care providers on perinatal depression,"C. Vincent,  Naomie Rioux,  Rachel Michaud,  Geneviève Roch,  Tina C. Montreuil,  A. L. MacKinnon",(missing journal),2026,"<title>Abstract</title> <bold>Introduction</bold> : Around 20% of mothers and 10% of fathers experience mental health challenges during the perinatal period, spanning from conception to one year postpartum. Perinatal healthcare providers play a crucial role in identifying and addressing these issues, but many parents struggle to access adequate care. Various online resources guide providers with screening, referrals, and treatment options. However, their quality varies, with some websites lacking current, relevant, or well-organized information. <bold>Objectives</bold> : This study aims to conduct an environmental scan to compile, describe, and evaluate online resources for healthcare providers on perinatal depression in French and English. A secondary objective is to identify information gaps concerning areas such as screening, treatment, culture-related content, and trauma-informed care. <bold>Methods</bold> : A grey literature search was conducted on websites from health organizations, governments, advocacy groups, and perinatal research alliances using Google Chrome. Inclusion criteria required that the resource targeted care providers, was available in French or English, and was presented in website format. Two independent evaluators assessed resources for accuracy (symptoms, risk factors, cultural considerations, trauma-informed care, and impact), inclusion of screening and treatment guidance, website quality, and audience relevance. Scoring was based on criteria adapted from established guidelines (e.g., CANMAT &amp; SOGC) and prior research to identify high-quality, evidence-based resources. Descriptive analyses were conducted to summarize website quality. <bold>Results</bold> : Twenty-three websites met the inclusion criteria. Results showed that more than half of the expected information was found on 74% of websites for symptoms, 65% for risk factors and screening quality, 61% for the impact on children, and 43% for treatment quality and barriers. The impact on parents was the least covered, with only 17% of websites providing more than half of the relevant information. <bold>Conclusion</bold> : This environmental scan highlights the strengths and limitations of the information available online on perinatal depression for healthcare professionals.",185b8a4e-28c7-4066-b2de-0d5612f891cf,0,28,(missing PubMedId)
10.3390/BIOENGINEERING13030257,"Technological Doping in Sport: Performance Enhancement, Health, Ethics, and Regulatory Governance: A Narrative Synthesis","Dan Iulian Alexe,  Prashant Kumar Choudhary,  Suchishrava Choudhary,  Sohom Saha,  Bindiya Rawat,  Dragoș Ioan Tohănean,  Ecaterina Lungu,  Cristina Ioana Alexe",Bioengineering,2026,"Background: Technological innovation increasingly shapes modern sport, influencing performance, athlete safety, and regulatory governance. While new technologies enhance training and monitoring, they also raise concerns regarding fairness, health protection, and ethical legitimacy, commonly described as technological doping. The fragmented nature of the literature in this field requires integrative synthesis. Methods: A structured narrative synthesis was conducted using systematic searches and predefined eligibility criteria to identify studies addressing performance technologies, digital monitoring and detection systems, healthcare compliance, and governance and ethical frameworks. Twenty-four studies spanning empirical, policy, and conceptual domains were included. Results: Mechanical technologies, particularly advanced carbon-plate footwear, were associated with approximately 1–3% faster marathon performances and measurable alterations in lower-limb kinematics and kinetics under fatigue, while running-specific prostheses demonstrated performance-relevant differences in stiffness and energy return properties. Wearable monitoring systems supported training optimization but raised concerns related to surveillance and athlete autonomy. Artificial intelligence-based medication screening tools demonstrated high operational performance, with reported recognition accuracy ranging from approximately 92% to 98%, sensitivity approaching 1.00, and strong specificity for identifying prohibited substances from prescription images. Healthcare studies identified persistent knowledge gaps, medication risks, and the importance of pharmacists and education programs. Governance analyses revealed disparities in laboratory capacity and regulatory ambiguity when addressing emerging technologies, while ethical scholarship questioned the boundaries of legitimate enhancement. Conclusions: Technological doping reflects an interconnected performance–health–governance challenge rather than an isolated equipment issue. The synthesis demonstrates that technological doping is driven by measurable performance gains, digitally mediated compliance systems, and uneven regulatory capacity, indicating that future governance must shift from reactive equipment bans toward integrated, evidence-based oversight of biomechanical, digital, and healthcare technologies.",cbe87298-598b-4d67-870e-377a8b10d002,0,37,(missing PubMedId)
10.1007/S11694-026-04156-6,Research trends in spectroscopy combined with chemometrics for cheese analysis: a systematic review,"Vicente Amirpasha Tirado-Kulieva,  Wilson Castro",Journal of Food Measurement & Characterization,2026,(missing abstract),51f1ccda-5c4b-42fa-adca-5a0d43332e90,0,102,(missing PubMedId)
