Title,Abstract,Authors,Year,Venue,DOI,Cited by,Open Access, URL,Keywords,Language,Numpages,Actions
"Towards Lean Research Inception: Assessing Practical Relevance of Formulated Research Problems","[Context] The lack of practical relevance in many Software Engineering (SE) research contributions is often rooted in oversimplified views of industrial practice, weak industry connections, and poorly defined research problems. Clear criteria for evaluating SE research problems can help align their value, feasibility, and applicability with industrial needs. [Goal] In this paper, we introduce the Lean Research Inception (LRI) framework, designed to support the formulation and assessment of practically relevant research problems in SE. We describe its initial evaluation strategy conducted in a workshop with a network of SE researchers experienced in industry-academia collaboration and report the evaluation of its three assessment criteria (valuable, feasible, and applicable) regarding their importance and completeness in assessing practical relevance. [Method] We applied LRI retroactively to a published research paper, engaging workshop participants in discussing and assessing the research problem by applying the proposed criteria using a semantic differential scale. Participants provided feedback on the criteria’s importance and completeness, drawn from their own experiences in industry-academia collaboration. [Results] The findings reveal an overall agreement on the importance of the three criteria – valuable (83.3%), feasible (76.2%), and applicable (73.8%) – for aligning research problems with industrial needs. Qualitative feedback suggested adjustments in terminology with a clearer distinction between feasible and applicable, and refinements for valuable by more clearly considering business value, ROI, and originality. [Conclusion] While LRI still constitutes ongoing research and requires further evaluation, our emerging results strengthen our confidence that the three criteria applied using the semantic differential scale can already help the community assess the practical relevance of SE research problems.","Anrafel Fernandes Pereira; Marcos Kalinowski; M. T. Baldassarre; Jürgen Börstler; Nauman bin Ali; Daniel Méndez","2025","International Conference on Evaluation & Assessment in Software Engineering","10.1145/3756681.3757024","2","-","https://doi.org/10.1145/3756681.3757024","","-","-","Include"
"Co-Creating Industry-Ready Software Engineering Graduates: Bridging the Academia-Industry Gap through Agile and Prosumer-Based Learning","The persistent skill gap between academia and the software industry has highlighted the need for innovative approaches to ensure academic curricula meet the demands of both the software and educational sectors. This study investigates the potential of prosumer dynamics, agile practices, and natural learning theories in bridging this gap. Using a qualitative methodology, data were collected through semi-structured interviews with academic professionals and industry experts, followed by thematic analysis. The study proposes actionable guidelines emphasizing hands-on learning, industry collaboration, and experiential education. Validation through a pilot study demonstrated significant improvements in student performance using these strategies. This research offers practical solutions for fostering co-creation between academia and industry, contributing to the development of industry-ready graduates and enhancing educational relevance.","Chalani Wimalasooriya; Dilani Wickramaarachchi","2025","International Conference on Soft Computing and Software Engineering","10.1109/scse65633.2025.11031015","-","-","https://doi.org/10.1109/scse65633.2025.11031015","","-","-","Include"
"The evolution of university technology transfer research: a text mining approach","Over the last few decades, a substantive body of research has been created that focuses on university technology transfer (UTT), resulting in a rich and complex literature. The purpose of this paper, using a text mining approach, is to identify underlying key topics that have shaped this field of research and to determine key emerging themes. Using computational linguistic techniques, we systematically examine 1,944 papers published between 1981 and 2022. Based on the identification of 20 distinct topics, we analyze the popularity of these topics over time. Our findings reveal that UTT capacities are widely discussed, especially themes related to processes, enablers, and the third mission. Moreover, topics such as spin-offs and metrics are gaining ground in the UTT literature. However, topics related to the UTT context, including the role of institutions and transfer units, are losing research momentum, as do themes around legislation and commercialization. Our paper defines thematic clusters, posits a framework to consolidate UTT research, and suggests promising future avenues of research.","James A. Cunningham; M. Menter; Felix Starke","2025","Journal of Technology Transfer","10.1007/s10961-024-10133-2","2","-","https://doi.org/10.1007/s10961-024-10133-2","","-","-","Include"
"Bridging the Quantum Divide: Aligning Academic and Industry Goals in Software Engineering","This position paper examines the substantial divide between academia and industry within quantum software engineering. For example, while academic research related to debugging and testing predominantly focuses on a limited subset of primarily quantum-specific issues, industry practitioners face a broader range of practical concerns, including software integration, compatibility, and real-world implementation hurdles. This disconnect mainly arises due to academia's limited access to industry practices and the often confidential, competitive nature of quantum development in commercial settings. As a result, academic advancements often fail to translate into actionable tools and methodologies that meet industry needs. By analyzing discussions within quantum developer forums, we identify key gaps in focus and resource availability that hinder progress on both sides. We propose collaborative efforts aimed at developing practical tools, methodologies, and best practices to bridge this divide, enabling academia to address the application-driven needs of industry and fostering a more aligned, sustainable ecosystem for quantum software development.","Jake Zappin; Trevor Stalnaker; Oscar Chaparro; Denys Poshyvanyk","2025","Workshop on Quantum Software Engineering","10.1109/q-se66736.2025.00013","4","-","https://doi.org/10.1109/q-se66736.2025.00013","","-","-","Include"
"Experiences in Using the V-Model as a Framework for Applied Doctoral Research","The pervasive role played by software in virtually all industries has fostered ever-increasing development of applied research in software engineering. In this chapter, we contribute our experience in using the V-Model as a framework for teaching how to conduct applied research in empirical software engineering. The foundational idea of using the V-Model is presented, and guidance for using it to frame the research is provided. Furthermore, we show how the framework has been instantiated throughout nearly two decades of PhD theses done at the University of Kaiserslautern (RPTU Kaiserslautern) in partnership with Fraunhofer IESE, including the most frequent usage patterns, how the different empirical methods fit into the framework, and the lessons we have learned from this experience.","Rodrigo Falcão; Andreas Jedlitschka; Frank Elberzhager; Dieter Rombach","2024","Handbook on Teaching Empirical Software Engineering","10.48550/arxiv.2407.04563","-","-","https://doi.org/10.48550/arxiv.2407.04563","","-","-","Include"
"Lessons Learned from Developing a Sustainability Awareness Framework for Software Engineering Using Design Science","To foster a sustainable society within a sustainable environment, we must dramatically reshape our work and consumption activities, most of which are facilitated through software. Yet, most software engineers hardly consider the effects on the sustainability of the IT products and services they deliver. This issue is exacerbated by a lack of methods and tools for this purpose. Despite the practical need for methods and tools that explicitly support consideration of the effects that IT products and services have on the sustainability of their intended environments, such methods and tools remain largely unavailable. Thus, urgent research is needed to understand how to design such tools for the IT community properly. In this article, we describe our experience using design science to create the Sustainability Awareness Framework (SusAF), which supports software engineers in anticipating and mitigating the potential sustainability effects during system development. More specifically, we identify and present the challenges faced during this process. The challenges that we have faced and addressed in the development of the SusAF are likely to be relevant to others who aim to create methods and tools to integrate sustainability analysis into their IT products and services development. Thus, the lessons learned in SusAF development are shared for the benefit of researchers and other professionals who design tools for that end.","Stefanie Betz; B. Penzenstadler; Leticia Duboc; R. Chitchyan; S. Koçak; Ian Brooks; Shola Oyedeji; J. Porras; Norbert Seyff; C. Venters","2024","ACM Transactions on Software Engineering and Methodology","10.1145/3649597","16","-","https://doi.org/10.1145/3649597","","-","-","Include"
"Requirements Quality Research Artifacts: Recovery, Analysis, and Management Guideline","Requirements quality research, which is dedicated to assessing and improving the quality of requirements specifications, is dependent on research artifacts like data sets (containing information about quality defects) and implementations (automatically detecting and removing these defects). However, recent research exposed that the majority of these research artifacts have become unavailable or have never been disclosed, which inhibits progress in the research domain. In this work, we aim to improve the availability of research artifacts in requirements quality research. To this end, we (1) extend an artifact recovery initiative, (2) empirically evaluate the reasons for artifact unavailability using Bayesian data analysis, and (3) compile a concise guideline for open science artifact disclosure. Our results include 10 recovered data sets and 7 recovered implementations, empirical support for artifact availability improving over time and the positive effect of public hosting services, and a pragmatic artifact management guideline open for community comments. With this work, we hope to encourage and support adherence to open science principles and improve the availability of research artifacts for the requirements research quality community.","Julian Frattini; Lloyd Montgomery; Davide Fucci; M. Unterkalmsteiner; D. Méndez; Jannik Fischbach","2024","Journal of Systems and Software","10.1016/j.jss.2024.112120","5","-","https://doi.org/10.1016/j.jss.2024.112120","","-","-","Include"
"Threat Modeling of ML-intensive Systems: Research Proposal","Context: The rise of Artificial Intelligence (AI) and Machine Learning (ML) applied in many software-intensive products and services introduces new opportunities but also new security challenges. Motivation: AI and ML will gain even more attention from industry in the future, but threats caused by already discovered attacks specifically targeting ML models are either overseen, ignored, or mishandled. Problem Statement: Current Software Engineering security practices and tools are insufficient to detect and mitigate ML Threats systematically. Contribution: We will develop and evaluate a threat modeling technique for non-security experts assessing ML-intensive systems in close collaboration with industry and academia.","Felix Viktor Jedrzejewski","2024","2024 IEEE/ACM 3rd International Conference on AI Engineering – Software Engineering for AI (CAIN)","10.1145/3644815.3644975","2","-","https://doi.org/10.1145/3644815.3644975","","-","-","Include"
"Context factors perceived important when looking for similar experiences in decision‐making for software components: An interview study","During software evolution, decisions related to components' origin or source significantly impact the quality properties of the product and development metrics such as cost, time to market, ease of maintenance, and further evolution. Thus, such decisions should ideally be supported by evidence, i.e., using previous experiences and information from different sources, even own previous experiences. A hindering factor to such reuse of previous experiences is that these decisions are highly context‐dependent and it is difficult to identify when previous experiences come from sufficiently similar contexts to be useful in a current setting. Conversely, when documenting a decision (as a decision experience), it is difficult to know which context factors will be most beneficial when reusing the experience in the future. An interview study is performed to identify a list of context factors that are perceived to be most important by practitioners when using experiences to support decision‐making for component sourcing, using a specific scenario with alternative sources of experiences. We observed that the further away (from a company or an interviewee) the experience evidence is, as is the case for online experiences, the more context factors are perceived as important by practitioners to make use of the experience. Furthermore, we discuss and identify further research to make this type of decision‐making more evidence‐based.","Efi Papatheocharous; C. Wohlin; Deepika Badampudi; Jan Carlson; Krzysztof Wnuk","2024","J. Softw. Evol. Process.","10.1002/smr.2668","-","-","https://doi.org/10.1002/smr.2668","","-","-","Include"
"Making Software Development More Diverse and Inclusive: Key Themes, Challenges, and Future Directions","Introduction: Digital products increasingly reshape industries, influencing human behavior and decision-making. However, the software development teams developing these systems often lack diversity, which may lead to designs that overlook the needs, equal treatment or safety of diverse user groups. These risks highlight the need for fostering diversity and inclusion in software development to create safer, more equitable technology. Method: This research is based on insights from an academic meeting in June 2023 involving 23 software engineering researchers and practitioners. We used the collaborative discussion method 1-2-4-ALL as a systematic research approach and identified six themes around the theme “challenges and opportunities to improve Software Developer Diversity and Inclusion (SDDI).” We identified benefits, harms, and future research directions for the four main themes. Then, we discuss the remaining two themes, AI & SDDI and AI & Computer Science education, which have a cross-cutting effect on the other themes. Results: This research explores the key challenges and research opportunities for promoting SDDI, providing a roadmap to guide both researchers and practitioners. We underline that research around SDDI requires a constant focus on maximizing benefits while minimizing harms, especially to vulnerable groups. As a research community, we must strike this balance in a responsible way.","Sonja M. Hyrynsalmi; Sebastian Baltes; Chris Brown; R. Prikladnicki; Gema Rodríguez-Pérez; Alexander Serebrenik; Jocelyn Simmonds; Bianca Trinkenreich; Yi Wang; Grischa Liebel","2024","ACM Transactions on Software Engineering and Methodology","10.1145/3711904","10","-","https://doi.org/10.1145/3711904","","-","-","Include"
"Acceptance behavior theories and models in software engineering - A mapping study","The adoption or acceptance of new technologies or ways of working in software development activities is a recurrent topic in the software engineering literature. The topic has, therefore, been empirically investigated extensively. It is, however, unclear which theoretical frames of reference are used in this research to explain acceptance behaviors. In this study, we explore how major theories and models of acceptance behavior have been used in the software engineering literature to empirically investigate acceptance behavior. We conduct a systematic mapping study of empirical studies using acceptance behavior theories in software engineering. We identified 47 primary studies covering 56 theory uses. The theories were categorized into six groups. Technology acceptance models (TAM and its extensions) were used in 29 of the 47 primary studies, innovation theories in 10, and the theories of planned behavior/ reasoned action (TPB/TRA) in six. All other theories were used in at most two of the primary studies. The usage and operationalization of the theories were, in many cases, inconsistent with the underlying theories. Furthermore, we identified 77 constructs used by these studies of which many lack clear definitions. Our results show that software engineering researchers are aware of some of the leading theories and models of acceptance behavior, which indicates an attempt to have more theoretical foundations. However, we identified issues related to theory usage that make it difficult to aggregate and synthesize results across studies. We propose mitigation actions that encourage the consistent use of theories and emphasize the measurement of key constructs.","J. Börstler; N. Ali; Kai Petersen; Emelie Engström","2024","Information and Software Technology","10.1016/j.infsof.2024.107469","12","true","https://doi.org/10.1016/j.infsof.2024.107469","Computer science; Software engineering; Systems engineering; Engineering","en","-","Include"
"NLP4RE Tools: Classification, Overview, and Management","Tools constitute an essential contribution to natural language processing for requirements engineering (NLP4RE) research. They are executable instruments that make research usable and applicable in practice. In this chapter, we first introduce a systematic classification of NLP4RE tools to improve the understanding of their types and properties. Then, we extend an existing overview with a systematic summary of 126 NLP4RE tools published between April 2019 and June 2023 to ease reuse and evolution of existing tools. Finally, we provide instructions on how to create, maintain, and disseminate NLP4RE tools to support a more rigorous management and dissemination.","Julian Frattini; M. Unterkalmsteiner; Davide Fucci; D. Méndez","2024","arXiv.org","10.48550/arxiv.2403.06685","3","-","https://doi.org/10.48550/arxiv.2403.06685","","-","-","Include"
"Learning from Interaction: User Interface Adaptation using Reinforcement Learning","The continuous adaptation of software systems to meet the evolving needs of users is very important for enhancing user experience (UX). User interface (UI) adaptation, which involves adjusting the layout, navigation, and content presentation based on user preferences and contextual conditions, plays an important role in achieving this goal. However, suggesting the right adaptation at the right time and in the right place remains a challenge in order to make it valuable for the end-user. To tackle this challenge, machine learning approaches could be used. In particular, we are using Reinforcement Learning (RL) due to its ability to learn from interaction with the users. In this approach, the feedback is very important and the use of physiological data could be benefitial to obtain objective insights into how users are reacting to the different adaptations. Thus, in this PhD thesis, we propose an RL-based UI adaptation framework that uses physiological data. The framework aims to learn from user interactions and make informed adaptations to improve UX. To this end, our research aims to answer the following questions: Does the use of an RL-based approach improve UX? How effective is RL in guiding UI adaptation? and Can physiological data support UI adaptation for enhancing UX? The evaluation plan involves conducting user studies to evaluate answer these questions. The empirical evaluation will provide a strong empirical foundation for building, evaluating, and improving the proposed adaptation framework. The expected contributions of this research include the development of a novel framework for intelligent Adaptive UIs, insights into the effectiveness of RL algorithms in guiding UI adaptation, the integration of physiological data as objective measures of UX, and empirical validation of the proposed framework's impact on UX.","Daniel Gaspar-Figueiredo","2023","arXiv.org","10.48550/arxiv.2312.07216","2","-","https://doi.org/10.48550/arxiv.2312.07216","","-","-","Include"
"Automatic Thread Insertion Kit Sewing (ATIKs) Device for Vocational Fashion Design Student: Practical Sewing Application","The incorporation of technology is a consistent aspect of education, which is widely advanced through teaching and learning (T&L) in the industrial revolution 4.0 (IR 4.0) education technology. In this study, an automatic thread insertion set for sewing (ATIKs) was developed. The ATIKs device improves students' understanding and facilitates the process of sewing in fashion design subjects for high school curriculum. The device was programmed using an Arduino microcontroller board and open source Arduino software (IDE). The CDIO model is used as the basis for product development, which includes the steps from conception to design, implementation, and operation. The development for this product consists of the main components standard needle size, automatic thread, Arduino UNO R3, stepper motor, coil, and Arduino coding to control the movement. In addition, this product is relatively portable with its dimensions of 7 x 7 x 10 cm. A qualitative research method was applied using a list of interview protocols validated by five professional experts in the field. Based on the open-ended questions, the experts indicated that this product facilitates the criteria of the T&L process, improves understanding of the use of the thread needle, and increases student confidence in the sewing process. In the future, this kit could be integrated into an automated control system. This research development can help develop teaching tools that further increase student safety and improve student skills and cleanliness in handling sewing tools during hands-on work.","S. Salwa; Abu Bakar; Wan Nurlisa; Wan Ahmad; Nur Athirah; Mohd Zubir; Tang Jing; Rui; Wan Marlina","2023","Journal of Advanced Research in Applied Sciences and Engineering Technology","10.37934/araset.34.1.238248","1","-","https://doi.org/10.37934/araset.34.1.238248","","-","-","Include"
"A Method for Identification and Ranking of Requirements Sources","Requirements engineering (RE) literature acknowledges the importance of early stakeholder identification. The sources of requirements are many and also constantly changing as the market and business constantly change. Identifying and consulting all stakeholders on the market is impractical; thus many companies utilize indirect data sources, e.g. documents and representatives of larger groups of stakeholders. However, companies often collect irrelevant data or develop their products based on the sub-optimal information sources that may lead to missing market opportunities. We propose a collaborative method for identification and selection of data sources. The method consists of four steps and aims to build consensus between different perspectives in an organization. We demonstrate the use of the method with three industrial case studies. We have presented and statically validated the method to support prioritization of stakeholders for MDRE. Our results show that the method can support the identification and selection of data sources in three ways: (1) by providing systematic steps to identify and prioritize data sources for RE, (2) by highlighting and resolving discrepancies between different perspectives in an organization, and (3) by analyzing the underlying rationale for using certain data sources.","E. Klotins; V. Boeva; Krzysztof Wnuk; M. Unterkalmsteiner; T. Gorschek; Slinger Jansen","2023","Social Science Research Network","10.2139/ssrn.4098744","-","-","https://doi.org/10.2139/ssrn.4098744","","-","-","Include"
"Identifying Concerns When Specifying Machine Learning-Enabled Systems: A Perspective-Based Approach","Engineering successful machine learning (ML)-enabled systems poses various challenges from both a theoretical and a practical side. Among those challenges are how to effectively address unrealistic expectations of ML capabilities from customers, managers and even other team members, and how to connect business value to engineering and data science activities composed by interdisciplinary teams. In this thesis, we studied the state of the practice and literature of requirements engineering (RE) for ML to propose PerSpecML, a perspective-based approach for specifying ML-enabled systems that helps practitioners identify which attributes, including ML and non-ML components, are important to contribute to the overall system’s quality. The approach involves analyzing 60 concerns related to 28 tasks that practitioners typically face in ML projects, grouping them into five perspectives: system objectives, user experience, infrastructure, model, and data. The conception of PerSpecML involved a series of validations conducted in different contexts: (i) in academia, (ii) with industry representatives, and (iii) in two real industrial case studies. As a result of the diverse validations and continuous improvements, PerSpecML showed a positive impact to the specification of ML-enabled systems, particularly helping to specify key quality components that would have been otherwise missed without using PerSpecML.","Hugo Villamizar; Marcos Kalinowski","2023","Journal of Systems and Software","10.1145/3701625.3701696","30","-","https://doi.org/10.1145/3701625.3701696","","-","-","Include"
"The Potential of Low-Code Development in the Manufacturing Industry","Low-Code (Software) Development (LCD or LCSD) promises to reduce time-to-market, lower development costs, and make software development accessible to domain experts without software development training. By raising the level of abstraction beyond code through visual programming and model-driven development, a Low-Code Development Platform (LCDP) provides the tools to create software using the low-code approach. LCDPs typically support specific application types and domains such as web applications, mobile applications, data analytics platforms and dashboards. While some LCDPs exist for control systems in the manufacturing industry, this domain is not yet fully supported. In this paper, we present a multiple-case study based on five interviews to explore the role LCDPs can play in industrial automation. In particular, we investigate which use cases are considered relevant for LCDPs and what the actual requirements for such platforms are from an industrial perspective. Our results show that many different manufacturing use cases could be implemented by or already benefit from LCDPs. However, successful future LCDPs must meet certain industry-specific requirements.","Bernhard Schenkenfelder; Christian Salomon; Georg Buchgeher; Robert Schossleitner; Christian Kerl","2023","IEEE International Conference on Emerging Technologies and Factory Automation","10.1109/etfa54631.2023.10275503","7","-","https://doi.org/10.1109/etfa54631.2023.10275503","","-","-","Include"
