oci,citing,cited,creation,timespan,journal_sc,author_sc
0630593364-061801207354,10.1016/j.jss.2018.09.001,10.1109/ms.2006.147,2018-12,P12Y1M,no,no
061103451592-061801207354,10.1016/j.csi.2022.103688,10.1109/ms.2006.147,2023-03,P16Y4M,no,no
06402667321-061801207354,10.1109/esem.2019.8870162,10.1109/ms.2006.147,2019-09,P12Y10M,no,no
06304768055-061801207354,10.1145/3644815.3644975,10.1109/ms.2006.147,2024-04-14,P17Y5M,no,no
062302620160-061801207354,10.1007/978-3-319-16101-3_1,10.1109/ms.2006.147,2015,P8Y,no,no
06902496454-061801207354,10.1109/rew.2016.060,10.1109/ms.2006.147,2016-09,P9Y10M,no,no
06403315015-061801207354,10.1145/2593690.2593696,10.1109/ms.2006.147,2014,P7Y,no,no
062102478722-061801207354,10.1109/seaa.2016.60,10.1109/ms.2006.147,2016-08,P9Y9M,no,no
062502435000-061801207354,10.1007/978-3-319-31545-4_12,10.1109/ms.2006.147,2016,P9Y,no,no
06401944768-061801207354,10.1145/2915970.2915989,10.1109/ms.2006.147,2016-06,P9Y7M,no,no
06012397818-061801207354,10.1007/978-3-031-89063-5_44,10.1109/ms.2006.147,2025,P18Y,no,no
06280467192-061801207354,10.1007/978-3-662-69306-3_7,10.1109/ms.2006.147,2024,P17Y,no,no
06601868737-061801207354,10.1145/2531602.2531722,10.1109/ms.2006.147,2014-02-15,P7Y3M,no,no
061401030549-061801207354,10.1007/s10664-018-9596-7,10.1109/ms.2006.147,2018-02-20,P11Y3M,no,no
06402667128-061801207354,10.1109/esem.2019.8870167,10.1109/ms.2006.147,2019-09,P12Y10M,no,no
062502779878-061801207354,10.1007/978-3-642-29044-2_9,10.1109/ms.2006.147,2012,P5Y,no,no
061701213450-061801207354,10.1109/ms.2013.94,10.1109/ms.2006.147,2013-09,P6Y10M,yes,no
0690439671-061801207354,10.1007/s00766-015-0237-z,10.1109/ms.2006.147,2015-08-22,P8Y9M,no,no
06203505515-061801207354,10.1007/978-3-642-02050-6_3,10.1109/ms.2006.147,2009,P2Y,no,no
06202089891-061801207354,10.1109/icstw50294.2020.00065,10.1109/ms.2006.147,2020-10,P13Y11M,no,no
06702838975-061801207354,10.1007/978-3-319-30184-6_3,10.1109/ms.2006.147,2016,P9Y,no,no
061203428067-061801207354,10.1007/978-3-031-14343-4_18,10.1109/ms.2006.147,2022,P15Y,no,no
06302072000-061801207354,10.1145/3377813.3381365,10.1109/ms.2006.147,2020-06-27,P13Y7M,no,no
061402535561-061801207354,10.1145/2647648.2647651,10.1109/ms.2006.147,2014-09-16,P7Y10M,no,no
06902246723-061801207354,10.1007/978-3-319-71440-0_3,10.1109/ms.2006.147,2017-11-19,P11Y0M,no,no
062101288359-061801207354,10.1080/09537325.2022.2046725,10.1109/ms.2006.147,2022-03-09,P15Y4M,no,no
06403960822-061801207354,10.3390/su142315728,10.1109/ms.2006.147,2022-11-25,P16Y0M,no,no
062604295730-061801207354,10.1002/smr.2668,10.1109/ms.2006.147,2024-04-11,P17Y5M,no,no
062503993637-061801207354,10.1007/978-3-662-43839-8_16,10.1109/ms.2006.147,2014,P7Y,no,no
06902391981-061801207354,10.1145/3131151.3131188,10.1109/ms.2006.147,2017,P10Y,no,no
06402979677-061801207354,10.1145/2652524.2652552,10.1109/ms.2006.147,2014,P7Y,no,no
061103187819-061801207354,10.1145/1806799.1806820,10.1109/ms.2006.147,2010,P3Y,no,no
061203561467-061801207354,10.1145/3524459.3527352,10.1109/ms.2006.147,2022-05-19,P15Y6M,no,no
062103849200-061801207354,,10.1109/ms.2006.147,2015-12-28,P9Y1M,no,no
06702443281-061801207354,10.1007/978-3-030-32489-6_10,10.1109/ms.2006.147,2020,P13Y,no,no
061101935887-061801207354,10.1142/s0218194012500271,10.1109/ms.2006.147,2012-11,P6Y0M,no,no
062503138548-061801207354,10.1109/icse-seip52600.2021.00010,10.1109/ms.2006.147,2021-05,P14Y6M,no,no
0605534000-061801207354,10.1007/s10961-024-10133-2,10.1109/ms.2006.147,2025-02-17,P18Y3M,no,no
062402040363-061801207354,10.1007/978-3-030-35510-4_1,10.1109/ms.2006.147,2019-12-09,P13Y1M,no,no
061802328207-061801207354,10.1145/3233391.3233529,10.1109/ms.2006.147,2018-08-22,P11Y9M,no,no
06404814321-061801207354,10.1007/978-3-031-72107-6_7,10.1109/ms.2006.147,2024,P17Y,no,no
062102368713-061801207354,10.1109/iccsa.2017.8000015,10.1109/ms.2006.147,2017-07,P10Y8M,no,no
06202061722-061801207354,10.1109/seaa51224.2020.00053,10.1109/ms.2006.147,2020-08,P13Y9M,no,no
0610926064-061801207354,10.1145/1507195.1517461,10.1109/ms.2006.147,2009-02-28,P2Y3M,no,no
06102917982-061801207354,10.1145/2961111.2962631,10.1109/ms.2006.147,2016-09-08,P9Y10M,no,no
062402893144-061801207354,10.1109/digitalheritage.2013.6743819,10.1109/ms.2006.147,2013-10,P6Y11M,no,no
061603455732-061801207354,10.1007/s10639-022-11276-1,10.1109/ms.2006.147,2022-08-15,P15Y9M,no,no
061103131306-061801207354,10.1016/j.infsof.2020.106473,10.1109/ms.2006.147,2021-04,P14Y5M,no,no
061801206797-061801207354,10.1109/ms.2009.164,10.1109/ms.2006.147,2010-01,P3Y2M,yes,no
061401030325-061801207354,10.1007/s10664-020-09855-2,10.1109/ms.2006.147,2020-08-12,P13Y9M,no,no
0604953149-061801207354,10.1145/3701625.3701696,10.1109/ms.2006.147,2024-11-05,P18Y0M,no,no
061701212926-061801207354,10.1109/ms.2018.2801548,10.1109/ms.2006.147,2018-07,P11Y8M,yes,no
061401030616-061801207354,10.1007/s10664-017-9523-3,10.1109/ms.2006.147,2017-06-08,P10Y7M,no,no
06202137506-061801207354,10.1177/1548512919896855,10.1109/ms.2006.147,2020-01-13,P13Y2M,no,no
0607676912-061801207354,10.1145/3711904,10.1109/ms.2006.147,2025-01-16,P18Y2M,no,no
06010426338-061801207354,10.1016/j.ipm.2025.104287,10.1109/ms.2006.147,2025-11,P19Y0M,no,no
06302062561-061801207354,10.1109/seaa51224.2020.00089,10.1109/ms.2006.147,2020-08,P13Y9M,no,no
0620587501-061801207354,10.1016/j.jss.2022.111389,10.1109/ms.2006.147,2022-10,P15Y11M,no,no
0609325626-061801207354,10.1109/icca65672.2025.11129770,10.1109/ms.2006.147,2025-06-30,P18Y7M,no,no
062202451480-061801207354,10.1109/icse-c.2017.31,10.1109/ms.2006.147,2017-05,P10Y6M,no,no
061503459785-061801207354,10.1002/smr.2498,10.1109/ms.2006.147,2022-08-05,P15Y9M,no,no
062502779871-061801207354,10.1007/978-3-642-29044-2_11,10.1109/ms.2006.147,2012,P5Y,no,no
06102914045-061801207354,10.1109/icmit.2016.7605009,10.1109/ms.2006.147,2016-09,P9Y10M,no,no
062201956945-061801207354,10.1109/tse.2016.2620458,10.1109/ms.2006.147,2017-07-01,P10Y8M,no,no
