DOI,Title,Authors,Journal,Year,Abstract,LitmapsId,Cited By,References,PubMedId,Tags
(missing DOI),Towards Managing the Interaction between Manufacturing and Development Organizations in Automotive Software Development,Joakim Pernstål,(missing journal),2013,"The dramatic increase and importance of software in automotive systems has created many challenges not only in the development organization, but also in the manufacturingorganization. This thesis focuses on the inter-departmental interaction between these twoorganizations in large-scale development of software-intensive automotive systems. Theoverall goal of this thesis is to identify the most prevalent challenges in this area, and develop and evaluate possible scalable, efficient and effective solutions addressing saidchallenges. The thesis work was conducted at two Swedish automotive companies using empirical research methods.An important contribution of this thesis are the assessment and improvement analysis and planning methods developed in order to meet industrial needs to effectively and systematically conduct process improvements in large-scale software development, while focusing on inter-departmental interaction. This included the tailoring of previously developed lightweight methods, and developing and applying novel approaches for root cause analysis and modeling and analysis of dysfunctional organizational communication patterns. Lessons learned and feedback from practitioners showed that the methods were helpful and useful to enhance the performance of the process improvement initiatives.Through the application of the assessment methods this thesis identified major challengesrelated to requirements engineering (RE). The substantial growth of automotive software has led to an increased need for coordination and communication of requirements andassociated possible solutions across the manufacturing and development organizations. The main reasons for these challenges are lack of bidirectional communication and theinformation being communicated is insufficiently specified.The large amount of specifications also demands effective and efficient ways to enable and improve coordination and communication. To this end a lightweight RE frameworkwas developed, called BRASS. It combines goal oriented requirements communication with lean based concurrent engineering, and promotes communication over achievingperfection in specifications. The applicability of BRASS was evaluated through a industrial validation, which showed that BRASS can be tailored and applied in industryand the practitioners perceived the use of BRASS as useful and effective.",185778693,6,145,,
10.1109/re.2017.55,Piggybacking on an Autonomous Hauler: Business Models Enabling a System-of-Systems Approach to Mapping an Underground Mine,"Markus Borg, Tommy Olsson, John Svensson",(missing journal),2017,"With ever-increasing productivity targets in mining operations, there is a growing interest in mining automation. In future mines, remote controlled and autonomous haulers will operate underground guided by LiDAR (Light Detection And Ranging) sensors. We envision reusing LiDAR measurements to maintain accurate mine maps that would contribute to both safety and productivity. Extrapolating from a pilot project on reliable wireless communication in Boliden's Kankberg mine, we propose establishing a System-of-Systems (SoS) with LiDAR-equipped haulers and existing mapping solutions as constituent systems. SoS requirements engineering inevitably adds a political layer, as independent actors are stakeholders both on the system and SoS levels. We present four SoS scenarios representing different business models, discussing how development and operations could be distributed among Boliden and external stakeholders, e.g., the vehicle suppliers, the hauling company, and the developers of the mapping software. Based on eight key variation points, we compare the four scenarios from both technical and business perspectives. Finally, we validate our findings in a seminar with participants from the relevant stakeholders. We conclude that to determine which scenario is the most promising for Boliden, trade-offs regarding control, costs, risks, and innovation must be carefully evaluated.",156784746,6,24,,
(missing DOI),Cut to the chase: Revisiting the relevance of software engineering research,"V. Garousi, Markus Borg, M. Oivo",ArXiv,2018,"Software engineering (SE) research should be relevant to industrial practice. There has been a debate on this issue in the community since 1980's by pioneers such as Robert Glass and Colin Potts. As we pass the milestone of ""50 Years of Software Engineering"", some recent positive efforts have been made in this direction, e.g., establishing ""industrial"" tracks in several SE conferences. However, we, as a community, are still struggling with research relevance and utility. The goal of this paper is to act as another ""wake-up call"" for the community to reflect and act on the relevance of SE research. The contributions of this paper are as follows: (1) a review of the debate on research relevance in other fields; (2) a Multi-vocal Literature Review (MLR) of the debate in SE (46 sources) and the suggestions discussed in the community for improving the situation; (3) a summary of the experience of the authors in conducting SE research with varying degrees of relevance; and (4) a review of recent activities being done in the SE community to improve relevance. There has been no systematic literature review on the topic of research relevance in SE yet. Some of our MLR findings are that: the top-3 root causes of low relevance, as discussed in the community are: (1) Simplistic view (wrong assumptions) about SE in practice; (2) Wrong identification of research problems (needs); and (3) Issues with research mindset. The top-3 suggestions for improving research relevance are: (1) Using appropriate research approaches such as action-research, that would increase chances of research relevance; (2) Choosing relevant (practical) problems; and (3) Collaborating with industry. By synthesizing all the discussions on this debate so far, this paper hopes to encourage further discussions and actions in the community to increase our collective efforts to improve the research relevance in our discipline.",237504693,6,206,,a
10.48550/arxiv.2502.07014,"Bridging the Quantum Divide: Aligning Academic and Industry Goals in
  Software Engineering","Jake Zappin, Trevor Stalnaker, Oscar Chaparro, Denys Poshyvanyk",arXiv (Cornell University),2025,"This position paper examines the substantial divide between academia and industry within quantum software engineering. For example, while academic research related to debugging and testing predominantly focuses on a limited subset of primarily quantum-specific issues, industry practitioners face a broader range of practical concerns, including software integration, compatibility, and real-world implementation hurdles. This disconnect mainly arises due to academia's limited access to industry practices and the often confidential, competitive nature of quantum development in commercial settings. As a result, academic advancements often fail to translate into actionable tools and methodologies that meet industry needs. By analyzing discussions within quantum developer forums, we identify key gaps in focus and resource availability that hinder progress on both sides. We propose collaborative efforts aimed at developing practical tools, methodologies, and best practices to bridge this divide, enabling academia to address the application-driven needs of industry and fostering a more aligned, sustainable ecosystem for quantum software development.",284251897,6,41,,
10.1145/3364641.3364673,Extraction of test cases procedures from textual use cases to reduce test effort: Test Factory Experience Report,"Erick Barros dos Santos, Lucas Simão da Costa, B. S. Aragão, I. Santos, Rossana Andrade",SBQS,2019,"The optimization of processes in the software development life cycle has become mandatory, since companies need to reduce the costs of their projects and shorten the time to market without affecting the quality of the product. With regards to software products, activities related to the testing process play a major role in their quality, since they assure that the product complies with the elicited requirements. However, companies usually do not perform testing activities on software projects due to financial and time constraints. These costs may be even higher in testing processes that rely on manual execution of activities, which is error-prone and can take too much time. To mitigate this situation, test automation allows the reduction of the effort required. This paper presents an experience report in a Test Factory about the use of a tool that partially automates the specification of test procedures based on use cases. The tool aims to read the textual use cases from the requirement management system, extract the test case procedures and required inputs to manual editing, and then send the test cases to the test management system. This solution is then applied to software from the telecommunications industry. This paper also presents how the tool was used and the lessons learned during the whole process.",122212764,6,29,,a
10.1109/q-se66736.2025.00013,Bridging the Quantum Divide: Aligning Academic and Industry Goals in Software Engineering,"Jake Zappin, Trevor Stalnaker, Oscar Chaparro, Denys Poshyvanyk",Workshop on Quantum Software Engineering,2025,"This position paper examines the substantial divide between academia and industry within quantum software engineering. For example, while academic research related to debugging and testing predominantly focuses on a limited subset of primarily quantum-specific issues, industry practitioners face a broader range of practical concerns, including software integration, compatibility, and real-world implementation hurdles. This disconnect mainly arises due to academia's limited access to industry practices and the often confidential, competitive nature of quantum development in commercial settings. As a result, academic advancements often fail to translate into actionable tools and methodologies that meet industry needs. By analyzing discussions within quantum developer forums, we identify key gaps in focus and resource availability that hinder progress on both sides. We propose collaborative efforts aimed at developing practical tools, methodologies, and best practices to bridge this divide, enabling academia to address the application-driven needs of industry and fostering a more aligned, sustainable ecosystem for quantum software development.",288243399,6,41,,
10.1007/978-3-319-30184-6_3,Valorization of Assistive Technologies for Cognition: Lessons and Practices,"Stéphanie Pinard, Kévin Bouchard, Yannick Adelise, Véronique Fortin, H. Pigot, N. Bier, S. Giroux",Studies in computational intelligence,2016,"A growing body of literature suggests that Assistive Technologies for Cognition (ATCs) are efficient at improving independence and life participation of persons with cognitive impairments. Despite years of research, ATCs implementation in the field of cognitive rehabilitation remains a real challenge. These intervention tools are still not common in clinics and only a few assistive technologies developed in research reach the commercialization phase. This chapter discusses difficulties with regard to the valorization of ATCs and their widespread adoption and provides a reflective tool to optimize the implementation of cognitive assistants.",174305352,6,62,,
10.1145/3195546.3195548,Towards improving industrial adoption: the choice of programming languages and development environments,"Ivonne von Nostitz-Wallwitz, Jacob Krüger, Thomas Leich",(missing journal),2018,"While promising software engineering approaches are proposed every day, only few are adapted by professional developers. There are many potential reasons for this, such as, problems in identifying helpful approaches, missing tools, or lacking practical relevance. With our current research, we are concerned to improve the knowledge transfer from research to practice. In this paper, we discuss the impact of development environments and programming languages on knowledge transfer - considering that many scientific approaches and tools are interesting for professional developers, but rarely adopted by them. We base our discussion mainly on our personal experiences with industry-academia collaborations. To determine whether these experiences also apply to other developers, we additionally conducted a survey with 89 participants from academia and industry. The first results of our on-going work indicate a gap between the development environments and programming languages that are supported or used by researchers and those that are applied in industry. Based on our results, we describe initial discussions that can help to improve collaborations between industry and research.",174475048,6,41,,a
10.1007/978-3-642-29044-2_6,Experiment Process,"Claes Wohlin, Per Runeson, Martin Höst, Magnus C. Ohlsson, Björn Regnell, Anders Wesslén",Springer eBooks,2012,(missing abstract),32252752,6,84,,a
10.48550/arxiv.2502.07014,Bridging the Quantum Divide: Aligning Academic and Industry Goals in Software Engineering,"Jake Zappin, Trevor Stalnaker, Oscar Chaparro, Denys Poshyvanyk",arXiv.org,2025,"This position paper examines the substantial divide between academia and industry within quantum software engineering. For example, while academic research related to debugging and testing predominantly focuses on a limited subset of primarily quantum-specific issues, industry practitioners face a broader range of practical concerns, including software integration, compatibility, and real-world implementation hurdles. This disconnect mainly arises due to academia's limited access to industry practices and the often confidential, competitive nature of quantum development in commercial settings. As a result, academic advancements often fail to translate into actionable tools and methodologies that meet industry needs. By analyzing discussions within quantum developer forums, we identify key gaps in focus and resource availability that hinder progress on both sides. We propose collaborative efforts aimed at developing practical tools, methodologies, and best practices to bridge this divide, enabling academia to address the application-driven needs of industry and fostering a more aligned, sustainable ecosystem for quantum software development.",284530767,6,41,,a
(missing DOI),Models for Integrating UX into Software Engineering Practice: an Industrial Validation,"Pariya Kashfi, R. Feldt, A. Nilsson, Richard Berntsson-Svensson",ArXiv,2014,"The user's overall experience and perception of functionalities and qualities of a product, User eXperience (UX), is becoming increasingly important for success of software products. Yet, many software companies face challenges with their UX practices, hence fail to achieve a good UX in their products. Part of these challenges are rooted in inadequate knowledge and awareness about UX but also in that UX models are commonly not well integrated with existing software engineering (SE) models and concepts. Therefore, we present two SE-specific models of UX for practitioners: (i) a layered model that shows the relation between functional, quality, and UX requirements, and (ii) a general, UX-aware software process overview model that shows the additional concepts and activities that can help achieve a good UX. Validation of the models in interviews with 12 practitioners and researchers generally found the models useful for practice; for instance to raise knowledge and awareness about UX, improve communications regarding UX and facilitating making UX-aware decisions in the development process. In total, we identified six different areas of use for the models.",238332364,6,48,,
10.1109/iwspm.2008.5,Needs Oriented Framework for Producing Requirements Decision Material - NORM,"Nina Dzamashvili-Fogelström, T. Gorschek, Mikael Svahnberg",2008 Second International Workshop on Software Product Management,2008,"The need of understanding and supporting requirements engineering decisions in market-driven product development is motivated by the complexity and economical impact of these decisions. While being a key for success, correct and timely decisions are dependent on the availability and the quality of decision material (requirements, business cases, cost-value estimations etc). This paper presents a needs-oriented framework (NORM) for identifying and assuring the creation of appropriate decision material for RE decisions. NORM is based on analysis of the applied RE process and characteristics of separate RE decisions, focusing mainly on pre-project activities. The framework is developed in close cooperation with industry with the intention to ensure that resources are spent on producing just-the-necessary information at the right time and to be able to monitor and control this production effort.",261117222,6,27,,
10.3390/s22114149,Bridging the Gap in Technology Transfer for Advanced Process Control with Industrial Applications,"V. Vansovits, E. Petlenkov, A. Tepljakov, K. Vassiljeva, J. Belikov",Italian National Conference on Sensors,2022,"In the present paper, a software framework comprising the implementation of Model Predictive Control—a popular industrial control method—is presented. The framework is versatile and can be run on a variety of target systems including programmable logic controllers and distributed control system implementations. However, the main attractive property of the framework stems from the goal of achieving smooth technology transfer from the academic setting to real industrial applications. Technology transfer is, in general, difficult to achieve, because of the apparent disconnect between academic studies and actual industry. The proposed software framework aims at bridging this gap for model predictive control—a powerful control technique which can result in substantial performance improvement of industrial control loops, thus adhering to modern trends for reducing energy waste and fulfilling sustainable development goals. In the paper, the proposed solution is motivated and described, and experimental evidence of its successful deployment is provided using a real industrial plant.",54860222,6,57,,a
10.1109/icstw.2017.13,Industry-Academia Collaboration in Software Testing: An Overview of TAIC PART 2017,"Takashi Kitamura, Emil Alégroth, Rudolf Ramler",(missing journal),2017,"Collaboration between industry and academia in software testing leads to improvement and innovation in industry, and it is the basis for achieving transferable and empirically evaluated results. Thus, the aim of TAIC PART is to forge collaboration between industry and academia on the challenging and exciting problem of real-world software testing. The workshop is promoted by representatives of both industry and academia, bringing together industrial software engineers and testers with researchers working on theory and practice of software testing. We present an overview of the 12th Workshop on Testing: Academia-Industry Collaboration, Practice and Research Techniques (TAIC PART 2017) and its contributions.",58277531,6,9,,
10.1109/icstw.2017.13,Industry-academia collaboration in software testing: An overview of TAIC PART 2015,"Takashi Kitamura, Emil Alégroth, R. Ramler","2015 IEEE Eighth International Conference on Software Testing, Verification and Validation Workshops (ICSTW)",2017,"Collaboration between industry and academia in software testing leads to improvement and innovation in industry and it is the basis for achieving sustainable and empirically evaluated results. Thus, the aim of TAIC PART is to forge collaboration between industry and academia on the challenging and exciting problem of real-world software testing. The workshop is promoted by representatives of both industry and academia, bringing together industrial software engineers and testers with researchers working on theory and practice of software testing. This paper presents an overview of the 10th Testing: Academic and Industrial Conference - Practice and Research Techniques (TAIC PART 2015) and its contributions.",261231993,6,5,,
10.1109/icit46573.2021.9453680,Transferring a model-based development methodology to the automotive industry,"Alessio Bucaioni, Vlatko Dimic, Mattias Galnander, Henrik Lönn, John Lundbäck",(missing journal),2021,"This paper reports on our experience in transferring an academic model-based methodology for the development of automotive software systems into an industrial integrated development environment. The transferred methodology makes use of two industrial modelling languages and provides for the development and architectural exploration of automotive system and software designs with temporal awareness. We demonstrate the usage of the transferred methodology using the brake-by-wire automotive functionality. Eventually, we describe the challenges we have faced and the lessons we have learned in performing this technology transfer.",144641352,5,19,,
10.1109/cesi.2015.9,How to Increase the Likelihood of Successful Transfer to Industry -- Going Beyond the Empirical,T. Gorschek,2015 IEEE/ACM 3rd International Workshop on Conducting Empirical Studies in Industry,2015,"The field of Empirical Software Engineering has undergone a much-needed expansion the last decade, and papers of all shapes and sizes are more or less mandated to have an ""empirical"" part to be published in premiere venues. The positive trend has researchers realizing the benefits, but also the investments needed, inherent to industry collaboration. That is, real practitioners, involved in the development of software intensive product, system, and service development. This paper shortly summarizes lessons learned from over ten years experience of industrial collaboration, and knowledge and technology exchange between applied researchers and industry.",217324833,5,17,,a
10.5951/jresematheduc.41.3.0216,Strengthening Research by Designing for Coherence and Connections to Practice.,"Timothy A. Boerst, Jere Confrey, Daniel J. Heck, Eric J. Knuth, Diana V. Lambdin, Dorothy Y. White, Patricia C. Baltzley, Judith Reed Quander",Journal for Research in Mathematics Education,2010,"The National Council of Teachers of Mathematics (NCTM) is committed to strengthening relations between  and  and to the development of a coherent knowledge base that is usable in practice. The fifth of NCTM's strategic priorities states, Bring existing  into the classroom, and identify and encourage  that addresses the needs of classroom practice (NCTM, 2008). The need to work toward connection and coherence is not unique to the field of mathematics education. Fields such as medicine (e.g., Clancy, 2007), software engineering (e.g., Gorschek, Garre, Larsson, & Wohlin, 2006), and social work (e.g., Hess & Mullen, 1995) routinely attend to these issues. Researchers in many fields strive to find new ways or to engage more effectively through existing means to enhance coherence and connection. In a sense, this is not a goal that can be achieved definitively, but one that requires persistent engagement. In education, the constant flux of variables in the system, such as curriculum, goals for student learning, and school contexts, requires that new connections between  and  be investigated and that old connections be reexamined. Changes in educa tional contexts open new territory in need of study and also challenge the coherence of explanations grounded in previous research. In this way, attention of the field to connection and coherence is neither unique to mathematics education nor an effort due solely to inadequacies of  efforts in the past. In this article, the NCTM Research Committee seeks to promote attention to and active engagement in addressing issues of connection and coherence. We acknowl edge that there are important types of research, such as what is often labeled basic research (Stokes, 1997), that are not directly or proximally tied to practice, just as  that jars existing coherence through new discoveries serves a vital function in the field. However, we chose to focus on  that strives toward coherence and connection to  not only in response to the aforementioned NCTM imperative but also grounded in concerns expressed by scholars in the field about",108981905,5,37,,a
(missing DOI),Supporting Release Planning of Quality Requirements: The Quality Performance Model,Richard Berntsson Svensson,(missing journal),2011,"In a competitive environment, as experienced by market-driven organizations, it is important to plan software product releases with time-to-market in mind. To increase the chances of market success, software products need to be released to the market, not only at the right time, but also with higher level of quality than the competitors' products. Thus quality requirements can be seen as a key competitive advantage. An especially challenging problem for an organization that develops software products offered to a market is to set the right quality target in relation to future market demands and competitor products. When is the quality level a competitive advantage? The goal of this thesis is to increase the awareness and understanding of quality requirements, and to find means for improving the ability to make early estimates of quality requirements, e.g., performance requirements, in order to enhance high-level decision-making related to release planning and roadmapping. This thesis is based on empirical research using a flexible research design. The research contains two qualitative surveys of quality requirements challenges in market-driven software product development organizations based on interviews with practitioners. From these surveys, issues emerge such as when the quality level is good enough, and how to get quality requirements into projects when functional requirements are prioritized. A case study within the embedded software domain investigates how quality requirements are classified and specified (including quantification) in an industrial context, which concludes that for a method to be successful, it is important that the method itself is flexible enough to handle the diverse nature of quality requirements. A model called QUPER (QUality PERformance) is evolved and evaluated in two organizations. The model aims at supporting release planning of quality requirements, and was found relevant by both organizations. Finally, a prototype tool for the QUPER model was developed and evaluated in a software organization. The QUPER prototype tool was found to provide a clear overview of the current market situation by the generated roadmaps, and to reach an alignment between practitioners, e.g., product managers and developers, of what level of quality is actually needed. (Less)",108638646,5,94,,
10.1109/re.2016.72,Requirements Traceability Technologies Selection for Industry,Bangchao Wang,2016 IEEE 24th International Requirements Engineering Conference (RE),2016,"The ultimate goal for researchers to develop a requirements traceability (RT) technology is transferring it from academy to industry. Academic researchers and industrial practitioners both expect that more and more technologies can be transferred. However, there is always a wide gap between RT research and practice. In this thesis, I'll propose a novel model that focuses on evaluating the RT technologies transfer maturity. A reasonable maturity evaluation model is proposed to measure to what extent an academic RT technology must achieve before it is able to be transferred to industry. Based on the model, an initial progress is made in selecting a suitable RT technology for industrial practitioners.",113758684,5,11,,
10.1007/978-3-319-44902-9_15,A Conceptual UX-Aware Model of Requirements,"Pariya Kashfi, R. Feldt, A. Nilsson, Richard Berntsson-Svensson",HCSE/HESSD,2014,(missing abstract),280478068,5,45,,a
10.1109/icstw.2016.36,Industry-Academia Collaboration in Software Testing: An Overview of TAIC PART 2016,"Rudolf Ramler, Michael Felderer, Takashi Kitamura, Darko Marinov",(missing journal),2016,"Collaboration between industry and academia in software testing leads to improvement and innovation in industry, and it is the basis for achieving transferable and empirically evaluated results. Thus, the aim of TAIC PART is to forge collaboration between industry and academia on the challenging and exciting problem of real-world software testing. The workshop is promoted by representatives of both industry and academia, bringing together industrial software engineers and testers with researchers working on theory and practice of software testing. We present an overview of the 11th Workshop on Testing: Academia-Industry Collaboration, Practice and Research Techniques (TAIC PART 2016) and its contributions.",146613378,5,8,,
10.5753/ise.2021.17277,Using Bayesian Networks to Support Managing Technological Risk on Software Projects,"Emanuel Dantas, Ademar França de Sousa Neto, M. Perkusich, H. Almeida, A. Perkusich",International Symposium on Information Science and Engineering,2021,"Risk management is essential in software project management. It includes activities such as identifying, measuring and monitoring risks. The literature presents different approaches to support software risk management. In particular, the researchers popularly used Bayesian Networks because they can be learned from data or elicited from domain experts. Even though the literature presents many Bayesian networks (BN) for software risk management, none focus on technological risk factors. Given this, this paper presents a BN for managing risks of software projects and the results of a static validation performed through a focus group with eight practitioners. As a result, the practitioners agreed that our proposed to manage technological risks of software projects using BN is valuable and easy to use. Given the successful results, we concluded that the proposed solution is promising.",93894749,5,43,,a
10.5277/e-inf180110,Semantic Knowledge Management System to Support Software Engineers: Implementation and Static Evaluation through Interviews at Ericsson,"A. Demirsoy, K. Petersen",e-Informatica Software Engineering Journal,2018,"Background: In large-scale corporations in the software engineering context information overload problems occur as stakeholders continuously produce useful information on process life-cycle issues, ...",154204825,5,81,,a
10.48550/arxiv.2403.06685,"NLP4RE Tools: Classification, Overview, and Management","Julian Frattini, M. Unterkalmsteiner, Davide Fucci, Daniel Méndez",arXiv.org,2024,"Tools constitute an essential contribution to natural language processing for requirements engineering (NLP4RE) research. They are executable instruments that make research usable and applicable in practice. In this chapter, we first introduce a systematic classification of NLP4RE tools to improve the understanding of their types and properties. Then, we extend an existing overview with a systematic summary of 126 NLP4RE tools published between April 2019 and June 2023 to ease reuse and evolution of existing tools. Finally, we provide instructions on how to create, maintain, and disseminate NLP4RE tools to support a more rigorous management and dissemination.",270460070,5,70,,
(missing DOI),The creation of Uni-REPM A universal model for assessing requirements engineering process maturity,Thi Thanh Loan Nguyen,(missing journal),2010,"Context. The empirical study of Somerville in 2005 has shown that potential business benefits could be achieved by assessing and improving the Requirement Engineering (RE) process. However, currently there has not been an adequate instrument for practitioners to perform this work. Most known process assessment models such as CMMI and ISO do not pay intensive attention on RE whereas tailored models such as GPG and REPM do not cover the mentioned area extensively. Objectives. This thesis presents a conceptual research of RE process assessment in which the researcher aims to develop a practical model for evaluating the maturity of RE processes in industrial settings. Methods. A major part of this study consists of a systematic review and a literature review to explore all RE ―good practices‖ as a profound basis for the new model. Together with identifying potential activities, the two reviews also highly regarded the feasibility of certain practices and their context to assure the validity of the model. Conclusions. Based on the results of the reviews, Uni-REPM is formulated and introduced. The objective of Uni-REPM is twofold. Firstly, it is expected to be applicable for assessing the maturity of RE processes in various scenarios where an organization would use different development approaches. Secondly, it instructs practitioners with what to perform in RE processes and what they would benefit from such activities. As an assessment instrument, Uni-REPM serves a simple and low cost solution for practitioners to identify the status of their RE process. As a guidance tool, Uni-REPM is believed to lessen the gap between theoretical and practical worlds by transferring the available RE technologies from research to real work.",85014898,5,115,,
