DOI,Title,Authors,Journal,Year,Abstract,LitmapsId,Cited By,References,PubMedId,Tags
10.1145/2568225.2568233,Analyze this! 145 questions for data scientists in software engineering,"Andrew Begel, Thomas Zimmermann",(missing journal),2014,"In this paper, we present the results from two surveys related to data science applied to software engineering. The first survey solicited questions that software engineers would like data scientists to investigate about software, about software processes and practices, and about software engineers. Our analyses resulted in a list of 145 questions grouped into 12 categories. The second survey asked a different pool of software engineers to rate these 145 questions and identify the most important ones to work on first. Respondents favored questions that focus on how customers typically use their applications. We also saw opposition to questions that assess the performance of individual employees or compare them with one another. Our categorization and catalog of 145 questions can help researchers, practitioners, and educators to more easily focus their efforts on topics that are important to the software industry.",82428958,305,75,,
10.1007/s10664-017-9523-3,Empirical software engineering experts on the use of students and professionals in experiments,"Davide Falessi, Natalia Juristo, Claes Wohlin, Burak Turhan, Jürgen Münch, Andreas Jedlitschka, Markku Oivo",Empirical Software Engineering,2018,[Context] Controlled experiments are an important empirical method to generate and validate theories. Many software engineering experiments are conducted with students. It is often claimed that the ...,130587704,298,46,,a
10.1145/2568225.2568233,Analyze this! 145 questions for data scientists in software engineering,"Andrew Begel, Thomas Zimmermann",International Conference on Software Engineering,2013,"In this paper, we present the results from two surveys related to data science applied to software engineering. The first survey solicited questions that software engineers would like data scientists to investigate about software, about software processes and practices, and about software engineers. Our analyses resulted in a list of 145 questions grouped into 12 categories. The second survey asked a different pool of software engineers to rate these 145 questions and identify the most important ones to work on first. Respondents favored questions that focus on how customers typically use their applications. We also saw opposition to questions that assess the performance of individual employees or compare them with one another. Our categorization and catalog of 145 questions can help researchers, practitioners, and educators to more easily focus their efforts on topics that are important to the software industry.",275988364,288,71,,
10.1007/s10664-017-9523-3,Empirical software engineering experts on the use of students and professionals in experiments,"D. Falessi, Natalia Juristo Juzgado, C. Wohlin, Burak Turhan, Jürgen Münch, Andreas Jedlitschka, M. Oivo",Empirical Software Engineering,2017,(missing abstract),276639459,285,43,,a
10.1016/j.infsof.2016.07.006,Challenges and best practices in industry-academia collaborations in software engineering,"Vahid Garousi, Kai Petersen, Baris Ozkan",Information & Software Technology,2016,(missing abstract),261209676,267,95,,a
10.1016/j.infsof.2016.07.006,Challenges and best practices in industry-academia collaborations in software engineering: A systematic literature review,"V. Garousi, K. Petersen, Barış Özkan",Information and Software Technology,2016,(missing abstract),276788080,253,90,,a
10.1109/tse.2015.2509970,Software Development in Startup Companies: The Greenfield Startup Model,"Carmine Giardino, Nicolo Paternoster, Michael Unterkalmsteiner, Tony Gorschek, Pekka Abrahamsson",IEEE Transactions on Software Engineering,2016,"Software startups are newly created companies with no operating history and oriented towards producing cutting-edge products. However, despite the increasing importance of startups in the economy, few scientific studies attempt to address software engineering issues, especially for early-stage startups. If anything, startups need engineering practices of the same level or better than those of larger companies, as their time and resources are more scarce, and one failed project can put them out of business. In this study we aim to improve understanding of the software development strategies employed by startups. We performed this state-of-practice investigation using a grounded theory approach. We packaged the results in the Greenfield Startup Model (GSM), which explains the priority of startups to release the product as quickly as possible. This strategy allows startups to verify product and market fit, and to adjust the product trajectory according to early collected user feedback. The need to shorten time-to-market, by speeding up the development through low-precision engineering activities, is counterbalanced by the need to restructure the product before targeting further growth. The resulting implications of the GSM outline challenges and gaps, pointing out opportunities for future research to develop and validate engineering practices in the startup context.",20565713,223,136,,
10.5277/e-inf160105,Software Startups - A Research Agenda,"M. Unterkalmsteiner, P. Abrahamsson, Xiaofeng Wang, Anh Nguyen-Duc, S. M. A. Shah, Sohaib Shahid Bajwa, Prof. Dr.-Ing. Guido H. Baltes, K. Conboy, Eoin Cullina, Denis Dennehy, Henry Edison, Carlos Fernández-Sánchez, J. Garbajosa, T. Gorschek, E. Klotins, Laurie Hokkanen, Fabio Kon, M. I. Lunesu, M. Marchesi, L. Morgan, M. Oivo, Christoph J. Selig, P. Seppänen, Roger Sweetman, Pasi Tyrväinen, Christina Ungerer, Agustín Yagüe",e-Informatica Software Engineering Journal,2016,"Software startup companies develop innovative, software-intensive products within limited timeframes and with few resources, searching for sustainable and scalable business models. Software startup ...",160114778,167,223,,a
10.1109/ms.2011.92,The Success Factors Powering Industry-Academia Collaboration,"C. Wohlin, A. Aurum, L. Angelis, Laura Phillips, Y. Dittrich, T. Gorschek, Håkan Grahn, Kennet Henningsson, S. Kågström, G. Low, Per Rovegard, Piotr Tomaszewski, C. V. Toorn, J. Winter",IEEE Software,2012,Collaboration between industry and academia supports improvement and innovation in industry and helps to ensure industrial relevance in academic research. This article presents an exploratory study of the factors for successful collaboration between industry and academia in software research.,137512064,157,8,,a
10.1002/spe.975,Measuring the flow in lean software development,"K. Petersen, C. Wohlin",Softw. Pract. Exp.,2011,"Responsiveness to customer needs is an important goal in agile and lean software development. One major aspect is to have a continuous and smooth flow that quickly delivers value to the customer. In this paper we apply cumulative flow diagrams to visualize the flow of lean software development. The main contribution is the definition of novel measures connected to the diagrams to achieve the following goals: (1) increase throughput and reduce lead‐time to achieve high responsiveness to customers' needs and (2) to provide a tracking system that shows the progress/status of software product development. An evaluation of the measures in an industrial case study showed that practitioners found them useful and identify improvements based on the measurements, which were in line with lean and agile principles. Furthermore, the practitioners found the measures useful in seeing the progress of development for complex products where many tasks are executed in parallel. The measures are now an integral part of the improvement work at the studied company. Copyright © 2010 John Wiley & Sons, Ltd.",194614314,143,52,,
10.1145/2531602.2531722,Social influences on secure development tool adoption: why security tools spread,"Shundan Xiao, Jim Witschey, E. Murphy-Hill",Conference on Computer Supported Cooperative Work,2014,"Security tools can help developers build more secure software systems by helping developers detect or fix security vulnerabilities in source code. However, developers do not always use these tools. In this paper, we investigate a number of social factors that impact developers' adoption decisions, based on a multidisciplinary field of research called diffusion of innovations. We conducted 42 one-on-one interviews with professional software developers, and our results suggest a number of ways in which security tool adoption depends on developers' social environments and on the channels through which information about tools is communicated. For example, some participants trusted developers with strong reputations on the Internet as much as they trust their colleagues for information about security tools.",102060013,138,45,,a
10.1007/s10664-018-9596-7,Detecting requirements defects with NLP patterns: an industrial experience in the railway domain,"Alessio Ferrari, Gloria Gori, Benedetta Rosadini, Iacopo Trotta, Stefano Bacherini, Alessandro Fantechi, Stefania Gnesi",Empirical Software Engineering,2018,"In the railway safety-critical domain requirements documents have to abide to strict quality criteria. Rule-based natural language processing (NLP) techniques have been developed to automatically identify quality defects in natural language requirements. However, the literature is lacking empirical studies on the application of these techniques in industrial settings. Our goal is to investigate to which extent NLP can be practically applied to detect defects in the requirements documents of a railway signalling manufacturer. To address this goal, we first identified a set of typical defects classes, and, for each class, an engineer of the company implemented a set of defect-detection patterns by means of the GATE tool for text processing. After a preliminary analysis, we applied the patterns to a large set of 1866 requirements previously annotated for defects. The output of the patterns was further inspected by two domain experts to check the false positive cases. Additional discard-patterns were defined to automatically remove these cases. Finally, SREE, a tool that searches for typically ambiguous terms, was applied to the requirements. The experiments show that SREE and our patterns may play complementary roles in the detection of requirements defects. This is one of the first works in which defect detection NLP techniques are applied on a very large set of industrial requirements annotated by domain experts. We contribute with a comparison between traditional manual techniques used in industry for requirements analysis, and analysis performed with NLP. Our experience shows that several discrepancies can be observed between the two approaches. The analysis of the discrepancies offers hints to improve the capabilities of NLP techniques with company specific solutions, and suggests that also company practices need to be modified to effectively exploit NLP tools.",111616149,132,83,,
10.1007/s10664-018-9596-7,Detecting requirements defects with NLP patterns: an industrial experience in the railway domain,"Alessio Ferrari, G. Gori, Benedetta Rosadini, I. Trotta, Stefano Bacherini, A. Fantechi, S. Gnesi",Empirical Software Engineering,2018,(missing abstract),276639545,126,76,,a
10.1007/s00766-009-0080-1,Technology transfer decision support in requirements engineering research: a systematic review of REj,"Martin Ivarsson, Tony Gorschek",Requirements Engineering,2009,"One of the main goals of an applied research field such as requirements engineering is the transfer of research results to industrial use. To promote industrial adoption of technologies developed in academia, researchers need to provide tangible evidence of the advantages of using them. This can be done through industry validation, enabling researchers to test and validate technologies in a real setting with real users and applications. The evidence obtained, together with detailed information on how the validation was conducted, offers rich decision support material for industrial practitioners seeking to adopt new technologies. This paper presents a comprehensive systematic literature review of all papers published in the Requirements Engineering journal containing any type of technology evaluation. The aim is to gauge the support for technology transfer, i.e., to what degree industrial practitioners can use the reporting of technology evaluations in the journal as decision support for adopting the technologies in industrial practice. Findings show that very few evaluations offer full technology transfer support, i.e., have a realistic scale, application or subjects. The major improvement potential concerning support for technology transfer is found to be the subjects used in the evaluations. Attaining company support, including support for using practitioners as subjects, is vital for technology transfer and for researchers seeking to validate technologies.",99535334,116,66,,a
10.1109/ms.2013.94,Software Analytics in Practice,"D. Zhang, Shi Han, Yingnong Dang, Jian-Guang Lou, Haidong Zhang, Tao Xie",IEEE Software,2013,"A huge wealth of various data exist in the practice of software development. Further rich data are produced by modern software and services in operation, many of which tend to be data-driven and/or data-producing in nature. Hidden in the data is information about the quality of software and services and the dynamics of software development. Software analytics is to develop and apply data exploration and analysis technologies, such as pattern recognition, machine learning, and information visualization, on software data to obtain insightful and actionable information for modern software and services. This tutorial presents latest research and practice on principles, techniques, and applications of software analytics in practice, highlighting success stories in industry, research achievements that are transferred to industrial practice, and future research and practice directions in software analytics. The attendees can acquire the skills and knowledge needed to perform industrial research or conduct industrial practice in the field of software analytics and to integrate analytics in their own industrial research, practice, and training.",177163624,111,26,,
10.1109/re.2011.6051652,Prioritization of quality requirements: State of practice in eleven companies,"Richard Berntsson-Svensson, T. Gorschek, B. Regnell, R. Torkar, A. Shahrokni, R. Feldt, A. Aurum",2011 IEEE 19th International Requirements Engineering Conference,2011,"Requirements prioritization is recognized as an important but challenging activity in software product development. For a product to be successful, it is crucial to find the right balance among competing quality requirements. Although literature offers many methods for requirements prioritization, the research on prioritization of quality requirements is limited. This study identifies how quality requirements are prioritized in practice at 11 successful companies developing software intensive systems. We found that ad-hoc prioritization and priority grouping of requirements are the dominant methods for prioritizing quality requirements. The results also show that it is common to use customer input as criteria for prioritization but absence of any criteria was also common. The results suggests that quality requirements by default have a lower priority than functional requirements, and that they only get attention in the prioritizing process if decision-makers are dedicated to invest specific time and resources on QR prioritization. The results of this study may help future research on quality requirements to focus investigations on industry-relevant issues.",126180909,111,40,,a
10.1109/ms.2011.49,Agile Collaborative Research: Action Principles for Industry-Academia Collaboration,"A. Sandberg, L. Pareto, T. Arts",IEEE Software,2011,"Both the software industry and academia promote collaboration to solve challenges together that neither can solve alone. Collaboration brings opportunities to understand and improve in ways not possible when working apart, but it succeeds only if both parties are contributing. A collaboration model developed from eight years' experience setting up and managing a research center explicitly focused on industry needs is based on five success factors enabling research results (need orientation, industry goal alignment, deployment impact, industry benefit, and innovativeness), five success factors enabling research activities (management engagement, network access, collaborator match, communication ability, and continuity), and 10 action principles for industry-academia collaboration management.",37748554,108,20,,
10.1016/j.jss.2010.02.005,Software process improvement through the Lean Measurement (SPI-LEAM) method,"Kai Petersen, Claes Wohlin",Journal of Systems and Software,2010,(missing abstract),94853632,108,53,,a
10.1016/j.jss.2014.03.082,On the use of software design models in software development practice: An empirical investigation,"Tony Gorschek, Ewan Tempero, Lefteris Angelis",Journal of Systems and Software,2014,(missing abstract),171293918,105,90,,
10.1016/j.jss.2015.08.048,Software test process improvement approaches,"Wasif Afzal, Snehal Alone, Kerstin Glocksien, Richard Torkar",Journal of Systems and Software,2016,(missing abstract),125197610,104,86,,a
10.1109/icse.2012.6227121,Software analytics in practice: mini tutorial,"D. Zhang, Shi Han, Yingnong Dang, Jian-Guang Lou, Haidong Zhang, Tao Xie",International Conference on Software Engineering,2012,"A huge wealth of various data exist in the practice of software development. Further rich data are produced by modern software and services in operation, many of which tend to be data-driven and/or data-producing in nature. Hidden in the data is information about the quality of software and services and the dynamics of software development. Software analytics is to develop and apply data exploration and analysis technologies, such as pattern recognition, machine learning, and information visualization, on software data to obtain insightful and actionable information for modern software and services. This tutorial presents latest research and practice on principles, techniques, and applications of software analytics in practice, highlighting success stories in industry, research achievements that are transferred to industrial practice, and future research and practice directions in software analytics. The attendees can acquire the skills and knowledge needed to perform industrial research or conduct industrial practice in the field of software analytics and to integrate analytics in their own industrial research, practice, and training.",191840033,97,22,,
10.1142/s021819401250009x,Requirements Traceability: a Systematic Review and Industry Case Study,"R. Torkar, T. Gorschek, R. Feldt, Mikael Svahnberg, Uzair Akbar Raja, Kashif Kamran",Int. J. Softw. Eng. Knowl. Eng.,2012,"Requirements traceability enables software engineers to trace a requirement from its emergence to its fulfillment. In this paper we examine requirements traceability definitions, challenges, tools ...",220408019,96,82,,
10.1016/j.jss.2009.06.048,A systematic review of domain analysis solutions for product lines,"Mahvish Khurum, Tony Gorschek",Journal of Systems and Software,2009,(missing abstract),58741307,96,145,,
10.1016/j.jss.2014.06.059,A systematic literature review on the industrial use of software process simulation,"Nauman Bin Ali, Kai Petersen, Claes Wohlin",Journal of Systems and Software,2014,(missing abstract),208544286,91,163,,a
10.1007/978-3-030-32489-6,Contemporary Empirical Methods in Software Engineering,"M. Felderer, G. Travassos",(missing journal),2020,(missing abstract),34009607,85,603,,
10.1007/s00766-007-0047-z,Industry evaluation of the Requirements Abstraction Model,"Tony Gorschek, Per Garre, Stig Larsson, Claes Wohlin",Requirements Engineering,2007,"Software requirements are often formulated on different levels and hence they are difficult to compare to each other. To address this issue, a model that allows for placing requirements on different levels has been developed. The model supports both abstraction and refinement of requirements, and hence requirements can both be compared with each other and to product strategies. Comparison between requirements will allow for prioritization of requirements, which in many cases is impossible if the requirements are described on different abstraction levels. Comparison to product strategies will enable early and systematic acceptance or dismissal of requirements, minimizing the risk for overloading. This paper presents an industrial evaluation of the model. It has been evaluated in two different companies, and the experiences and findings are presented. It is concluded that the requirements abstraction model provides helpful improvements to the industrial requirements engineering process.",60749968,80,35,,
10.1007/s10664-019-09711-y,Characterizing industry-academia collaborations in software engineering: evidence from 101 projects,"Vahid Garousi, Dietmar Pfahl, João M. Fernandes, Michael Felderer, Mika V. Mäntylä, David C. Shepherd, Andrea Arcuri, Ahmet Coşkunçay, Bedir Tekinerdogan",Empirical Software Engineering,2019,"Research collaboration between industry and academia supports improvement and innovation in industry and helps ensure the industrial relevance of academic research. However, many researchers and practitioners in the community believe that the level of joint industry-academia collaboration (IAC) projects in Software Engineering (SE) research is relatively low, creating a barrier between research and practice. The goal of the empirical study reported in this paper is to explore and characterize the state of IAC with respect to industrial needs, developed solutions, impacts of the projects and also a set of challenges, patterns and anti-patterns identified by a recent Systematic Literature Review (SLR) study. To address the above goal, we conducted an opinion survey among researchers and practitioners with respect to their experience in IAC. Our dataset includes 101 data points from IAC projects conducted in 21 different countries. Our findings include: (1) the most popular topics of the IAC projects, in the dataset, are: software testing, quality, process, and project managements; (2) over 90% of IAC projects result in at least one publication; (3) almost 50% of IACs are initiated by industry, busting the myth that industry tends to avoid IACs; and (4) 61% of the IAC projects report having a positive impact on their industrial context, while 31% report no noticeable impacts or were “not sure”. To improve this situation, we present evidence-based recommendations to increase the success of IAC projects, such as the importance of testing pilot solutions before using them in industry. This study aims to contribute to the body of evidence in the area of IAC, and benefit researchers and practitioners. Using the data and evidence presented in this paper, they can conduct more successful IAC projects in SE by being aware of the challenges and how to overcome them, by applying best practices (patterns), and by preventing anti-patterns.",80834404,77,113,,
10.1109/cesi.2013.6618469,Empirical software engineering research with industry: Top 10 challenges,C. Wohlin,2013 1st International Workshop on Conducting Empirical Studies in Industry (CESI),2013,"Software engineering research can be done in many ways, in particular it can be done in different ways when it comes to working with industry. This paper presents a list of top 10 challenges to work with industry based on our experience from working with industry in a very close collaboration with continuous exchange of knowledge and information. The top 10 list is based on a large number of research projects and empirical studies conducted with industrial research partners since 1983. It is concluded that close collaboration is a long-term undertaking and a large investment. The importance of addressing the top 10 challenges is stressed, since they form the basis for a long-term sustainable and successful collaboration between industry and academia.",31908409,71,15,,
10.1109/ms.2009.164,A Lightweight Innovation Process for Software-Intensive Product Development,"T. Gorschek, Samuel Fricker, Kenneth Palm, Steven Kunsman",IEEE Software,2010,An innovation process using face-to-face screening and idea refinement with heterogeneous audition teams can enhance the longterm perspective of product planning and development.,185673976,67,21,,a
10.1016/j.ijinfomgt.2012.06.002,Solutions in global software engineering: A systematic literature review,"Stefan Schneider, Richard Torkar, Tony Gorschek",International Journal of Information Management,2013,(missing abstract),183630243,66,92,,
10.1109/re.2013.6636722,A review of traceability research at the requirements engineering conferencere@21,"Sunil S. Nair, J. Vara, S. Sen",2013 21st IEEE International Requirements Engineering Conference (RE),2013,"Traceability between development artefacts and mainly from and to requirements plays a major role in system lifecycle, supporting activities such as system validation, change impact analysis, and regulation compliance. Many researchers have been working on this topic and have published their work throughout the editions of the Requirements Engineering Conference. This paper aims to analyse the research on traceability published in the past 20 years of this conference and to provide insights into its contribution to the traceability area. We have selected and reviewed 70 papers in the proceedings of the conference and summarised several aspects of traceability that have been addressed and by whom. The paper also discusses the evolution of the topic at the conference, compares the results with those reported in other publications, and proposes aspects on which further research should be conducted.",260953768,65,102,,a
10.1007/s11219-016-9319-5,Industry–academia collaborations in software testing: experience and success stories from Canada and Turkey,"Vahid Garousi, Matt M. Eskandar, Kadir Herkiloglu",Software Quality Journal,2017,"Collaboration between industry and academia supports improvement and innovation in industry and helps to ensure industrial relevance in academic research. However, many researchers and practitioners believe that the level of joint industry–academia collaborations (IAC) in software engineering (SE) is still relatively very low, compared to the amount of activity in each of the two communities. The goal of the empirical study reported in this paper is to characterize a set of collaborative industry–academia R&D projects in the area of software testing conducted by the authors (based in Canada and Turkey) with respect to a set of challenges, patterns and anti-patterns identified by a recent Systematic Literature Review study, with the aim of contributing to the body of evidence in the area of IAC, for the benefit of SE researchers and practitioners in conducting successful IAC projects in software testing and in software engineering in general. To address the above goal, a pool of ten IAC projects (six completed, two failed and two ongoing) all in the area of software testing, which the authors have led or have had active roles in, were selected as objects of study and were analyzed (both quantitatively and qualitatively) with respect to the set of selected challenges, patterns and anti-patterns. As outputs, the study presents a set of empirical findings and evidence-based recommendations, e.g.: it has been observed that even if an IAC project may seem perfect from many aspects, one single major challenge (e.g., disagreement in confidentiality agreements) can lead to its failure. Thus, we recommend that both parties (academics and practitioners) consider all the challenges early on and proactively work together to eliminate the risk of challenges in IAC projects. We furthermore report correlation and interrelationship of challenges, patterns and anti-patterns with project success measures. This study hopes to encourage and benefit other SE researchers and practitioners in conducting successful IAC projects in software testing and in software engineering in general in the future.",174825459,64,103,,
10.1007/s10664-020-09803-0,Practical relevance of software engineering research: synthesizing the community’s voice,"Vahid Garousi, Markus Borg, Markku Oivo",arXiv: Software Engineering,2018,"Software engineering (SE) research should be relevant to  practice. There have been regular discussions in the SE community on this issue since the 1980's, led by pioneers such as Robert Glass. As we recently passed the milestone of 50 years of software engineering, some recent positive efforts have been made in this direction, e.g., establishing industrial tracks in several SE conferences. However, many researchers and practitioners believe that we, as a community, are still struggling with research relevance and utility. The goal of this paper is to synthesize the evidence and experience-based opinions shared on this topic so far in the SE community, and to encourage the community to further reflect and act on the research relevance. For this purpose, we have conducted a Multi-vocal Literature Review (MLR) of 54 systematically-selected sources (papers and non peer-reviewed articles). Instead of relying on and considering the individual opinions on research relevance, mentioned in each of the sources, the MLR aims to synthesize and provide the holistic view on the topic. The highlights of our MLR findings are as follows. The top three root causes of low relevance, discussed in the community, are: (1) Researchers having simplistic views (or wrong assumptions) about SE in practice; (2) Lack of connection with industry; and (3) Wrong identification of research problems. The top three suggestions for improving research relevance are: (1) Using appropriate research approaches such as action-research; (2) Choosing relevant research problems; and (3) Collaborating with industry. By synthesizing all the discussions on this important topic so far, this paper aims to encourage further discussions and actions in the community to increase our collective efforts to improve the research relevance.",226557682,64,214,,a
10.1007/978-3-030-32610-4,Action Research in Software Engineering: Theory and Applications,M. Staron,(missing journal),2019,(missing abstract),23985154,63,105,,
10.1007/978-3-030-32489-6_5,The Design Science Paradigm as a Frame for Empirical Software Engineering,"Per Runeson, Emelie Engström, Margaret-Anne Storey",Contemporary Empirical Methods in Software Engineering,2020,"Software engineering research aims to help improve real-world practice. With the adoption of empirical software engineering research methods, the understanding of real-world needs and validation of solution proposals have evolved. However, the philosophical perspective on what constitutes theoretical knowledge and research contributions in software engineering is less discussed in the community. In this chapter, we use the design science paradigm as a frame for articulating and communicating prescriptive software engineering research contributions. Design science embraces problem conceptualization, solution (or artifact) design, and validation of solution proposals, with recommendations for practice phrased as technological rules. Design science is used in related research areas, particularly information systems and management theory. We elaborate the constructs of design science for software engineering, relate them to different conceptualizations of design science, and provide examples of possible research methods. We outline how the assessment of research contributions, industry–academia communication, and theoretical knowledge building may be supported by the design science paradigm. Finally, we provide examples of software engineering research presented through a design science lens.",182703435,62,52,,a
10.1109/tse.2016.2620458,Supporting Change Impact Analysis Using a Recommendation System: An Industrial Case Study in a Safety-Critical Context,"Markus Borg, K. Wnuk, B. Regnell, P. Runeson",IEEE Transactions on Software Engineering,2017,"Change Impact Analysis (CIA) during software evolution of safety-critical systems is a labor-intensive task. Several authors have proposed tool support for CIA, but very few tools were evaluated in industry. We present a case study on ImpRec, a recommendation System for Software Engineering (RSSE), tailored for CIA at a process automation company. ImpRec builds on assisted tracing, using information retrieval solutions and mining software repositories to recommend development artifacts, potentially impacted when resolving incoming issue reports. In contrast to the majority of tools for automated CIA, ImpRec explicitly targets development artifacts that are not source code. We evaluate ImpRec in a two-phase study. First, we measure the correctness of ImpRec’s recommendations by a simulation based on 12 years’ worth of issue reports in the company. Second, we assess the utility of working with ImpRec by deploying the RSSE in two development teams on different continents. The results suggest that ImpRec presents about 40 percent of the true impact among the top-10 recommendations. Furthermore, user log analysis indicates that ImpRec can support CIA in industry, and developers acknowledge the value of ImpRec in interviews. In conclusion, our findings show the potential of reusing traceability associated with developers’ past activities in an RSSE.",64683903,61,133,,
