DOI,Title,Authors,Journal,Year,Abstract,ResearchRabbitId,Cited By,References,PubMedId
(missing DOI),Retrieving and Ranking Relevant JavaScript Technologies from Web Repositories,"H. Vázquez, J. A. D. Pace, C. Marcos, S. Vidal",ArXiv,2022,"The selection of software technologies is an important but complex task. We consider developers of JavaScript (JS) applications, for whom the assessment of JS libraries has become difficult and time-consuming due to the growing number of technology options available. A common strategy is to browse software repositories via search engines (e.g., NPM, or Google), although it brings some problems. First, given a technology need, the engines might return a long list of results, which often causes information overload issues. Second, the results should be ranked according to criteria of interest for the developer. However, deciding how to weight these criteria to make a decision is not straightforward. In this work, we propose a two-phase approach for assisting developers to retrieve and rank JS technologies in a semi-automated fashion. The first-phase (ST-Retrieval) uses a meta-search technique for collecting JS technologies that meet the developer's needs. The second-phase (called ST-Rank), relies on a machine learning technique to infer, based on criteria used by other projects in the Web, a ranking of the output of ST-Retrieval. We evaluated our approach with NPM and obtained satisfactory results in terms of the accuracy of the technologies retrieved and the order in which they were ranked.",255288809,1,58,(missing PubMedId)
(missing DOI),ON THE DEVELOPMENT LIFE CYCLE OF DISTRIBUTED FUNCTIONAL APPLICATIONS: a case study,Laura M. Castro Souto,(missing journal),2011,"In a world where technology plays a major, increasing role day after day, efforts devoted to develop better software are never too much. This book presents a study on software applications development based on a real case, were the integral process of software development is addressed from the functional paradigm point of view. In contrast with the traditional imperative paradigm, the functional paradigm represents a different way of developing applications, and also a distinct manner of thinking about software itself. This work goes through the characteristics and properties that functional technology gives to both software and its development process, from the early analysis and design development phases, up to the final and no less critical verification and validation stages. The strengths and opportunities that emerge in the field of testing, thanks to the use of the functional paradigm, are explored in depth. From the analysis of this process being put into practise in a real software development experience, we draw conclusions about the convenience of applying a functional approach to complex domains, and extract a reusable engineering methodology.",245601829,1,155,(missing PubMedId)
(missing DOI),1 Applying Empirical Software Engineering to Software Architecture : Challenges and Lessons Learned,(missing authors),(missing journal),2010,"In the last 15 years, software architecture has emerged as an important software engineering field for managing the development and maintenance of large, software-intensive systems. Software architecture community has developed numerous methods, techniques, and tools to support the architecture process (analysis, design, and review). Historically, most advances in software architecture have been driven by talented people and industrial experience, but there is now a growing need to systematically gather empirical evidence about the advantages or otherwise of tools and methods rather than just rely on promotional anecdotes or rhetoric. The aim of this paper is to promote and facilitate the application of the empirical paradigm to software architecture. To this end, we describe the challenges and lessons learned when assessing software architecture research that used controlled experiments, replications, expert opinion, systematic literature reviews, observational studies, and surveys. Our research will support the emergence of a body of knowledge consisting of the more widely-accepted and well-formed software architecture. theories.",244223702,0,106,(missing PubMedId)
(missing DOI),A Novel Approach for Effectiveness and Efficiency of Unit Testing for Object Oriented Programs,"M. C. Pandey, M. Saini, Rameshwaram Tiwari",(missing journal),2011,"Testing is the most important method used to validate a software product. Unit testing is an efficient method of detecting and isolating defects in individual units of code. In this thesis we explore some issues relating to the unit testing of object-oriented systems, using the experimental approach for validation specifically we Proposes a framework for assessing the effectiveness and the efficiency of unit testing and applies it to evaluate different coverage criteria.",241714459,0,21,(missing PubMedId)
(missing DOI),TX-A: UMA ABORDAGEM PARA MELHORAR A EXPERIÊNCIA DO TESTADOR EM PROJETOS DE SOFTWARE,"Oswald Mesumbe Ekwoge, Oswald Mesumbe Ekwoge, Cláudio Dias Neto",(missing journal),2017,(missing abstract),237533476,0,41,(missing PubMedId)
(missing DOI),Integration of Analytical Quality Assurance Methods into Agile Software Construction Practice Research Proposal for a Family of Controlled Experiments,S. Biffl,(missing journal),2005,". Defects in early software development products, e.g., design specifications, can have a major impact on product quality. Analytical quality assurance methods, like Software Inspections and Testing are common practices for detecting non-conformities in software products. Often, these quality assurance (QA) activities are not seen as integral part of software construction process but rather as time-and-budget-consuming add-on activities, which may be cut short if the remaining budget becomes tight. Agile software development practices, such as pair programming, focus on software construction, with some basic elements of quality assurance, e.g., continuous reviews. Several empirical studies reported on defect reduction in software products and on productivity improvements of pairs compared to solo programming. To bundle the benefits from agile development practice and structured quality assurance activities, we propose a pair programming (PP) approach that integrates best-practice inspection and usage-based testing (see ISERN 2004 poster session). This approach is expected to bring several benefits: (a) increased product quality, (b) increased business value contribution of PP by applying prioritized use cases, (c) improved understanding of customer requirements, and (d) extending application opportunities of agile methods to more critical software systems, which require auditable QA activities. Based on this integrated PP model we propose to conduct a family of experiments to investigate defect detection capability and learning effects. Additionally, the experiment setup will address the theoretical background (Empirical Software Engineering theory building) on the necessary number of participants to achieve empirical evidence, improve reporting theory of empirical studies and improve hypothesis building processes.",232562415,0,34,(missing PubMedId)
(missing DOI),Study and definition of project attributes for selection of testing techniques for concurrent software,"Italo De Oliveira Santos, Simone Do Rocio Senger de Souza",Anais Estendidos da Conferência Brasileira de Software: Teoria e Prática,2019,"[Context:] The choice of testing technique to be adopted in a software testing project persists based on the tester’s knowledge and often does not consider all of the testing techniques available in the industry or academia. In a previous project of the research group, a framework was defined to support the systematic selection of concurrent software testing techniques. Therefore, a characterization scheme was proposed and implemented in the SeleCTT tool, which is composed of a set of attributes that considers characteristics of concurrent programs and they are used to calculate which of these attributes are suitable to guide the selection of testing techniques for a particular software project. [Objective:] The selection of the testing technique at each stage of a software’s life cycle depends on many factors, such as resources, schedule, cost of the project, among other attributes. This work will extend the previously defined attributes, taking into account other characteristics that may be considered, for example, information from previous similar projects. Considering that the testing techniques are complementary, another goal is to allow a set of testing techniques to be selected and not just one. [Methodology:] To achieve this goal, a systematic mapping study was conducted to identify and analyze papers that represent the current state of the literature about testing techniques selection. Moreover, we surveyed software testing practices carried in Brazil software companies. The survey identified the testing practices in Brazilian industries, for the purpose of knowing and having an overview on the latest testing techniques, tools and metrics used, the challenges faced by testers and the selection testing technique process. [Results and Conclusions:] With this study, it is expected to specify project attributes that can be used to improve the existing recommendation system in the SeleCTT tool and propose ways of combining testing techniques, contributing to industry and academia, and bring insights on the context of testing techniques selection.",228763460,1,17,(missing PubMedId)
(missing DOI),Software Test Management to Improve Software Product Quality,"Cathy Guevara-Vega, Wilson Aníbal Cárdenas-Hernández, Pablo A. Landeta-López, Xavier Mauricio Rea-Peñafiel, José Antonio Quiña-Mera",Communications in computer and information science,2021,"Improving software quality is one of the desired goals of software development teams. More so, financial companies must ensure the quality of the software product to guarantee financial transactions. For this reason, this study, based on the Design Science Research (DSR) approach, establishes the research question: Does implementing a test management framework in the development process improve the quality of the software product? The paper aims to answer this question we propose a software testing framework based on the processes described in the ISO/IEC/IEEE 29119–2 standard and the documentation templates of the ISO/IEC/IEEE 29119–3 standard, which became the technical guide for the evaluation of the developed software. Furthermore, we evaluated the framework through a case study applied in a financial company in Ecuador; we also publish the testing framework artifacts in a Zenodo open data repository. The principal results show an increase in bug detection in the range of 77% to 100%, reduction of defect density in the range of 95% to 0%, and a 12.5% reduction of previously reported software failures in production environments.KeywordsSoftware testingTesting processesTesting techniquesTest documentationISO/IEC/IEEE 29119",214789881,0,23,(missing PubMedId)
(missing DOI),SOA und Softwarequalität,A. Göb,(missing journal),2012,"Trotz intensiver Forschung sowohl zu SOA als auch zu Softwarequalitat existiert wenig belegtes Wissen uber deren Zusammenhange. Zur Schliesung dieser Forschungslucke werden Einflusse sowohl des Architekturstils SOA als auch allgemeiner Architektureigenschaften auf die Softwarequalitat identifiziert und uber ein Qualitatsmodell fur SOA formalisiert. SOA-Experten aus Industrie und Forschung bewerten das Modell als gut strukturiert und verstandlich und bestatigen, dass es die wichtigen Eigenschaften der Architektur angemessen abbildet. 
Da das Modell zu existierenden Qualitatsanalysewerkzeugen kompatibel ist, erlaubt es standardisierte, automatisierte und reproduzierbare Architekturqualitatsbewertungen. Da diese Werkzeuge auch fur die Analyse von Quellcode verwendet werden konnen, ermoglicht diese Konsolidierung von Werkzeugen Kosteneinsparungen im Qualitatsmanagement.",210878363,2,137,(missing PubMedId)
(missing DOI),Towards a reasoning framework for software product line testing,I. Machado,SPLC '12,2012,"Testing can still be considered a bottleneck for software product line engineering. The variability implemented in the source artifacts increases its complexity. Due to its key role for product line quality, testing requires cost-effective practices, such as techniques for test selection should be produced to enable companies to experience the substantial production cost savings. In this paper, we present the outline of a Ph.D. research aimed at developing a reasoning framework to improve SPL testing practices. Based on multiple sources of evidence, the framework intends to provide testers with an automated reasoner for determining which techniques may be suitable for a given variability implementation mechanism, and how these should be employed in order to makes testing in a SPL a more effective and efficient practice. We plan to perform empirical evaluations in order to assess the proposal effectiveness.",209231233,0,12,(missing PubMedId)
(missing DOI),Characterization of Open-Source Applications and Test Suites,"Sarojini Balasubramanian, Kristen R. Walcott",International Journal of Software Engineering & Applications,2018,"Software systems that meet the stakeholders needs and expectations is the ultimate objective of the software provider. Software testing is a critical phase in the software development lifecycle that is used to evaluate the software. Tests can be written by the testers or the automatic test generators in many different ways and with different goals. Yet, there is a lack of well-defined guidelines or a methodology to direct the testers to",209146702,0,36,(missing PubMedId)
(missing DOI),Evaluation of {model-based} testing techniques selection approaches: An external replication,"A. Dias-Neto, G. Travassos",2009 3rd International Symposium on Empirical Software Engineering and Measurement,2009,"The selection of software technologies represents a risk factor to a software project. Therefore, using tailored software technologies to support this task can contribute to reduce the risk of inadequate choices made by software engineers. This paper presents the results of an experimental study conducted to evaluate if three dependent variables (selection time, % of correct choices, and used information) can be significantly affected by two different approaches to support the selection of Model-Based Testing techniques. This study consists of an external replication of an experiment conducted to evaluate two approaches for the selection of testing techniques. Therefore, we present the adaptations performed in the planning and design of the experiment and the challenges observed in conducting a study replication. The results indicated that the time spent to select MBT techniques and the percentage of right selections can be affected by the approach used to select MBT techniques for different software project categories.",208151103,14,14,(missing PubMedId)
(missing DOI),Unit Testing Tool Competition,"S. Bauersfeld, T. Vos, Kiran Lakhotia, Simon M. Poulding, Nelly Condori-Fernández","2013 IEEE Sixth International Conference on Software Testing, Verification and Validation Workshops",2013,"This paper describes the Java Unit Testing Tool Competition that ran in the context of the Search Based Software Testing (SBST) workshop at ICST 2013. It describes the main objective of the benchmark, the Java classes that were selected, the data that was collected, the tools that were used for data collection, the protocol that was carried out to execute the benchmark and how the final benchmark score for each participating tool can be calculated.",207936526,22,19,(missing PubMedId)
(missing DOI),Classification model for test case prioritization techniques,"Sujata, G. Purohit","2017 International Conference on Computing, Communication and Automation (ICCCA)",2017,"Regression Testing is mainly done in software maintenance aiming to assure that the changes made in the software have correctly been implemented and also to achieve the confidence that the modifications have not affected the other parts of the software. It is very costly and expensive technique. There are number of techniques present in literature that focus on achieving various testing objectives early in the process and hence reduces its cost. Despite of that, testers usually prefer only few already known techniques for test case prioritization. The main reason behind is the absence of guidelines for the selection of TCP techniques. Hence, this piece of research introduces a novel approach for classification of TCP techniques using fuzzy logic to support the efficient selection of test case prioritization techniques. This work is an extension of already proposed selection schema for test case prioritization techniques. To perform the validation of proposed approach results are compared with other classification techniques using Weka tool. The analysis clearly shows the effectiveness of proposed approach as compared to others in terms of its accuracy.",206286551,3,24,(missing PubMedId)
(missing DOI),Extended Abstract - CTDSI/CTCCSI 2021 - Study and definition of project attributes for selection of testing techniques for concurrent software,"Ítalo Santos, S. R. S. Souza, S. Melo",Anais Estendidos do XVII Simpósio Brasileiro de Sistemas de Informação (Anais Estendidos do SBSI 2021),2021,"[Context:] The choice of testing technique to be adopted in a software testing project persists based on the tester's knowledge and often does not consider all of the testing techniques available in the industry or academia. Therefore, a characterization scheme was proposed and implemented in the SeleCTT tool, which is composed of a set of attributes that considers characteristics of concurrent programs, and they are used to calculate which of these attributes are suitable to guide the selection of testing techniques for a particular software project. [Objective:] The selection of the testing technique at each stage of a software's life cycle depends on many factors. Our work aims to help testers to select a better testing technique according to the characteristics of a software project, contributing to the selection of the most suitable testing technique to increase the efficiency of the software test execution process, which in turn influences the development and delivery of a more robust and quality product. Considering that the testing techniques are complementary, another goal is to allow a set of testing techniques to be selected and not just one. [Methodology:] To achieve this goal, a systematic mapping study was conducted to identify and analyze papers that represent the current state of the literature about testing techniques selection. We surveyed software testing practices carried in Brazil software companies and identified the testing practices to know and have an overview on the latest testing techniques, tools, and metrics used, the challenges faced by testers, and the selection testing technique process. [Results and Conclusions:] With this study, it is expected to specify project attributes that can be used to improve the existing recommendation system in the SeleCTT tool and propose ways of combining testing techniques, contributing to industry and academia, and bring insights into the context of testing techniques selection.",205176776,0,9,(missing PubMedId)
(missing DOI),An architectural model for software testing lesson learned systems,"J.M. Andrade, Juan Ares, María-Aurora Martínez, Juan Pazos, Santiago Rodríguez, Julio Romera, Sonia Suárez",Information & Software Technology,2012,(missing abstract),204829893,35,101,(missing PubMedId)
(missing DOI),T-way Test Suite Generation Strategy based on Ant Colony Algorithm to Support T-way Variable Strength,"N. Ramli, R. R. Othman, R. Hendradi, I. Iszaidy",Journal of Physics: Conference Series,2021,"T-way test suite generation strategy based on Ant Colony algorithm (TTSGA) has been developed to support t-way variable strength testing which tackles exhaustive testing issues. It employs the ant colony optimization algorithm to generate near-optimal number of test suite size. Even though the test suite size is smaller than exhaustive testing, the strategy covers every possible combination of interacting parameters. The strategy has been evaluated by using benchmarked experiments. Results obtained were compared with other existing strategies that support variable strength. It was found that TTSGA produces comparable results with other existing strategies especially for higher strength configurations. Two non-parametric tests, which are Wilcoxon Rank and Friedman test, have been conducted to analyze the results statistically between TTSGA and HSS as only both strategies have complete experiments results. Although the results shows that there is no significant difference of test suite size among them, TTSGA is in the first rank in the Friedman test.",202937829,7,43,(missing PubMedId)
(missing DOI),Conducting empirical studies in industry: Balancing rigor and relevance,"Shilpi Jain, M. Babar, J. Fernandez",2013 1st International Workshop on Conducting Empirical Studies in Industry (CESI),2013,"Empirical Software Engineering research has achieved considerable results in building our knowledge about selecting and applying appropriate empirical methods for technology evaluation. Empirical studies in general and empirical studies in industrial settings in particular have played an important role in successful transition of many Software Engineering technologies to industry, for example, defect detection techniques and automated test cases. However, conducting empirical research in industrial settings remains a challenging undertaking for a variety of reasons. There is no substantial literature reporting on the challenges and complexities involved in conducting empirical studies in an industry in general and in settings whose business models are built around global sourcing. This paper reports some of our experiences and lessons learned from conducting empirical research in industry. Some of the observed challenges include short time horizon for research, high expectations, limited research skills, and the `acceptable' research rigor. The paper discusses some of these issues with relevant examples and provides some strategies for overcoming these issues. We also stress that researchers and practitioners should share their experiences of conducting empirical research in order to help build a body of knowledge to guide the future efforts.",192927153,21,25,(missing PubMedId)
(missing DOI),Characterization of tests focused on validation of software project,"José Antonio Calvo-Manzano Villalón, Gonzalo Cuevas Agustín, José de Jesús Jiménez Puello, Tomás San Feliu Gilabert",(missing journal),2014,"In this paper, a method is applied to identify and characterize what software testing should be applied to a software project for technological validation. The method was applied to a Web project and resulted in a characterization of the tests to which a project must be subjected to verify its functional and non-functional requirements. The characterization determined which tests should be applied to the project. Furthermore, the results of the characterization define a test plan that presents the validation tests for a specific project, and the problem of applying specific and appropriate tests to the project is thus resolved.",192638809,1,10,(missing PubMedId)
(missing DOI),Unit Testing Tool Competitions – Lessons Learned,"Sebastian Bauersfeld, Tanja E. J. Vos, Kiran Lakhotia",Lecture Notes in Computer Science,2013,"This paper reports about the two rounds of the Java Unit Testing Tool Competition that ran in the context of the Search Based Software Testing (SBST) workshop at ICST 2013 and the first Future Internet Testing (FITTEST) workshop at ICTSS 2013. It describes the main objectives of the benchmark, the Java classes that were selected in both competitions, the data that was collected, the tools that were used for data collection, the protocol that was carried out to execute the benchmark and how the final benchmark scores for each participating tool were calculated. Eventually, we discuss the challenges encountered during the events, what we learned and how we plan to improve our framework for future competitions.",191616864,20,25,(missing PubMedId)
(missing DOI),An approach for component testing and its empirical validation,"F. R. C. Silva, E. Almeida, S. Meira",ACM Symposium on Applied Computing,2009,"The lack of information limits component consumers to understand candidate components sufficiently in a way they can check if a given component fulfills its goal. Thus, this paper presents an approach to support component testing aiming to reduce the lack of information between component producers and component consumers. Additionally, the approach is covered by a CASE tool integrated in the development environment. An experimental study was performed in order to evaluate its efficiency and difficulties of its use. The experimental study indicates that the approach is viable and the tool support provides effort reduction to component producers and component consumers.",191528250,11,30,(missing PubMedId)
(missing DOI),Supporting the selection of model-based testing approaches for software projects,"A. Dias-Neto, G. Travassos",AST '08,2008,"Software technologies, such as model-based testing approaches, have specific characteristics and limitations that can affect their use in software projects. To make available knowledge regarding such technologies is important to support the decision regarding their use in software projects. In particular, a choice of model-based testing approach can influence testing success or failure. Therefore, this paper aims at describing knowledge acquired from a systematic review regarding model-based testing approaches and proposing an infrastructure towards supporting their selection for software projects.",191169053,18,18,(missing PubMedId)
(missing DOI),SeleCTT: ferramenta para automatização do processo de seleção de técnicas de teste de software concorrente,"Felipe Moreira Moura, Silvana M. Melo, Simone R. S. Souza",(missing journal),2017,(missing abstract),188368253,1,7,(missing PubMedId)
(missing DOI),Using Defect Taxonomies to Improve the Maturity of the System Test Process: Results from an Industrial Case Study,"Michael Felderer, Armin Beer",Lecture notes in business information processing,2013,"Defect taxonomies collect and organize the domain knowledge and project experience of experts and are a valuable instrument of system testing for several reasons. They provide systematic backup for the design of tests, support decisions for the allocation of testing resources and are a suitable basis for measuring the product and test quality. In this paper, we propose a method of system testing based on defect taxonomies and investigate how these can systematically improve the efficiency and effectiveness, i.e. the maturity of requirements-based testing. The method is evaluated via an industrial case study based on two projects from a public health insurance institution by comparing one project with defect taxonomy-supported testing and one without. Empirical data confirm that system testing supported by defect taxonomies (1) reduces the number of test cases, and (2) increases of the number of identified failures per test case.",178287613,33,34,(missing PubMedId)
(missing DOI),Porantim: An approach to support the combination and selection of Model-based Testing techniques,"A. Dias-Neto, G. Travassos",2009 ICSE Workshop on Automation of Software Test,2009,"The technical literature regarding Model-based Testing (MBT) has several techniques with different characteristics and goals available to be applied in software projects. Besides the lack of information regarding these techniques, they could be applied together in a software project aiming at improving the testing coverage. However, this decision needs to be carefully analyzed to avoid loss of resources in a software project. Based on this scenario, this paper proposes an approach with the purpose of supporting the unique or combined selection of MBT techniques for a given software project considering two aspects: the adequacy level between MBT techniques and the software project characteristics and impact of more than one MBT technique in some testing process variables. At the end, preliminary results of an experimental evaluation are presented.",177532445,10,14,(missing PubMedId)
(missing DOI),Selecting V&V Technology Combinations: How to Pick a Winner?,"P. Strooper, M. A. Wojcicki",12th IEEE International Conference on Engineering Complex Computer Systems (ICECCS 2007),2007,"Numerous software verification and validation (V&V) techniques and tools exist to analyse requirements, designs and implementations of software systems. These V&V technologies range from relatively lightweight ones, such as inspection and testing, to more heavyweight technologies based on formal methods and theorem proving. For complex systems, a significant part of the cost and effort for development and maintenance is associated with V&V activities, and this almost always involves selecting and applying a mix of V&V technologies. Unfortunately, little is known about the cost-effectiveness of individual technologies or how to derive the most cost-effective combination. As such, combinations for particular projects are typically selected in an ad-hoc way. In this paper, several issues related to the selection and evaluation of combinations of V&V technologies are explored, based on personal experiences with the V&V of concurrent Java components. A V&V method is presented that was systematically derived through an analysis of the possible failures that can occur in concurrent Java components. This method combines inspection, static analysis, and dynamic testing. In addition, empirical methods that use analysis of fault data and experiments to evaluate V&V combinations are presented. Finally, ideas are presented for an iterative method that can be used to assist with both the selection and evaluation of cost-effective V&V combinations in a given context.",172316802,9,31,(missing PubMedId)
(missing DOI),On the development life cycle of distributed functional applications: A case study,Laura M. Castro,(missing journal),2011,"In a world where technology plays a major, increasing role day after day, efforts devoted to develop better software are never too much, Both industry and academia are well aware of this, and keep on working to face the new problems and challenges that arise, more efficiently and effectively each time. Companies show their interest in cutting-edge methods, techniques, and tools, especially when they are backed up with empirical results that show practical benefits. On the other hand, academia is more than ever aware of real-world problems, and it is succeeding in connecting its research efforts to actual case studies.This thesis follows the mentioned trend, as it presents a study on software applications development based on a real case. As its main novelty and contribution, the integral process of software development is addressed from the functional paradigm point of view. In contrast with the traditional imperative paradigm, the functional paradigm represents not only a different way of developing applications, but also a distinct manner of thinking about software itself. This work goes through the characteristics and properties that functional technology gives to both software and its development process, from the early analysis and design development phases, up to the final and no less critical verification and validation stages. In particular, the strengths and opportunities that emerge in the broad field of testing, thanks to the use of the functional paradigm, are explored in depth.From the analysis of this process being put into practise in a real software development experience, we draw conclusions about the convenience of applying a functional approach to complex domains. At the same time, we extract a reusable engineering methodology to do so.",166101922,2,149,(missing PubMedId)
(missing DOI),A review on verification and validation for embedded software,"Y. M. Pérez, H. A. Marin, A. E. Bedoya",IEEE Latin America Transactions,2016,The aim of this paper is to provide a review on verification and validation of embedded software. An embedded software is a product that contains a microprocessor and software to perform certain function. The growing demand for new features and functionalities of embedded systems makes the design and implementation reach a higher level of complexity. We focused on identifying research trends in order to provide a review of the challenges that emerge during the verification and validation processes of embedded software. The research works are grouped by related themes in order to find research problems that persist nowadays.,153134331,13,44,(missing PubMedId)
