DOI,Title,Authors,Journal,Year,Abstract,LitmapsId,Cited By,References,PubMedId,Tags
(missing DOI),Leadership Interaction in Global Virtual Teams: Roles Models and Challenges,A. Gordon,(missing journal),2017,"Despite the value of virtual teams in delivering global public relations programmes across geographical boundaries, accessing participants from diverse cultures and providing 24-hour work cycles, global virtual teams are fraught with problems. Their geographical isolation, technology, different time zones and lack of visual cues mean leaders struggle to ensure these teams reach their potential. This longitudinal study explores leadership interactions in an annual public relations global virtual team learning project, GlobCom, which brings together an established supervisory team of lecturers and ad hoc teams of senior public relations students from 12 universities in 12 countries. The ongoing venture involves a live industry brief from an international client that requires competitive PR proposals to be developed by the student teams under real-time challenges. The study analyses interactions among the established supervisory global virtual team of lecturers and the interactions among the student virtual team leaders and their team mentor. The action research uses empirical data and applied integrated leadership theory, including interpersonal, group and organisational analysis, within a public relations organisational paradigm, to understand how leaders could improve interaction within these global virtual teams. The researcher is both a lecturer and team mentor to the student team leaders and has ongoing access to both the supervisory team and student team leaders. Action research is carried out within a pragmatic framework using empirically-derived data of team leader emails and online posts that are interpreted though a qualitative thematic analysis. This analysis shows how leaders can elicit actions, adopt roles specific to virtual teams and improve team participation. It offers insights into how relational interaction, combined with a task-related approach, can help virtual teams achieve their goals. The research identifies six specific action-eliciting interactive leadership styles and their levels of efficacy in each team stage. A new leadership tool, called DEPIQA, which is created from the empirical data, can be used to develop and monitor the leadership styles and moves research beyond the current simple division of passive and constructive interaction styles.",95980663,2,188,,
(missing DOI),The Action Research Project – an Endangered Species in Scandinavian IS Research?,Jesper Simonsen,(missing journal),2009,"Is the Scandinavian collaborative research practice and tradition for conducting action research projects threatened? In this article, I contribute to a debate on this concern. Action research is without doubt an exciting and relevant research strategy for IS, but a recent trend to “treamline” PhD programs and to comply with international research publication traditions seems to introduce critical challenges: (1) Action research is a very time-consuming way of producing empirical data and there is a high risk for the project not evolving as planned, which might lead to the failure of acquiring the empirical data. (2) Action research is also personally demanding and challenging because it entails a close engagement and commitment with collaborating industrial practitioners. (3) Action research might be a risky and ineffective career strategy in terms of obtaining research publications within a short period of time. I provide a framework for action research projects and contrast action research to the case study research approach. I present the above mentioned challenges of action research and give examples from my own experiences. Finally, I try to describe some possible ways for PhD-students and their supervisors to cope with action research.",89457572,2,27,,
10.1504/ijtpm.2008.016178,Mentality patterns: recurring turns of mind as first-class concerns in software projects,G. Koutsoukos,(missing journal),2008,"The increasing adoption of agile software development methodologies is amplifying the message that people are a first-order success factor of software projects. In this paper we describe a means to make certain people characteristics a first-class concern in software development projects. In particular, we present a systematic way of capturing, making explicit and effectively communicating human attitudes, beliefs and ways of thinking that influence individual and team work in software projects. Moreover, we provide an organised way to supplement and enhance software development methods, processes and project practice in order to explicitly take into account such human factors.",106065999,2,30,,
10.4018/978-1-4666-7473-8.ch002,IT Project Alignment in Practice,A. Nilsson,(missing journal),2015,"IT projects live in dynamic and interorganizational settings. As the project context changes, IT projects run the risk of not delivering intended utility to the organization, despite delivering according to the project plan. There is a need for IT projects to continuously align themselves with their surrounding context in order to stay relevant. In this chapter, a pragmatic model for IT project alignment is presented and demonstrated. Results show how the model can be used as a support to traditional IT project management methods. The chapter is concluded with a presentation of three projects to further the understanding of IT project alignment in practice.",110114744,2,70,,
(missing DOI),Ibrugtagning af ikt i universitetsuddannelse,Tom Nyvang,(missing journal),2008,(missing abstract),120060463,2,119,,
(missing DOI),"This paper is the original manuscript and has not been revised or edited. For the final version, see the French translation.",Hilary Edelstein,(missing journal),2011,"This paper will profile a project that examines the use of educational organization's websites as their primary vehicle for disseminating research findings in the form of research products to support knowledge mobilization efforts. The project specifically seeks to understand how visitors to these websites utilize the research materials posted. Beginning to understand how visitors use web-based research products might improve our understanding of knowledge mobilization in the current technological societal context. Although the data from the project is important, understanding the how university researchers collaborate with organizations to transfer new knowledge and strengthen communities of practice has become a major aspect of this project and has implications for how public administrations adopt collaborative practices.",120101921,2,93,,
10.1007/978-3-319-11283-1_3,Academia–Industry Collaboration: Getting Closer is the Key!,Anna Sandberg,Springer eBooks,2014,"Our greatest developers in industry do not typically view top researchers in academia as people who they can learn particularly much from, and our top researchers in academia do not typically view top developers as people who can contribute much to their research (except supply them with raw data). While researchers have spent years on post-university studies to learn the profession of data collection, data analysis, and data sensemaking, developers are trained to produce and deliver in time based on current best thinking. Taking different paths after the university studies soon ends up in different governing variables for developers and researchers of what brings value. This is a well-known phenomenon, and numerous articles and books are describing why this is the case (Barnes et al., Eur Manag J 20(3):272–285, 2002; Mathiassen, Inf Technol People 14(4):321–345, 2002; Mora-Valentin et al., Res Policy 33(1):17–40, 2004; Gorschek et al., IEEE Softw 23(6):88–95, 2006; Rombach and Achatz, Research collaboration between academia and industry. In: Proc. Future of Software Eng. (FOSE 07), IEEE CS Press, pp. 29–36, 2007; Van den Ven, Engaged Scholarship: A Guide for Organizational and Social Research. Oxford Univ. Press, 2007). In the Software Center we have found practical ways on how to make developers and researchers appreciate the same values and by that join forces to solve complex software engineering issues. A key instrument is to “get close” on all levels from steering groups to reference groups and research teams. In the following chapter, we describe how we in the Software Center work in practice to stimulate a close collaboration and what is required to make this work over time.",126777981,2,11,,
(missing DOI),Web 2.0 in Healthcare: The Rise of a Fashion Wave? Examining the Discourse in the Literature,"Mirko Kühne, Nadine Blinn, Christoph Rosenkranz, Markus Nuettgens",Americas Conference on Information Systems,2011,"Electronic Health (eHealth) increasingly refers to possibilities that arise from the so-called innovation “Web 2.0”. According to management fashion theory, many innovations can be classified as a fashion and only offer minor benefits for organizations. Such fashions have a diffusion and a discourse lifecycle. In this study we shed light on the discourse on Web 2.0 in healthcare. In order to explore how the discourse has emerged, we examine a selection of both the scholarly IS research and practitioner-oriented literature. Our findings show that there is almost no academic discourse on Web 2.0 in healthcare in the IS research literature. In contrast, we find an ongoing discourse on the subject with a wave-like shape in the domainspecific and practitioner-oriented literature. Our findings also provide some arguments for the debate on the link between scholarly IS literature and their practical relevance.",133986451,2,52,,
(missing DOI),Collaborative practice - an action research approach to efficient ITSM,"Stefan Cronholm, Hannes Göbel, Sandra Haraldson, Mikael Lind, Nicklas Salomonson, Ulf Seigerroth",(missing journal),2011,"This paper addresses collaborative research as an action research approach. Many times action research is described as embracing one research organisation and one business organisation. We are challenging this view by introducing the concept of collaborative practice. A collaborative practice can be seen as a cluster of local practices and researchers working together. In this way, a collaborative practice should enable joint learning between, and joint development efforts for, several business practices as well as contributing to general practice and the scientific body of knowledge. Based on a case study within efficient IT Service Management (ITSM), the concept of collaborative practice and its relation to other adjacent concepts (such as local practice, general practice and scientific body of knowledge) have been characterized. Our results should be viewed as preliminary since they are gathered from an ongoing project.",134470895,2,18,,
(missing DOI),A Socio-Technical Approach to Manage Analytics-as-a-Service – Results of an Action Design Research Project,"Christian Dremel, Emanuel Stoeckli, Jochen Wulf, Walter Brenner",Wirtschaftsinformatik und Angewandte Informatik,2019,"The ability to generate business-relevant information and its use for business process improvements is a key success factor for businesses today. Answering the call for further research on success-relevant practices and instruments for managing business analytics, we report on the results of a three-year action design research project at a global car manufacturer. Drawing on the socio-technical systems theory, we identify seven meta-requirements and specify four principles for the design of an instrument to manage Analytics-as-a-Service (Aaas) portfolios. Our results reinforce the importance of coordinating different socio-technical components in business analytics initiatives and demonstrate how concrete management instruments, such as the proposed portfolio management tool, contribute to socio-technical alignment. For practitioners, the documented design components may provide guidance on how to design and implement similar instruments that support the management of Aaas portfolios.",148544645,2,51,,
10.1007/978-3-319-04090-5_7,Solution Prototype: A Composed Artifact as Innovation Carrier,"Arkin Efeoglu, Charles Møller, Michel Sérié",Communications in computer and information science,2012,"This paper outlines an artifact building and evaluation proposal. Design Science Research (DSR) studies usually consider encapsulated artifact that have relationships with other artifacts. The solution prototype as a composed artifact demands for a more comprehensive consideration in its systematic environment. The solution prototype that is composed from blending product and service prototype has particular impacts on the dualism of DSR’s “Build” and “Evaluate”. Since the mix between product and service prototyping can be varied, there is a demand for a more agile and iterative framework. Van de Ven’s research framework seems to fit this purpose. Van de Ven allows for an iterative research approach to problem solving with flexible starting point. The research activity is the result between the iteration of two dimensions. This framework focuses on the natural evaluation, particularly on ex-ante validation. A correlation between Hevner’s and Van de Vens framework is analyzed, and finally the proposal is presented.",151519244,2,59,,
(missing DOI),"Academia, Industry and Consulting firms in Collaboration An value-based analysis of different institutions",Martin Börjesson,(missing journal),2000,"This paper tries to shed some light on why the collaboration between academia and industry can be difficult. By acknowledging that each institution has different objectives and live in different competitive environments we find different sets of values and priorities that sometimes leads to conflicting behavior. In spite of existing difficulties, many border crossing collaboration initiatives take place today. We argue that a better understanding of the collaborating institution’s differences in values and priorities can help avoiding or crossing these tacit borders and increase the success rate of these",161888150,2,13,,
(missing DOI),INTERDISCIPLINARY EDUCATION AGENDA PROJECT: IMPROVING INNOVATION THROUGH ACADEMY‑INDUSTRY COLLABORATION,"B. Andres, R. Poler",ICERI2014 Proceedings,2014,(missing abstract),164434319,2,20,,a
10.2139/ssrn.2553349,Release Cycle Management: A Contextualist Inquiry into Recurrent Software Development,"K. Syed, L. Mathiassen",(missing journal),2014,"Software development is increasingly conducted in a recurrent fashion, where the same product or service is continuously being developed for the marketplace. Still, we lack detailed studies about this increasingly important form of software development. Against this backdrop, this paper presents an action research study into Software Inc., a large multi-national software provider. The research addressed the challenges the company faced in managing releases and organizing software process improvement (SPI) to help recurrently develop and deliver a specific product, Secure-on-Request, to its customers and the wider marketplace. The initial problem situation was characterized by recent acquisition of additional software, complexity of service delivery, new engineering and product management teams, and low software development process maturity. Asking how release management can be organized and improved in recurrent development of software, we draw on Pettigrew’s contextualist inquiry to focus on the ongoing interaction between contents, context and process in organizing and improving release cycle practices and outcomes. As a result, the paper offers two contributions. Practically, it contributes to the resolution of the problem situation at Software Inc. Theoretically, it introduces a new software engineering discipline, release cycle management (RCM), focused on recurrent delivery of software, including SPI as an integral part, and grounded in the specific experiences at Software Inc.",179254538,2,113,,
(missing DOI),Managing data and information quality in construction engineering : a system design approach,Soffi Westin,(missing journal),2014,(missing abstract),186407911,2,140,,
(missing DOI),Engaged Problem Formulation of IT Management in Danish Municipalities,"Peter Nielsen, John Stouby Persson",(missing journal),2012,"Municipalities’ effectiveness in managing information technology (IT) is increasingly important in adhering to their responsibilities for providing services to citizens. While the municipalities’ difficulty in managing IT has been well documented, it is more elusive what specific problems are most relevant in contemporary municipal IT management practice. On this basis, we present an engaged scholarship approach to formulate IT management problems together with municipalities – not for municipalities. We have come to understand such engaged problem formulation as joint researching and defining of a contemporary and complex problem by researchers and those who experience and know the problem. We present the formulated IT management problems and discuss the engaged problem formulation process in relation to engaged scholarship. Furthermore, we discuss how engaged problem formulation may contribute to action research when making sense of ill-structured problems by involving multiple stakeholders.",191988865,2,51,,
(missing DOI),Shared Platform Coopetition: The Paradoxical Tension between Stabilized Cooperation and Intensified Competition,Fatemeh Saadatmand,(missing journal),2016,Shared Platform Coopetition: The Paradoxical Tension between Stabilized Cooperation and Intensified Competition,191800628,2,134,,
(missing DOI),Improving the Impact of Big Data Analytics Projects With Benefits Dependency Networks,"Maria Hoffmann Jensen, Peter Nielsen, John Stouby Persson",(missing journal),2021,(missing abstract),201696273,2,15,,
(missing DOI),Shared Platform Evolution: An Imbrication Analysis of Coopetition and Architecture,F. Saadatmand,(missing journal),2018,Title: Shared Platform Evolution Language: English with a Swedish summary Number of pages: 164,201978628,2,254,,
(missing DOI),Transforming Malaysian economy from production base to knowledge base using quadruple helix research collaborations,Muhammad Iqbal,(missing journal),2013,"The knowledge based economic transformation strategy in Malaysia is part of its broader economy competitiveness strategy developed to achieve the goals set for Vision 2020. However, Malaysia is facing hurdles in knowledge economy transformation such as weak education and training system, institutional support, and info-structure, deficient research and development capacity, unstable science and technology base, unskilled workers, and lack of techno-entrepreneurs. To discover the knowledge based transformation solution for these problems, a framework has been developed to check the impact of performance determinant variables on economic competitiveness of Malaysia using Quadruple Helix (university, industry, government and public/civil society) research collaboration as mediators. A quantitative, descriptive research design was used in which twenty nine economic performance determinant variables were tested for mediation with university, industry, government and public. Two hundred and eighty two questionnaires were distributed using the convenience sampling method to collect the data. The study validated the Quadruple Helix mediation impact using regression analysis. Mediation was further validated using the Sobel Test. The study confirmed that the performance determinant variables have a strong and positive role in determining economy competitiveness. The results also confirmed that a strong Quadruple Helix mediation is necessary; however, there exists a “weak link” between the key stakeholders in the economy of Malaysia. The results established that the university and government are comparatively strong contributors whilst civil society’s contribution is moderate and the industry is the weakest link in the competitiveness of an economy. It is therefore, concluded that a successful knowledge based transformation depends upon the collaborations between university, industry, government and civil society sector. It is recommended that a strong Quadruple Helix innovation based collaboration should be the focus and the tool for knowledge based economic transformation to strengthen the economic performance and competitiveness of Malaysia.",228495804,2,294,,
10.1108/17410390810904283,Roles in the ISD process: a collaborative approach,Jeanette Lemmergaard,J. Enterp. Inf. Manag.,2008,"Purpose – Looking at the Scandinavian information systems development (ISD) approach in contrast to more traditional ISD approaches, this paper reflects on experiences of the roles of the participants in an ISD process. The study aims to demonstrate how the theoretical knowledge of academic researchers together with the pragmatic approach of practitioners can be integrated in the ISD process – particularly in a new and more refined way, through a heightened awareness of the different roles.Design/methodology/approach – Based on case study methodology, the study focuses on the roles of human resource academics and human resource practitioners in an ISD process developing an intra‐ and inter‐organizational web‐based knowledge‐sharing portal.Findings – The study demonstrates that in order to secure the success of the ISD process, new roles must be performed and properly orchestrated. Also, the study demonstrates how a constant crosschecking of “real‐world” experiences against “the laboratory” in the ISD proc...",229497504,2,45,,
(missing DOI),Open Research Online Mediating boundaries between knowledge and knowing: ICT and R4D praxis,(missing authors),(missing journal),2020,"This paper offers critical reflections on the use of a wiki as a data repository for knowledge transfer (first-order knowledge management) and as a mediating technical platform for social learning (third-order knowledge management for social learning) as part of innovating in R4D praxis. First-order knowledge creates well-defined and stable boundaries around knowledge where clear distinctions are made between the ‘knowledge producers’ and ‘knowledge users’. In contrast, third-order knowledge emphasizes the social nature of learning and knowledge-making reframing knowledge as a negotiated and dynamic social practice. A sustainable social learning process was sought that fostered an emergent community of practice among biophysical and social researchers acting for the first time as R4D co-researchers. Over time the technologically mediated element of the learning system was judged to have failed. This inquiry asks: How can learning system design cultivate learning opportunities and respond to learning challenges in an online environment to support R4D practice? Confining critical reflection to the online learning experience alone ignores the wider context in which knowledge work took place; therefore the institutional setting is also considered.",231070267,2,42,,
(missing DOI),Using Social Networks and Communities of Practice to Support Information Systems Implementation,L. Hammre,(missing journal),2017,Information System (IS) implementations are a risky business with studies showing only a 16% 29% success rate. This research explores the use of social network analysis (SNA) to inform the creation of a Community of Practice (CoP) to support a Finance Management System implementation in a higher education organization. IS implementations can be equated to the diffusion of innovation. The successful diffusion of an innovation requires it to be communicated through a social system. Organizations rarely know what their social network looks like – it is not the formal organization chart. SNA can be used to gain an understanding of the social network and how individuals with high social capital can be identified. There is growing evidence that CoP support successful organizational change initiatives but it is less clear how CoP membership might be agreed. SNA provides an evidence-based approach to CoP formation. The IS implementation case described in the paper demonstrates a new approach to IS implementation grounded in social capital and CoP and illustrates how it might be conducted in practice.,232719036,2,31,,
(missing DOI),The Need for Systems Development Capability in Design Science Research – Investigating the Role of An Innovation Lab as Part of The Academy,"Stefan Cronholm, Hannes Göbel, M. Lind, Daniel Rudmark",(missing journal),2010,"Information systems as an artefact-oriented discipline require a strong interaction between researches, developers and users regarding, design of, development of, and the study of the use of digital artefacts in social settings. During latter years performing research in a design science research spirit has gained increasing interest. In larger scale design research endeavours access to systems development capabilities becomes necessary. Such a unit, an InnovationLab, was established in 2006 in a university setting in Sweden. In this paper we are investigating the five years of experience from running this InnovationLab. Our findings point to an innovation lab being valuable for research in general and especially for design science research. However, in order to balance the business of an innovation lab it will be necessary to provide services for other stakeholders (such as administrative units, teachers, and students) as means for developing systems development capability aimed for supporting researchers.",247713321,2,29,,
10.1007/978-3-642-41947-8,Information and Software Technologies,(missing authors),Communications in Computer and Information Science,2013,(missing abstract),276301958,2,437,,
